"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-12-11 09:01:08,2018-12-11 09:09:14
"077",1,2018-12-11 09:30:29,2018-12-11 16:53:24
"077",2,2018-12-11 18:25:06,2018-12-11 18:34:38
"078",0,2018-12-11 06:20:08,2018-12-11 06:20:08
"078",1,2018-12-11 06:42:49,2018-12-11 06:43:08
"078",2,2018-12-11 07:04:19,2018-12-11 07:05:23
"078",3,2018-12-11 07:12:08,2018-12-11 10:04:28
"078",4,2018-12-11 10:49:33,2018-12-11 10:53:35
"078",5,2018-12-11 10:58:39,2018-12-11 11:03:09
"078",6,2018-12-11 11:51:15,2018-12-11 11:51:25
"078",7,2018-12-11 14:05:18,2018-12-11 19:17:41
"078",8,2018-12-11 19:38:22,2018-12-11 20:00:08
"078",9,2018-12-11 20:05:42,2018-12-11 20:05:51
"079",0,2018-12-11 06:28:55,2018-12-11 12:19:19
"079",1,2018-12-11 12:27:50,2018-12-11 13:16:37
"079",2,2018-12-11 13:28:13,2018-12-11 20:01:40
"079",3,2018-12-12 00:00:12,2018-12-12 00:00:12
"081",0,2018-12-11 06:02:54,2018-12-11 06:03:19
"081",1,2018-12-11 06:12:16,2018-12-11 10:15:36
"081",2,2018-12-11 13:06:18,2018-12-11 13:07:43
"081",3,2018-12-11 13:27:08,2018-12-11 19:56:15
"081",4,2018-12-11 21:08:12,2018-12-11 21:09:48
"081",5,2018-12-11 21:27:15,2018-12-11 21:29:02
"081",6,2018-12-12 00:06:55,2018-12-12 00:06:55
"082",0,2018-12-11 07:01:33,2018-12-11 07:01:43
"082",1,2018-12-11 07:21:23,2018-12-11 09:52:29
"082",2,2018-12-11 09:57:44,2018-12-11 18:36:21
"082",3,2018-12-11 19:05:41,2018-12-11 21:22:30
"082",4,2018-12-11 21:28:30,2018-12-11 21:52:52
"082",5,2018-12-11 21:59:32,2018-12-11 22:23:44
"082",6,2018-12-11 22:31:44,2018-12-11 22:51:48
"082",7,2018-12-11 22:59:48,2018-12-11 23:24:29
"082",8,2018-12-11 23:31:59,2018-12-12 00:03:55
"082",9,2018-12-12 00:09:14,2018-12-12 00:09:33
"082",10,2018-12-12 00:20:34,2018-12-12 01:13:35
"082",11,2018-12-12 01:20:46,2018-12-12 01:27:50
"082",12,2018-12-12 02:23:17,2018-12-12 02:24:15
"084",0,2018-12-11 05:09:30,2018-12-11 05:09:30
"084",1,2018-12-11 05:38:00,2018-12-11 05:38:09
"084",2,2018-12-11 05:46:40,2018-12-11 09:18:34
"084",3,2018-12-11 14:07:48,2018-12-11 19:28:23
"085",0,2018-12-11 06:53:33,2018-12-11 06:55:40
"085",1,2018-12-11 07:13:56,2018-12-11 07:21:32
"085",2,2018-12-11 07:27:22,2018-12-11 09:41:56
"085",3,2018-12-11 09:47:06,2018-12-11 11:37:08
"085",4,2018-12-11 12:28:16,2018-12-11 12:55:01
"085",5,2018-12-11 13:37:05,2018-12-11 19:56:14
"085",6,2018-12-11 20:31:02,2018-12-11 20:37:31
"085",7,2018-12-11 20:59:41,2018-12-11 21:24:55
"085",8,2018-12-11 21:30:05,2018-12-11 22:21:00
"085",9,2018-12-11 22:31:10,2018-12-11 22:52:14
"085",10,2018-12-11 23:00:10,2018-12-11 23:24:13
"085",11,2018-12-11 23:31:37,2018-12-12 00:19:37
"085",12,2018-12-12 00:42:11,2018-12-12 00:50:32
"085",13,2018-12-12 02:38:44,2018-12-12 02:42:48
"086",0,2018-12-11 05:14:09,2018-12-11 06:38:22
"086",1,2018-12-11 06:59:06,2018-12-11 11:15:24
"086",2,2018-12-11 12:53:57,2018-12-11 19:39:14
"086",3,2018-12-11 19:44:57,2018-12-11 21:49:25
"086",4,2018-12-11 22:00:02,2018-12-11 22:07:37
"086",5,2018-12-12 00:00:35,2018-12-12 00:00:35
"087",0,2018-12-11 06:11:57,2018-12-11 09:26:02
"087",1,2018-12-11 14:33:29,2018-12-11 19:19:07
"087",2,2018-12-11 19:24:26,2018-12-11 19:31:42
"087",3,2018-12-12 00:00:21,2018-12-12 00:00:21
"088",0,2018-12-11 05:41:26,2018-12-11 10:47:16
"088",1,2018-12-11 14:29:03,2018-12-11 19:54:18
"090",0,2018-12-11 06:17:01,2018-12-11 10:19:14
"090",1,2018-12-11 14:06:29,2018-12-11 14:10:30
"090",2,2018-12-11 14:59:05,2018-12-11 20:23:48
"090",3,2018-12-11 22:08:19,2018-12-11 22:13:41
"090",4,2018-12-12 00:08:50,2018-12-12 00:08:50
"093",0,2018-12-11 06:31:39,2018-12-11 15:32:22
"093",1,2018-12-11 17:05:53,2018-12-11 20:08:53
"093",2,2018-12-11 21:08:36,2018-12-11 21:08:46
"093",3,2018-12-11 21:27:26,2018-12-11 21:29:12
"094",0,2018-12-11 06:25:41,2018-12-11 06:25:55
"094",1,2018-12-11 06:33:34,2018-12-11 09:33:00
"094",2,2018-12-11 14:14:51,2018-12-11 14:15:11
