"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1032",209,1,0.000185369423874143,2018-08-12 00:00:01,0,"H5-1032-17"
"535",61,0,0.563179688116061,2018-08-12 00:00:02,0,"H5-535-6"
"535",62,0,0.584032840501001,2018-08-12 00:02:35,0,"H5-535-6"
"1032",210,1,0.0594019539891121,2018-08-12 00:03:30,2,"H5-1032-17"
"1032",211,1,0.0807108706569484,2018-08-12 00:04:25,1,"H5-1032-17"
"1032",212,1,0.136388603537178,2018-08-12 00:06:05,1,"H5-1032-17"
"1032",213,1,0.173597811595768,2018-08-12 00:07:28,0,"H5-1032-17"
"1032",214,1,0.199084725675038,2018-08-12 00:08:27,0,"H5-1032-17"
"1032",215,1,0.243009799030008,2018-08-12 00:09:59,1,"H5-1032-17"
"1032",216,1,0.351343071406685,2018-08-12 00:14:17,0,"H5-1032-17"
"1032",217,1,0.390482149328968,2018-08-12 00:16:33,0,"H5-1032-17"
"1032",218,0,0.563179688116061,2018-08-12 00:17:52,0,"H5-1032-18"
"1032",219,0,0.584032840501001,2018-08-12 00:32:28,0,"H5-1032-18"
"1296",0,0,0.563179688116061,2018-08-12 20:26:10,2,"H5-1296-0"
"1296",1,0,0.563179688116061,2018-08-12 20:46:20,2,"H5-1296-0"
"2042",0,1,0.405479754869887,2018-08-12 20:59:45,5,"H5-2042-0"
"2042",1,1,0.439893803161774,2018-08-12 21:02:31,3,"H5-2042-0"
"1296",2,0,0.584032840501001,2018-08-12 21:04:12,6,"H5-1296-0"
"2042",2,1,0.487581991607755,2018-08-12 21:05:12,7,"H5-2042-0"
"1296",3,0,0.610427711692125,2018-08-12 21:07:13,8,"H5-1296-0"
"2042",3,1,0.535746668570886,2018-08-12 21:07:21,2,"H5-2042-0"
"2042",4,1,0.549040484799152,2018-08-12 21:08:13,3,"H5-2042-0"
"1296",4,0,0.631025224381994,2018-08-12 21:08:24,0,"H5-1296-0"
"2042",5,1,0.570885488728222,2018-08-12 21:09:13,4,"H5-2042-0"
"1061",0,0,0.563179688116061,2018-08-12 21:10:03,0,"H5-1061-0"
"2042",6,1,0.597038599157096,2018-08-12 21:10:12,0,"H5-2042-0"
