"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2018-12-19 08:23:00,2018-12-19 08:24:02
"077","15A",0,2018-12-19 06:25:58,2018-12-19 06:26:08
"077","15A",1,2018-12-19 06:43:54,2018-12-19 06:52:51
"077","15A",2,2018-12-19 16:53:38,2018-12-19 16:55:44
"077","15A",3,2018-12-19 17:00:13,2018-12-19 17:08:42
"077","15A",4,2018-12-19 17:22:02,2018-12-19 17:22:15
"077","15A",5,2018-12-19 17:48:30,2018-12-19 17:48:40
"077","15A",6,2018-12-19 18:02:22,2018-12-19 18:02:29
"077","15A",7,2018-12-19 18:12:21,2018-12-19 18:12:34
"077","15A",8,2018-12-19 20:52:30,2018-12-19 20:53:01
"077","15A",9,2018-12-19 21:01:29,2018-12-19 21:03:18
"077","3",0,2018-12-19 12:39:23,2018-12-19 12:49:11
"077","3",1,2018-12-19 13:05:33,2018-12-19 13:06:02
"077","3",2,2018-12-19 13:14:45,2018-12-19 13:23:08
"077","3",3,2018-12-19 13:53:13,2018-12-19 14:25:50
"077","3",4,2018-12-19 14:43:06,2018-12-19 14:43:27
"077","3",5,2018-12-19 14:52:02,2018-12-19 14:59:29
"077","3",6,2018-12-19 15:34:57,2018-12-19 16:08:09
"078","9",0,2018-12-19 06:00:42,2018-12-19 06:00:42
"078","9",1,2018-12-19 06:36:41,2018-12-19 06:43:17
"078","9",2,2018-12-19 09:18:07,2018-12-19 09:28:31
"078","9",3,2018-12-19 09:48:16,2018-12-19 09:49:51
"078","9",4,2018-12-19 09:54:10,2018-12-19 09:55:18
"078","9",5,2018-12-19 10:03:19,2018-12-19 10:03:28
"078","9",6,2018-12-19 14:25:40,2018-12-19 14:29:57
"078","9",7,2018-12-19 19:44:06,2018-12-19 19:47:40
"078","9",8,2018-12-19 20:05:07,2018-12-19 20:12:54
"078","9",9,2018-12-19 20:25:30,2018-12-19 20:29:48
"078","9",10,2018-12-19 20:32:54,2018-12-19 20:33:04
"078","9",11,2018-12-19 20:37:12,2018-12-19 20:38:30
"079","5A",0,2018-12-19 06:40:15,2018-12-19 07:02:40
"079","5A",1,2018-12-19 09:03:04,2018-12-19 09:31:31
"079","5A",2,2018-12-19 09:42:39,2018-12-19 09:44:07
"079","5A",3,2018-12-19 11:46:36,2018-12-19 11:47:06
"079","5A",4,2018-12-19 13:08:12,2018-12-19 13:09:43
"079","5A",5,2018-12-19 13:55:32,2018-12-19 14:18:55
"079","5A",6,2018-12-19 19:06:46,2018-12-19 19:29:42
"079","5A",7,2018-12-19 19:36:28,2018-12-19 19:39:45
"079","5A",8,2018-12-20 00:00:16,2018-12-20 00:00:16
"081","5A",0,2018-12-19 05:53:23,2018-12-19 05:53:23
"081","5A",1,2018-12-19 06:32:17,2018-12-19 06:55:00
"081","5A",2,2018-12-19 10:48:05,2018-12-19 10:50:04
"081","5A",3,2018-12-19 11:09:01,2018-12-19 11:37:15
"081","5A",4,2018-12-19 11:45:59,2018-12-19 11:50:26
"081","5A",5,2018-12-19 11:59:09,2018-12-19 11:59:25
"081","5A",6,2018-12-19 14:50:27,2018-12-19 14:50:42
"081","5A",7,2018-12-19 15:12:32,2018-12-19 15:12:44
"081","8",0,2018-12-19 17:07:21,2018-12-19 17:10:06
"081","8",1,2018-12-19 17:13:47,2018-12-19 17:15:27
"081","8",2,2018-12-19 17:19:30,2018-12-19 17:25:38
"081","8",3,2018-12-19 17:34:53,2018-12-19 17:37:14
"081","8",4,2018-12-19 19:13:26,2018-12-19 19:23:40
"081","8",5,2018-12-19 19:33:58,2018-12-19 19:39:31
"081","8",6,2018-12-19 20:34:14,2018-12-19 20:35:24
"082","4",0,2018-12-19 05:46:51,2018-12-19 05:50:20
"082","4",1,2018-12-19 10:17:57,2018-12-19 10:21:53
"082","4",2,2018-12-19 10:25:33,2018-12-19 10:28:31
"082","4",3,2018-12-19 11:10:50,2018-12-19 11:11:00
"082","4",4,2018-12-19 13:12:29,2018-12-19 13:12:42
"082","4",5,2018-12-19 15:50:24,2018-12-19 15:50:41
"082","4",6,2018-12-19 15:55:07,2018-12-19 15:55:16
"082","4",7,2018-12-19 16:30:36,2018-12-19 16:32:56
"083","5A",0,2018-12-19 05:16:56,2018-12-19 05:17:26
"083","5A",1,2018-12-19 05:47:13,2018-12-19 06:09:55
"083","5A",2,2018-12-19 09:23:38,2018-12-19 09:51:41
"083","5A",3,2018-12-19 14:18:39,2018-12-19 14:19:08
"083","5A",4,2018-12-19 14:37:33,2018-12-19 15:02:46
"083","5A",5,2018-12-19 19:57:31,2018-12-19 20:17:58
"083","5A",6,2018-12-19 20:58:11,2018-12-19 20:58:40
"083","5A",7,2018-12-19 21:14:49,2018-12-19 21:15:48
"083","5A",8,2018-12-19 21:21:31,2018-12-19 21:23:38
"083","5A",9,2018-12-20 00:00:09,2018-12-20 00:00:09
"084","2",0,2018-12-19 05:04:12,2018-12-19 05:04:12
"084","2",1,2018-12-19 05:45:53,2018-12-19 05:47:59
"084","2",2,2018-12-19 09:16:35,2018-12-19 09:23:13
"084","2",3,2018-12-19 14:09:38,2018-12-19 14:10:44
"084","2",4,2018-12-19 14:19:25,2018-12-19 14:21:54
"084","2",5,2018-12-19 19:18:59,2018-12-19 19:20:34
"084","2",6,2018-12-19 19:24:04,2018-12-19 19:28:22
"085","15A",0,2018-12-19 09:36:26,2018-12-19 09:36:26
"085","15A",1,2018-12-19 09:47:02,2018-12-19 09:48:09
"085","15A",2,2018-12-19 13:45:24,2018-12-19 13:46:33
"085","15A",3,2018-12-19 13:55:47,2018-12-19 13:55:57
"085","15A",4,2018-12-19 20:46:13,2018-12-19 20:47:00
"085","15A",5,2018-12-20 00:03:49,2018-12-20 00:03:49
"086","3",0,2018-12-19 06:01:22,2018-12-19 06:04:26
"086","3",1,2018-12-19 19:35:20,2018-12-19 19:38:24
"086","3",2,2018-12-19 19:48:32,2018-12-19 19:49:01
"086","3",3,2018-12-20 00:00:16,2018-12-20 00:00:16
"087","15A",0,2018-12-19 06:11:40,2018-12-19 06:12:11
"087","15A",1,2018-12-19 06:14:50,2018-12-19 06:15:01
"087","15A",2,2018-12-19 09:18:33,2018-12-19 09:27:30
