"vehicle","route","chunk","start_datetime","end_datetime"
"077","3",0,2018-11-12 06:02:06,2018-11-12 06:02:06
"077","3",1,2018-11-12 06:24:50,2018-11-12 06:25:07
"077","3",2,2018-11-12 06:31:52,2018-11-12 06:32:34
"077","3",3,2018-11-12 06:35:00,2018-11-12 06:38:24
"077","3",4,2018-11-12 14:51:04,2018-11-12 15:02:36
"077","3",5,2018-11-12 15:09:39,2018-11-12 15:33:23
"077","3",6,2018-11-12 15:36:53,2018-11-12 15:59:17
"077","3",7,2018-11-12 16:06:02,2018-11-12 16:16:48
"077","3",8,2018-11-12 16:45:49,2018-11-12 16:56:12
"077","3",9,2018-11-12 17:02:50,2018-11-12 17:47:10
"077","3",10,2018-11-12 17:54:32,2018-11-12 18:07:10
"077","3",11,2018-11-12 18:37:22,2018-11-12 18:46:16
"077","3",12,2018-11-12 18:52:32,2018-11-12 18:53:14
"077","3",13,2018-11-12 19:00:44,2018-11-12 19:02:17
"077","3",14,2018-11-12 19:05:38,2018-11-12 19:09:56
"077","91",0,2018-11-12 13:56:38,2018-11-12 14:34:54
"077","91",1,2018-11-12 14:37:30,2018-11-12 14:40:01
"078","9",0,2018-11-12 06:41:46,2018-11-12 06:41:46
"078","9",1,2018-11-12 06:44:36,2018-11-12 06:44:54
"078","9",2,2018-11-12 06:51:21,2018-11-12 06:51:40
"078","9",3,2018-11-12 07:09:38,2018-11-12 07:09:57
"078","9",4,2018-11-12 07:12:07,2018-11-12 07:13:06
"078","9",5,2018-11-12 07:15:13,2018-11-12 07:17:31
"078","9",6,2018-11-12 09:56:31,2018-11-12 10:02:43
"078","9",7,2018-11-12 10:38:20,2018-11-12 10:38:30
"078","9",8,2018-11-12 10:44:33,2018-11-12 10:44:43
"078","9",9,2018-11-12 13:27:37,2018-11-12 13:28:50
"078","9",10,2018-11-12 13:41:20,2018-11-12 13:42:06
"078","9",11,2018-11-12 13:44:47,2018-11-12 13:45:47
"078","9",12,2018-11-12 13:48:22,2018-11-12 13:50:40
"078","9",13,2018-11-12 19:00:41,2018-11-12 19:05:19
"078","9",14,2018-11-12 19:13:07,2018-11-12 19:16:06
"078","9",15,2018-11-12 19:56:30,2018-11-12 19:56:40
"078","9",16,2018-11-12 19:58:55,2018-11-12 19:59:05
"078","9",17,2018-11-12 20:03:03,2018-11-12 20:03:13
"078","9",18,2018-11-12 20:06:31,2018-11-12 20:10:05
"078","9",19,2018-11-12 20:14:12,2018-11-12 20:14:12
"078","9",20,2018-11-12 20:16:51,2018-11-12 20:16:58
"078","H5",0,2018-11-12 20:24:20,2018-11-12 20:26:28
"079","2",0,2018-11-12 06:01:15,2018-11-12 06:03:14
"079","2",1,2018-11-12 06:08:14,2018-11-12 06:08:43
"079","2",2,2018-11-12 06:13:42,2018-11-12 06:14:44
"079","2",3,2018-11-12 17:43:08,2018-11-12 17:46:51
"079","2",4,2018-11-12 21:36:34,2018-11-12 21:55:45
"079","2",5,2018-11-12 22:03:45,2018-11-12 22:22:52
"079","2",6,2018-11-12 23:46:32,2018-11-12 23:48:25
"079","2",7,2018-11-12 23:55:25,2018-11-13 00:00:09
"081","10",0,2018-11-12 10:00:47,2018-11-12 10:00:47
"081","10",1,2018-11-12 14:45:32,2018-11-12 14:47:20
"081","10",2,2018-11-12 15:11:16,2018-11-12 15:59:56
"081","10",3,2018-11-12 16:02:59,2018-11-12 17:06:03
"081","10",4,2018-11-12 17:08:57,2018-11-12 17:42:59
"081","10",5,2018-11-12 17:47:58,2018-11-12 18:18:59
"081","10",6,2018-11-12 18:23:51,2018-11-12 18:51:45
"081","10",7,2018-11-12 18:55:05,2018-11-12 19:05:37
"081","10",8,2018-11-12 19:16:28,2018-11-12 19:23:31
"081","10",9,2018-11-12 19:29:23,2018-11-12 19:41:57
"081","10",10,2018-11-12 19:44:28,2018-11-12 19:48:14
"081","10",11,2018-11-12 20:03:41,2018-11-12 20:04:05
"081","10",12,2018-11-12 20:55:08,2018-11-12 20:55:37
"081","10",13,2018-11-12 21:19:33,2018-11-12 21:20:00
"081","10",14,2018-11-12 21:38:46,2018-11-12 21:39:08
"081","10",15,2018-11-12 22:28:21,2018-11-12 22:28:29
"081","10",16,2018-11-12 22:52:38,2018-11-12 22:53:40
"081","10",17,2018-11-13 00:05:52,2018-11-13 00:05:52
"082","12",0,2018-11-12 06:41:34,2018-11-12 06:42:02
"082","12",1,2018-11-12 06:45:12,2018-11-12 06:51:54
"082","12",2,2018-11-12 06:59:34,2018-11-12 07:18:07
"082","12",3,2018-11-12 09:32:10,2018-11-12 09:46:31
"082","12",4,2018-11-12 09:49:21,2018-11-12 09:57:44
"082","12",5,2018-11-12 14:25:22,2018-11-12 14:43:15
"082","12",6,2018-11-12 19:09:41,2018-11-12 19:27:22
"082","12",7,2018-11-12 19:33:01,2018-11-12 19:34:59
"083","5A",0,2018-11-12 06:24:14,2018-11-12 06:53:14
"083","5A",1,2018-11-12 20:26:01,2018-11-12 20:46:59
"083","5A",2,2018-11-12 20:49:29,2018-11-12 20:53:24
"083","5A",3,2018-11-13 00:00:25,2018-11-13 00:00:25
"084","2",0,2018-11-12 05:09:18,2018-11-12 05:09:18
"084","2",1,2018-11-12 05:35:18,2018-11-12 05:35:28
"084","2",2,2018-11-12 05:44:37,2018-11-12 05:45:17
"084","2",3,2018-11-12 09:17:57,2018-11-12 09:22:30
"084","2",4,2018-11-12 14:09:49,2018-11-12 14:11:18
"084","2",5,2018-11-12 19:16:07,2018-11-12 19:17:20
"084","2",6,2018-11-12 19:25:01,2018-11-12 19:28:31
"086","3",0,2018-11-12 06:10:12,2018-11-12 06:11:15
"086","3",1,2018-11-12 09:39:03,2018-11-12 09:40:19
