"vehicle","route","chunk","start_datetime","end_datetime"
"079","3",0,2018-12-09 05:37:00,2018-12-09 05:37:00
"079","3",1,2018-12-09 06:34:43,2018-12-09 06:35:56
"079","3",2,2018-12-09 10:05:51,2018-12-09 10:06:20
"079","3",3,2018-12-09 10:15:42,2018-12-09 10:21:30
"079","3",4,2018-12-09 10:24:08,2018-12-09 10:27:10
"079","3",5,2018-12-09 21:13:15,2018-12-09 21:15:29
"079","3",6,2018-12-10 00:00:01,2018-12-10 00:00:01
"081","3",0,2018-12-09 07:54:03,2018-12-09 07:54:14
"081","3",1,2018-12-09 07:57:45,2018-12-09 07:59:27
"081","3",2,2018-12-09 18:39:24,2018-12-09 18:44:08
"081","3",3,2018-12-09 19:11:07,2018-12-09 19:12:33
"081","3",4,2018-12-09 19:16:51,2018-12-09 19:19:08
"081","3",5,2018-12-09 20:49:50,2018-12-09 20:50:06
"081","3",6,2018-12-09 21:43:43,2018-12-09 21:44:12
"081","3",7,2018-12-09 21:53:58,2018-12-09 21:56:26
"081","3",8,2018-12-10 00:12:48,2018-12-10 00:12:48
"082","4",0,2018-12-09 05:54:51,2018-12-09 05:55:01
"082","4",1,2018-12-09 07:46:17,2018-12-09 07:47:40
"082","4",2,2018-12-09 13:24:46,2018-12-09 13:29:11
"082","4",3,2018-12-09 19:59:16,2018-12-09 20:00:52
"082","4",4,2018-12-09 20:05:52,2018-12-09 20:07:21
"082","4",5,2018-12-09 20:15:56,2018-12-09 20:17:53
"082","4",6,2018-12-10 00:01:57,2018-12-10 00:01:57
"084","2",0,2018-12-09 05:30:56,2018-12-09 05:30:56
"084","2",1,2018-12-09 05:46:46,2018-12-09 05:46:46
"084","2",2,2018-12-09 13:07:04,2018-12-09 13:12:24
"084","2",3,2018-12-09 13:14:55,2018-12-09 13:15:15
"085","15A",0,2018-12-09 07:12:54,2018-12-09 07:12:54
"085","15A",1,2018-12-09 07:39:27,2018-12-09 07:40:52
"085","H5",0,2018-12-09 21:09:40,2018-12-09 21:23:10
"085","H5",1,2018-12-09 23:26:40,2018-12-09 23:43:49
"085","H5",2,2018-12-09 23:56:54,2018-12-09 23:58:03
"085","H5",3,2018-12-10 00:00:07,2018-12-10 00:00:07
"086","1",0,2018-12-09 06:43:36,2018-12-09 06:43:36
"086","1",1,2018-12-09 07:45:11,2018-12-09 07:46:45
"086","1",2,2018-12-09 09:24:23,2018-12-09 09:25:25
"086","1",3,2018-12-09 09:43:25,2018-12-09 09:45:37
"086","1",4,2018-12-09 14:42:41,2018-12-09 14:44:22
"086","1",5,2018-12-09 15:04:18,2018-12-09 15:04:37
"086","1",6,2018-12-09 15:24:27,2018-12-09 15:29:16
"086","1",7,2018-12-09 15:36:08,2018-12-09 15:38:16
"086","1",8,2018-12-09 15:40:38,2018-12-09 15:41:22
"086","1",9,2018-12-09 20:37:20,2018-12-09 20:40:05
"086","1",10,2018-12-10 00:00:15,2018-12-10 00:00:15
"087","1",0,2018-12-09 07:34:14,2018-12-09 07:37:11
"087","1",1,2018-12-09 07:51:32,2018-12-09 07:53:18
"087","1",2,2018-12-09 19:21:48,2018-12-09 19:22:09
"087","1",3,2018-12-09 21:01:51,2018-12-09 21:02:45
"087","H2",0,2018-12-10 00:33:26,2018-12-10 00:33:58
"087","H2",1,2018-12-10 00:36:06,2018-12-10 00:37:43
"087","H2",2,2018-12-10 00:50:01,2018-12-10 00:51:13
"087","H2",3,2018-12-10 01:38:04,2018-12-10 01:39:29
"087","H2",4,2018-12-10 01:49:02,2018-12-10 01:50:20
"088","2",0,2018-12-09 07:02:57,2018-12-09 07:07:04
"088","2",1,2018-12-09 07:18:38,2018-12-09 07:22:10
"088","2",2,2018-12-09 19:22:53,2018-12-09 19:26:02
"088","2",3,2018-12-09 19:35:52,2018-12-09 19:38:44
"088","2",4,2018-12-09 20:58:09,2018-12-09 20:59:09
"088","2",5,2018-12-09 21:14:36,2018-12-09 21:16:45
