"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-11-20 05:10:25,2018-11-20 05:10:25
"077",1,2018-11-20 05:18:05,2018-11-20 05:22:48
"077",2,2018-11-20 05:31:00,2018-11-20 10:42:04
"077",3,2018-11-20 14:31:11,2018-11-20 14:31:30
"077",4,2018-11-20 14:37:18,2018-11-20 16:16:57
"077",5,2018-11-20 16:24:38,2018-11-20 19:43:04
"077",6,2018-11-20 19:51:45,2018-11-20 19:52:51
"077",7,2018-11-20 20:02:01,2018-11-20 20:09:48
"077",8,2018-11-20 21:06:40,2018-11-20 21:07:01
"078",0,2018-11-20 06:36:12,2018-11-20 06:36:12
"078",1,2018-11-20 06:57:17,2018-11-20 06:57:26
"078",2,2018-11-20 07:10:53,2018-11-20 10:02:23
"078",3,2018-11-20 10:38:52,2018-11-20 10:40:01
"078",4,2018-11-20 10:47:00,2018-11-20 10:49:51
"078",5,2018-11-20 13:41:07,2018-11-20 19:13:56
"078",6,2018-11-20 19:33:42,2018-11-20 19:45:37
"078",7,2018-11-20 19:51:21,2018-11-20 19:52:47
"079",0,2018-11-20 06:11:26,2018-11-20 08:08:57
"079",1,2018-11-20 10:21:15,2018-11-20 10:23:41
"079",2,2018-11-20 11:06:33,2018-11-20 11:07:03
"079",3,2018-11-20 11:39:33,2018-11-20 11:40:03
"079",4,2018-11-20 14:46:33,2018-11-20 14:47:02
"079",5,2018-11-20 17:36:19,2018-11-20 17:36:56
"079",6,2018-11-20 17:52:35,2018-11-20 17:53:34
"081",0,2018-11-20 05:49:12,2018-11-20 05:49:12
"081",1,2018-11-20 06:14:30,2018-11-20 10:23:12
"081",2,2018-11-20 11:04:51,2018-11-20 11:05:31
"081",3,2018-11-20 11:22:46,2018-11-20 11:23:00
"081",4,2018-11-20 13:42:26,2018-11-20 13:43:09
"081",5,2018-11-20 14:46:15,2018-11-20 19:53:40
"081",6,2018-11-20 20:05:38,2018-11-20 20:11:02
"082",0,2018-11-20 06:26:21,2018-11-20 06:26:56
"082",1,2018-11-20 06:32:56,2018-11-20 21:05:58
"082",2,2018-11-20 21:14:05,2018-11-20 21:21:07
"082",3,2018-11-21 00:00:10,2018-11-21 00:00:10
"083",0,2018-11-20 06:45:55,2018-11-20 06:46:24
"083",1,2018-11-20 07:44:39,2018-11-20 09:18:04
"083",2,2018-11-20 14:03:45,2018-11-20 14:05:14
"083",3,2018-11-20 14:23:26,2018-11-20 19:42:08
"083",4,2018-11-20 19:51:30,2018-11-20 19:52:25
"083",5,2018-11-20 20:01:54,2018-11-20 20:02:24
"083",6,2018-11-21 00:00:26,2018-11-21 00:00:26
"084",0,2018-11-20 05:06:59,2018-11-20 05:06:59
"084",1,2018-11-20 05:26:23,2018-11-20 05:27:43
"084",2,2018-11-20 05:32:53,2018-11-20 09:08:26
"084",3,2018-11-20 13:51:40,2018-11-20 19:11:12
"085",0,2018-11-20 06:43:08,2018-11-20 06:50:19
"085",1,2018-11-20 07:53:23,2018-11-20 16:50:32
"085",2,2018-11-20 16:57:36,2018-11-20 17:03:19
"085",3,2018-11-20 20:57:26,2018-11-20 20:59:39
"085",4,2018-11-21 00:00:00,2018-11-21 00:00:00
"086",0,2018-11-20 05:10:28,2018-11-20 05:46:15
"086",1,2018-11-20 05:53:39,2018-11-20 06:36:43
"086",2,2018-11-20 07:04:50,2018-11-20 11:12:20
"086",3,2018-11-20 11:18:27,2018-11-20 14:37:24
"086",4,2018-11-20 14:42:52,2018-11-20 21:46:27
"086",5,2018-11-20 22:11:04,2018-11-20 22:18:23
"086",6,2018-11-21 00:00:15,2018-11-21 00:00:15
"087",0,2018-11-20 06:24:55,2018-11-20 07:23:43
"087",1,2018-11-20 08:13:46,2018-11-20 12:02:47
"087",2,2018-11-20 12:08:59,2018-11-20 13:43:20
"087",3,2018-11-20 13:50:25,2018-11-20 21:06:38
"087",4,2018-11-20 21:24:28,2018-11-20 21:29:27
"087",5,2018-11-21 00:04:32,2018-11-21 00:04:32
"088",0,2018-11-20 06:26:13,2018-11-20 20:49:13
"088",1,2018-11-20 20:54:54,2018-11-20 21:42:22
"088",2,2018-11-20 22:00:37,2018-11-20 22:01:45
"088",3,2018-11-20 22:47:01,2018-11-20 22:47:21
"088",4,2018-11-20 23:15:47,2018-11-20 23:16:06
"088",5,2018-11-21 00:03:37,2018-11-21 00:03:37
"088",6,2018-11-21 01:52:59,2018-11-21 01:53:09
"088",7,2018-11-21 01:58:49,2018-11-21 02:02:35
"090",0,2018-11-20 05:59:30,2018-11-20 10:44:37
"090",1,2018-11-20 11:40:40,2018-11-20 11:44:38
"090",2,2018-11-20 13:46:45,2018-11-20 13:50:45
"090",3,2018-11-20 18:00:25,2018-11-20 18:04:23
"090",4,2018-11-20 22:02:19,2018-11-20 22:06:17
"090",5,2018-11-20 22:11:23,2018-11-20 22:15:37
"090",6,2018-11-21 00:06:48,2018-11-21 00:06:48
"093",0,2018-11-20 06:07:09,2018-11-20 11:15:04
"093",1,2018-11-20 11:34:04,2018-11-20 13:01:08
