"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"077",88,1,0.000766228582411214,2018-08-07 00:00:07,0,"H4-077-7"
"2012",76,0,0.0737724696238745,2018-08-07 00:00:11,0,"H4-2012-6"
"2012",77,0,0.121670990696205,2018-08-07 00:01:11,0,"H4-2012-6"
"2012",78,0,0.152417148085408,2018-08-07 00:01:41,0,"H4-2012-6"
"2012",79,0,0.239556931980797,2018-08-07 00:03:30,0,"H4-2012-6"
"077",89,1,0.0701715767741689,2018-08-07 00:05:06,1,"H4-077-7"
"2012",80,0,0.307307638857534,2018-08-07 00:05:18,0,"H4-2012-6"
"2012",81,0,0.375315002268112,2018-08-07 00:06:47,0,"H4-2012-6"
"077",90,1,0.16500680202713,2018-08-07 00:07:17,2,"H4-077-7"
"2012",82,0,0.440723147087462,2018-08-07 00:08:18,0,"H4-2012-6"
"077",91,1,0.219319165211252,2018-08-07 00:08:57,0,"H4-077-7"
"2012",83,0,0.496145375083677,2018-08-07 00:09:13,0,"H4-2012-6"
"2012",84,0,0.567372076632753,2018-08-07 00:10:33,0,"H4-2012-6"
"077",92,1,0.325776802232777,2018-08-07 00:10:53,0,"H4-077-7"
"2012",85,0,0.658447662164385,2018-08-07 00:12:03,0,"H4-2012-6"
"077",93,1,0.411127711105335,2018-08-07 00:12:53,0,"H4-077-7"
"077",94,1,0.490032724908744,2018-08-07 00:14:03,0,"H4-077-7"
"2012",86,0,0.777824400744964,2018-08-07 00:14:22,0,"H4-2012-6"
"2012",87,0,0.832458483161157,2018-08-07 00:15:21,0,"H4-2012-6"
"077",95,1,0.525564983113884,2018-08-07 00:15:34,0,"H4-077-7"
"2012",88,0,0.869445591197594,2018-08-07 00:16:46,0,"H4-2012-6"
"077",96,1,0.611782333086838,2018-08-07 00:17:14,2,"H4-077-7"
"077",97,1,0.659796569829402,2018-08-07 00:18:34,0,"H4-077-7"
"077",98,1,0.740710544631994,2018-08-07 00:20:34,1,"H4-077-7"
"2012",89,0,0.977053872464974,2018-08-07 00:21:38,0,"H4-2012-6"
"2012",90,1,0.000766228582411214,2018-08-07 00:22:36,0,"H4-2012-7"
"077",99,1,0.841675565685369,2018-08-07 00:22:54,0,"H4-077-7"
"2012",91,1,0.0701715767741689,2018-08-07 00:24:28,0,"H4-2012-7"
"077",100,1,0.914601776358029,2018-08-07 00:24:34,0,"H4-077-7"
"077",101,1,1,2018-08-07 00:25:33,0,"H4-077-7"
"077",102,0,0.00131286745761529,2018-08-07 00:25:43,0,"H4-077-8"
"077",103,0,0.0737724696238745,2018-08-07 00:31:33,2,"H4-077-8"
"077",104,0,0.121670990696205,2018-08-07 00:32:23,0,"H4-077-8"
"077",105,0,0.152417148085408,2018-08-07 00:33:02,0,"H4-077-8"
"077",106,0,0.239556931980797,2018-08-07 00:35:03,0,"H4-077-8"
"077",107,0,0.307307638857534,2018-08-07 00:36:53,0,"H4-077-8"
