"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-11-09 07:24:44,2018-11-09 07:28:34
"077",1,2018-11-09 07:33:45,2018-11-09 07:37:59
"077",2,2018-11-09 08:40:39,2018-11-09 08:40:54
"077",3,2018-11-09 10:23:00,2018-11-09 10:23:09
"077",4,2018-11-09 10:38:04,2018-11-09 10:41:32
"077",5,2018-11-09 14:03:58,2018-11-09 19:33:18
"078",0,2018-11-09 06:41:16,2018-11-09 06:41:16
"078",1,2018-11-09 06:56:15,2018-11-09 06:56:24
"078",2,2018-11-09 07:10:15,2018-11-09 10:07:48
"078",3,2018-11-09 10:16:05,2018-11-09 10:16:15
"078",4,2018-11-09 11:31:56,2018-11-09 11:33:05
"078",5,2018-11-09 12:19:25,2018-11-09 12:19:45
"078",6,2018-11-09 12:44:34,2018-11-09 12:44:56
"078",7,2018-11-09 13:38:27,2018-11-09 16:51:39
"078",8,2018-11-09 17:27:23,2018-11-09 17:42:55
"078",9,2018-11-09 18:25:26,2018-11-09 19:12:19
"078",10,2018-11-09 20:12:41,2018-11-09 20:12:50
"078",11,2018-11-09 20:34:04,2018-11-09 20:35:50
"079",0,2018-11-09 05:44:40,2018-11-09 09:53:04
"079",1,2018-11-09 14:37:04,2018-11-09 17:26:01
"079",2,2018-11-09 17:57:46,2018-11-09 20:23:57
"079",3,2018-11-10 00:00:29,2018-11-10 00:00:29
"082",0,2018-11-09 06:06:32,2018-11-09 21:09:01
"082",1,2018-11-09 21:17:15,2018-11-09 21:23:01
"082",2,2018-11-10 00:00:24,2018-11-10 00:00:24
"083",0,2018-11-09 07:36:09,2018-11-09 20:08:45
"083",1,2018-11-09 20:13:46,2018-11-09 21:04:37
"083",2,2018-11-09 21:10:54,2018-11-09 21:13:44
"083",3,2018-11-09 21:51:31,2018-11-09 21:52:41
"083",4,2018-11-09 22:27:40,2018-11-09 22:28:13
"083",5,2018-11-09 22:42:46,2018-11-09 22:43:15
"083",6,2018-11-09 22:52:43,2018-11-09 22:53:53
"083",7,2018-11-10 00:00:54,2018-11-10 00:00:54
"083",8,2018-11-10 02:52:26,2018-11-10 02:52:56
"084",0,2018-11-09 05:07:14,2018-11-09 05:07:14
"084",1,2018-11-09 05:45:32,2018-11-09 09:21:16
"084",2,2018-11-09 14:08:40,2018-11-09 19:24:19
"084",3,2018-11-09 19:31:29,2018-11-09 19:35:26
"084",4,2018-11-09 22:26:17,2018-11-09 22:26:53
"086",0,2018-11-09 06:27:44,2018-11-09 16:55:42
"086",1,2018-11-09 17:43:57,2018-11-09 17:44:07
"086",2,2018-11-09 18:10:49,2018-11-09 18:11:35
"086",3,2018-11-09 18:17:48,2018-11-09 18:18:38
"086",4,2018-11-10 00:00:08,2018-11-10 00:00:08
"087",0,2018-11-09 07:37:36,2018-11-09 11:03:05
"087",1,2018-11-09 11:14:04,2018-11-09 11:52:33
"087",2,2018-11-09 12:03:00,2018-11-09 17:51:38
"087",3,2018-11-09 18:16:14,2018-11-09 18:16:31
"087",4,2018-11-09 20:36:40,2018-11-09 20:37:43
"087",5,2018-11-10 00:00:10,2018-11-10 00:00:10
"088",0,2018-11-09 05:41:51,2018-11-09 05:42:23
"088",1,2018-11-09 05:51:45,2018-11-09 09:19:46
"088",2,2018-11-09 13:33:00,2018-11-09 13:34:35
"088",3,2018-11-09 14:41:05,2018-11-09 14:41:25
"088",4,2018-11-09 14:49:45,2018-11-09 19:58:53
"088",5,2018-11-09 20:04:54,2018-11-09 20:08:34
"088",6,2018-11-09 20:15:01,2018-11-09 20:18:19
"090",0,2018-11-09 07:11:31,2018-11-09 07:15:29
"090",1,2018-11-09 07:24:49,2018-11-09 14:24:10
"090",2,2018-11-09 14:30:48,2018-11-09 16:39:43
"090",3,2018-11-09 17:30:21,2018-11-09 18:46:43
"090",4,2018-11-09 20:42:09,2018-11-09 20:47:34
"090",5,2018-11-10 00:02:11,2018-11-10 00:02:11
"093",0,2018-11-09 05:45:31,2018-11-09 10:35:01
"093",1,2018-11-09 11:48:11,2018-11-09 11:49:22
"093",2,2018-11-09 13:23:22,2018-11-09 13:23:31
"093",3,2018-11-09 13:54:51,2018-11-09 13:55:00
"093",4,2018-11-09 15:12:27,2018-11-09 15:14:08
"093",5,2018-11-09 16:53:56,2018-11-09 16:54:06
"093",6,2018-11-09 17:12:55,2018-11-09 17:14:46
"093",7,2018-11-09 17:26:46,2018-11-09 19:24:26
"093",8,2018-11-09 19:31:36,2018-11-09 21:22:55
"093",9,2018-11-09 21:30:35,2018-11-09 21:54:07
"093",10,2018-11-09 22:00:17,2018-11-09 22:21:51
"093",11,2018-11-09 22:30:48,2018-11-09 22:53:58
"093",12,2018-11-09 23:01:58,2018-11-09 23:22:20
"093",13,2018-11-09 23:30:44,2018-11-09 23:54:06
"093",14,2018-11-10 00:00:07,2018-11-10 00:46:19
"093",15,2018-11-10 01:13:27,2018-11-10 01:14:28
"094",0,2018-11-09 06:31:50,2018-11-09 09:27:59
"094",1,2018-11-09 14:22:53,2018-11-09 19:47:43
"094",2,2018-11-09 19:54:21,2018-11-09 19:58:20
"094",3,2018-11-10 00:00:13,2018-11-10 00:00:13
"095",0,2018-11-09 06:32:25,2018-11-09 11:07:56
"095",1,2018-11-09 11:13:26,2018-11-09 12:44:59
"095",2,2018-11-09 12:50:10,2018-11-09 16:55:58
"095",3,2018-11-09 17:25:28,2018-11-09 17:36:25
"095",4,2018-11-09 17:56:16,2018-11-09 20:04:53
"095",5,2018-11-10 00:00:07,2018-11-10 00:00:07
"096",0,2018-11-09 06:29:22,2018-11-09 10:00:29
"096",1,2018-11-09 10:37:58,2018-11-09 10:44:03
"096",2,2018-11-09 13:41:25,2018-11-09 13:46:51
"096",3,2018-11-09 13:52:12,2018-11-09 19:06:03
"096",4,2018-11-09 21:21:09,2018-11-09 21:27:33
"096",5,2018-11-10 00:07:34,2018-11-10 00:07:34
"097",0,2018-11-09 06:10:44,2018-11-09 06:17:40
"097",1,2018-11-09 06:32:40,2018-11-09 09:51:27
"097",2,2018-11-09 13:20:54,2018-11-09 13:24:39
"097",3,2018-11-09 13:29:48,2018-11-09 13:30:38
"097",4,2018-11-09 13:38:52,2018-11-09 17:58:12
"097",5,2018-11-09 18:06:46,2018-11-09 18:24:03
"097",6,2018-11-09 18:35:05,2018-11-09 19:14:57
"097",7,2018-11-10 00:00:29,2018-11-10 00:00:29
"098",0,2018-11-09 06:36:28,2018-11-09 09:05:40
"098",1,2018-11-09 09:10:49,2018-11-09 11:21:06
"098",2,2018-11-09 12:02:29,2018-11-09 12:07:49
"098",3,2018-11-09 12:24:07,2018-11-09 12:36:35
"098",4,2018-11-09 13:19:14,2018-11-09 13:30:22
"098",5,2018-11-09 13:45:11,2018-11-09 16:52:35
"098",6,2018-11-09 16:58:35,2018-11-09 17:04:18
"098",7,2018-11-09 18:12:47,2018-11-09 18:13:22
"098",8,2018-11-09 20:09:00,2018-11-09 20:11:46
"098",9,2018-11-10 00:00:09,2018-11-10 00:00:09
"1006",0,2018-11-09 06:36:54,2018-11-09 10:03:17
"1006",1,2018-11-09 13:57:51,2018-11-09 19:36:49
"1006",2,2018-11-10 00:01:03,2018-11-10 00:01:03
"101",0,2018-11-09 13:20:33,2018-11-09 13:20:33
"101",1,2018-11-09 13:28:41,2018-11-09 13:29:04
"101",2,2018-11-09 13:36:53,2018-11-09 18:54:25
"101",3,2018-11-09 20:40:24,2018-11-09 20:40:44
"101",4,2018-11-09 21:04:01,2018-11-09 21:06:48
"1017",0,2018-11-09 04:47:52,2018-11-09 04:47:52
"1017",1,2018-11-09 04:58:47,2018-11-09 05:00:26
"1017",2,2018-11-09 05:06:53,2018-11-09 10:13:01
"1017",3,2018-11-09 10:30:38,2018-11-09 10:33:31
"1017",4,2018-11-09 14:18:02,2018-11-09 17:52:30
"1017",5,2018-11-09 22:28:32,2018-11-09 22:45:37
"1017",6,2018-11-09 23:08:17,2018-11-09 23:09:18
"1017",7,2018-11-10 00:01:18,2018-11-10 00:01:18
"1028",0,2018-11-09 06:05:18,2018-11-09 09:48:59
"1028",1,2018-11-09 14:28:47,2018-11-09 19:51:19
"1028",2,2018-11-09 22:33:33,2018-11-09 22:38:43
"1028",3,2018-11-10 00:03:43,2018-11-10 00:03:43
"1028",4,2018-11-10 01:57:11,2018-11-10 02:02:11
"1028",5,2018-11-10 02:23:12,2018-11-10 02:45:42
"1028",6,2018-11-10 02:51:27,2018-11-10 02:59:52
"1032",0,2018-11-09 05:14:56,2018-11-09 05:21:43
"1032",1,2018-11-09 05:55:13,2018-11-09 05:55:53
"1032",2,2018-11-09 06:02:20,2018-11-09 09:38:54
"1032",3,2018-11-09 14:27:48,2018-11-09 19:41:46
"1032",4,2018-11-09 20:59:38,2018-11-09 21:00:05
"1032",5,2018-11-09 21:36:28,2018-11-09 21:40:43
"1032",6,2018-11-10 00:01:15,2018-11-10 00:01:15
"104",0,2018-11-09 04:00:07,2018-11-09 04:06:10
"104",1,2018-11-09 04:11:58,2018-11-09 05:37:30
"104",2,2018-11-09 05:48:48,2018-11-09 10:07:54
"104",3,2018-11-09 11:11:06,2018-11-09 11:11:15
"104",4,2018-11-09 14:41:40,2018-11-09 14:41:51
"104",5,2018-11-09 15:03:28,2018-11-09 15:04:17
"104",6,2018-11-09 16:08:53,2018-11-09 16:09:41
"104",7,2018-11-09 16:38:09,2018-11-09 20:06:18
"104",8,2018-11-09 20:11:28,2018-11-09 20:12:26
"104",9,2018-11-10 00:00:09,2018-11-10 00:00:09
"1045",0,2018-11-09 05:55:17,2018-11-09 05:55:17
"1045",1,2018-11-09 06:22:17,2018-11-09 10:22:36
"1045",2,2018-11-09 10:28:06,2018-11-09 12:01:49
"1045",3,2018-11-09 12:08:00,2018-11-09 16:52:55
"1045",4,2018-11-09 17:24:56,2018-11-09 17:35:00
"1045",5,2018-11-09 17:46:21,2018-11-09 18:04:56
"1045",6,2018-11-09 18:13:16,2018-11-09 20:21:55
"1045",7,2018-11-09 20:28:06,2018-11-09 21:14:14
"1045",8,2018-11-09 21:19:33,2018-11-09 21:50:23
"1045",9,2018-11-09 22:00:44,2018-11-09 22:50:47
"1045",10,2018-11-09 23:01:24,2018-11-09 23:50:32
"1045",11,2018-11-10 00:00:03,2018-11-10 00:28:29
"1045",12,2018-11-10 01:08:08,2018-11-10 01:11:53
"1046",0,2018-11-09 06:56:21,2018-11-09 17:21:20
"1046",1,2018-11-09 18:15:17,2018-11-09 18:16:25
"1046",2,2018-11-09 20:33:22,2018-11-09 20:51:00
"1046",3,2018-11-10 00:06:04,2018-11-10 00:06:04
"105",0,2018-11-09 06:38:19,2018-11-09 09:28:08
"105",1,2018-11-09 09:34:20,2018-11-09 09:35:04
"105",2,2018-11-09 15:11:44,2018-11-09 17:13:25
"105",3,2018-11-09 17:29:45,2018-11-09 20:22:25
"105",4,2018-11-09 21:32:19,2018-11-09 21:36:22
"105",5,2018-11-09 22:11:04,2018-11-09 22:15:08
"105",6,2018-11-10 00:02:36,2018-11-10 00:02:36
"1050",0,2018-11-09 06:39:50,2018-11-09 08:29:11
"1050",1,2018-11-09 09:08:07,2018-11-09 09:34:51
"1050",2,2018-11-09 09:46:21,2018-11-09 18:21:06
"1050",3,2018-11-09 18:26:46,2018-11-09 19:04:43
"1050",4,2018-11-09 19:14:58,2018-11-09 22:00:38
"1050",5,2018-11-09 22:07:19,2018-11-09 22:10:16
"1050",6,2018-11-09 22:20:27,2018-11-09 22:20:47
"1050",7,2018-11-09 22:53:57,2018-11-09 22:55:45
"1050",8,2018-11-09 23:01:41,2018-11-09 23:22:00
"1050",9,2018-11-09 23:31:50,2018-11-09 23:52:29
"1050",10,2018-11-10 00:00:00,2018-11-10 00:00:00
"1050",11,2018-11-10 00:05:40,2018-11-10 00:22:41
"1050",12,2018-11-10 00:28:41,2018-11-10 00:40:48
"1050",13,2018-11-10 00:47:08,2018-11-10 00:53:51
"1050",14,2018-11-10 01:16:20,2018-11-10 01:20:54
"1051",0,2018-11-09 05:59:56,2018-11-09 05:59:56
"1051",1,2018-11-09 06:26:47,2018-11-09 08:56:18
"1051",2,2018-11-09 10:58:40,2018-11-09 11:04:15
"1051",3,2018-11-09 15:52:27,2018-11-09 15:52:53
"1058",0,2018-11-09 06:36:11,2018-11-09 08:38:36
"1058",1,2018-11-09 08:43:47,2018-11-09 09:55:07
"1058",2,2018-11-09 10:15:06,2018-11-09 10:36:46
"1058",3,2018-11-09 10:42:36,2018-11-09 11:22:49
"1058",4,2018-11-09 11:28:19,2018-11-09 21:24:03
"1058",5,2018-11-09 21:32:54,2018-11-09 21:35:39
"1061",0,2018-11-09 04:23:20,2018-11-09 09:11:47
"1061",1,2018-11-09 09:16:53,2018-11-09 09:20:53
"1061",2,2018-11-09 10:55:18,2018-11-09 10:55:48
"1061",3,2018-11-09 11:15:04,2018-11-09 11:16:39
"1061",4,2018-11-09 15:15:40,2018-11-09 15:16:10
"1061",5,2018-11-09 15:51:10,2018-11-09 19:27:35
"1061",6,2018-11-09 21:18:56,2018-11-09 21:20:07
"1061",7,2018-11-10 00:00:08,2018-11-10 00:00:08
"1063",0,2018-11-09 06:15:22,2018-11-09 09:39:15
"1063",1,2018-11-09 10:06:41,2018-11-09 10:08:23
"1063",2,2018-11-09 13:28:43,2018-11-09 14:57:57
"1063",3,2018-11-09 15:05:06,2018-11-09 18:44:39
"1067",0,2018-11-09 06:53:57,2018-11-09 07:43:12
"1067",1,2018-11-09 07:48:33,2018-11-09 19:36:46
"1067",2,2018-11-09 19:41:57,2018-11-09 21:13:14
"1067",3,2018-11-09 21:23:33,2018-11-09 21:29:49
"1067",4,2018-11-10 00:00:21,2018-11-10 00:00:21
