"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2018-12-21 11:50:06,2018-12-21 11:58:00
"077","1",1,2018-12-21 14:06:27,2018-12-21 14:08:29
"077","4A",0,2018-12-21 06:43:06,2018-12-21 06:43:06
"077","4A",1,2018-12-21 06:52:25,2018-12-21 06:52:37
"077","4A",2,2018-12-21 07:00:49,2018-12-21 07:25:01
"077","4A",3,2018-12-21 07:30:29,2018-12-21 08:05:09
"077","4A",4,2018-12-21 08:10:16,2018-12-21 08:53:44
"077","4A",5,2018-12-21 08:55:59,2018-12-21 09:06:50
"077","4A",6,2018-12-21 09:10:24,2018-12-21 09:43:30
"077","4A",7,2018-12-21 09:47:38,2018-12-21 10:44:26
"077","4A",8,2018-12-21 10:48:35,2018-12-21 11:04:01
"077","4A",9,2018-12-21 11:08:11,2018-12-21 11:24:17
"077","4A",10,2018-12-21 14:56:33,2018-12-21 15:50:04
"077","4A",11,2018-12-21 15:53:39,2018-12-21 16:28:23
"077","4A",12,2018-12-21 16:32:20,2018-12-21 17:30:09
"077","4A",13,2018-12-21 17:37:09,2018-12-21 18:08:36
"077","4A",14,2018-12-21 18:13:36,2018-12-21 18:34:05
"077","4A",15,2018-12-21 18:36:11,2018-12-21 18:54:13
"077","4A",16,2018-12-21 19:55:17,2018-12-21 20:04:23
"077","4A",17,2018-12-21 20:07:50,2018-12-21 20:09:00
"077","4A",18,2018-12-21 20:18:29,2018-12-21 20:23:13
"077","4A",19,2018-12-21 21:46:34,2018-12-21 21:47:00
"077","4A",20,2018-12-21 22:22:54,2018-12-21 22:23:54
"077","4A",21,2018-12-21 23:09:28,2018-12-21 23:10:07
"077","4A",22,2018-12-21 23:39:33,2018-12-21 23:41:35
"077","4A",23,2018-12-22 00:06:36,2018-12-22 00:06:36
"077","4A",24,2018-12-22 00:29:27,2018-12-22 00:29:36
"077","4A",25,2018-12-22 02:11:07,2018-12-22 02:13:29
"078","9",0,2018-12-21 05:59:48,2018-12-21 05:59:48
"078","9",1,2018-12-21 06:36:50,2018-12-21 06:43:06
"078","9",2,2018-12-21 09:19:26,2018-12-21 09:26:28
"078","9",3,2018-12-21 10:34:24,2018-12-21 10:35:43
"078","9",4,2018-12-21 10:37:59,2018-12-21 10:39:19
"078","9",5,2018-12-21 14:26:30,2018-12-21 14:29:25
"078","9",6,2018-12-21 14:31:45,2018-12-21 14:34:40
"078","9",7,2018-12-21 19:42:03,2018-12-21 19:47:22
"078","9",8,2018-12-21 19:53:02,2018-12-21 19:58:40
"078","9",9,2018-12-21 20:17:02,2018-12-21 20:17:12
"078","9",10,2018-12-21 20:21:07,2018-12-21 20:21:16
"078","9",11,2018-12-21 20:23:34,2018-12-21 20:23:44
"078","9",12,2018-12-21 20:26:01,2018-12-21 20:27:58
"078","9",13,2018-12-21 20:30:49,2018-12-21 20:30:58
"078","9",14,2018-12-21 20:34:28,2018-12-21 20:36:19
"078","9",15,2018-12-21 20:41:44,2018-12-21 20:43:04
"079","3",0,2018-12-21 05:30:51,2018-12-21 05:31:50
"079","3",1,2018-12-21 10:32:49,2018-12-21 10:32:49
"079","3",2,2018-12-21 10:44:49,2018-12-21 10:45:39
"079","3",3,2018-12-21 10:48:39,2018-12-21 10:49:09
"079","3",4,2018-12-21 10:51:27,2018-12-21 10:54:57
"079","3",5,2018-12-21 13:51:45,2018-12-21 13:52:54
"079","3",6,2018-12-21 19:00:56,2018-12-21 19:02:52
"079","3",7,2018-12-21 19:07:44,2018-12-21 19:09:14
"079","3",8,2018-12-22 00:00:46,2018-12-22 00:00:46
"081","7A",0,2018-12-21 04:59:55,2018-12-21 04:59:55
"081","7A",1,2018-12-21 05:19:16,2018-12-21 05:28:59
"081","7A",2,2018-12-21 10:17:13,2018-12-21 10:23:52
"081","7A",3,2018-12-21 10:29:40,2018-12-21 10:36:41
"081","7A",4,2018-12-21 10:43:53,2018-12-21 10:51:43
"081","7A",5,2018-12-21 14:37:19,2018-12-21 14:47:29
"081","7A",6,2018-12-21 16:17:08,2018-12-21 16:19:01
"081","7A",7,2018-12-21 16:32:27,2018-12-21 16:32:37
"081","7A",8,2018-12-21 19:24:16,2018-12-21 19:36:34
"081","7A",9,2018-12-21 19:41:38,2018-12-21 19:47:51
"082","15A",0,2018-12-21 17:27:22,2018-12-21 17:29:37
"082","15A",1,2018-12-21 17:32:57,2018-12-21 17:37:37
"082","15A",2,2018-12-21 17:41:41,2018-12-21 17:43:41
"082","15A",3,2018-12-21 20:32:03,2018-12-21 20:35:04
"082","4",0,2018-12-21 08:17:38,2018-12-21 08:17:38
"082","4",1,2018-12-21 08:25:59,2018-12-21 08:26:08
"082","4",2,2018-12-21 08:28:26,2018-12-21 08:28:36
"082","4",3,2018-12-21 15:08:19,2018-12-21 15:10:23
"083","5A",0,2018-12-21 06:13:27,2018-12-21 06:36:06
"083","5A",1,2018-12-21 09:50:53,2018-12-21 10:09:50
"083","5A",2,2018-12-21 10:29:56,2018-12-21 10:33:06
"083","5A",3,2018-12-21 10:43:49,2018-12-21 10:45:05
"083","5A",4,2018-12-21 13:24:29,2018-12-21 13:30:47
"083","5A",5,2018-12-21 13:35:33,2018-12-21 13:59:45
"083","5A",6,2018-12-21 15:26:39,2018-12-21 15:54:59
"083","5A",7,2018-12-21 16:00:59,2018-12-21 16:07:48
"083","5A",8,2018-12-21 16:10:56,2018-12-21 16:11:25
"083","5A",9,2018-12-21 16:14:10,2018-12-21 16:14:53
"083","5A",10,2018-12-21 16:31:48,2018-12-21 16:34:49
"083","5A",11,2018-12-21 16:37:20,2018-12-21 17:03:09
"083","5A",12,2018-12-21 19:20:13,2018-12-21 19:44:13
