"id","route","direction","priority","name","index","fraction","next_fraction"
2167,"108",1,6,"вул. Івана Мазепи",10,0.249211423569978,0.296117219595073
2168,"108",1,7,"вул. Хлібна",11,0.296117219595073,0.330560218448241
2169,"108",1,8,"вул. Небесної сотні",13,0.330560218448241,0.363896444927682
2170,"108",1,9,"Кінотеатр ""Україна""",16,0.363896444927682,0.385746629141957
2171,"108",1,10,"готель ""Україна""",17,0.385746629141957,0.418441676387046
2172,"108",1,11,"Автомобільно-дорожний коледж",44,0.418441676387046,0.451903584429574
2173,"108",1,12,"пл. Корольова",23,0.451903584429574,0.482239560494409
2174,"108",1,13,"Старий Бульвар",27,0.482239560494409,0.511348843166913
2175,"108",1,14,"Університет ім. Івана Франка",28,0.511348843166913,0.559218384848814
2176,"108",1,15,"вул. Довженка",33,0.559218384848814,0.583762025915379
1626,"53",0,23,"вул. Шевченка",56,0.895790849698824,0.92257670727355
2177,"108",1,16,"вул. Гагаріна",34,0.583762025915379,0.611982319086116
2178,"108",1,17,"вул. Жуйка",5692,0.611982319086116,0.655147554405422
2179,"108",1,18,"ТЕС",5693,0.655147554405422,0.715623383716982
2180,"108",1,19,"ш. Бердичівське",5696,0.715623383716982,0.759583100405439
2181,"108",1,20,"вул. Бориса Тена",33017,0.759583100405439,0.826639985045925
2182,"108",1,21,"вул. Північна",33014,0.826639985045925,0.922507370640643
2183,"108",1,22,"Школа",33008,0.922507370640643,0.970178994173949
2184,"108",1,23,"вул. Дачна",33011,0.970178994173949,0.999650169130984
2185,"108",1,24,"селище Зарічани",33007,0.999650169130984,1
1793,"115",0,0,"Автостанція ""Житній ринок""",32627,0,0.054833143074258
1794,"115",0,1,"вул. Велика Бердичівська",5577,0.054833143074258,0.156521248713168
1795,"115",0,2,"вул. Жуйка",5692,0.156521248713168,0.198085767384545
161,"12",1,1,"вул. Львівська",94,0.136848160347602,0.19299211015708
1796,"115",0,3,"ТЕС",5693,0.198085767384545,0.256318943179677
1797,"115",0,4,"ш. Бердичівське",5696,0.256318943179677,0.296510183135207
1798,"115",0,5,"Психіатрична лікарня",27294,0.296510183135207,0.356799019464833
1799,"115",0,6,"на вимогу",32974,0.356799019464833,0.406785395649097
1800,"115",0,7,"с. Гуйва",27290,0.406785395649097,0.542907836729009
1801,"115",0,8,"Бронетанковий завод",27787,0.542907836729009,0.559463414209747
1802,"115",0,9,"с. Новогуйвинське",27769,0.559463414209747,0.593828662072952
1803,"115",0,10,"вул. Моторна",27771,0.593828662072952,0.681451684041025
1804,"115",0,11,"на вимогу",32977,0.681451684041025,0.700909040808135
1805,"115",0,12,"с. Пряжів",27773,0.700909040808135,0.747934592474908
1806,"115",0,13,"Озеро",27775,0.747934592474908,0.878258333231409
1807,"115",0,14,"КПП",27784,0.878258333231409,0.931250570125472
1808,"115",0,15,"на вимогу",27778,0.931250570125472,1
1809,"115",0,16,"с. Озерне",27776,1,1
202,"15A",1,5,"майдан Польовий",49,0.187486421885067,0.211292762860933
1810,"115",1,0,"с. Озерне",27776,0.000123555386960118,0.068638778085501
1811,"115",1,1,"на вимогу",27779,0.068638778085501,0.114228634258544
1812,"115",1,2,"КПП",27783,0.114228634258544,0.247547207476324
1813,"115",1,3,"Озеро",27774,0.247547207476324,0.284918653347106
1814,"115",1,4,"с. Пряжів",27772,0.284918653347106,0.30177692329179
1815,"115",1,5,"на вимогу",32976,0.30177692329179,0.386414984060391
1816,"115",1,6,"вул. Моторна",27770,0.386414984060391,0.419503404175437
1817,"115",1,7,"с. Новогуйвинське",27768,0.419503404175437,0.438712793175097
1818,"115",1,8,"Бронетанковий завод",27786,0.438712793175097,0.573305713094916
1819,"115",1,9,"с. Гуйва",27289,0.573305713094916,0.618591550552509
1820,"115",1,10,"на вимогу",32975,0.618591550552509,0.677558879052806
1821,"115",1,11,"Психіатрична лікарня",27293,0.677558879052806,0.714128553917457
1822,"115",1,12,"вул. Жуйка",5695,0.714128553917457,0.760798838065188
162,"12",1,2,"вул. Покровська",97,0.19299211015708,0.303039839244284
1249,"3",1,10,"вул. Лесі Українки",64,0.460155292149549,0.475613654754885
440,"1",0,0,"Залізничний вокзал",60,0,0.0507916429265604
441,"1",0,1,"Автовокзал",1,0.0507916429265604,0.105403884285528
442,"1",0,2,"ТЦ ""Глобал""",7,0.105403884285528,0.137028194266122
443,"1",0,3,"майдан Згоди",5,0.137028194266122,0.198311936035107
461,"1",0,21,"ТЦ ""Фуршет""",54,0.874390796033596,0.889147019074123
1823,"115",1,13,"ТЕС",5694,0.760798838065188,0.820197760640865
1824,"115",1,14,"вул. Гагаріна",27788,0.820197760640865,0.883525988332972
2641,"H7",1,3,"ПАТ ""Хімволокно""",410,0.119037184442222,0.128151669842818
1825,"115",1,15,"Університет ім. Івана Франка",30,0.883525988332972,0.999676314723288
1826,"115",1,16,"Автостанція ""Житній ринок""",32627,0.999676314723288,1
146,"12",0,0,"м/н Крошня",118,0.00133849943936237,0.0752127784561694
147,"12",0,1,"вул. Гранітна",116,0.0752127784561694,0.12404645410996
148,"12",0,2,"вул. Чеська Крошня",114,0.12404645410996,0.15539288911319
149,"12",0,3,"вул. Северина Наливайка",113,0.15539288911319,0.244233960779325
150,"12",0,4,"Стоматологічна поліклініка",110,0.244233960779325,0.313307409622087
151,"12",0,5,"Агротехнічний коледж",108,0.313307409622087,0.382642525874351
152,"12",0,6,"вул. Героїв Чорнобиля",107,0.382642525874351,0.449327677267666
153,"12",0,7,"пр. Незалежності",105,0.449327677267666,0.505831950163495
154,"12",0,8,"пров. 2-й Капітульний",103,0.505831950163495,0.578449257827012
155,"12",0,9,"Сінний ринок",102,0.578449257827012,0.671302972393994
156,"12",0,10,"вул. Лесі Українки",98,0.671302972393994,0.793010382183288
157,"12",0,11,"вул. Покровська",96,0.793010382183288,0.853304029423347
158,"12",0,12,"вул. Львівська",123,0.853304029423347,1
159,"12",0,13,"вул. Небесної сотні",13,1,1
160,"12",1,0,"вул. Небесної сотні",13,0.000677518435978624,0.136848160347602
1515,"4",1,0,"вул. Космонавтів",191,7.63713461863857e-05,0.0372314771442006
163,"12",1,3,"вул. Лесі Українки",99,0.303039839244284,0.391269053791425
164,"12",1,4,"Сінний ринок",101,0.391269053791425,0.472834997068035
165,"12",1,5,"пров. 2-й Капітульний",104,0.472834997068035,0.509565516683319
166,"12",1,6,"пр. Незалежності",106,0.509565516683319,0.598690391496404
167,"12",1,7,"вул. Героїв Чорнобиля",27780,0.598690391496404,0.648323821893758
168,"12",1,8,"Агротехнічний коледж",109,0.648323821893758,0.73196647476087
169,"12",1,9,"Стоматологічна поліклініка",111,0.73196647476087,0.836336359299254
170,"12",1,10,"вул. Северина Наливайка",112,0.836336359299254,0.911721875078066
171,"12",1,11,"вул. Гранітна",115,0.911721875078066,1
172,"12",1,12,"м/н Крошня",118,1,1
2348,"123",0,0,"Дачний масив ""Давидівський""",33074,2.97917781663815e-05,0.0190810104588744
2349,"123",0,1,"вул. Грушевського",33075,0.0190810104588744,0.0504490472153866
2350,"123",0,2,"вул. Садова",33076,0.0504490472153866,0.141045955779855
2351,"123",0,3,"с. Іванівка (104)",33044,0.141045955779855,0.176499939186199
2352,"123",0,4,"вул. Шевченко",33045,0.176499939186199,0.190041411028586
2353,"123",0,5,"пров. Шкільний",33048,0.190041411028586,0.224033049772951
2354,"123",0,6,"на вимогу",33052,0.224033049772951,0.263306761624849
2392,"123",1,10,"пл. Перемоги",76,0.182459681798396,0.206142142709392
2355,"123",0,7,"вул. Лісова",33050,0.263306761624849,0.331613170973173
2356,"123",0,8,"вул. Садова",33054,0.331613170973173,0.366596792846891
2357,"123",0,9,"с. Іванівка",33043,0.366596792846891,0.415658454047517
2358,"123",0,10,"вул. Сінна",33038,0.415658454047517,0.45450846784034
2359,"123",0,11,"поворот на Довжик",33040,0.45450846784034,0.478425437690649
2360,"123",0,12,"Ресторан ""Ялинка""",32984,0.478425437690649,0.513643085664332
2361,"123",0,13,"вул. Офіцерська",92,0.513643085664332,0.538710449677732
2362,"123",0,14,"Житичі",90,0.538710449677732,0.557626333376836
2363,"123",0,15,"вул. Романа Шухевича",86,0.557626333376836,0.585104370599099
2364,"123",0,16,"вул. Героїв Десантників",85,0.585104370599099,0.64087082412731
2365,"123",0,17,"Панчішна фабрика",82,0.64087082412731,0.664852974204329
2366,"123",0,18,"ринок ""Хмільники""",80,0.664852974204329,0.6843496237991
2367,"123",0,19,"майдан Визволення",79,0.6843496237991,0.72197927533798
2368,"123",0,20,"вул. Перемоги",70,0.72197927533798,0.739460202233417
2369,"123",0,21,"вул. Миколи Сціборського",68,0.739460202233417,0.750721429949584
2370,"123",0,22,"вул. Домбровського",66,0.750721429949584,0.764769474317405
2371,"123",0,23,"майдан Короленка",71,0.764769474317405,0.784173862136704
2372,"123",0,24,"вул. Ольжича",63,0.784173862136704,0.819398256871974
2373,"123",0,25,"пл. Перемоги",74,0.819398256871974,0.834184790230951
1370,"147",1,18,"вул. Романа Шухевича",87,0.716449948419345,0.737894385030065
2374,"123",0,26,"Михайлівський собор",15,0.834184790230951,0.871494673196185
2375,"123",0,27,"вул. Небесної сотні",14,0.871494673196185,0.884170543274207
2376,"123",0,28,"вул. Хлібна",12,0.884170543274207,0.904245789671375
2377,"123",0,29,"вул. Князів Острозьких",9,0.904245789671375,0.932477295045676
2378,"123",0,30,"майдан Згоди",4,0.932477295045676,0.950066082660823
2379,"123",0,31,"ТЦ ""Глобал""",6,0.950066082660823,0.973474328802606
2380,"123",0,32,"Автовокзал",2,0.973474328802606,0.999890839335286
2381,"123",0,33,"Залізничний вокзал",617,0.999890839335286,1
2382,"123",1,0,"Залізничний вокзал",617,0,0.0276722097528009
2383,"123",1,1,"Автовокзал",1,0.0276722097528009,0.0545071830105363
2384,"123",1,2,"ТЦ ""Глобал""",7,0.0545071830105363,0.0700465106686973
2385,"123",1,3,"майдан Згоди",5,0.0700465106686973,0.0781388141968969
2386,"123",1,4,"вул. Івана Мазепи",10,0.0781388141968969,0.100159678167079
2387,"123",1,5,"вул. Князів Острозьких",8,0.100159678167079,0.108653285617731
2388,"123",1,6,"вул. Хлібна",11,0.108653285617731,0.131060109362723
2389,"123",1,7,"вул. Небесної сотні",13,0.131060109362723,0.152746924562301
2390,"123",1,8,"Кінотеатр ""Україна""",16,0.152746924562301,0.16696151802938
2391,"123",1,9,"готель ""Україна""",17,0.16696151802938,0.182459681798396
2393,"123",1,11,"вул. Ольжича",62,0.206142142709392,0.234393704165073
2394,"123",1,12,"вул. Лесі Українки",64,0.234393704165073,0.242191349448584
2395,"123",1,13,"вул. Домбровського",65,0.242191349448584,0.25500479510865
2396,"123",1,14,"вул. Миколи Сціборського",67,0.25500479510865,0.270345211636392
2397,"123",1,15,"вул. Перемоги",69,0.270345211636392,0.303813874408968
2398,"123",1,16,"пр. Миру",78,0.303813874408968,0.323310171134115
2399,"123",1,17,"ринок ""Хмільники""",81,0.323310171134115,0.338467863850925
2400,"123",1,18,"Панчішна фабрика",83,0.338467863850925,0.398432362320232
2401,"123",1,19,"вул. Героїв Десантників",84,0.398432362320232,0.420501620092218
2402,"123",1,20,"вул. Романа Шухевича",87,0.420501620092218,0.432802131994126
2403,"123",1,21,"вул. Миру",88,0.432802131994126,0.444711509509842
2404,"123",1,22,"Житичі",89,0.444711509509842,0.466834997474632
2405,"123",1,23,"вул. Офіцерська",91,0.466834997474632,0.496887009692257
2406,"123",1,24,"Ресторан ""Ялинка""",32983,0.496887009692257,0.526328397075124
2407,"123",1,25,"поворот на Довжик",33039,0.526328397075124,0.562135540201824
2408,"123",1,26,"вул. Сінна",33037,0.562135540201824,0.607605667040855
2409,"123",1,27,"с. Іванівка",33042,0.607605667040855,0.641953719932345
2410,"123",1,28,"вул. Садова",33053,0.641953719932345,0.710151204524012
2411,"123",1,29,"вул. Лісова",33051,0.710151204524012,0.744495450375776
2412,"123",1,30,"на вимогу",33049,0.744495450375776,0.776489268075544
2413,"123",1,31,"пров. Шкільний",33047,0.776489268075544,0.79364276091045
2414,"123",1,32,"вул. Шевченко",33065,0.79364276091045,0.818052159940374
2415,"123",1,33,"пров. Дачний",33066,0.818052159940374,0.833660772496434
2416,"123",1,34,"на вимогу",33068,0.833660772496434,0.924274316266199
2417,"123",1,35,"вул. Центральна",33070,0.924274316266199,0.94316683324404
2418,"123",1,36,"вул. Музична",33072,0.94316683324404,0.96165183005295
2419,"123",1,37,"вул. Сковороди",33071,0.96165183005295,0.978130242837428
2420,"123",1,38,"вул. Три Василі",33073,0.978130242837428,1
2421,"123",1,39,"Дачний масив ""Давидівський""",33074,1,1
1324,"147",0,0,"с. Довжик (на вимогу)",32978,0,0.0184788500496247
1325,"147",0,1,"вул. Сінна",32986,0.0184788500496247,0.0357559550377922
1326,"147",0,2,"Кафе",32980,0.0357559550377922,0.0825019526870097
1327,"147",0,3,"вул. Агрономічна",32981,0.0825019526870097,0.107688757603843
1328,"147",0,4,"поворот на Довжик",33040,0.107688757603843,0.148185347708417
1329,"147",0,5,"Ресторан ""Ялинка""",32984,0.148185347708417,0.207816424026346
1330,"147",0,6,"вул. Офіцерська",92,0.207816424026346,0.250260879649542
1331,"147",0,7,"Житичі",90,0.250260879649542,0.282289551902875
1332,"147",0,8,"вул. Романа Шухевича",86,0.282289551902875,0.328815797377646
1333,"147",0,9,"вул. Героїв Десантників",85,0.328815797377646,0.423240434957248
1334,"147",0,10,"Панчішна фабрика",82,0.423240434957248,0.463847389248443
1335,"147",0,11,"ринок ""Хмільники""",80,0.463847389248443,0.496859423464881
1336,"147",0,12,"майдан Визволення",79,0.496859423464881,0.560574542214684
1337,"147",0,13,"вул. Перемоги",70,0.560574542214684,0.590173523003773
1338,"147",0,14,"вул. Миколи Сціборського",68,0.590173523003773,0.609241211166201
1339,"147",0,15,"вул. Домбровського",66,0.609241211166201,0.633027581182766
1340,"147",0,16,"майдан Короленка",71,0.633027581182766,0.665883396307614
1341,"147",0,17,"вул. Ольжича",63,0.665883396307614,0.714718917221713
1342,"147",0,18,"пл. Перемоги",77,0.714718917221713,0.747713125260756
1343,"147",0,19,"Автомобільно-дорожний коледж",44,0.747713125260756,0.78620137088516
1344,"147",0,20,"пл. Корольова",23,0.78620137088516,0.821094136012464
1345,"147",0,21,"Старий Бульвар",27,0.821094136012464,0.858021865330515
1346,"147",0,22,"Університет ім. Івана Франка",5597,0.858021865330515,0.871920963020216
1347,"147",0,23,"вул. Івана Франка",5575,0.871920963020216,0.901588125612973
1348,"147",0,24,"вул. Шевченка",5579,0.901588125612973,0.93118262952819
1349,"147",0,25,"вул. Довженка",5583,0.93118262952819,0.980324459856593
1350,"147",0,26,"вул. Гагаріна",5584,0.980324459856593,0.999838952678924
1351,"147",0,27,"пл. Путятинська",5595,0.999838952678924,1
1352,"147",1,0,"пл. Путятинська",5595,0,0.0284126932629611
1353,"147",1,1,"вул. Льва Толстого",5596,0.0284126932629611,0.0660925420249706
1354,"147",1,2,"вул. Гагаріна",27788,0.0660925420249706,0.112868236638857
1355,"147",1,3,"вул. Довженка",32,0.112868236638857,0.144157338112648
1356,"147",1,4,"Університет ім. Івана Франка",30,0.144157338112648,0.201293187974306
1357,"147",1,5,"Старий Бульвар",25,0.201293187974306,0.242897795177939
1358,"147",1,6,"пл. Корольова",24,0.242897795177939,0.266156596117458
1359,"147",1,7,"Автомобільно-дорожний коледж",45,0.266156596117458,0.301452971290058
1360,"147",1,8,"пл. Перемоги",76,0.301452971290058,0.342740442562933
1361,"147",1,9,"вул. Ольжича",62,0.342740442562933,0.3919935812633
1362,"147",1,10,"вул. Лесі Українки",64,0.3919935812633,0.405587821188323
1363,"147",1,11,"вул. Домбровського",65,0.405587821188323,0.427926495010472
1364,"147",1,12,"вул. Миколи Сціборського",67,0.427926495010472,0.454670633175987
1365,"147",1,13,"вул. Перемоги",69,0.454670633175987,0.513019149318696
1366,"147",1,14,"пр. Миру",78,0.513019149318696,0.547008555824723
1367,"147",1,15,"ринок ""Хмільники""",81,0.547008555824723,0.573434137395843
1368,"147",1,16,"Панчішна фабрика",83,0.573434137395843,0.677974899322927
1369,"147",1,17,"вул. Героїв Десантників",84,0.677974899322927,0.716449948419345
1627,"53",0,24,"ТЦ ""Фуршет""",55,0.92257670727355,0.954186628764988
1373,"147",1,21,"вул. Офіцерська",91,0.797226519521528,0.849618523705147
1374,"147",1,22,"Ресторан ""Ялинка""",32983,0.849618523705147,0.899147893899155
1375,"147",1,23,"поворот на Довжик",33041,0.899147893899155,0.919348835326765
1376,"147",1,24,"вул. Агрономічна",32982,0.919348835326765,0.960838850740306
1377,"147",1,25,"Кафе",32979,0.960838850740306,0.983327696471834
1378,"147",1,26,"вул. Сінна",32985,0.983327696471834,0.999306762977705
1379,"147",1,27,"с. Довжик (на вимогу)",32978,0.999306762977705,1
173,"15A",0,0,"Гідропарк",141,0.000204036777366891,0.0653839398533374
174,"15A",0,1,"вул. Чумацький шлях",140,0.0653839398533374,0.0888387394379598
175,"15A",0,2,"спорткомплекс ""Динамо""",137,0.0888387394379598,0.150123416007326
176,"15A",0,3,"завод ""Агромаш""",136,0.150123416007326,0.191079722295484
177,"15A",0,4,"Державний технологiчний університет",134,0.191079722295484,0.219133258337609
178,"15A",0,5,"Торгівельно-економічний коледж",132,0.219133258337609,0.267481741197637
179,"15A",0,6,"Монумент Слави",130,0.267481741197637,0.386724555440587
180,"15A",0,7,"вул. Дмитра Донцова",127,0.386724555440587,0.429805076280939
181,"15A",0,8,"вул. Театральна",126,0.429805076280939,0.446312993492068
182,"15A",0,9,"Телецентр",21,0.446312993492068,0.46505483276249
183,"15A",0,10,"Михайлівський собор",15,0.46505483276249,0.494539097538662
184,"15A",0,11,"Укртелеком",33006,0.494539097538662,0.532104197065577
185,"15A",0,12,"вул. Небесної сотні",14,0.532104197065577,0.590961029769233
186,"15A",0,13,"вул. Князів Острозьких",9,0.590961029769233,0.641695696785741
187,"15A",0,14,"майдан Згоди",4,0.641695696785741,0.673304400290829
188,"15A",0,15,"ТЦ ""Глобал""",6,0.673304400290829,0.721087645471384
189,"15A",0,16,"Автовокзал",417,0.721087645471384,0.7630914228455
190,"15A",0,17,"пл. Привокзальна",61,0.7630914228455,0.79584508722225
191,"15A",0,18,"вул. Гоголівська",58,0.79584508722225,0.848125388838268
192,"15A",0,19,"вул. Шевченка",56,0.848125388838268,0.87297309108192
193,"15A",0,20,"ТЦ ""Фуршет""",55,0.87297309108192,0.902295800462168
194,"15A",0,21,"вул. Корольова",51,0.902295800462168,0.945712251910325
195,"15A",0,22,"майдан Польовий",50,0.945712251910325,1
196,"15A",0,23,"вул. Космонавтів",191,1,1
197,"15A",1,0,"вул. Космонавтів",191,6.6615761649404e-05,0.0324755727264558
198,"15A",1,1,"вул. Кибальчича",189,0.0324755727264558,0.07969664887276
199,"15A",1,2,"вул. Селецька",187,0.07969664887276,0.113960279633883
200,"15A",1,3,"вул. Вітрука",188,0.113960279633883,0.150703650524725
201,"15A",1,4,"вул. Івана Огієнка",47,0.150703650524725,0.187486421885067
203,"15A",1,6,"вул. Корольова",52,0.211292762860933,0.24630243393033
204,"15A",1,7,"ТЦ ""Фуршет""",54,0.24630243393033,0.25793959490547
205,"15A",1,8,"вул. Шевченка",57,0.25793959490547,0.312616559319739
206,"15A",1,9,"вул. Гоголівська",59,0.312616559319739,0.349523953059351
207,"15A",1,10,"Залізничний вокзал",60,0.349523953059351,0.389773713689165
208,"15A",1,11,"Автовокзал",1,0.389773713689165,0.432842420509475
209,"15A",1,12,"ТЦ ""Глобал""",7,0.432842420509475,0.457782216076483
210,"15A",1,13,"майдан Згоди",5,0.457782216076483,0.506112250541669
211,"15A",1,14,"вул. Князів Острозьких",8,0.506112250541669,0.519744039387721
212,"15A",1,15,"вул. Хлібна",11,0.519744039387721,0.555705801427831
213,"15A",1,16,"вул. Небесної сотні",13,0.555705801427831,0.590511987993627
214,"15A",1,17,"Кінотеатр ""Україна""",16,0.590511987993627,0.612353746713455
215,"15A",1,18,"вул. Театральна",20,0.612353746713455,0.636951536922527
216,"15A",1,19,"вул. Мала Бердичівська",125,0.636951536922527,0.656146678747825
217,"15A",1,20,"вул. Леха Качинського",128,0.656146678747825,0.756721411959715
218,"15A",1,21,"Монумент Слави",129,0.756721411959715,0.797927709822309
219,"15A",1,22,"Торгівельно-економічний коледж",131,0.797927709822309,0.831859824386386
220,"15A",1,23,"Державний технологiчний університет",133,0.831859824386386,0.857789236357493
221,"15A",1,24,"завод ""Агромаш""",135,0.857789236357493,0.89544767607384
222,"15A",1,25,"спорткомплекс ""Динамо""",138,0.89544767607384,0.927737656438525
223,"15A",1,26,"вул. Чумацький шлях",139,0.927737656438525,1
224,"15A",1,27,"Гідропарк",141,1,1
2422,"177",0,0,"Автовокзал",33106,5.98803356461159e-05,0.00812225789188284
2423,"177",0,1,"Автовокзал",1,0.00812225789188284,0.0215566059558105
2424,"177",0,2,"ТЦ ""Глобал""",7,0.0215566059558105,0.0293360337358989
2425,"177",0,3,"майдан Згоди",5,0.0293360337358989,0.0333872702023054
2426,"177",0,4,"вул. Івана Мазепи",10,0.0333872702023054,0.0444115387343622
2427,"177",0,5,"вул. Князів Острозьких",8,0.0444115387343622,0.0486636793165232
2428,"177",0,6,"вул. Хлібна",11,0.0486636793165232,0.052070592498119
2429,"177",0,7,"вул. Київська",5594,0.052070592498119,0.0616837003283146
2430,"177",0,8,"вул. Небесної сотні",159,0.0616837003283146,0.0678773872239332
2431,"177",0,9,"вул. Небесної сотні",32996,0.0678773872239332,0.078306185965042
2432,"177",0,10,"вул. Покровська",5758,0.078306185965042,0.0859390016293797
2433,"177",0,11,"вул. Михайла Грушевського",32997,0.0859390016293797,0.0952530882947193
2434,"177",0,12,"пл. Перемоги",77,0.0952530882947193,0.101631693485688
1948,"5A",0,2,"Житичі",90,0.100242687626492,0.131440560269434
2435,"177",0,13,"вул. Леха Качинського",207,0.101631693485688,0.133773041164584
2436,"177",0,14,"Монумент Слави",129,0.133773041164584,0.146626451187355
2437,"177",0,15,"Торгівельно-економічний коледж",131,0.146626451187355,0.157210837653863
2438,"177",0,16,"Державний технологiчний університет",133,0.157210837653863,0.165298954786476
2439,"177",0,17,"завод ""Агромаш""",135,0.165298954786476,0.177045687485106
2440,"177",0,18,"спорткомплекс ""Динамо""",138,0.177045687485106,0.187117845839116
2441,"177",0,19,"вул. Чумацький шлях",139,0.187117845839116,0.263242567323063
2442,"177",0,20,"с. Тетерівка (вул. Партизанська)",33105,0.263242567323063,0.272955782926547
2443,"177",0,21,"с. Тетерівка (вул. Шевченко)",33103,0.272955782926547,0.296736541649821
2444,"177",0,22,"с. Тетерівка (вул. Шкільна)",33101,0.296736541649821,0.340595667259322
2445,"177",0,23,"с. Тетерівка",33099,0.340595667259322,0.362082657243987
893,"2",0,16,"вул. Небесної сотні",14,0.753596252410486,0.816308188100812
2446,"177",0,24,"на вимогу",33097,0.362082657243987,0.429699357971841
2447,"177",0,25,"с. Перлявка",33095,0.429699357971841,0.496270635720305
2448,"177",0,26,"с. Корчак",33093,0.496270635720305,0.592076983186624
2449,"177",0,27,"на вимогу",33090,0.592076983186624,0.643098810018853
2450,"177",0,28,"с. Дениші",33089,0.643098810018853,0.795181996541811
2451,"177",0,29,"Дачна",33084,0.795181996541811,0.885933512124484
894,"2",0,17,"вул. Князів Острозьких",9,0.816308188100812,0.870365958950104
2452,"177",0,30,"с. Рудня Пошта",33082,0.885933512124484,0.941096691158253
2453,"177",0,31,"вул. Соснова",33080,0.941096691158253,0.955969950270344
2454,"177",0,32,"вул. Іванова",33079,0.955969950270344,0.999822075659969
2455,"177",0,33,"с. Висока піч (Будинок культури)",33077,0.999822075659969,1
2456,"177",1,0,"с. Висока піч (Будинок культури)",33077,0.000392035780074271,0.0491767541616636
2457,"177",1,1,"Пам’ятник",33078,0.0491767541616636,0.06190385356368
2458,"177",1,2,"вул. Кантемирівська",33081,0.06190385356368,0.118939467469739
2459,"177",1,3,"с. Рудня Пошта",33083,0.118939467469739,0.210693896809644
2460,"177",1,4,"Дачна",33085,0.210693896809644,0.251378416790309
2461,"177",1,5,"с. Буки",33087,0.251378416790309,0.364707323037028
895,"2",0,18,"майдан Згоди",4,0.870365958950104,0.904045022032655
896,"2",0,19,"ТЦ ""Глобал""",6,0.904045022032655,0.954958053896362
2462,"177",1,6,"с. Дениші",33088,0.364707323037028,0.416067386027703
2463,"177",1,7,"на вимогу",33091,0.416067386027703,0.5155519611329
2464,"177",1,8,"с. Корчак",33092,0.5155519611329,0.582826078129356
2465,"177",1,9,"с. Перлявка",33094,0.582826078129356,0.649335812849533
2466,"177",1,10,"на вимогу",33096,0.649335812849533,0.675749072170503
2467,"177",1,11,"с. Тетерівка",33098,0.675749072170503,0.717467856924068
2468,"177",1,12,"с. Тетерівка (вул. Шкільна)",33100,0.717467856924068,0.740890313114591
2469,"177",1,13,"с. Тетерівка (вул. Шевченко)",33102,0.740890313114591,0.75103150378546
2470,"177",1,14,"с. Тетерівка (вул. Партизанська)",33104,0.75103150378546,0.824377230350889
2471,"177",1,15,"вул. Чумацький шлях",140,0.824377230350889,0.830742991288004
2472,"177",1,16,"спорткомплекс ""Динамо""",137,0.830742991288004,0.847375987819969
2473,"177",1,17,"завод ""Агромаш""",136,0.847375987819969,0.858491753433613
2474,"177",1,18,"Державний технологiчний університет",134,0.858491753433613,0.866105636606674
2475,"177",1,19,"Торгівельно-економічний коледж",132,0.866105636606674,0.879227679387244
2476,"177",1,20,"Монумент Слави",130,0.879227679387244,0.913883872791462
2477,"177",1,21,"вул. Мала Бердичівська",208,0.913883872791462,0.920710546570513
2478,"177",1,22,"майдан Соборний",18,0.920710546570513,0.926089593501354
2479,"177",1,23,"Михайлівський собор",15,0.926089593501354,0.944287157824981
2480,"177",1,24,"вул. Небесної сотні",14,0.944287157824981,0.950469700968246
2481,"177",1,25,"вул. Хлібна",12,0.950469700968246,0.974030890464496
2482,"177",1,26,"майдан Згоди",4,0.974030890464496,0.982609665538636
2483,"177",1,27,"ТЦ ""Глобал""",6,0.982609665538636,1
2484,"177",1,28,"Автовокзал",33106,1,1
877,"2",0,0,"Ресторан ""Ялинка""",93,0,0.0683809633079287
878,"2",0,1,"вул. Офіцерська",92,0.0683809633079287,0.116380026824593
879,"2",0,2,"Житичі",90,0.116380026824593,0.152600217454202
880,"2",0,3,"вул. Романа Шухевича",86,0.152600217454202,0.205215245234532
881,"2",0,4,"вул. Героїв Десантників",85,0.205215245234532,0.311997017086128
882,"2",0,5,"Панчішна фабрика",82,0.311997017086128,0.357918109714683
883,"2",0,6,"ринок ""Хмільники""",80,0.357918109714683,0.395250352616701
884,"2",0,7,"майдан Визволення",79,0.395250352616701,0.467303721824534
885,"2",0,8,"вул. Перемоги",70,0.467303721824534,0.500776252878686
886,"2",0,9,"вул. Миколи Сціборського",68,0.500776252878686,0.522339285359285
887,"2",0,10,"вул. Домбровського",66,0.522339285359285,0.549238522691759
888,"2",0,11,"майдан Короленка",71,0.549238522691759,0.586394102470416
889,"2",0,12,"вул. Ольжича",63,0.586394102470416,0.65384187876355
890,"2",0,13,"пл. Перемоги",74,0.65384187876355,0.682155177022968
891,"2",0,14,"Михайлівський собор",15,0.682155177022968,0.713570651345714
892,"2",0,15,"Укртелеком",33006,0.713570651345714,0.753596252410486
897,"2",0,20,"Автовокзал",417,0.954958053896362,0.999713064732558
898,"2",0,21,"пл. Привокзальна",61,0.999713064732558,1
899,"2",1,0,"пл. Привокзальна",61,0,0.0259599475556398
900,"2",1,1,"вул. Гоголівська",58,0.0259599475556398,0.0677398550727344
901,"2",1,2,"вул. Шевченка",56,0.0677398550727344,0.0875969459781541
902,"2",1,3,"ТЦ ""Фуршет""",55,0.0875969459781541,0.111030247779957
