"id","route","direction","priority","name","index","fraction","next_fraction"
2248,"106",1,22,"вул. Небесної сотні",159,0.474229037696091,0.484625988998624
2249,"106",1,23,"вул. Небесної сотні",32996,0.484625988998624,0.502132155274471
2250,"106",1,24,"вул. Покровська",5758,0.502132155274471,0.526964104896025
2251,"106",1,25,"пл. Перемоги",75,0.526964104896025,0.550471084000332
2252,"106",1,26,"вул. Ольжича",62,0.550471084000332,0.5742129389928
2253,"106",1,27,"вул. Лесі Українки",64,0.5742129389928,0.58076587108097
2254,"106",1,28,"вул. Домбровського",65,0.58076587108097,0.591533947362077
2255,"106",1,29,"вул. Миколи Сціборського",67,0.591533947362077,0.604425622227449
2256,"106",1,30,"вул. Перемоги",69,0.604425622227449,0.632551789327447
2257,"106",1,31,"пр. Миру",78,0.632551789327447,0.6489359545165
2258,"106",1,32,"ринок ""Хмільники""",81,0.6489359545165,0.661674073188894
2259,"106",1,33,"Панчішна фабрика",83,0.661674073188894,0.712066630414014
2260,"106",1,34,"вул. Героїв Десантників",84,0.712066630414014,0.730613043101181
2261,"106",1,35,"вул. Романа Шухевича",87,0.730613043101181,0.740950063600609
2262,"106",1,36,"вул. Миру",88,0.740950063600609,0.750958385245848
2263,"106",1,37,"Житичі",89,0.750958385245848,0.769550371533461
2264,"106",1,38,"вул. Офіцерська",91,0.769550371533461,0.794805277086982
2639,"H7",1,1,"Прикордонна частина",414,0.0391567261194172,0.0751126338247281
2265,"106",1,39,"Ресторан ""Ялинка""",32983,0.794805277086982,0.819547029896563
2266,"106",1,40,"поворот на Довжик",33039,0.819547029896563,0.849638393205535
2267,"106",1,41,"вул. Сінна",33037,0.849638393205535,0.887850269019725
2268,"106",1,42,"с. Іванівка",33042,0.887850269019725,0.921783825426995
2269,"106",1,43,"вул. Садова",33036,0.921783825426995,0.956512899314609
2270,"106",1,44,"на вимогу",33034,0.956512899314609,0.979635011543462
2271,"106",1,45,"вул. Михайла Грушевського",33032,0.979635011543462,0.999937788575873
2272,"106",1,46,"с. Баришівка",33030,0.999937788575873,1
2136,"108",0,0,"селище Зарічани",33007,0,0.0313383107513497
2137,"108",0,1,"вул. Дачна",33010,0.0313383107513497,0.0865359685775256
2138,"108",0,2,"Школа",33009,0.0865359685775256,0.178217565308734
2139,"108",0,3,"вул. Північна",33015,0.178217565308734,0.23662038014033
2140,"108",0,4,"вул. Бориса Тена",33016,0.23662038014033,0.252488216215574
2141,"108",0,5,"Психіатрична лікарня",27293,0.252488216215574,0.292480074575866
2142,"108",0,6,"вул. Жуйка",5695,0.292480074575866,0.34351775539142
2143,"108",0,7,"ТЕС",5694,0.34351775539142,0.408475218294561
2144,"108",0,8,"вул. Гагаріна",27788,0.408475218294561,0.439831252646915
2145,"108",0,9,"вул. Довженка",32990,0.439831252646915,0.477729689969373
2146,"108",0,10,"Університет ім. Івана Франка",30,0.477729689969373,0.528417237931664
2147,"108",0,11,"Старий Бульвар",25,0.528417237931664,0.565326385659272
2148,"108",0,12,"пл. Корольова",24,0.565326385659272,0.585960218725933
2149,"108",0,13,"Автомобільно-дорожний коледж",45,0.585960218725933,0.606782118625978
2150,"108",0,14,"майдан Соборний",18,0.606782118625978,0.623116933995839
2151,"108",0,15,"Михайлівський собор",15,0.623116933995839,0.697153200882766
2152,"108",0,16,"вул. Хлібна",12,0.697153200882766,0.768702619444052
2153,"108",0,17,"майдан Згоди",4,0.768702619444052,0.79475420604245
2154,"108",0,18,"ТЦ ""Глобал""",6,0.79475420604245,0.829425268359109
2155,"108",0,19,"Автовокзал",2,0.829425268359109,0.891729978226249
2156,"108",0,20,"вул. Нобелівська",239,0.891729978226249,0.916952909811743
2157,"108",0,21,"вул. Якова Зайка",5690,0.916952909811743,0.943262551419733
2158,"108",0,22,"вул. Саєнка",5741,0.943262551419733,0.971631327716837
2159,"108",0,23,"пров. 3-й Транзитний",5744,0.971631327716837,0.999829098362147
2160,"108",0,24,"Гаражний кооператив ""Восход""",5745,0.999829098362147,1
1372,"147",1,20,"Житичі",89,0.758656926723088,0.797226519521528
2161,"108",1,0,"Гаражний кооператив ""Восход""",5745,0,0.030139367686072
2162,"108",1,1,"пров. 3-й Транзитний",5743,0.030139367686072,0.0597466367914286
2163,"108",1,2,"вул. Саєнка",5740,0.0597466367914286,0.105736986841034
2164,"108",1,3,"ш. Київське",240,0.105736986841034,0.171635894848294
2165,"108",1,4,"Автовокзал",1,0.171635894848294,0.212885692841086
2166,"108",1,5,"ТЦ ""Глобал""",7,0.212885692841086,0.249211423569978
