"route","stop_id","direction","date","transactions","geometry"
H5,2575,0,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6487347679878,50.2666523348613],[28.648736,50.266643],[28.6488,50.26615],[28.64887,50.26565],[28.648882,50.265563],[28.64891,50.26536],[28.64893,50.26529],[28.64894,50.26524],[28.64897,50.26516],[28.64901,50.26507],[28.64905,50.26496],[28.64941,50.26414],[28.64943,50.2641],[28.64963,50.26364],[28.6496705868076,50.2635430044089]]}"
"12",171,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6565716104674,50.2933582111704],[28.65659,50.29342],[28.65664,50.29361],[28.6567,50.29385],[28.65683,50.29415],[28.65693,50.29442],[28.657126,50.294962],[28.65722,50.29522],[28.65727,50.29534],[28.65746,50.29582],[28.65756,50.29603],[28.65766,50.29605],[28.657738,50.296083],[28.65782,50.29612],[28.65798,50.29621],[28.65807,50.29626],[28.65809,50.29628],[28.65811,50.2963],[28.658133,50.296317],[28.65813,50.29632],[28.65814,50.29635],[28.65813,50.29638],[28.65812,50.2964],[28.65811,50.29641],[28.65808,50.29643],[28.65805,50.29645],[28.657999,50.296465],[28.657905,50.296497],[28.65779,50.29636],[28.65767,50.29621],[28.657647,50.296175]]}"
"53",1607,0,2018-08-10,34,"{""type"":""LineString"",""coordinates"":[[28.6592893653313,50.297680717412],[28.65902,50.29746],[28.65893,50.29737],[28.65884,50.29729],[28.65873,50.29719],[28.6586,50.29709],[28.65841,50.29694],[28.65837,50.2969],[28.65822,50.29678],[28.65812,50.2967],[28.65803,50.29661],[28.657905,50.296497],[28.65779,50.29636],[28.65767,50.29621],[28.657647,50.296175],[28.6576104715521,50.2961207009558]]}"
"7A",2055,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.7393654964384,50.2437131961644],[28.739323,50.243568],[28.73915,50.24298],[28.73834,50.240122],[28.7383353839033,50.2401057078941]]}"
H7,2648,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.7148893046629,50.2646906487292],[28.714835,50.264726],[28.714515,50.264933],[28.71392,50.26532],[28.7116532415801,50.2669310599764]]}"
H7,2657,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.6734783092513,50.2599452430946],[28.672789,50.259643],[28.672251,50.259407],[28.67133,50.25901],[28.67054,50.25868],[28.670063,50.258477],[28.66974,50.25834],[28.66954,50.25825],[28.669365,50.258168],[28.66916,50.25808],[28.668496,50.257803],[28.668465963807,50.2577904256766]]}"
"15A",191,0,2018-08-12,31,"{""type"":""LineString"",""coordinates"":[[28.7010978831654,50.2652136417736],[28.701135,50.265187],[28.70205,50.26453],[28.70216,50.26444],[28.70227,50.26434],[28.70242,50.26417],[28.702531,50.264024],[28.702639,50.263834],[28.702772,50.263587],[28.702858,50.263289],[28.702879,50.263181],[28.702919,50.262891],[28.70294,50.262531],[28.702946,50.262314],[28.702954,50.261936],[28.702968,50.261398],[28.702983,50.260835],[28.702997,50.260282],[28.703011,50.259693],[28.70302,50.259278],[28.703021939522,50.2591936307936]]}"
"12",153,0,2018-08-07,69,"{""type"":""LineString"",""coordinates"":[[28.6578802131984,50.2751947731967],[28.65789,50.275166],[28.65794,50.27502],[28.65798,50.2749],[28.657991,50.274849],[28.658,50.27481],[28.65803,50.2747],[28.658072,50.274538],[28.658037,50.274187],[28.65802,50.27411],[28.658,50.27404],[28.65799,50.27394],[28.65796,50.27377],[28.65788,50.273086],[28.65785,50.27283],[28.657819,50.272483],[28.6578185124488,50.2724774888203]]}"
"15A",211,1,2018-08-08,116,"{""type"":""LineString"",""coordinates"":[[28.6753802943222,50.2607574663591],[28.67476,50.26049],[28.67428,50.26028],[28.67365,50.26002],[28.673496,50.259953],[28.6734783092513,50.2599452430946]]}"
"9",65,1,2018-08-08,7,"{""type"":""LineString"",""coordinates"":[[28.6921367376373,50.2402973231029],[28.692102,50.240321],[28.69206,50.24035],[28.69159,50.24065],[28.69089,50.24114],[28.68994,50.24179],[28.68928,50.24224],[28.688524,50.242757],[28.68811,50.24304],[28.687874,50.243187],[28.68769,50.2433],[28.68758,50.24336],[28.68725,50.24355],[28.686504,50.243976],[28.68613,50.24419],[28.68607,50.24422],[28.6858113479381,50.2443652232507]]}"
"4",1506,0,2018-08-11,26,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.69242,50.26802],[28.692615,50.268096],[28.69265,50.26811]]}"
H5,2567,0,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6076662676976,50.2835907658527],[28.607699,50.283585],[28.60863,50.28342],[28.609854,50.283197],[28.610267,50.283123],[28.6120077654776,50.2828102291113]]}"
"7A",2047,1,2018-08-09,4,"{""type"":""LineString"",""coordinates"":[[28.7144871145051,50.2649511372883],[28.714515,50.264933],[28.714835,50.264726],[28.71509,50.26456],[28.715598,50.2642],[28.71631,50.2637],[28.716984,50.263224],[28.718235,50.262333],[28.71866,50.26203],[28.7187845734513,50.2619421982301]]}"
"5A",1970,1,2018-08-10,2,"{""type"":""LineString"",""coordinates"":[[28.6131,50.23927],[28.61382,50.23954],[28.614242,50.239681],[28.61477,50.23983],[28.61488,50.23987],[28.61498,50.23991],[28.61506,50.23995],[28.6151,50.23999],[28.61513,50.24003],[28.615133,50.240084],[28.61568,50.24024],[28.6164,50.24052],[28.61666,50.24064],[28.6168,50.24072],[28.61702,50.24084],[28.61721,50.24096],[28.61737,50.24108],[28.61766,50.24132],[28.617685,50.241341],[28.61779,50.24144],[28.61816,50.24177],[28.61892,50.24245],[28.61925,50.24273],[28.61935,50.2428],[28.61947,50.2429],[28.6197,50.24309],[28.6199,50.24323],[28.620196,50.243431],[28.62021,50.24344],[28.6202612953368,50.2434699222798]]}"
"10",105,0,2018-08-06,1,"{""type"":""LineString"",""coordinates"":[[28.7258335062187,50.2569718525044],[28.725879,50.256935],[28.72617,50.2567],[28.72647,50.25628],[28.72681,50.25583],[28.72691,50.25568],[28.72701,50.25551],[28.72709,50.25535],[28.72716,50.2552],[28.72726,50.25498],[28.72731,50.2548],[28.72737,50.2546],[28.72742,50.25437],[28.72745,50.25419],[28.72746,50.254],[28.72747,50.25382],[28.72746,50.253],[28.72747,50.25257],[28.72748,50.25167],[28.72749,50.25073],[28.727529,50.250545],[28.727571,50.250199],[28.727902,50.250151],[28.72795,50.25015],[28.72819,50.25014],[28.728366,50.250121],[28.728578811004,50.2500986966633]]}"
"12",163,1,2018-08-09,117,"{""type"":""LineString"",""coordinates"":[[28.6583517307864,50.2650205575889],[28.65835,50.265031],[28.65829,50.26539],[28.65818,50.266],[28.65808,50.26652],[28.65808,50.26658],[28.65802,50.26688],[28.657901,50.267658],[28.65779,50.26807],[28.65766,50.26874],[28.65762,50.26893],[28.65762,50.268933],[28.6575772829278,50.2691865165373]]}"
"3",1209,0,2018-08-12,37,"{""type"":""LineString"",""coordinates"":[[28.6019182847711,50.2846538230134],[28.601959,50.284646],[28.60366,50.28432],[28.6045,50.28417],[28.60534,50.28401],[28.60693,50.28372],[28.606993,50.283708],[28.60714,50.28368],[28.60733,50.28365],[28.6076662676976,50.2835907658527]]}"
"12",148,0,2018-08-07,48,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
H4,2558,1,2018-08-10,3,"{""type"":""LineString"",""coordinates"":[[28.6579950617978,50.2748313988764],[28.657991,50.274849],[28.65798,50.2749],[28.65794,50.27502],[28.65789,50.275166],[28.65779,50.27546],[28.65761,50.27596],[28.65732,50.2768],[28.65727,50.27695],[28.6572,50.27714],[28.65705,50.27756],[28.656808,50.278247],[28.65674,50.27844],[28.65668,50.2786],[28.6566,50.27884],[28.6565876937375,50.2788762710895]]}"
"53",1623,0,2018-08-11,62,"{""type"":""LineString"",""coordinates"":[[28.69265,50.26811],[28.69276,50.26817],[28.692926,50.268211],[28.69337,50.26835],[28.69372,50.26851],[28.694041,50.268644],[28.694755,50.268784],[28.695287,50.268811],[28.69559,50.268806],[28.695783,50.268789],[28.695931,50.26876],[28.696052,50.268731],[28.696256,50.268694],[28.69645,50.2686],[28.69677,50.26838],[28.697072,50.268165],[28.697675576498,50.2677333282008]]}"
"3",1253,1,2018-08-09,36,"{""type"":""LineString"",""coordinates"":[[28.6408018686363,50.2776507963389],[28.640768,50.277657],[28.63989,50.27782],[28.63895,50.27797],[28.63764,50.27821],[28.63742,50.27825],[28.63665,50.278392],[28.63655,50.27841],[28.6361282289823,50.2784833918731]]}"
H2,2523,0,2018-08-08,5,"{""type"":""LineString"",""coordinates"":[[28.702873577145,50.2466763642078],[28.70283,50.24632],[28.70271,50.24543],[28.70262,50.24475],[28.70254,50.24413],[28.7025,50.24379],[28.702466,50.243531],[28.7024648382496,50.2435220052359]]}"
"53",1641,1,2018-08-07,47,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.66406,50.25708],[28.66379,50.25745],[28.663704,50.257555],[28.66342,50.2579],[28.66324,50.25813],[28.663192,50.258206],[28.6628970934276,50.2585591365326]]}"
"1",442,0,2018-08-07,473,"{""type"":""LineString"",""coordinates"":[[28.685572440041,50.2651713902817],[28.68466,50.26479],[28.6845,50.26473],[28.68424,50.26461],[28.6841,50.26455],[28.68354,50.26433],[28.68272,50.26396],[28.682708,50.263957],[28.682495,50.263869],[28.6823,50.26377],[28.68226,50.26374],[28.682224,50.263696],[28.682149,50.263663],[28.6821179952954,50.2636495028198]]}"
"5A",1947,0,2018-08-06,43,"{""type"":""LineString"",""coordinates"":[[28.6019182847711,50.2846538230134],[28.601959,50.284646],[28.60366,50.28432],[28.6045,50.28417],[28.60534,50.28401],[28.60693,50.28372],[28.606993,50.283708],[28.60714,50.28368],[28.60733,50.28365],[28.6076662676976,50.2835907658527]]}"
"15A",212,1,2018-08-10,77,"{""type"":""LineString"",""coordinates"":[[28.6734783092513,50.2599452430946],[28.672789,50.259643],[28.672251,50.259407],[28.67133,50.25901],[28.67054,50.25868],[28.670063,50.258477],[28.66974,50.25834],[28.66954,50.25825],[28.669365,50.258168],[28.66916,50.25808],[28.668496,50.257803],[28.668465963807,50.2577904256766]]}"
"10",125,1,2018-08-09,28,"{""type"":""LineString"",""coordinates"":[[28.7079265910482,50.2695497575347],[28.707899,50.269569],[28.707429,50.269897],[28.70612,50.27081],[28.70538,50.27132],[28.7049945305954,50.2715945429572]]}"
"7A",2003,0,2018-08-09,35,"{""type"":""LineString"",""coordinates"":[[28.7249247214142,50.2576474652047],[28.724895,50.257668],[28.7242,50.25814],[28.72208,50.25965],[28.722015,50.259696],[28.72171,50.25991],[28.721443,50.260094],[28.7211192697648,50.260319577983]]}"
"4",1514,0,2018-08-10,7,"{""type"":""Point"",""coordinates"":[28.710472,50.246701]}"
"15A",217,1,2018-08-10,152,"{""type"":""LineString"",""coordinates"":[[28.6581068930853,50.252468209796],[28.658094,50.25247],[28.657783,50.252513],[28.657565,50.252543],[28.657406,50.252364],[28.656971,50.251783],[28.65684,50.25164],[28.65675,50.25151],[28.65639,50.25114],[28.65623,50.25099],[28.65586,50.25063],[28.65574,50.25049],[28.65562,50.25036],[28.65554,50.25026],[28.65546,50.25013],[28.6554,50.25002],[28.65535,50.24991],[28.6553,50.24978],[28.65527,50.24967],[28.65526,50.24956],[28.65526,50.24943],[28.65528,50.24923],[28.655306,50.24895],[28.6554,50.24835],[28.65543,50.24809],[28.65543,50.24801],[28.65543,50.24794],[28.65542,50.24786],[28.65542,50.2478],[28.65539,50.24773],[28.65534,50.24763],[28.6553,50.24755],[28.65523,50.24745],[28.65517,50.24738],[28.65511,50.24731],[28.65499,50.2472],[28.65422,50.24652],[28.65333,50.24574],[28.65324,50.24566],[28.6531,50.24555],[28.653,50.24549],[28.6529,50.24544],[28.65282,50.2454],[28.65274,50.24537],[28.65266,50.24534],[28.65253,50.24531],[28.65237,50.24527],[28.65229,50.24526],[28.65221,50.24525],[28.65209,50.24524],[28.65198,50.24523],[28.65195,50.24523],[28.6517,50.24522],[28.65099,50.2452],[28.65028,50.24517],[28.649259,50.245139],[28.6478,50.24513],[28.647297278127,50.2451409503774]]}"
"7A",2038,1,2018-08-08,59,"{""type"":""LineString"",""coordinates"":[[28.6701049335003,50.2584948459131],[28.67054,50.25868],[28.67133,50.25901],[28.672251,50.259407],[28.672789,50.259643],[28.673496,50.259953],[28.67365,50.26002],[28.67428,50.26028],[28.67476,50.26049],[28.675414,50.260772],[28.67581,50.260943],[28.67664,50.26129],[28.677095,50.261487],[28.6771259153746,50.2615003424248]]}"
"4A",225,0,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6576104715521,50.2961207009558],[28.65761,50.29612],[28.65756,50.29603],[28.65746,50.29582],[28.65727,50.29534],[28.65722,50.29522],[28.657126,50.294962],[28.65693,50.29442],[28.65683,50.29415],[28.6567,50.29385],[28.65664,50.29361],[28.65659,50.29342],[28.656565,50.293336],[28.65654,50.29325],[28.65646,50.29293],[28.65642,50.29274],[28.6564161512195,50.2927220390244]]}"
"53A",1573,0,2018-08-06,270,"{""type"":""LineString"",""coordinates"":[[28.7023023373929,50.2422469076247],[28.70235,50.2426],[28.7024,50.24302],[28.702466,50.243531],[28.7025,50.24379],[28.70254,50.24413],[28.70262,50.24475],[28.70271,50.24543],[28.70283,50.24632],[28.702875,50.246688],[28.70292,50.24706],[28.702989,50.247441],[28.703069,50.247765],[28.70307,50.24777],[28.70309,50.2479],[28.70321,50.24864],[28.703219,50.248715]]}"
"5A",1951,0,2018-08-10,30,"{""type"":""LineString"",""coordinates"":[[28.6311105671141,50.2793685469799],[28.631142,50.279363],[28.6315,50.2793],[28.63159,50.27929],[28.632461,50.279134],[28.63293,50.27905],[28.63401,50.27885],[28.63415,50.27883],[28.63512,50.27866],[28.636096,50.278489],[28.63655,50.27841],[28.6366179000388,50.278397777993]]}"
H7,2620,0,2018-08-10,1,"{""type"":""LineString"",""coordinates"":[[28.6831939143799,50.264032706817],[28.68363,50.26422],[28.68381,50.26431],[28.68456,50.26464],[28.68632,50.26538],[28.68649,50.26545],[28.686935,50.265639],[28.6869624495515,50.2656506902796]]}"
"3",1213,0,2018-08-07,225,"{""type"":""LineString"",""coordinates"":[[28.6311105671141,50.2793685469799],[28.631142,50.279363],[28.6315,50.2793],[28.63159,50.27929],[28.632461,50.279134],[28.63293,50.27905],[28.63401,50.27885],[28.63415,50.27883],[28.63512,50.27866],[28.636096,50.278489],[28.63655,50.27841],[28.6366179000388,50.278397777993]]}"
"53A",1545,0,2018-08-11,124,"{""type"":""LineString"",""coordinates"":[[28.6570601169811,50.304285709434],[28.657086,50.304268],[28.65723,50.30417],[28.65785,50.30376],[28.65832,50.30345],[28.65855,50.30324],[28.65875,50.30305],[28.65893,50.30287],[28.658972,50.302834],[28.6589971802353,50.3028119030588]]}"
"8",2061,0,2018-08-10,11,"{""type"":""LineString"",""coordinates"":[[28.6423090492495,50.2695703259294],[28.642767,50.269595],[28.64286,50.2696],[28.64342,50.26963],[28.64418,50.26968],[28.644592,50.269699],[28.64462,50.26952],[28.6447135157509,50.2690085857373]]}"
"53A",1592,1,2018-08-06,5,"{""type"":""LineString"",""coordinates"":[[28.6565876937375,50.2788762710895],[28.656581,50.278896],[28.65649,50.27916],[28.65642,50.27936],[28.65635,50.27962],[28.65631,50.27976],[28.65629,50.27986],[28.65627,50.27993],[28.65625,50.28003],[28.65622,50.28015],[28.6562,50.28027],[28.65615,50.28049],[28.65612,50.28065],[28.6561,50.28078],[28.65609,50.28085],[28.6560133153075,50.2811872278645]]}"
"8",2076,0,2018-08-10,12,"{""type"":""LineString"",""coordinates"":[[28.6990598756505,50.2367417051593],[28.699091,50.236725],[28.69925,50.23664],[28.69957,50.23647],[28.699963,50.236244],[28.7011,50.23559],[28.70233,50.23483],[28.70246,50.23474],[28.702876,50.234445],[28.70301,50.23435],[28.70354,50.23397],[28.7036886372486,50.2338668473739]]}"
"8",2069,0,2018-08-06,46,"{""type"":""LineString"",""coordinates"":[[28.6704716477263,50.251354696381],[28.670511,50.251334],[28.670707,50.251232],[28.671301,50.25092],[28.67144,50.25085],[28.67159,50.25078],[28.67171,50.25073],[28.673158,50.250238],[28.67386,50.24999],[28.67391,50.24997],[28.674408,50.249797],[28.6747563105647,50.2496756471171]]}"
H4,2542,0,2018-08-12,7,"{""type"":""LineString"",""coordinates"":[[28.656799617128,50.2782707925632],[28.656808,50.278247],[28.65705,50.27756],[28.6572,50.27714],[28.65727,50.27695],[28.65732,50.2768],[28.65761,50.27596],[28.65779,50.27546],[28.6578802131984,50.2751947731967]]}"
"10",80,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.593804,50.285848],[28.59393,50.28582],[28.59412,50.2858],[28.59425,50.28579],[28.59431,50.28578],[28.59438,50.28578],[28.59444,50.28578],[28.59451,50.28579],[28.59456,50.2858],[28.59467,50.28582],[28.59475,50.28584],[28.594883,50.285881],[28.594933,50.285985],[28.59512,50.28594],[28.59541,50.28587],[28.59553,50.28583],[28.595596,50.285797],[28.596988,50.285561],[28.59901,50.2852],[28.600867,50.28486],[28.601698,50.284696],[28.60173,50.28469],[28.6019182847711,50.2846538230134]]}"
H7,2641,1,2018-08-09,0,"{""type"":""LineString"",""coordinates"":[[28.7407273970069,50.2482843081572],[28.740873,50.248769],[28.7403643472584,50.2488278037852]]}"
H5,2576,0,2018-08-07,4,"{""type"":""LineString"",""coordinates"":[[28.6496705868076,50.2635430044089],[28.649689,50.263499],[28.64978,50.26328],[28.6499,50.263],[28.64997,50.26284],[28.65003,50.26271],[28.65006,50.26262],[28.65009,50.26252],[28.650132,50.262428],[28.6504,50.26223],[28.65054,50.26215],[28.65066,50.26209],[28.650763,50.262045],[28.65159,50.26171],[28.65237,50.2614],[28.65244,50.26137],[28.6531476505092,50.2610702445564]]}"
"1",451,0,2018-08-07,244,"{""type"":""LineString"",""coordinates"":[[28.6747563105647,50.2496756471171],[28.674784,50.249666],[28.67503,50.24958],[28.6755,50.24941],[28.675666,50.249356],[28.67643,50.2491],[28.67682,50.248964],[28.67732,50.24879],[28.6777,50.24865],[28.67788,50.24859],[28.67791,50.24858],[28.678008,50.248531],[28.67813,50.24849],[28.67822,50.24845],[28.67831,50.24841],[28.67949,50.24777],[28.680735,50.247101],[28.68109,50.24691],[28.681245,50.246832],[28.6816660944275,50.246608692349]]}"
"15A",199,1,2018-08-10,57,"{""type"":""LineString"",""coordinates"":[[28.7081825769534,50.2375865249031],[28.708173,50.237587],[28.70732,50.23763],[28.70632,50.23768],[28.70589,50.23771],[28.7029922261025,50.237876527268]]}"
"7A",2049,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.7219741893518,50.2597246343565],[28.722015,50.259696],[28.72208,50.25965],[28.7242,50.25814],[28.724895,50.257668],[28.72495,50.25763],[28.72556,50.25718],[28.72565,50.25712],[28.7257,50.25708],[28.7258335062187,50.2569718525044]]}"
"1",440,0,2018-08-12,13,"{""type"":""LineString"",""coordinates"":[[28.696783,50.2691],[28.696655,50.269196],[28.69635,50.26942],[28.696112,50.269612],[28.69594,50.26976],[28.69586,50.2698],[28.69578,50.26984],[28.69569,50.26987],[28.69559,50.26989],[28.69548,50.26989],[28.69539,50.26988],[28.69531,50.26986],[28.69521,50.26982],[28.6951,50.26975],[28.69493,50.26963],[28.69464,50.26937],[28.69408,50.26889],[28.693824,50.268692],[28.69374,50.26865],[28.69364,50.26861],[28.6935,50.26854],[28.69338,50.26849],[28.69296,50.268313],[28.69276,50.26817],[28.69265,50.26811],[28.692615,50.268096],[28.69242,50.26802],[28.691905,50.267805],[28.691655,50.267701],[28.6916000082842,50.267677865554]]}"
"4",1491,0,2018-08-06,55,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
"6",287,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7219741893518,50.2597246343565],[28.722015,50.259696],[28.72208,50.25965],[28.72214,50.25969],[28.72217,50.25972],[28.72219,50.25976],[28.72221,50.25979],[28.72221,50.25983],[28.72221,50.25987],[28.7222,50.2599],[28.72218,50.25994],[28.72216,50.25996],[28.72212,50.25999],[28.722104,50.260005],[28.72208,50.26002],[28.72202,50.26003],[28.72196,50.26005],[28.7219,50.26006],[28.72184,50.26007],[28.72175,50.26008],[28.721443,50.260094],[28.721067,50.260356]]}"
H2,2517,0,2018-08-09,28,"{""type"":""LineString"",""coordinates"":[[28.69265,50.26811],[28.69276,50.26817],[28.692926,50.268211],[28.69337,50.26835],[28.69372,50.26851],[28.694041,50.268644],[28.694755,50.268784],[28.695287,50.268811],[28.69559,50.268806],[28.695783,50.268789],[28.695931,50.26876],[28.696052,50.268731],[28.696256,50.268694],[28.69645,50.2686],[28.69677,50.26838],[28.697072,50.268165],[28.697675576498,50.2677333282008]]}"
"3",1259,1,2018-08-12,4,"{""type"":""LineString"",""coordinates"":[[28.6070327943107,50.2837004201313],[28.606993,50.283708],[28.60693,50.28372],[28.60534,50.28401],[28.6045,50.28417],[28.60366,50.28432],[28.601959,50.284646],[28.6017371087408,50.2846886341284]]}"
"53",1639,1,2018-08-10,56,"{""type"":""LineString"",""coordinates"":[[28.6640165905966,50.253687457245],[28.66401,50.253688],[28.66375,50.25371],[28.66362,50.25372],[28.66229,50.25383],[28.66151,50.253859],[28.66146,50.25403],[28.66144,50.25413],[28.6614,50.25423],[28.66129,50.25449],[28.6612250344828,50.2546524137931]]}"
"53A",1594,1,2018-08-08,38,"{""type"":""LineString"",""coordinates"":[[28.6553709634146,50.2851513292683],[28.65537,50.28516],[28.655369,50.285166],[28.65535,50.28536],[28.65534,50.28547],[28.65532,50.28557],[28.6553,50.28573],[28.65513,50.28638],[28.65508,50.28654],[28.65503,50.28672],[28.65499,50.28686],[28.65489,50.28717],[28.65484,50.28736],[28.654819,50.287434],[28.6548,50.28749],[28.65476,50.28762],[28.65474,50.2877],[28.65473,50.28776],[28.65473,50.28782],[28.65473,50.28786],[28.65473,50.28791],[28.65474,50.28796],[28.65475,50.28804],[28.65479,50.28816],[28.65483,50.28825],[28.65494,50.28849],[28.65523,50.28902],[28.655255,50.289063],[28.655428,50.289354],[28.65558,50.28963],[28.65563,50.28972],[28.65567,50.28981],[28.655673,50.289816],[28.6556871437232,50.2898501199096]]}"
"5A",1948,0,2018-08-06,94,"{""type"":""LineString"",""coordinates"":[[28.6076662676976,50.2835907658527],[28.607699,50.283585],[28.60863,50.28342],[28.609854,50.283197],[28.610267,50.283123],[28.6120077654776,50.2828102291113]]}"
"6",312,1,2018-08-10,0,"{""type"":""Point"",""coordinates"":[28.657647,50.296175]}"
"2",894,0,2018-08-11,229,"{""type"":""LineString"",""coordinates"":[[28.6771259153746,50.2615003424248],[28.67738,50.26161],[28.67757,50.26169],[28.67821,50.26196],[28.67863,50.26214],[28.679155,50.262366],[28.67924,50.26241],[28.67952,50.26252],[28.67991,50.26269],[28.68017,50.2628],[28.680336,50.262872],[28.6813,50.26329],[28.68143,50.26335],[28.682149,50.263663],[28.682224,50.263696],[28.6823,50.2637],[28.68237,50.26371],[28.682573,50.263779],[28.682688,50.263822],[28.68274,50.26384],[28.68284,50.26388],[28.683162,50.264019],[28.6831939143799,50.264032706817]]}"
"4",1501,0,2018-08-10,10,"{""type"":""LineString"",""coordinates"":[[28.6636680322514,50.2575986932157],[28.663704,50.257555],[28.66379,50.25745],[28.66406,50.25708],[28.664213,50.256837],[28.665457,50.257045],[28.6654796243112,50.2570488231937]]}"
"1",472,1,2018-08-12,89,"{""type"":""LineString"",""coordinates"":[[28.7024648382496,50.2435220052359],[28.7024,50.24302],[28.70235,50.2426],[28.702301,50.242237],[28.70218,50.24133],[28.7021,50.24067],[28.7020987555205,50.2406596293375]]}"
H5,2582,0,2018-08-11,3,"{""type"":""LineString"",""coordinates"":[[28.647297278127,50.2451409503774],[28.647295,50.245141],[28.64624,50.245164],[28.64598,50.24517],[28.64546,50.24517],[28.64441,50.2452],[28.643395,50.245224],[28.642866,50.245236],[28.64244,50.24524],[28.64223,50.24525],[28.6416,50.24527],[28.6410472577177,50.2452809355487]]}"
"2",912,1,2018-08-11,5,"{""type"":""LineString"",""coordinates"":[[28.6694431009174,50.2518983302752],[28.669401,50.251921],[28.6692,50.25203],[28.6682,50.25255],[28.66709,50.25313],[28.66691,50.25323],[28.66677,50.2533],[28.66665,50.25335],[28.66654,50.25339],[28.66642,50.25343],[28.6663,50.25346],[28.666198,50.253476],[28.66617,50.25348],[28.66583,50.25353],[28.66536,50.25357],[28.66435,50.25366],[28.6640165905966,50.253687457245]]}"
"7",2106,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.6734783092513,50.2599452430946],[28.672789,50.259643],[28.672251,50.259407],[28.67133,50.25901],[28.67054,50.25868],[28.670063,50.258477],[28.66974,50.25834],[28.66954,50.25825],[28.669365,50.258168],[28.66916,50.25808],[28.668496,50.257803],[28.668465963807,50.2577904256766]]}"
"9",40,0,2018-08-07,49,"{""type"":""LineString"",""coordinates"":[[28.6202612953368,50.2434699222798],[28.62045,50.24358],[28.62074,50.24376],[28.6209,50.24384],[28.62099,50.24389],[28.62118,50.24398],[28.62134,50.24405],[28.62144,50.2441],[28.621502,50.244123],[28.62155,50.24414],[28.62172,50.2442],[28.62183,50.24423],[28.62193,50.24426],[28.62203,50.24429],[28.622184,50.244322],[28.62236,50.24434],[28.62263,50.24437],[28.623093,50.244419],[28.6231065708146,50.2444204308455]]}"
"15A",183,0,2018-08-12,31,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.665457,50.257045],[28.6654796243112,50.2570488231937]]}"
"12",148,0,2018-08-09,49,"{""type"":""LineString"",""coordinates"":[[28.6558888864865,50.2903938810811],[28.65586,50.2903],[28.65582,50.29018],[28.65577,50.29005],[28.655673,50.289816],[28.65567,50.28981],[28.65563,50.28972],[28.65558,50.28963],[28.655428,50.289354],[28.655255,50.289063],[28.65523,50.28902],[28.6552281884932,50.2890166893151]]}"
