"route","stop_id","direction","date","transactions","geometry"
"15A",194,0,2018-08-09,49,"{""type"":""LineString"",""coordinates"":[[28.7032298817891,50.2521679552716],[28.70323,50.252165],[28.703239,50.251954],[28.70323,50.25148],[28.703234,50.251373],[28.70325,50.25098],[28.70326,50.25058],[28.70326,50.25017],[28.70328,50.24946],[28.70327,50.24914],[28.703219,50.248715],[28.70321,50.24864],[28.70309,50.2479],[28.70307,50.24777],[28.703069,50.247765],[28.702989,50.247441],[28.70355,50.24741],[28.7038687397901,50.2473932759987]]}"
"4A",249,1,2018-08-07,6,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.66406,50.25708],[28.66379,50.25745],[28.663704,50.257555],[28.66342,50.2579],[28.66324,50.25813],[28.663192,50.258206],[28.6628970934276,50.2585591365326]]}"
"15A",200,1,2018-08-09,40,"{""type"":""LineString"",""coordinates"":[[28.7029922261025,50.237876527268],[28.702984,50.237877],[28.702713,50.237892],[28.7024,50.23791],[28.701747,50.237956],[28.70178,50.23821],[28.7019,50.23901],[28.70193,50.23927],[28.70198,50.23967],[28.7021,50.24067],[28.70218,50.24133],[28.702301,50.242237],[28.7023023373929,50.2422469076247]]}"
"7A",1998,0,2018-08-07,34,"{""type"":""LineString"",""coordinates"":[[28.7393270569863,50.2435818613699],[28.739371,50.243732],[28.73968,50.24478],[28.73975,50.245],[28.74,50.24585],[28.740678,50.248119],[28.740724,50.248273],[28.7407273970069,50.2482843081572]]}"
"53",1622,0,2018-08-10,111,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.69242,50.26802],[28.692615,50.268096],[28.69265,50.26811]]}"
H4,2560,1,2018-08-06,4,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
H7,2649,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.7116532415801,50.2669310599764],[28.711628,50.266949],[28.711425,50.267093],[28.7113,50.26718],[28.71094,50.26742],[28.710724,50.267571],[28.70936,50.26852],[28.70817,50.26938],[28.7079265910482,50.2695497575347]]}"
H3,2509,0,2018-08-10,8,"{""type"":""LineString"",""coordinates"":[[28.6589227493098,50.2572254113837],[28.65857,50.25711],[28.65855,50.2571],[28.65853,50.25709],[28.65852,50.25708],[28.65851,50.25707],[28.6585,50.25706],[28.6585,50.25704],[28.65851,50.25703],[28.65851,50.25702],[28.658721,50.256747],[28.659003,50.256838]]}"
"53",1614,0,2018-08-12,69,"{""type"":""LineString"",""coordinates"":[[28.656799617128,50.2782707925632],[28.656808,50.278247],[28.65705,50.27756],[28.6572,50.27714],[28.65727,50.27695],[28.65732,50.2768],[28.65761,50.27596],[28.65779,50.27546],[28.6578802131984,50.2751947731967]]}"
"53A",1562,0,2018-08-11,3,"{""type"":""LineString"",""coordinates"":[[28.6633272941177,50.2566468235294],[28.66306,50.25658],[28.66287,50.25652],[28.66282,50.2565],[28.66279,50.2565],[28.66238,50.25637],[28.66199,50.25626],[28.661729,50.256185],[28.660711,50.255893],[28.66083,50.25559],[28.6609341073477,50.255347651748]]}"
"8",2070,0,2018-08-11,64,"{""type"":""LineString"",""coordinates"":[[28.6747563105647,50.2496756471171],[28.674784,50.249666],[28.67503,50.24958],[28.6755,50.24941],[28.675666,50.249356],[28.67643,50.2491],[28.67682,50.248964],[28.67732,50.24879],[28.6777,50.24865],[28.67788,50.24859],[28.67791,50.24858],[28.678008,50.248531],[28.67813,50.24849],[28.67822,50.24845],[28.67831,50.24841],[28.67949,50.24777],[28.680735,50.247101],[28.68109,50.24691],[28.681245,50.246832],[28.6816660944275,50.246608692349]]}"
H4,2542,0,2018-08-06,12,"{""type"":""LineString"",""coordinates"":[[28.656799617128,50.2782707925632],[28.656808,50.278247],[28.65705,50.27756],[28.6572,50.27714],[28.65727,50.27695],[28.65732,50.2768],[28.65761,50.27596],[28.65779,50.27546],[28.6578802131984,50.2751947731967]]}"
"1",463,0,2018-08-11,18,"{""type"":""LineString"",""coordinates"":[[28.7004815010102,50.2656575727668],[28.70042,50.265704],[28.70005,50.26598],[28.69945,50.26642],[28.69888,50.26685],[28.6983,50.26729],[28.69818,50.26737],[28.69782,50.26763],[28.697704,50.267713],[28.697072,50.268165],[28.69724,50.26827],[28.69734,50.26835],[28.69738,50.26841],[28.6974,50.26846],[28.69741,50.268499],[28.69741,50.26851],[28.69741,50.26856],[28.69739,50.26862],[28.69735,50.26868],[28.697335,50.268695]]}"
"5A",1982,1,2018-08-12,14,"{""type"":""LineString"",""coordinates"":[[28.648883638273,50.2655511225204],[28.648882,50.265563],[28.64887,50.26565],[28.6488,50.26615],[28.648736,50.266643],[28.64871,50.26684],[28.648705,50.266927],[28.648687,50.267028],[28.6486318073022,50.2674327464503]]}"
"10",85,0,2018-08-09,108,"{""type"":""LineString"",""coordinates"":[[28.6311105671141,50.2793685469799],[28.631142,50.279363],[28.6315,50.2793],[28.63159,50.27929],[28.632461,50.279134],[28.63293,50.27905],[28.63401,50.27885],[28.63415,50.27883],[28.63512,50.27866],[28.636096,50.278489],[28.63655,50.27841],[28.6366179000388,50.278397777993]]}"
"6",291,1,2018-08-10,2,"{""type"":""LineString"",""coordinates"":[[28.7116532415801,50.2669310599764],[28.711628,50.266949],[28.711425,50.267093],[28.7113,50.26718],[28.71094,50.26742],[28.710724,50.267571],[28.70936,50.26852],[28.70817,50.26938],[28.7079265910482,50.2695497575347]]}"
"12",155,0,2018-08-09,44,"{""type"":""LineString"",""coordinates"":[[28.6576181910888,50.2689437354948],[28.65762,50.268933],[28.65762,50.26893],[28.65766,50.26874],[28.65779,50.26807],[28.657901,50.267658],[28.65802,50.26688],[28.65808,50.26658],[28.65808,50.26652],[28.65818,50.266],[28.65829,50.26539],[28.65835,50.265031],[28.65838,50.26485],[28.6584695106016,50.2644881076754]]}"
"5A",1989,1,2018-08-06,57,"{""type"":""LineString"",""coordinates"":[[28.6181202579186,50.2816861221719],[28.618082,50.281693],[28.61782,50.28174],[28.61708,50.28189],[28.61566,50.28215],[28.6128355535419,50.2826607515981]]}"
"9",70,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6674351369534,50.2479279692456],[28.667406,50.247938],[28.66714,50.24803],[28.66689,50.24811],[28.66667,50.24818],[28.664505,50.248877],[28.66409,50.24901],[28.663909,50.249064],[28.66386,50.249193],[28.6638546500843,50.2492040564924]]}"
"4",1539,1,2018-08-09,17,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
"53",1619,0,2018-08-07,53,"{""type"":""LineString"",""coordinates"":[[28.6636680322514,50.2575986932157],[28.663704,50.257555],[28.66379,50.25745],[28.66406,50.25708],[28.664213,50.256837],[28.665457,50.257045],[28.66596,50.25713],[28.66676,50.25727],[28.6674,50.25739],[28.66782,50.25752],[28.668496,50.257803],[28.66916,50.25808],[28.669365,50.258168],[28.66954,50.25825],[28.66974,50.25834],[28.670063,50.258477],[28.67054,50.25868],[28.67133,50.25901],[28.672251,50.259407],[28.672789,50.259643],[28.6728224975845,50.2596576877669]]}"
"5A",1950,0,2018-08-06,100,"{""type"":""LineString"",""coordinates"":[[28.6183098495781,50.2816520382781],[28.618349,50.281645],[28.61965,50.28141],[28.61993,50.28137],[28.6222,50.28092],[28.62256,50.28085],[28.62267,50.28083],[28.62277,50.28082],[28.62375,50.28065],[28.62384,50.28064],[28.62393,50.28062],[28.62413,50.28059],[28.62463,50.28052],[28.62526,50.28041],[28.62701,50.28009],[28.62924,50.27969],[28.6293,50.27968],[28.630768,50.279429],[28.6311105671141,50.2793685469799]]}"
"8",2058,0,2018-08-06,4,"{""type"":""LineString"",""coordinates"":[[28.631407,50.270193],[28.630772,50.270297],[28.630385,50.270373],[28.630241,50.270518],[28.630142,50.270655],[28.630102,50.270932],[28.63009,50.27094],[28.63006,50.27096],[28.63,50.27098],[28.62989,50.27102],[28.62984,50.27103],[28.62981,50.27103],[28.62974,50.27103],[28.62971,50.27103],[28.62968,50.27102],[28.62966,50.27102],[28.62959,50.27099],[28.629506,50.270966],[28.629466,50.270917],[28.62944,50.27086],[28.62945,50.2708],[28.62947,50.27074],[28.6295,50.27068],[28.62957,50.27061],[28.63004,50.27031],[28.63016,50.27024],[28.63026,50.27021],[28.63039,50.27016],[28.63046,50.27014],[28.63069,50.27008],[28.63093,50.27004],[28.63143,50.26995],[28.63231,50.26981],[28.63308,50.26968],[28.6336632670451,50.2695883158825]]}"
"2",901,1,2018-08-12,44,"{""type"":""LineString"",""coordinates"":[[28.703021939522,50.2591936307936],[28.703022,50.259191],[28.703035,50.258716],[28.70304,50.258444],[28.703074,50.256678],[28.70308,50.25639],[28.70309,50.25627],[28.7031009071339,50.2559705495976]]}"
"12",157,0,2018-08-08,18,"{""type"":""LineString"",""coordinates"":[[28.6619723197348,50.259728673126],[28.662001,50.259692],[28.66201,50.25968],[28.66278,50.2587],[28.662878,50.258582],[28.663192,50.258206],[28.663797,50.258396],[28.664118,50.258501],[28.6641416898349,50.2585086766181]]}"
H4,2546,0,2018-08-11,2,"{""type"":""LineString"",""coordinates"":[[28.6584695106016,50.2644881076754],[28.658473,50.264474],[28.65854,50.2642],[28.65855,50.26415],[28.65856,50.26411],[28.65857,50.26407],[28.65859,50.26403],[28.65862,50.26396],[28.65871,50.26383],[28.65872,50.26381],[28.65947,50.26287],[28.65974,50.26253],[28.65978,50.26248],[28.65984,50.2624],[28.6602,50.26195],[28.66044,50.26165],[28.66107,50.26086],[28.661178,50.260721],[28.66128,50.26059],[28.66139,50.26044],[28.66165,50.26013],[28.66171,50.26005],[28.661773,50.259975],[28.661793,50.259952],[28.66194,50.25977],[28.6619723197348,50.259728673126]]}"
"3",1228,0,2018-08-07,129,"{""type"":""LineString"",""coordinates"":[[28.6884811422709,50.242786296467],[28.688524,50.242757],[28.68928,50.24224],[28.68994,50.24179],[28.69089,50.24114],[28.69159,50.24065],[28.69206,50.24035],[28.692102,50.240321],[28.6924775510225,50.2400650274125]]}"
"7A",2023,0,2018-08-09,1,"{""type"":""LineString"",""coordinates"":[[28.6427644621088,50.2695948632602],[28.642303,50.26957],[28.64176,50.26954],[28.638768,50.269362],[28.638421,50.269348],[28.638387,50.269347],[28.63809,50.26942],[28.63804,50.26942],[28.63796,50.26943],[28.63785,50.26943],[28.637799,50.269428],[28.6377924728602,50.2694277376024]]}"
H4,2555,1,2018-08-09,13,"{""type"":""LineString"",""coordinates"":[[28.6583517307864,50.2650205575889],[28.65835,50.265031],[28.65829,50.26539],[28.65818,50.266],[28.65808,50.26652],[28.65808,50.26658],[28.65802,50.26688],[28.657901,50.267658],[28.65779,50.26807],[28.65766,50.26874],[28.65762,50.26893],[28.65762,50.268933],[28.6575772829278,50.2691865165373]]}"
"7A",2003,0,2018-08-07,24,"{""type"":""LineString"",""coordinates"":[[28.7249247214142,50.2576474652047],[28.724895,50.257668],[28.7242,50.25814],[28.72208,50.25965],[28.722015,50.259696],[28.72171,50.25991],[28.721443,50.260094],[28.7211192697648,50.260319577983]]}"
H4,2541,0,2018-08-11,12,"{""type"":""LineString"",""coordinates"":[[28.6559399728176,50.2815426461056],[28.655944,50.281521],[28.65597,50.28138],[28.656007,50.281215],[28.65609,50.28085],[28.6561,50.28078],[28.65612,50.28065],[28.65615,50.28049],[28.6562,50.28027],[28.65622,50.28015],[28.65625,50.28003],[28.65627,50.27993],[28.65629,50.27986],[28.65631,50.27976],[28.65635,50.27962],[28.65642,50.27936],[28.65649,50.27916],[28.656581,50.278896],[28.6566,50.27884],[28.65668,50.2786],[28.65674,50.27844],[28.656799617128,50.2782707925632]]}"
H7,2628,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7187845734513,50.2619421982301],[28.718826,50.261913],[28.7191,50.26172],[28.7204,50.26082],[28.721067,50.260356],[28.721443,50.260094],[28.72171,50.25991],[28.7219741893518,50.2597246343565]]}"
"8",2075,0,2018-08-10,15,"{""type"":""LineString"",""coordinates"":[[28.6952791334125,50.2383160343718],[28.69533,50.238285],[28.69551,50.238175],[28.695727,50.238057],[28.69579,50.23798],[28.69587,50.23793],[28.69595,50.23787],[28.69604,50.23781],[28.69614,50.23775],[28.69625,50.23771],[28.69639,50.23767],[28.697281,50.23754],[28.69733,50.23748],[28.69741,50.23745],[28.69752,50.2374],[28.69766,50.23737],[28.69777,50.23734],[28.69787,50.23731],[28.69812,50.23722],[28.69824,50.23717],[28.69836,50.23711],[28.69856,50.23701],[28.6990598756505,50.2367417051593]]}"
H7,2640,1,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7393270569863,50.2435818613699],[28.739371,50.243732],[28.73968,50.24478],[28.73975,50.245],[28.74,50.24585],[28.740678,50.248119],[28.740724,50.248273],[28.7407273970069,50.2482843081572]]}"
"8",2100,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.6314268374609,50.2701897398045],[28.631407,50.270193]]}"
H3,2490,0,2018-08-06,12,"{""type"":""LineString"",""coordinates"":[[28.6850918496564,50.2447704198014],[28.685121,50.244754],[28.685769,50.244389],[28.68607,50.24422],[28.68613,50.24419],[28.686504,50.243976],[28.68725,50.24355],[28.68758,50.24336],[28.68769,50.2433],[28.687874,50.243187],[28.68811,50.24304],[28.6884811422709,50.242786296467]]}"
"53A",1565,0,2018-08-07,111,"{""type"":""LineString"",""coordinates"":[[28.6704716477263,50.251354696381],[28.670511,50.251334],[28.670707,50.251232],[28.671301,50.25092],[28.67144,50.25085],[28.67159,50.25078],[28.67171,50.25073],[28.673158,50.250238],[28.67386,50.24999],[28.67391,50.24997],[28.674408,50.249797],[28.6747563105647,50.2496756471171]]}"
"4",1494,0,2018-08-08,216,"{""type"":""LineString"",""coordinates"":[[28.6559399728176,50.2815426461056],[28.655944,50.281521],[28.65597,50.28138],[28.656007,50.281215],[28.65609,50.28085],[28.6561,50.28078],[28.65612,50.28065],[28.65615,50.28049],[28.6562,50.28027],[28.65622,50.28015],[28.65625,50.28003],[28.65627,50.27993],[28.65629,50.27986],[28.65631,50.27976],[28.65635,50.27962],[28.65642,50.27936],[28.65649,50.27916],[28.656581,50.278896],[28.6566,50.27884],[28.65668,50.2786],[28.65674,50.27844],[28.656799617128,50.2782707925632]]}"
"10",107,0,2018-08-10,15,"{""type"":""LineString"",""coordinates"":[[28.7333830471877,50.2495902537351],[28.733395,50.249589],[28.73463,50.24946],[28.735032,50.249417],[28.73708,50.2492],[28.73928,50.24895],[28.7393775825947,50.2489388477035]]}"
"53A",1570,0,2018-08-09,20,"{""type"":""LineString"",""coordinates"":[[28.6924775510225,50.2400650274125],[28.692504,50.240047],[28.69272,50.2399],[28.69298,50.23973],[28.693827,50.239202],[28.6952791334125,50.2383160343718]]}"
"7A",2031,1,2018-08-07,17,"{""type"":""LineString"",""coordinates"":[[28.6447135157509,50.2690085857373],[28.644716,50.268995],[28.64489,50.26804],[28.644916,50.2679],[28.64508,50.267],[28.645106,50.266789],[28.645332,50.266834],[28.64675,50.26687],[28.648149,50.266911],[28.648705,50.266927],[28.64871,50.26684],[28.6487347679878,50.2666523348613]]}"
"53A",1563,0,2018-08-10,35,"{""type"":""LineString"",""coordinates"":[[28.6609341073477,50.255347651748],[28.660952,50.255306],[28.66113,50.25489],[28.661218,50.25467],[28.66129,50.25449],[28.6614,50.25423],[28.66144,50.25413],[28.66146,50.25403],[28.66151,50.253859],[28.66229,50.25383],[28.66362,50.25372],[28.66375,50.25371],[28.66401,50.253688],[28.66435,50.25366],[28.66536,50.25357],[28.66583,50.25353],[28.66617,50.25348],[28.66617504,50.25347928]]}"
"7",2121,1,2018-08-06,3,"{""type"":""LineString"",""coordinates"":[[28.6423090492495,50.2695703259294],[28.642767,50.269595],[28.64286,50.2696],[28.64342,50.26963],[28.64418,50.26968],[28.644592,50.269699],[28.64462,50.26952],[28.6447135157509,50.2690085857373]]}"
"10",95,0,2018-08-06,20,"{""type"":""LineString"",""coordinates"":[[28.6831939143799,50.264032706817],[28.68363,50.26422],[28.68381,50.26431],[28.68456,50.26464],[28.68632,50.26538],[28.68649,50.26545],[28.686935,50.265639],[28.6869624495515,50.2656506902796]]}"
H7,2659,1,2018-08-09,0,"{""type"":""LineString"",""coordinates"":[[28.6633272941177,50.2566468235294],[28.66306,50.25658],[28.66287,50.25652],[28.66282,50.2565],[28.66279,50.2565],[28.66238,50.25637],[28.66199,50.25626],[28.661729,50.256185],[28.660711,50.255893],[28.66049,50.25622],[28.66027,50.25655],[28.66015,50.25673],[28.65993,50.25703],[28.659867,50.257119],[28.659622,50.257454],[28.658949,50.257234],[28.6589227493098,50.2572254113837]]}"
"15A",215,1,2018-08-11,112,"{""type"":""LineString"",""coordinates"":[[28.6609341073477,50.255347651748],[28.660952,50.255306],[28.66113,50.25489],[28.661218,50.25467],[28.66129,50.25449],[28.6614,50.25423],[28.66144,50.25413],[28.66146,50.25403],[28.66151,50.253859],[28.66148,50.25268],[28.661474,50.25256],[28.66147,50.25249],[28.661453,50.252177],[28.66125,50.25219],[28.661003395697,50.2521969326511]]}"
H4,2560,1,2018-08-10,2,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
H2,2516,0,2018-08-10,8,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.69242,50.26802],[28.692615,50.268096],[28.69265,50.26811]]}"
"53",1620,0,2018-08-08,223,"{""type"":""LineString"",""coordinates"":[[28.6728224975845,50.2596576877669],[28.673496,50.259953],[28.67365,50.26002],[28.67428,50.26028],[28.67476,50.26049],[28.675414,50.260772],[28.67581,50.260943],[28.67664,50.26129],[28.677095,50.261487],[28.67738,50.26161],[28.67757,50.26169],[28.67821,50.26196],[28.67863,50.26214],[28.679155,50.262366],[28.67924,50.26241],[28.67952,50.26252],[28.67991,50.26269],[28.68017,50.2628],[28.680336,50.262872],[28.6813,50.26329],[28.68143,50.26335],[28.682149,50.263663],[28.682224,50.263696],[28.6823,50.2637],[28.68237,50.26371],[28.682573,50.263779],[28.682688,50.263822],[28.68274,50.26384],[28.68284,50.26388],[28.683162,50.264019],[28.6831939143799,50.264032706817]]}"
"4A",235,0,2018-08-07,10,"{""type"":""LineString"",""coordinates"":[[28.6584695106016,50.2644881076754],[28.658473,50.264474],[28.65854,50.2642],[28.65855,50.26415],[28.65856,50.26411],[28.65857,50.26407],[28.65859,50.26403],[28.65862,50.26396],[28.65871,50.26383],[28.65872,50.26381],[28.65947,50.26287],[28.65974,50.26253],[28.65978,50.26248],[28.65984,50.2624],[28.6602,50.26195],[28.66044,50.26165],[28.66107,50.26086],[28.661178,50.260721],[28.66128,50.26059],[28.66139,50.26044],[28.66165,50.26013],[28.66171,50.26005],[28.661773,50.259975],[28.661793,50.259952],[28.66194,50.25977],[28.6619723197348,50.259728673126]]}"
"53",1641,1,2018-08-08,37,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.66406,50.25708],[28.66379,50.25745],[28.663704,50.257555],[28.66342,50.2579],[28.66324,50.25813],[28.663192,50.258206],[28.6628970934276,50.2585591365326]]}"
H5,2586,0,2018-08-09,1,"{""type"":""LineString"",""coordinates"":[[28.6262832967371,50.2447490027479],[28.62532,50.24465],[28.62478,50.24459],[28.62462,50.24458],[28.623093,50.244419],[28.62263,50.24437],[28.62236,50.24434],[28.622184,50.244322],[28.62203,50.24429],[28.62193,50.24426],[28.62183,50.24423],[28.62172,50.2442],[28.62155,50.24414],[28.621502,50.244123],[28.62144,50.2441]]}"
"3",1257,1,2018-08-08,23,"{""type"":""LineString"",""coordinates"":[[28.6128355535419,50.2826607515981],[28.612801,50.282667],[28.612586,50.282706],[28.612048,50.282803],[28.610267,50.283123],[28.6098876274362,50.2831909747451]]}"
"1",484,1,2018-08-08,198,"{""type"":""LineString"",""coordinates"":[[28.6701049335003,50.2584948459131],[28.67054,50.25868],[28.67133,50.25901],[28.672251,50.259407],[28.672789,50.259643],[28.673496,50.259953],[28.67365,50.26002],[28.67428,50.26028],[28.67476,50.26049],[28.675414,50.260772],[28.67581,50.260943],[28.67664,50.26129],[28.677095,50.261487],[28.6771259153746,50.2615003424248]]}"
"7A",2030,1,2018-08-09,34,"{""type"":""LineString"",""coordinates"":[[28.6423090492495,50.2695703259294],[28.642767,50.269595],[28.64286,50.2696],[28.64342,50.26963],[28.64418,50.26968],[28.644592,50.269699],[28.64462,50.26952],[28.6447135157509,50.2690085857373]]}"
"7A",2018,0,2018-08-08,87,"{""type"":""LineString"",""coordinates"":[[28.657880830978,50.2564895200678],[28.65779,50.25646],[28.657299,50.256306],[28.65717,50.25646],[28.656989,50.256675],[28.6569,50.25678],[28.65676,50.25696],[28.65656,50.2572],[28.65631,50.25751],[28.65582,50.258097],[28.65507,50.2591],[28.65439,50.26],[28.65413,50.26036],[28.653848,50.260721],[28.65374,50.2608],[28.65367,50.26084],[28.65359,50.26088],[28.65343,50.26095],[28.6533219458824,50.2609954964706]]}"
"2",926,1,2018-08-09,8,"{""type"":""LineString"",""coordinates"":[[28.6098876274362,50.2831909747451],[28.609854,50.283197],[28.60863,50.28342],[28.607699,50.283585],[28.60733,50.28365],[28.60714,50.28368],[28.6070327943107,50.2837004201313]]}"
H5,2614,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.5937705411765,50.2858554352941],[28.593804,50.285848]]}"
"5A",1983,1,2018-08-06,72,"{""type"":""LineString"",""coordinates"":[[28.6486318073022,50.2674327464503],[28.64863,50.267446],[28.64862,50.26752],[28.64853,50.26817],[28.64852,50.26826],[28.64851,50.26836],[28.64848,50.26855],[28.64844,50.26887],[28.64841,50.26907],[28.648385,50.269242],[28.64828,50.26998],[28.6482136719882,50.2705244836786]]}"
"3",1255,1,2018-08-07,82,"{""type"":""LineString"",""coordinates"":[[28.632494116771,50.279128068638],[28.632461,50.279134],[28.63159,50.27929],[28.6315,50.2793],[28.631142,50.279363],[28.630768,50.279429],[28.6293,50.27968],[28.62924,50.27969],[28.62701,50.28009],[28.62526,50.28041],[28.62463,50.28052],[28.62413,50.28059],[28.62393,50.28062],[28.62384,50.28064],[28.62375,50.28065],[28.62277,50.28082],[28.62267,50.28083],[28.62256,50.28085],[28.6222,50.28092],[28.61993,50.28137],[28.61965,50.28141],[28.618349,50.281645],[28.6181202579186,50.2816861221719]]}"
"4A",248,1,2018-08-07,4,"{""type"":""LineString"",""coordinates"":[[28.6612250344828,50.2546524137931],[28.661218,50.25467],[28.66113,50.25489],[28.660952,50.255306],[28.66083,50.25559],[28.660711,50.255893],[28.661729,50.256185],[28.6617577841103,50.2561932712961]]}"
"53",1640,1,2018-08-08,46,"{""type"":""LineString"",""coordinates"":[[28.6612250344828,50.2546524137931],[28.661218,50.25467],[28.66113,50.25489],[28.660952,50.255306],[28.66083,50.25559],[28.660711,50.255893],[28.661729,50.256185],[28.6617577841103,50.2561932712961]]}"
"10",122,1,2018-08-08,19,"{""type"":""LineString"",""coordinates"":[[28.7182649709287,50.2623116324908],[28.718235,50.262333],[28.716984,50.263224],[28.71631,50.2637],[28.715598,50.2642],[28.71509,50.26456],[28.7148893046629,50.2646906487292]]}"
"4",1505,0,2018-08-06,64,"{""type"":""LineString"",""coordinates"":[[28.6831939143799,50.264032706817],[28.68363,50.26422],[28.68381,50.26431],[28.68456,50.26464],[28.68632,50.26538],[28.68649,50.26545],[28.686935,50.265639],[28.6869624495515,50.2656506902796]]}"
H7,2639,1,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7382259133453,50.2397193412188],[28.73834,50.240122],[28.73915,50.24298],[28.739323,50.243568],[28.7393270569863,50.2435818613699]]}"
"15A",203,1,2018-08-08,192,"{""type"":""LineString"",""coordinates"":[[28.7032341908148,50.2513683131121],[28.703234,50.251373],[28.70323,50.25148],[28.703239,50.251954],[28.70323,50.252165],[28.703225,50.25229],[28.703204,50.252674],[28.7032,50.25311],[28.703101,50.255968],[28.70309,50.25627],[28.70308,50.25639],[28.7030740295011,50.2566765839479]]}"
"15A",211,1,2018-08-11,179,"{""type"":""LineString"",""coordinates"":[[28.6753802943222,50.2607574663591],[28.67476,50.26049],[28.67428,50.26028],[28.67365,50.26002],[28.673496,50.259953],[28.6734783092513,50.2599452430946]]}"
"4",1538,1,2018-08-11,16,"{""type"":""LineString"",""coordinates"":[[28.6565876937375,50.2788762710895],[28.656581,50.278896],[28.65649,50.27916],[28.65642,50.27936],[28.65635,50.27962],[28.65631,50.27976],[28.65629,50.27986],[28.65627,50.27993],[28.65625,50.28003],[28.65622,50.28015],[28.6562,50.28027],[28.65615,50.28049],[28.65612,50.28065],[28.6561,50.28078],[28.65609,50.28085],[28.6560133153075,50.2811872278645]]}"
"6",282,0,2018-08-07,2,"{""type"":""LineString"",""coordinates"":[[28.7042547150836,50.2721223112073],[28.704279,50.272105],[28.704963,50.271617],[28.70538,50.27132],[28.70612,50.27081],[28.7073939953444,50.2699214150119]]}"
"7A",2053,1,2018-08-06,2,"{""type"":""LineString"",""coordinates"":[[28.7393775825947,50.2489388477035],[28.739385,50.248938],[28.74026,50.24884],[28.740354,50.248829],[28.740873,50.248769],[28.740724,50.248273],[28.740678,50.248119],[28.7406734228113,50.2481036819453]]}"
