"i","n","d","x","y","tk","route"
88,"вул. Миру",1,28.609912,50.283327,"trol","5A"
89,"Житичі",1,28.607063,50.283859,"trol","5A"
91,"вул. Офіцерська",1,28.601766,50.284839,"trol","5A"
32983,"Ресторан ""Ялинка""",1,28.594577,50.286176,"trol","5A"
93,"Ресторан ""Ялинка""",1,28.593744,50.285736,"trol","5A"
416,"Біомедскло",0,28.737134,50.235507,"trol","7A"
414,"Прикордонна частина",0,28.738333,50.239689,"trol","7A"
412,"Завод ізоляційних матеріалів",0,28.739412,50.243557,"trol","7A"
410,"ПАТ ""Хімволокно""",0,28.740795,50.248264,"trol","7A"
173,"вул. Промислова",0,28.740372,50.248894,"trol","7A"
175,"""Домобудівник""",0,28.735048,50.249481,"trol","7A"
178,"вул. Сергія Параджанова",0,28.728388,50.250204,"trol","7A"
184,"завод ""Вібросепаратор""",0,28.72497,50.257713,"trol","7A"
179,"ЗОК",0,28.721199,50.260434,"trol","7A"
171,"вул. Металістів",0,28.718313,50.262379,"trol","7A"
168,"вул. Кооперативна",0,28.714967,50.26481,"trol","7A"
167,"Тарний комбінат",0,28.711693,50.266987,"trol","7A"
164,"на вимогу",0,28.70797,50.269612,"trol","7A"
163,"вул. Новогоголівська",0,28.705044,50.271664,"trol","7A"
240,"ш. Київське",0,28.701113,50.271955,"trol","7A"
1,"Автовокзал",0,28.691544,50.267811,"trol","7A"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"trol","7A"
5,"майдан Згоди",0,28.682086,50.263723,"trol","7A"
8,"вул. Князів Острозьких",0,28.675346,50.260837,"trol","7A"
11,"вул. Хлібна",0,28.67346,50.259987,"trol","7A"
13,"вул. Небесної сотні",0,28.668436,50.257862,"trol","7A"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"trol","7A"
75,"пл. Перемоги",0,28.657855,50.256569,"trol","7A"
62,"вул. Ольжича",0,28.653347,50.261055,"trol","7A"
64,"вул. Лесі Українки",0,28.649035,50.265572,"trol","7A"
259,"вул. Новосінна",0,28.648148,50.266937,"trol","7A"
261,"вул. Чехова",0,28.645009,50.267907,"trol","7A"
401,"вул. Котляревського",0,28.642763,50.269622,"trol","7A"
407,"пров. 1-й Винокурний",0,28.637788,50.269539,"trol","7A"
33057,"вул. Сурина Гора, 12 (на вимогу)",0,28.633997,50.269689,"trol","7A"
404,"Сурина Гора",0,28.631442,50.270282,"trol","7A"
404,"Сурина Гора",1,28.631442,50.270282,"trol","7A"
405,"пров. 2-й Хмельовий",1,28.633653,50.269523,"trol","7A"
406,"пров. 1-й Винокурний",1,28.638426,50.269295,"trol","7A"
402,"вул. Котляревського",1,28.642313,50.269497,"trol","7A"
260,"вул. Чехова",1,28.64459,50.268986,"trol","7A"
66,"вул. Домбровського",1,28.648611,50.266636,"trol","7A"
71,"майдан Короленка",1,28.649477,50.263462,"trol","7A"
63,"вул. Ольжича",1,28.653109,50.260979,"trol","7A"
74,"пл. Перемоги",1,28.659071,50.256752,"trol","7A"
15,"Михайлівський собор",1,28.661782,50.256109,"trol","7A"
33006,"Укртелеком",1,28.665497,50.256946,"trol","7A"
14,"вул. Небесної сотні",1,28.670147,50.258396,"trol","7A"
9,"вул. Князів Острозьких",1,28.677158,50.261426,"trol","7A"
4,"майдан Згоди",1,28.683226,50.263958,"trol","7A"
6,"ТЦ ""Глобал""",1,28.68699,50.265586,"trol","7A"
417,"Автовокзал",1,28.692698,50.268009,"trol","7A"
239,"вул. Нобелівська",1,28.700989,50.271633,"trol","7A"
162,"вул. Сергія Параджанова",1,28.704216,50.272068,"trol","7A"
165,"на вимогу",1,28.70734,50.269844,"trol","7A"
166,"Тарний комбінат",1,28.710674,50.267541,"trol","7A"
169,"вул. Кооперативна",1,28.714448,50.264891,"trol","7A"
170,"вул. Металістів",1,28.718721,50.261852,"trol","7A"
180,"ЗОК",1,28.721912,50.259636,"trol","7A"
185,"завод ""Вібросепаратор""",1,28.725751,50.25687,"trol","7A"
177,"вул. Корольова",1,28.728567,50.249986,"trol","7A"
174,"""Домобудівник""",1,28.733374,50.249504,"trol","7A"
172,"вул. Промислова",1,28.739372,50.24889,"trol","7A"
411,"ПАТ ""Хімволокно""",1,28.740582,50.248131,"trol","7A"
413,"Завод ізоляційних матеріалів",1,28.73925,50.243747,"trol","7A"
415,"Прикордонна частина",1,28.738232,50.240135,"trol","7A"
416,"Біомедскло",1,28.737134,50.235507,"trol","7A"
404,"Сурина Гора",0,28.631442,50.270282,"trol","8"
405,"пров. 2-й Хмельовий",0,28.633653,50.269523,"trol","8"
406,"пров. 1-й Винокурний",0,28.638426,50.269295,"trol","8"
402,"вул. Котляревського",0,28.642313,50.269497,"trol","8"
260,"вул. Чехова",0,28.64459,50.268986,"trol","8"
66,"вул. Домбровського",0,28.648611,50.266636,"trol","8"
71,"майдан Короленка",0,28.649477,50.263462,"trol","8"
63,"вул. Ольжича",0,28.653109,50.260979,"trol","8"
74,"пл. Перемоги",0,28.659071,50.256752,"trol","8"
20,"вул. Театральна",0,28.660758,50.255272,"trol","8"
23,"пл. Корольова",0,28.66616,50.253374,"trol","8"
27,"Старий Бульвар",0,28.670425,50.251266,"trol","8"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"trol","8"
33,"вул. Довженка",0,28.681618,50.246518,"trol","8"
34,"вул. Гагаріна",0,28.685055,50.244705,"trol","8"
37,"вул. Жуйка",0,28.688416,50.242691,"trol","8"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"trol","8"
41,"пл. Смолянська",0,28.695212,50.238206,"trol","8"
199,"вул. Івана Гонти",0,28.699023,50.236673,"trol","8"
204,"Фабрика хутряних виробів",0,28.703636,50.233791,"trol","8"
203,"вул. Комерційна",0,28.708818,50.230415,"trol","8"
201,"майдан Станишівський",0,28.715506,50.2268,"trol","8"
201,"майдан Станишівський",1,28.715506,50.2268,"trol","8"
206,"Плодоовочевий комбінат",1,28.71253,50.22826,"trol","8"
202,"вул. Комерційна",1,28.708204,50.230973,"trol","8"
200,"Фабрика хутряних виробів",1,28.702956,50.234491,"trol","8"
42,"пл. Смолянська",1,28.696663,50.237862,"trol","8"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"trol","8"
35,"вул. Гагаріна",1,28.685864,50.244459,"trol","8"
32,"вул. Довженка",1,28.680824,50.247169,"trol","8"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"trol","8"
25,"Старий Бульвар",1,28.669493,50.251991,"trol","8"
24,"пл. Корольова",1,28.664021,50.253741,"trol","8"
21,"Телецентр",1,28.661304,50.254684,"trol","8"
75,"пл. Перемоги",1,28.657855,50.256569,"trol","8"
62,"вул. Ольжича",1,28.653347,50.261055,"trol","8"
64,"вул. Лесі Українки",1,28.649035,50.265572,"trol","8"
259,"вул. Новосінна",1,28.648148,50.266937,"trol","8"
261,"вул. Чехова",1,28.645009,50.267907,"trol","8"
401,"вул. Котляревського",1,28.642763,50.269622,"trol","8"
407,"пров. 1-й Винокурний",1,28.637788,50.269539,"trol","8"
33057,"вул. Сурина Гора, 12 (на вимогу)",1,28.633997,50.269689,"trol","8"
404,"Сурина Гора",1,28.631442,50.270282,"trol","8"
60,"Залізничний вокзал",0,28.696846,50.269135,"trol","7"
1,"Автовокзал",0,28.691544,50.267811,"trol","7"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"trol","7"
5,"майдан Згоди",0,28.682086,50.263723,"trol","7"
8,"вул. Князів Острозьких",0,28.675346,50.260837,"trol","7"
11,"вул. Хлібна",0,28.67346,50.259987,"trol","7"
13,"вул. Небесної сотні",0,28.668436,50.257862,"trol","7"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"trol","7"
75,"пл. Перемоги",0,28.657855,50.256569,"trol","7"
62,"вул. Ольжича",0,28.653347,50.261055,"trol","7"
64,"вул. Лесі Українки",0,28.649035,50.265572,"trol","7"
259,"вул. Новосінна",0,28.648148,50.266937,"trol","7"
261,"вул. Чехова",0,28.645009,50.267907,"trol","7"
401,"вул. Котляревського",0,28.642763,50.269622,"trol","7"
407,"пров. 1-й Винокурний",0,28.637788,50.269539,"trol","7"
33057,"вул. Сурина Гора, 12 (на вимогу)",0,28.633997,50.269689,"trol","7"
404,"Сурина Гора",0,28.631442,50.270282,"trol","7"
404,"Сурина Гора",1,28.631442,50.270282,"trol","7"
405,"пров. 2-й Хмельовий",1,28.633653,50.269523,"trol","7"
406,"пров. 1-й Винокурний",1,28.638426,50.269295,"trol","7"
402,"вул. Котляревського",1,28.642313,50.269497,"trol","7"
260,"вул. Чехова",1,28.64459,50.268986,"trol","7"
66,"вул. Домбровського",1,28.648611,50.266636,"trol","7"
71,"майдан Короленка",1,28.649477,50.263462,"trol","7"
63,"вул. Ольжича",1,28.653109,50.260979,"trol","7"
74,"пл. Перемоги",1,28.659071,50.256752,"trol","7"
15,"Михайлівський собор",1,28.661782,50.256109,"trol","7"
33006,"Укртелеком",1,28.665497,50.256946,"trol","7"
14,"вул. Небесної сотні",1,28.670147,50.258396,"trol","7"
9,"вул. Князів Острозьких",1,28.677158,50.261426,"trol","7"
4,"майдан Згоди",1,28.683226,50.263958,"trol","7"
6,"ТЦ ""Глобал""",1,28.68699,50.265586,"trol","7"
417,"Автовокзал",1,28.692698,50.268009,"trol","7"
617,"Залізничний вокзал",1,28.697378,50.268738,"trol","7"
60,"Залізничний вокзал",1,28.696846,50.269135,"trol","7"
33007,"селище Зарічани",0,28.635953,50.235863,"bus","108"
33010,"вул. Дачна",0,28.638632,50.231724,"bus","108"
33009,"Школа",0,28.646711,50.229103,"bus","108"
33015,"вул. Північна",0,28.66112,50.229792,"bus","108"
33016,"вул. Бориса Тена",0,28.670172,50.228749,"bus","108"
27293,"Психіатрична лікарня",0,28.672418,50.228877,"bus","108"
5695,"вул. Жуйка",0,28.674162,50.234876,"bus","108"
5694,"ТЕС",0,28.680219,50.23993,"bus","108"
27788,"вул. Гагаріна",0,28.68654,50.244003,"bus","108"
32990,"вул. Довженка",0,28.68224,50.246433,"bus","108"
30,"Університет ім. Івана Франка",0,28.676861,50.249013,"bus","108"
25,"Старий Бульвар",0,28.669493,50.251991,"bus","108"
24,"пл. Корольова",0,28.664021,50.253741,"bus","108"
45,"Автомобільно-дорожний коледж",0,28.660803,50.254091,"bus","108"
18,"майдан Соборний",0,28.659321,50.255375,"bus","108"
15,"Михайлівський собор",0,28.661782,50.256109,"bus","108"
12,"вул. Хлібна",0,28.672857,50.259579,"bus","108"
4,"майдан Згоди",0,28.683226,50.263958,"bus","108"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"bus","108"
2,"Автовокзал",0,28.692022,50.267689,"bus","108"
239,"вул. Нобелівська",0,28.700989,50.271633,"bus","108"
5690,"вул. Якова Зайка",0,28.703728,50.273376,"bus","108"
5741,"вул. Саєнка",0,28.700417,50.275863,"bus","108"
5744,"пров. 3-й Транзитний",0,28.696688,50.278324,"bus","108"
5745,"Гаражний кооператив ""Восход""",0,28.693184,50.28101,"bus","108"
5745,"Гаражний кооператив ""Восход""",1,28.693184,50.28101,"bus","108"
5743,"пров. 3-й Транзитний",1,28.696936,50.278041,"bus","108"
5740,"вул. Саєнка",1,28.700808,50.27541,"bus","108"
240,"ш. Київське",1,28.701113,50.271955,"bus","108"
1,"Автовокзал",1,28.691544,50.267811,"bus","108"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"bus","108"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"bus","108"
11,"вул. Хлібна",1,28.67346,50.259987,"bus","108"
13,"вул. Небесної сотні",1,28.668436,50.257862,"bus","108"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"bus","108"
17,"готель ""Україна""",1,28.659986,50.255733,"bus","108"
44,"Автомобільно-дорожний коледж",1,28.660893,50.253921,"bus","108"
23,"пл. Корольова",1,28.66616,50.253374,"bus","108"
27,"Старий Бульвар",1,28.670425,50.251266,"bus","108"
28,"Університет ім. Івана Франка",1,28.674731,50.249603,"bus","108"
33,"вул. Довженка",1,28.681618,50.246518,"bus","108"
34,"вул. Гагаріна",1,28.685055,50.244705,"bus","108"
5692,"вул. Жуйка",1,28.686774,50.242548,"bus","108"
5693,"ТЕС",1,28.680553,50.240461,"bus","108"
5696,"ш. Бердичівське",1,28.673374,50.234169,"bus","108"
33017,"вул. Бориса Тена",1,28.67095,50.228799,"bus","108"
33014,"вул. Північна",1,28.660433,50.229796,"bus","108"
33008,"Школа",1,28.64529,50.229284,"bus","108"
33011,"вул. Дачна",1,28.638536,50.232031,"bus","108"
33007,"селище Зарічани",1,28.635953,50.235863,"bus","108"
33030,"с. Баришівка",0,28.551699,50.272998,"bus","106"
33031,"вул. Михайла Грушевського",0,28.550034,50.277184,"bus","106"
33033,"на вимогу",0,28.553676,50.282222,"bus","106"
33035,"вул. Садова",0,28.560137,50.29039,"bus","106"
33043,"с. Іванівка",0,28.568243,50.290625,"bus","106"
33040,"поворот на Довжик",0,28.588419,50.286993,"bus","106"
32984,"Ресторан ""Ялинка""",0,28.593906,50.285994,"bus","106"
92,"вул. Офіцерська",0,28.601887,50.284491,"bus","106"
90,"Житичі",0,28.607642,50.283453,"bus","106"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"bus","106"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"bus","106"
82,"Панчішна фабрика",0,28.631087,50.279235,"bus","106"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"bus","106"
79,"майдан Визволення",0,28.641054,50.277465,"bus","106"
70,"вул. Перемоги",0,28.647659,50.273266,"bus","106"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"bus","106"
66,"вул. Домбровського",0,28.648611,50.266636,"bus","106"
71,"майдан Короленка",0,28.649477,50.263462,"bus","106"
63,"вул. Ольжича",0,28.653109,50.260979,"bus","106"
74,"пл. Перемоги",0,28.659071,50.256752,"bus","106"
209,"вул. Покровська",0,28.662207,50.260048,"bus","106"
32945,"вул. Михайла Грушевського",0,28.666772,50.261358,"bus","106"
14,"вул. Небесної сотні",0,28.670147,50.258396,"bus","106"
12,"вул. Хлібна",0,28.672857,50.259579,"bus","106"
9,"вул. Князів Острозьких",0,28.677158,50.261426,"bus","106"
4,"майдан Згоди",0,28.683226,50.263958,"bus","106"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"bus","106"
2,"Автовокзал",0,28.692022,50.267689,"bus","106"
239,"вул. Нобелівська",0,28.700989,50.271633,"bus","106"
428,"вул. Сергія Параджанова",0,28.704714,50.273177,"bus","106"
5711,"Школа №10",0,28.709454,50.275253,"bus","106"
5713,"вул. Коростишівська",0,28.715204,50.277756,"bus","106"
5714,"вул. Авіаторів",0,28.727527,50.283008,"bus","106"
5767,"Автозаправна станція",0,28.745209,50.284828,"bus","106"
5771,"Інститут сільского господарства",0,28.750868,50.284977,"bus","106"
33029,"с. Глибочиця (2)",0,28.769132,50.285305,"bus","106"
33026,"с. Глибочиця",0,28.782627,50.285408,"bus","106"
33020,"вул. 40-річчя Перемоги",0,28.781068,50.282739,"bus","106"
33019,"на вимогу",0,28.779663,50.280566,"bus","106"
33018,"с. Глибочиця (вул. Житомирська)",0,28.779539,50.276475,"bus","106"
33018,"с. Глибочиця (вул. Житомирська)",1,28.779539,50.276475,"bus","106"
33022,"на вимогу",1,28.779824,50.280571,"bus","106"
33021,"вул. 40-річчя Перемоги",1,28.781296,50.282876,"bus","106"
33024,"на вимогу",1,28.782772,50.285326,"bus","106"
33023,"с. Глибочиця",1,28.781213,50.285943,"bus","106"
33028,"с. Глибочиця (2)",1,28.768703,50.285641,"bus","106"
5717,"Полісся",1,28.755491,50.285286,"bus","106"
5770,"Інститут сільского господарства",1,28.750358,50.285264,"bus","106"
5766,"Автозаправна станція",1,28.743523,50.285072,"bus","106"
5769,"Ресторан ""Петроградъ""",1,28.733578,50.284775,"bus","106"
5715,"вул. Авіаторів",1,28.726974,50.283066,"bus","106"
5716,"на вимогу",1,28.718735,50.279507,"bus","106"
5712,"вул. Коростишівська",1,28.714056,50.277508,"bus","106"
5710,"Школа №10",1,28.708577,50.275157,"bus","106"
240,"ш. Київське",1,28.701113,50.271955,"bus","106"
1,"Автовокзал",1,28.691544,50.267811,"bus","106"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"bus","106"
5,"майдан Згоди",1,28.682086,50.263723,"bus","106"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"bus","106"
8,"вул. Князів Острозьких",1,28.675346,50.260837,"bus","106"
11,"вул. Хлібна",1,28.67346,50.259987,"bus","106"
5594,"вул. Київська",1,28.672164,50.25976,"bus","106"
159,"вул. Небесної сотні",1,28.668792,50.262363,"bus","106"
32996,"вул. Небесної сотні",1,28.665929,50.26146,"bus","106"
5758,"вул. Покровська",1,28.661112,50.25988,"bus","106"
75,"пл. Перемоги",1,28.657855,50.256569,"bus","106"
62,"вул. Ольжича",1,28.653347,50.261055,"bus","106"
64,"вул. Лесі Українки",1,28.649035,50.265572,"bus","106"
65,"вул. Домбровського",1,28.648795,50.267455,"bus","106"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"bus","106"
69,"вул. Перемоги",1,28.647856,50.274274,"bus","106"
78,"пр. Миру",1,28.640827,50.277788,"bus","106"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"bus","106"
83,"Панчішна фабрика",1,28.632519,50.279267,"bus","106"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"bus","106"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"bus","106"
88,"вул. Миру",1,28.609912,50.283327,"bus","106"
89,"Житичі",1,28.607063,50.283859,"bus","106"
91,"вул. Офіцерська",1,28.601766,50.284839,"bus","106"
32983,"Ресторан ""Ялинка""",1,28.594577,50.286176,"bus","106"
33039,"поворот на Довжик",1,28.58752,50.287447,"bus","106"
33037,"вул. Сінна",1,28.578937,50.288983,"bus","106"
33042,"с. Іванівка",1,28.568042,50.290955,"bus","106"
33036,"вул. Садова",1,28.559663,50.289956,"bus","106"
33034,"на вимогу",1,28.553397,50.282083,"bus","106"
33032,"вул. Михайла Грушевського",1,28.549417,50.276733,"bus","106"
33030,"с. Баришівка",1,28.551699,50.272998,"bus","106"
33044,"с. Іванівка (104)",0,28.516476,50.29993,"bus","104"
33045,"вул. Шевченко",0,28.524614,50.298471,"bus","104"
33048,"пров. Шкільний",0,28.527715,50.297878,"bus","104"
33052,"на вимогу",0,28.535523,50.296505,"bus","104"
33050,"вул. Лісова",0,28.54453,50.29485,"bus","104"
33054,"вул. Садова",0,28.560207,50.29203,"bus","104"
33043,"с. Іванівка",0,28.568243,50.290625,"bus","104"
33038,"вул. Сінна",0,28.579503,50.288596,"bus","104"
33040,"поворот на Довжик",0,28.588419,50.286993,"bus","104"
32984,"Ресторан ""Ялинка""",0,28.593906,50.285994,"bus","104"
92,"вул. Офіцерська",0,28.601887,50.284491,"bus","104"
90,"Житичі",0,28.607642,50.283453,"bus","104"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"bus","104"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"bus","104"
82,"Панчішна фабрика",0,28.631087,50.279235,"bus","104"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"bus","104"
79,"майдан Визволення",0,28.641054,50.277465,"bus","104"
70,"вул. Перемоги",0,28.647659,50.273266,"bus","104"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"bus","104"
66,"вул. Домбровського",0,28.648611,50.266636,"bus","104"
71,"майдан Короленка",0,28.649477,50.263462,"bus","104"
63,"вул. Ольжича",0,28.653109,50.260979,"bus","104"
77,"пл. Перемоги",0,28.657405,50.255962,"bus","104"
207,"вул. Леха Качинського",0,28.657996,50.253364,"bus","104"
127,"вул. Дмитра Донцова",0,28.65757,50.251484,"bus","104"
463,"Філармонія",0,28.663027,50.24971,"bus","104"
275,"Діагностичний центр",0,28.658373,50.247856,"bus","104"
198,"Філармонія",0,28.664462,50.248822,"bus","104"
196,"Спорткомплекс",0,28.668076,50.247611,"bus","104"
246,"Лікарні",0,28.67383,50.245609,"bus","104"
194,"Обласна лікарня",0,28.677,50.247189,"bus","104"
33,"вул. Довженка",0,28.681618,50.246518,"bus","104"
34,"вул. Гагаріна",0,28.685055,50.244705,"bus","104"
5692,"вул. Жуйка",0,28.686774,50.242548,"bus","104"
5693,"ТЕС",0,28.680553,50.240461,"bus","104"
5697,"ш. Сквирське",0,28.675632,50.23299,"bus","104"
33056,"Обласна дитяча лікарня",0,28.687432,50.228255,"bus","104"
33055,"с. Станишівка",0,28.694288,50.224291,"bus","104"
33055,"с. Станишівка",1,28.694288,50.224291,"bus","104"
5698,"Обласна дитяча лікарня",1,28.686365,50.229103,"bus","104"
5695,"вул. Жуйка",1,28.674162,50.234876,"bus","104"
5694,"ТЕС",1,28.680219,50.23993,"bus","104"
27788,"вул. Гагаріна",1,28.68654,50.244003,"bus","104"
32990,"вул. Довженка",1,28.68224,50.246433,"bus","104"
32,"вул. Довженка",1,28.680824,50.247169,"bus","104"
193,"вул. Шевченка",1,28.677579,50.248201,"bus","104"
245,"Лікарні",1,28.673456,50.245895,"bus","104"
195,"Старий Бульвар",1,28.667462,50.248006,"bus","104"
197,"Філармонія",1,28.663931,50.249241,"bus","104"
126,"вул. Театральна",1,28.661564,50.252558,"bus","104"
45,"Автомобільно-дорожний коледж",1,28.660803,50.254091,"bus","104"
76,"пл. Перемоги",1,28.657115,50.256719,"bus","104"
62,"вул. Ольжича",1,28.653347,50.261055,"bus","104"
64,"вул. Лесі Українки",1,28.649035,50.265572,"bus","104"
65,"вул. Домбровського",1,28.648795,50.267455,"bus","104"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"bus","104"
69,"вул. Перемоги",1,28.647856,50.274274,"bus","104"
78,"пр. Миру",1,28.640827,50.277788,"bus","104"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"bus","104"
83,"Панчішна фабрика",1,28.632519,50.279267,"bus","104"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"bus","104"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"bus","104"
88,"вул. Миру",1,28.609912,50.283327,"bus","104"
89,"Житичі",1,28.607063,50.283859,"bus","104"
91,"вул. Офіцерська",1,28.601766,50.284839,"bus","104"
32983,"Ресторан ""Ялинка""",1,28.594577,50.286176,"bus","104"
33039,"поворот на Довжик",1,28.58752,50.287447,"bus","104"
33037,"вул. Сінна",1,28.578937,50.288983,"bus","104"
33042,"с. Іванівка",1,28.568042,50.290955,"bus","104"
33053,"вул. Садова",1,28.55981,50.292434,"bus","104"
33051,"вул. Лісова",1,28.543457,50.295323,"bus","104"
33049,"на вимогу",1,28.535228,50.296814,"bus","104"
33047,"пров. Шкільний",1,28.527565,50.298215,"bus","104"
33046,"вул. Шевченко",1,28.523657,50.298894,"bus","104"
33044,"с. Іванівка (104)",1,28.516476,50.29993,"bus","104"
33074,"Дачний масив ""Давидівський""",0,28.496867,50.293798,"bus","123"
33075,"вул. Грушевського",0,28.492967,50.295937,"bus","123"
33076,"вул. Садова",0,28.498219,50.298993,"bus","123"
33044,"с. Іванівка (104)",0,28.516476,50.29993,"bus","123"
33045,"вул. Шевченко",0,28.524614,50.298471,"bus","123"
33048,"пров. Шкільний",0,28.527715,50.297878,"bus","123"
33052,"на вимогу",0,28.535523,50.296505,"bus","123"
33050,"вул. Лісова",0,28.54453,50.29485,"bus","123"
33054,"вул. Садова",0,28.560207,50.29203,"bus","123"
33043,"с. Іванівка",0,28.568243,50.290625,"bus","123"
33038,"вул. Сінна",0,28.579503,50.288596,"bus","123"
33040,"поворот на Довжик",0,28.588419,50.286993,"bus","123"
32984,"Ресторан ""Ялинка""",0,28.593906,50.285994,"bus","123"
92,"вул. Офіцерська",0,28.601887,50.284491,"bus","123"
90,"Житичі",0,28.607642,50.283453,"bus","123"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"bus","123"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"bus","123"
82,"Панчішна фабрика",0,28.631087,50.279235,"bus","123"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"bus","123"
79,"майдан Визволення",0,28.641054,50.277465,"bus","123"
70,"вул. Перемоги",0,28.647659,50.273266,"bus","123"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"bus","123"
66,"вул. Домбровського",0,28.648611,50.266636,"bus","123"
71,"майдан Короленка",0,28.649477,50.263462,"bus","123"
63,"вул. Ольжича",0,28.653109,50.260979,"bus","123"
74,"пл. Перемоги",0,28.659071,50.256752,"bus","123"
15,"Михайлівський собор",0,28.661782,50.256109,"bus","123"
14,"вул. Небесної сотні",0,28.670147,50.258396,"bus","123"
12,"вул. Хлібна",0,28.672857,50.259579,"bus","123"
9,"вул. Князів Острозьких",0,28.677158,50.261426,"bus","123"
4,"майдан Згоди",0,28.683226,50.263958,"bus","123"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"bus","123"
2,"Автовокзал",0,28.692022,50.267689,"bus","123"
617,"Залізничний вокзал",0,28.697378,50.268738,"bus","123"
617,"Залізничний вокзал",1,28.697378,50.268738,"bus","123"
1,"Автовокзал",1,28.691544,50.267811,"bus","123"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"bus","123"
5,"майдан Згоди",1,28.682086,50.263723,"bus","123"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"bus","123"
8,"вул. Князів Острозьких",1,28.675346,50.260837,"bus","123"
11,"вул. Хлібна",1,28.67346,50.259987,"bus","123"
13,"вул. Небесної сотні",1,28.668436,50.257862,"bus","123"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"bus","123"
17,"готель ""Україна""",1,28.659986,50.255733,"bus","123"
76,"пл. Перемоги",1,28.657115,50.256719,"bus","123"
62,"вул. Ольжича",1,28.653347,50.261055,"bus","123"
64,"вул. Лесі Українки",1,28.649035,50.265572,"bus","123"
65,"вул. Домбровського",1,28.648795,50.267455,"bus","123"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"bus","123"
69,"вул. Перемоги",1,28.647856,50.274274,"bus","123"
78,"пр. Миру",1,28.640827,50.277788,"bus","123"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"bus","123"
83,"Панчішна фабрика",1,28.632519,50.279267,"bus","123"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"bus","123"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"bus","123"
88,"вул. Миру",1,28.609912,50.283327,"bus","123"
89,"Житичі",1,28.607063,50.283859,"bus","123"
91,"вул. Офіцерська",1,28.601766,50.284839,"bus","123"
32983,"Ресторан ""Ялинка""",1,28.594577,50.286176,"bus","123"
33039,"поворот на Довжик",1,28.58752,50.287447,"bus","123"
33037,"вул. Сінна",1,28.578937,50.288983,"bus","123"
33042,"с. Іванівка",1,28.568042,50.290955,"bus","123"
33053,"вул. Садова",1,28.55981,50.292434,"bus","123"
33051,"вул. Лісова",1,28.543457,50.295323,"bus","123"
33049,"на вимогу",1,28.535228,50.296814,"bus","123"
33047,"пров. Шкільний",1,28.527565,50.298215,"bus","123"
33065,"вул. Шевченко",1,28.523962,50.298262,"bus","123"
33066,"пров. Дачний",1,28.525019,50.292407,"bus","123"
33068,"на вимогу",1,28.526065,50.288777,"bus","123"
33070,"вул. Центральна",1,28.51083,50.284962,"bus","123"
33072,"вул. Музична",1,28.506668,50.286719,"bus","123"
33071,"вул. Сковороди",1,28.502655,50.288758,"bus","123"
33073,"вул. Три Василі",1,28.500094,50.290732,"bus","123"
33074,"Дачний масив ""Давидівський""",1,28.496867,50.293798,"bus","123"
33106,"Автовокзал",0,28.691161,50.268626,"bus","177"
1,"Автовокзал",0,28.691544,50.267811,"bus","177"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"bus","177"
