"i","n","d","x","y","tk","route"
416,"Біомедскло",0,28.737134,50.235507,"marshrutka","19"
416,"Біомедскло",1,28.737134,50.235507,"marshrutka","19"
414,"Прикордонна частина",1,28.738333,50.239689,"marshrutka","19"
412,"Завод ізоляційних матеріалів",1,28.739412,50.243557,"marshrutka","19"
410,"ПАТ ""Хімволокно""",1,28.740795,50.248264,"marshrutka","19"
173,"вул. Промислова",1,28.740372,50.248894,"marshrutka","19"
175,"""Домобудівник""",1,28.735048,50.249481,"marshrutka","19"
178,"вул. Сергія Параджанова",1,28.728388,50.250204,"marshrutka","19"
184,"завод ""Вібросепаратор""",1,28.72497,50.257713,"marshrutka","19"
179,"ЗОК",1,28.721199,50.260434,"marshrutka","19"
171,"вул. Металістів",1,28.718313,50.262379,"marshrutka","19"
168,"вул. Кооперативна",1,28.714967,50.26481,"marshrutka","19"
167,"Тарний комбінат",1,28.711693,50.266987,"marshrutka","19"
164,"на вимогу",1,28.70797,50.269612,"marshrutka","19"
163,"вул. Новогоголівська",1,28.705044,50.271664,"marshrutka","19"
240,"ш. Київське",1,28.701113,50.271955,"marshrutka","19"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","19"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","19"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","19"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","19"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","19"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"marshrutka","19"
17,"готель ""Україна""",1,28.659986,50.255733,"marshrutka","19"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","19"
62,"вул. Ольжича",1,28.653347,50.261055,"marshrutka","19"
64,"вул. Лесі Українки",1,28.649035,50.265572,"marshrutka","19"
65,"вул. Домбровського",1,28.648795,50.267455,"marshrutka","19"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"marshrutka","19"
69,"вул. Перемоги",1,28.647856,50.274274,"marshrutka","19"
78,"пр. Миру",1,28.640827,50.277788,"marshrutka","19"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"marshrutka","19"
83,"Панчішна фабрика",1,28.632519,50.279267,"marshrutka","19"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"marshrutka","19"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"marshrutka","19"
5609,"вул. Миру",1,28.61076,50.283932,"marshrutka","19"
5611,"Магазин",1,28.611862,50.287572,"marshrutka","19"
5628,"вул. Набережна",1,28.61202,50.290517,"marshrutka","19"
5629,"пров. 1-й Миру",1,28.611712,50.294926,"marshrutka","19"
255,"пл. Миру",1,28.611637,50.297423,"marshrutka","19"
271,"вул. Фізкультурна",1,28.608938,50.299862,"marshrutka","19"
269,"Залізничний переїзд",1,28.605677,50.304146,"marshrutka","19"
268,"селище Лісове",1,28.604317,50.307611,"marshrutka","19"
5587,"Міське кладовище",0,28.598461,50.25189,"marshrutka","11"
5599,"вул. Соснова",0,28.602079,50.272804,"marshrutka","11"
5600,"вул. Зелена",0,28.602804,50.275608,"marshrutka","11"
5635,"пров. 1-й Лісний",0,28.605864,50.279644,"marshrutka","11"
5636,"ринок ""Економний""",0,28.608627,50.281384,"marshrutka","11"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"marshrutka","11"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"marshrutka","11"
82,"Панчішна фабрика",0,28.631087,50.279235,"marshrutka","11"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"marshrutka","11"
79,"майдан Визволення",0,28.641054,50.277465,"marshrutka","11"
70,"вул. Перемоги",0,28.647659,50.273266,"marshrutka","11"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"marshrutka","11"
66,"вул. Домбровського",0,28.648611,50.266636,"marshrutka","11"
71,"майдан Короленка",0,28.649477,50.263462,"marshrutka","11"
63,"вул. Ольжича",0,28.653109,50.260979,"marshrutka","11"
74,"пл. Перемоги",0,28.659071,50.256752,"marshrutka","11"
15,"Михайлівський собор",0,28.661782,50.256109,"marshrutka","11"
12,"вул. Хлібна",0,28.672857,50.259579,"marshrutka","11"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","11"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","11"
417,"Автовокзал",0,28.692698,50.268009,"marshrutka","11"
61,"пл. Привокзальна",0,28.697631,50.267671,"marshrutka","11"
58,"вул. Гоголівська",0,28.70104,50.265133,"marshrutka","11"
56,"вул. Шевченка",0,28.702777,50.259188,"marshrutka","11"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","11"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","11"
50,"майдан Польовий",0,28.703865,50.247322,"marshrutka","11"
186,"магазин ""Берізка""",0,28.707029,50.247145,"marshrutka","11"
191,"вул. Космонавтів",0,28.710377,50.246708,"marshrutka","11"
189,"вул. Кибальчича",0,28.709431,50.241873,"marshrutka","11"
187,"вул. Селецька",0,28.708189,50.237716,"marshrutka","11"
188,"вул. Вітрука",0,28.702998,50.237977,"marshrutka","11"
199,"вул. Івана Гонти",0,28.699023,50.236673,"marshrutka","11"
204,"Фабрика хутряних виробів",0,28.703636,50.233791,"marshrutka","11"
203,"вул. Комерційна",0,28.708818,50.230415,"marshrutka","11"
201,"майдан Станишівський",0,28.715506,50.2268,"marshrutka","11"
201,"майдан Станишівський",1,28.715506,50.2268,"marshrutka","11"
206,"Плодоовочевий комбінат",1,28.71253,50.22826,"marshrutka","11"
202,"вул. Комерційна",1,28.708204,50.230973,"marshrutka","11"
200,"Фабрика хутряних виробів",1,28.702956,50.234491,"marshrutka","11"
32955,"Старий ринок",1,28.700015,50.236281,"marshrutka","11"
43,"вул. Лук’яненка",1,28.700669,50.237912,"marshrutka","11"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","11"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","11"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","11"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","11"
57,"вул. Шевченка",1,28.703255,50.258446,"marshrutka","11"
59,"вул. Гоголівська",1,28.700586,50.265796,"marshrutka","11"
617,"Залізничний вокзал",1,28.697378,50.268738,"marshrutka","11"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","11"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","11"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","11"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","11"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","11"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"marshrutka","11"
17,"готель ""Україна""",1,28.659986,50.255733,"marshrutka","11"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","11"
62,"вул. Ольжича",1,28.653347,50.261055,"marshrutka","11"
64,"вул. Лесі Українки",1,28.649035,50.265572,"marshrutka","11"
65,"вул. Домбровського",1,28.648795,50.267455,"marshrutka","11"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"marshrutka","11"
69,"вул. Перемоги",1,28.647856,50.274274,"marshrutka","11"
78,"пр. Миру",1,28.640827,50.277788,"marshrutka","11"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"marshrutka","11"
83,"Панчішна фабрика",1,28.632519,50.279267,"marshrutka","11"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"marshrutka","11"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"marshrutka","11"
5631,"вул. Героїв Базару",1,28.609976,50.282681,"marshrutka","11"
5637,"ринок ""Економний""",1,28.608204,50.281326,"marshrutka","11"
5634,"пров. 1-й Лісний",1,28.605637,50.279527,"marshrutka","11"
5601,"вул. Зелена",1,28.602648,50.27557,"marshrutka","11"
5598,"вул. Соснова",1,28.601967,50.272896,"marshrutka","11"
5587,"Міське кладовище",1,28.598461,50.25189,"marshrutka","11"
5603,"майдан Сосновий",0,28.608141,50.271141,"marshrutka","14"
5639,"вул. Дачна",0,28.613601,50.270162,"marshrutka","14"
5641,"вул. Барашівська",0,28.621783,50.268163,"marshrutka","14"
5643,"Ріка Кам'янка",0,28.628086,50.266951,"marshrutka","14"
5646,"майдан Руднянський",0,28.633036,50.265915,"marshrutka","14"
5648,"пров. 2-й Чехова",0,28.639201,50.264145,"marshrutka","14"
5651,"вул. Чехова",0,28.644601,50.262835,"marshrutka","14"
5650,"пл. Короленка",0,28.649132,50.262169,"marshrutka","14"
63,"вул. Ольжича",0,28.653109,50.260979,"marshrutka","14"
74,"пл. Перемоги",0,28.659071,50.256752,"marshrutka","14"
15,"Михайлівський собор",0,28.661782,50.256109,"marshrutka","14"
12,"вул. Хлібна",0,28.672857,50.259579,"marshrutka","14"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","14"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","14"
2,"Автовокзал",0,28.692022,50.267689,"marshrutka","14"
239,"вул. Нобелівська",0,28.700989,50.271633,"marshrutka","14"
5690,"вул. Якова Зайка",0,28.703728,50.273376,"marshrutka","14"
5742,"вул. Саєнка",0,28.701212,50.275886,"marshrutka","14"
5775,"Станція техобслуговування",0,28.703865,50.277664,"marshrutka","14"
5780,"4-а Мар'янівська лінія",0,28.706686,50.279545,"marshrutka","14"
5777,"вул. Коростишівська",0,28.71012,50.281619,"marshrutka","14"
5794,"Педагогічний ліцей",0,28.709902,50.283816,"marshrutka","14"
32987,"Хутір Затишшя",0,28.702909,50.292869,"marshrutka","14"
32987,"Хутір Затишшя",1,28.702909,50.292869,"marshrutka","14"
5793,"Педагогічний ліцей",1,28.709873,50.283513,"marshrutka","14"
5778,"вул. Коростишівська",1,28.710094,50.28179,"marshrutka","14"
5779,"4-а Мар'янівська лінія",1,28.706148,50.279294,"marshrutka","14"
5776,"Станція техобслуговування",1,28.703918,50.277817,"marshrutka","14"
5740,"вул. Саєнка",1,28.700808,50.27541,"marshrutka","14"
240,"ш. Київське",1,28.701113,50.271955,"marshrutka","14"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","14"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","14"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","14"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","14"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","14"
16,"Кінотеатр ""Україна""",1,28.663309,50.25672,"marshrutka","14"
17,"готель ""Україна""",1,28.659986,50.255733,"marshrutka","14"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","14"
62,"вул. Ольжича",1,28.653347,50.261055,"marshrutka","14"
5649,"пл. Короленка",1,28.648514,50.262363,"marshrutka","14"
5652,"вул. Чехова",1,28.644184,50.263042,"marshrutka","14"
5647,"пров. 2-й Чехова",1,28.639072,50.264302,"marshrutka","14"
5645,"майдан Руднянський",1,28.633266,50.265995,"marshrutka","14"
5642,"Ріка Кам'янка",1,28.627934,50.267132,"marshrutka","14"
5640,"вул. Барашівська",1,28.62114,50.268406,"marshrutka","14"
5638,"вул. Дачна",1,28.613469,50.270336,"marshrutka","14"
5602,"майдан Сосновий",1,28.608362,50.271412,"marshrutka","14"
5603,"майдан Сосновий",1,28.608141,50.271141,"marshrutka","14"
5788,"вул. Вересівський Шлях",0,28.742483,50.287073,"marshrutka","25"
5791,"на вимогу",0,28.738381,50.286415,"marshrutka","25"
5790,"на вимогу",0,28.731461,50.285269,"marshrutka","25"
5797,"на вимогу",0,28.727273,50.284605,"marshrutka","25"
5785,"на вимогу",0,28.722353,50.283793,"marshrutka","25"
5783,"на вимогу",0,28.717657,50.283042,"marshrutka","25"
5781,"вул. Світинська",0,28.713317,50.282327,"marshrutka","25"
5778,"вул. Коростишівська",0,28.710094,50.28179,"marshrutka","25"
5779,"4-а Мар'янівська лінія",0,28.706148,50.279294,"marshrutka","25"
5776,"Станція техобслуговування",0,28.703918,50.277817,"marshrutka","25"
5740,"вул. Саєнка",0,28.700808,50.27541,"marshrutka","25"
240,"ш. Київське",0,28.701113,50.271955,"marshrutka","25"
1,"Автовокзал",0,28.691544,50.267811,"marshrutka","25"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"marshrutka","25"
10,"вул. Івана Мазепи",0,28.680287,50.262919,"marshrutka","25"
11,"вул. Хлібна",0,28.67346,50.259987,"marshrutka","25"
13,"вул. Небесної сотні",0,28.668436,50.257862,"marshrutka","25"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"marshrutka","25"
17,"готель ""Україна""",0,28.659986,50.255733,"marshrutka","25"
207,"вул. Леха Качинського",0,28.657996,50.253364,"marshrutka","25"
129,"Монумент Слави",0,28.647299,50.24522,"marshrutka","25"
131,"Торгівельно-економічний коледж",0,28.641049,50.245369,"marshrutka","25"
133,"Державний технологiчний університет",0,28.6359,50.245411,"marshrutka","25"
135,"завод ""Агромаш""",0,28.63196,50.245423,"marshrutka","25"
138,"спорткомплекс ""Динамо""",0,28.626276,50.24482,"marshrutka","25"
139,"вул. Чумацький шлях",0,28.621372,50.24427,"marshrutka","25"
5585,"Гідропарк",0,28.612433,50.239279,"marshrutka","25"
5585,"Гідропарк",1,28.612433,50.239279,"marshrutka","25"
140,"вул. Чумацький шлях",1,28.620333,50.243347,"marshrutka","25"
137,"спорткомплекс ""Динамо""",1,28.623116,50.244331,"marshrutka","25"
136,"завод ""Агромаш""",1,28.631027,50.245129,"marshrutka","25"
134,"Державний технологiчний університет",1,28.636324,50.245251,"marshrutka","25"
132,"Торгівельно-економічний коледж",1,28.639963,50.245165,"marshrutka","25"
130,"Монумент Слави",1,28.646235,50.245068,"marshrutka","25"
208,"вул. Мала Бердичівська",1,28.65806,50.25317,"marshrutka","25"
18,"майдан Соборний",1,28.659321,50.255375,"marshrutka","25"
15,"Михайлівський собор",1,28.661782,50.256109,"marshrutka","25"
12,"вул. Хлібна",1,28.672857,50.259579,"marshrutka","25"
4,"майдан Згоди",1,28.683226,50.263958,"marshrutka","25"
6,"ТЦ ""Глобал""",1,28.68699,50.265586,"marshrutka","25"
2,"Автовокзал",1,28.692022,50.267689,"marshrutka","25"
239,"вул. Нобелівська",1,28.700989,50.271633,"marshrutka","25"
5690,"вул. Якова Зайка",1,28.703728,50.273376,"marshrutka","25"
5742,"вул. Саєнка",1,28.701212,50.275886,"marshrutka","25"
5775,"Станція техобслуговування",1,28.703865,50.277664,"marshrutka","25"
5780,"4-а Мар'янівська лінія",1,28.706686,50.279545,"marshrutka","25"
5777,"вул. Коростишівська",1,28.71012,50.281619,"marshrutka","25"
5782,"вул. Світинська",1,28.713699,50.28228,"marshrutka","25"
5784,"на вимогу",1,28.71797,50.282978,"marshrutka","25"
5786,"на вимогу",1,28.722907,50.283772,"marshrutka","25"
5787,"на вимогу",1,28.727055,50.284462,"marshrutka","25"
5789,"на вимогу",1,28.731737,50.285217,"marshrutka","25"
5792,"на вимогу",1,28.738482,50.286285,"marshrutka","25"
5788,"вул. Вересівський Шлях",1,28.742483,50.287073,"marshrutka","25"
93,"Ресторан ""Ялинка""",0,28.593744,50.285736,"trol","2"
92,"вул. Офіцерська",0,28.601887,50.284491,"trol","2"
90,"Житичі",0,28.607642,50.283453,"trol","2"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"trol","2"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"trol","2"
82,"Панчішна фабрика",0,28.631087,50.279235,"trol","2"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"trol","2"
79,"майдан Визволення",0,28.641054,50.277465,"trol","2"
70,"вул. Перемоги",0,28.647659,50.273266,"trol","2"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"trol","2"
66,"вул. Домбровського",0,28.648611,50.266636,"trol","2"
71,"майдан Короленка",0,28.649477,50.263462,"trol","2"
63,"вул. Ольжича",0,28.653109,50.260979,"trol","2"
74,"пл. Перемоги",0,28.659071,50.256752,"trol","2"
15,"Михайлівський собор",0,28.661782,50.256109,"trol","2"
33006,"Укртелеком",0,28.665497,50.256946,"trol","2"
14,"вул. Небесної сотні",0,28.670147,50.258396,"trol","2"
9,"вул. Князів Острозьких",0,28.677158,50.261426,"trol","2"
4,"майдан Згоди",0,28.683226,50.263958,"trol","2"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"trol","2"
417,"Автовокзал",0,28.692698,50.268009,"trol","2"
61,"пл. Привокзальна",0,28.697631,50.267671,"trol","2"
61,"пл. Привокзальна",1,28.697631,50.267671,"trol","2"
58,"вул. Гоголівська",1,28.70104,50.265133,"trol","2"
56,"вул. Шевченка",1,28.702777,50.259188,"trol","2"
55,"ТЦ ""Фуршет""",1,28.702976,50.255966,"trol","2"
51,"вул. Корольова",1,28.703106,50.252163,"trol","2"
48,"майдан Польовий",1,28.702713,50.246696,"trol","2"
32927,"на вимогу",1,28.702341,50.243538,"trol","2"
46,"вул. Івана Огієнка",1,28.701954,50.240677,"trol","2"
42,"пл. Смолянська",1,28.696663,50.237862,"trol","2"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"trol","2"
35,"вул. Гагаріна",1,28.685864,50.244459,"trol","2"
32,"вул. Довженка",1,28.680824,50.247169,"trol","2"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"trol","2"
25,"Старий Бульвар",1,28.669493,50.251991,"trol","2"
24,"пл. Корольова",1,28.664021,50.253741,"trol","2"
21,"Телецентр",1,28.661304,50.254684,"trol","2"
75,"пл. Перемоги",1,28.657855,50.256569,"trol","2"
62,"вул. Ольжича",1,28.653347,50.261055,"trol","2"
64,"вул. Лесі Українки",1,28.649035,50.265572,"trol","2"
65,"вул. Домбровського",1,28.648795,50.267455,"trol","2"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"trol","2"
69,"вул. Перемоги",1,28.647856,50.274274,"trol","2"
78,"пр. Миру",1,28.640827,50.277788,"trol","2"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"trol","2"
83,"Панчішна фабрика",1,28.632519,50.279267,"trol","2"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"trol","2"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"trol","2"
88,"вул. Миру",1,28.609912,50.283327,"trol","2"
89,"Житичі",1,28.607063,50.283859,"trol","2"
91,"вул. Офіцерська",1,28.601766,50.284839,"trol","2"
93,"Ресторан ""Ялинка""",1,28.593744,50.285736,"trol","2"
92,"вул. Офіцерська",0,28.601887,50.284491,"marshrutka","26"
90,"Житичі",0,28.607642,50.283453,"marshrutka","26"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"marshrutka","26"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"marshrutka","26"
82,"Панчішна фабрика",0,28.631087,50.279235,"marshrutka","26"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"marshrutka","26"
79,"майдан Визволення",0,28.641054,50.277465,"marshrutka","26"
154,"пр. Незалежності",0,28.648818,50.275663,"marshrutka","26"
151,"вул. Покровська",0,28.658809,50.273948,"marshrutka","26"
149,"Ремпобуттехніка",0,28.66693,50.272607,"marshrutka","26"
148,"Автоколона",0,28.672176,50.272415,"marshrutka","26"
143,"Автопарк",0,28.674998,50.272767,"marshrutka","26"
144,"вул. Монтана",0,28.679291,50.26759,"marshrutka","26"
146,"вул. Східна",0,28.680592,50.266003,"marshrutka","26"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","26"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","26"
417,"Автовокзал",0,28.692698,50.268009,"marshrutka","26"
61,"пл. Привокзальна",0,28.697631,50.267671,"marshrutka","26"
58,"вул. Гоголівська",0,28.70104,50.265133,"marshrutka","26"
56,"вул. Шевченка",0,28.702777,50.259188,"marshrutka","26"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","26"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","26"
48,"майдан Польовий",0,28.702713,50.246696,"marshrutka","26"
32927,"на вимогу",0,28.702341,50.243538,"marshrutka","26"
46,"вул. Івана Огієнка",0,28.701954,50.240677,"marshrutka","26"
5653,"Смолянське кладовище",0,28.702705,50.237835,"marshrutka","26"
247,"вул. Селецька",0,28.708548,50.237495,"marshrutka","26"
190,"вул. Кибальчича",0,28.709805,50.241323,"marshrutka","26"
426,"вул. Ціолковського",0,28.710668,50.24727,"marshrutka","26"
427,"Школа №30",0,28.711103,50.249813,"marshrutka","26"
32940,"Хінчанка",0,28.718101,50.250994,"marshrutka","26"
32937,"ПАТ ""Верстатуніверсалмаш""",0,28.722374,50.250152,"marshrutka","26"
5750,"вул. Сергія Параджанова",0,28.726789,50.250057,"marshrutka","26"
32930,"Льонокомбінат",0,28.727517,50.245077,"marshrutka","26"
182,"М'ясокомбінат",0,28.727339,50.242259,"marshrutka","26"
182,"М'ясокомбінат",1,28.727339,50.242259,"marshrutka","26"
238,"Льонокомбінат",1,28.727739,50.245251,"marshrutka","26"
5749,"вул. Корольова",1,28.726624,50.250256,"marshrutka","26"
32936,"ПАТ ""Верстатуніверсалмаш""",1,28.722331,50.250393,"marshrutka","26"
32941,"Хінчанка",1,28.71779,50.251239,"marshrutka","26"
192,"Школа №30",1,28.710957,50.249645,"marshrutka","26"
191,"вул. Космонавтів",1,28.710377,50.246708,"marshrutka","26"
189,"вул. Кибальчича",1,28.709431,50.241873,"marshrutka","26"
187,"вул. Селецька",1,28.708189,50.237716,"marshrutka","26"
188,"вул. Вітрука",1,28.702998,50.237977,"marshrutka","26"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","26"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","26"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","26"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","26"
57,"вул. Шевченка",1,28.703255,50.258446,"marshrutka","26"
59,"вул. Гоголівська",1,28.700586,50.265796,"marshrutka","26"
617,"Залізничний вокзал",1,28.697378,50.268738,"marshrutka","26"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","26"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","26"
3,"майдан Згоди",1,28.682362,50.264343,"marshrutka","26"
145,"вул. Монтана",1,28.680011,50.266999,"marshrutka","26"
142,"Автопарк",1,28.675659,50.272282,"marshrutka","26"
147,"Автоколона",1,28.673885,50.273174,"marshrutka","26"
150,"вул. Отаманів Соколовських",1,28.665703,50.273048,"marshrutka","26"
152,"вул. Покровська",1,28.657228,50.274429,"marshrutka","26"
153,"пл. Визволення",1,28.64849,50.276037,"marshrutka","26"
78,"пр. Миру",1,28.640827,50.277788,"marshrutka","26"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"marshrutka","26"
83,"Панчішна фабрика",1,28.632519,50.279267,"marshrutka","26"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"marshrutka","26"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"marshrutka","26"
88,"вул. Миру",1,28.609912,50.283327,"marshrutka","26"
89,"Житичі",1,28.607063,50.283859,"marshrutka","26"
91,"вул. Офіцерська",1,28.601766,50.284839,"marshrutka","26"
92,"вул. Офіцерська",1,28.601887,50.284491,"marshrutka","26"
268,"селище Лісове",0,28.604317,50.307611,"marshrutka","23"
270,"Залізничний переїзд",0,28.605786,50.303571,"marshrutka","23"
272,"вул. Фізкультурна",0,28.608959,50.299622,"marshrutka","23"
254,"пл. Миру",0,28.611496,50.297119,"marshrutka","23"
5630,"пров. 1-й Миру",0,28.611559,50.294868,"marshrutka","23"
5627,"вул. Набережна",0,28.611829,50.290338,"marshrutka","23"
5610,"Магазин",0,28.611678,50.287691,"marshrutka","23"
86,"вул. Романа Шухевича",0,28.611977,50.282639,"marshrutka","23"
85,"вул. Героїв Десантників",0,28.61828,50.281486,"marshrutka","23"
82,"Панчішна фабрика",0,28.631087,50.279235,"marshrutka","23"
80,"ринок ""Хмільники""",0,28.636594,50.278265,"marshrutka","23"
79,"майдан Визволення",0,28.641054,50.277465,"marshrutka","23"
70,"вул. Перемоги",0,28.647659,50.273266,"marshrutka","23"
68,"вул. Миколи Сціборського",0,28.648241,50.269234,"marshrutka","23"
66,"вул. Домбровського",0,28.648611,50.266636,"marshrutka","23"
71,"майдан Короленка",0,28.649477,50.263462,"marshrutka","23"
63,"вул. Ольжича",0,28.653109,50.260979,"marshrutka","23"
77,"пл. Перемоги",0,28.657405,50.255962,"marshrutka","23"
44,"Автомобільно-дорожний коледж",0,28.660893,50.253921,"marshrutka","23"
23,"пл. Корольова",0,28.66616,50.253374,"marshrutka","23"
27,"Старий Бульвар",0,28.670425,50.251266,"marshrutka","23"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"marshrutka","23"
33,"вул. Довженка",0,28.681618,50.246518,"marshrutka","23"
34,"вул. Гагаріна",0,28.685055,50.244705,"marshrutka","23"
37,"вул. Жуйка",0,28.688416,50.242691,"marshrutka","23"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"marshrutka","23"
41,"пл. Смолянська",0,28.695212,50.238206,"marshrutka","23"
199,"вул. Івана Гонти",0,28.699023,50.236673,"marshrutka","23"
204,"Фабрика хутряних виробів",0,28.703636,50.233791,"marshrutka","23"
203,"вул. Комерційна",0,28.708818,50.230415,"marshrutka","23"
425,"майдан Станишівський",0,28.715038,50.226557,"marshrutka","23"
421,"вул. Слобідська",0,28.719746,50.226009,"marshrutka","23"
424,"""Житомирзооветпостач""",0,28.72296,50.228508,"marshrutka","23"
419,"вул. Промислова",0,28.731907,50.226635,"marshrutka","23"
5765,"Комбінат силікатних виробів",0,28.734536,50.229136,"marshrutka","23"
5765,"Комбінат силікатних виробів",1,28.734536,50.229136,"marshrutka","23"
420,"вул. Промислова",1,28.731457,50.226824,"marshrutka","23"
423,"""Житомирзооветпостач""",1,28.722741,50.228702,"marshrutka","23"
422,"вул. Слобідська",1,28.719751,50.226261,"marshrutka","23"
201,"майдан Станишівський",1,28.715506,50.2268,"marshrutka","23"
206,"Плодоовочевий комбінат",1,28.71253,50.22826,"marshrutka","23"
202,"вул. Комерційна",1,28.708204,50.230973,"marshrutka","23"
200,"Фабрика хутряних виробів",1,28.702956,50.234491,"marshrutka","23"
32955,"Старий ринок",1,28.700015,50.236281,"marshrutka","23"
42,"пл. Смолянська",1,28.696663,50.237862,"marshrutka","23"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"marshrutka","23"
27788,"вул. Гагаріна",1,28.68654,50.244003,"marshrutka","23"
32,"вул. Довженка",1,28.680824,50.247169,"marshrutka","23"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"marshrutka","23"
25,"Старий Бульвар",1,28.669493,50.251991,"marshrutka","23"
24,"пл. Корольова",1,28.664021,50.253741,"marshrutka","23"
45,"Автомобільно-дорожний коледж",1,28.660803,50.254091,"marshrutka","23"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","23"
62,"вул. Ольжича",1,28.653347,50.261055,"marshrutka","23"
64,"вул. Лесі Українки",1,28.649035,50.265572,"marshrutka","23"
65,"вул. Домбровського",1,28.648795,50.267455,"marshrutka","23"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"marshrutka","23"
69,"вул. Перемоги",1,28.647856,50.274274,"marshrutka","23"
78,"пр. Миру",1,28.640827,50.277788,"marshrutka","23"
81,"ринок ""Хмільники""",1,28.636152,50.27862,"marshrutka","23"
83,"Панчішна фабрика",1,28.632519,50.279267,"marshrutka","23"
84,"вул. Героїв Десантників",1,28.618149,50.281846,"marshrutka","23"
87,"вул. Романа Шухевича",1,28.612862,50.282807,"marshrutka","23"
