"vehicle","route","chunk","start_datetime","end_datetime"
"079","5A",0,2019-01-20 04:02:08,2019-01-20 04:03:21
"079","5A",1,2019-01-20 08:43:18,2019-01-20 08:44:18
"079","5A",2,2019-01-20 08:50:18,2019-01-20 09:00:29
"079","5A",3,2019-01-20 09:03:52,2019-01-20 09:13:01
"079","5A",4,2019-01-20 18:28:13,2019-01-20 18:48:43
"079","5A",5,2019-01-20 18:51:12,2019-01-20 18:52:06
"079","5A",6,2019-01-20 18:54:36,2019-01-20 18:59:18
"079","5A",7,2019-01-20 21:44:10,2019-01-20 21:44:40
"079","5A",8,2019-01-20 22:33:46,2019-01-20 22:34:33
"079","5A",9,2019-01-20 22:52:33,2019-01-20 22:54:57
"079","5A",10,2019-01-21 00:00:28,2019-01-21 00:00:28
"081","5A",0,2019-01-20 07:36:57,2019-01-20 07:36:57
"081","5A",1,2019-01-20 07:58:48,2019-01-20 07:59:49
"081","5A",2,2019-01-20 08:03:04,2019-01-20 08:26:09
"081","5A",3,2019-01-20 17:40:10,2019-01-20 18:10:15
"082","1",0,2019-01-20 06:09:29,2019-01-20 06:09:38
"082","1",1,2019-01-20 06:14:36,2019-01-20 06:16:15
"082","1",2,2019-01-20 13:58:26,2019-01-20 14:01:15
"082","1",3,2019-01-20 14:03:19,2019-01-20 14:06:05
"082","1",4,2019-01-20 14:46:59,2019-01-20 14:50:52
"082","1",5,2019-01-20 20:16:49,2019-01-20 20:18:59
"082","1",6,2019-01-20 20:24:08,2019-01-20 20:28:05
"082","1",7,2019-01-20 22:45:03,2019-01-20 22:45:32
"082","1",8,2019-01-20 23:08:19,2019-01-20 23:08:29
"082","1",9,2019-01-21 00:00:09,2019-01-21 00:00:09
"082","1",10,2019-01-21 01:24:10,2019-01-21 01:26:25
"085","15A",0,2019-01-20 06:36:35,2019-01-20 06:36:35
"085","15A",1,2019-01-20 07:12:56,2019-01-20 07:14:08
"085","15A",2,2019-01-20 07:16:32,2019-01-20 07:16:32
"085","15A",3,2019-01-20 12:01:34,2019-01-20 12:02:56
"085","15A",4,2019-01-20 12:10:31,2019-01-20 12:11:12
"085","15A",5,2019-01-20 12:35:37,2019-01-20 12:36:06
"085","15A",6,2019-01-20 12:39:41,2019-01-20 12:39:53
"085","15A",7,2019-01-20 13:29:26,2019-01-20 13:30:07
"085","15A",8,2019-01-20 13:35:38,2019-01-20 13:37:09
"085","15A",9,2019-01-20 20:54:30,2019-01-20 20:55:41
"085","H5",0,2019-01-21 00:02:11,2019-01-21 00:24:21
"086","2",0,2019-01-20 07:36:18,2019-01-20 07:37:55
"086","H5",0,2019-01-20 23:51:36,2019-01-21 00:10:11
"086","H5",1,2019-01-21 01:08:57,2019-01-21 01:09:07
"086","H5",2,2019-01-21 01:12:39,2019-01-21 01:13:18
"087","15A",0,2019-01-20 08:38:16,2019-01-20 08:39:16
"087","15A",1,2019-01-20 18:23:43,2019-01-20 18:26:51
"087","15A",2,2019-01-20 18:30:02,2019-01-20 18:31:06
"087","15A",3,2019-01-20 18:33:50,2019-01-20 18:34:38
"087","15A",4,2019-01-20 18:40:19,2019-01-20 18:40:34
"087","15A",5,2019-01-20 21:47:14,2019-01-20 21:47:35
"087","15A",6,2019-01-20 22:26:24,2019-01-20 22:26:34
"087","15A",7,2019-01-21 00:00:10,2019-01-21 00:00:10
"1006","7",0,2019-01-20 07:51:14,2019-01-20 07:51:14
"1006","7",1,2019-01-20 08:00:24,2019-01-20 08:03:30
"1006","7",2,2019-01-20 08:07:40,2019-01-20 08:07:50
"1006","7",3,2019-01-20 08:11:50,2019-01-20 08:20:53
"1006","7",4,2019-01-20 17:48:57,2019-01-20 17:57:06
"1006","7",5,2019-01-20 18:04:16,2019-01-20 18:09:08
