"vehicle","chunk","start_datetime","end_datetime"
"079",0,2019-01-20 04:02:08,2019-01-20 04:03:21
"079",1,2019-01-20 08:43:18,2019-01-20 08:44:18
"079",2,2019-01-20 08:50:18,2019-01-20 12:48:18
"079",3,2019-01-20 13:10:19,2019-01-20 13:10:52
"079",4,2019-01-20 13:17:29,2019-01-20 18:59:18
"079",5,2019-01-20 21:44:10,2019-01-20 21:44:40
"079",6,2019-01-20 22:33:46,2019-01-20 22:34:33
"079",7,2019-01-20 22:52:33,2019-01-20 22:54:57
"079",8,2019-01-21 00:00:28,2019-01-21 00:00:28
"081",0,2019-01-20 07:36:57,2019-01-20 07:36:57
"081",1,2019-01-20 07:58:48,2019-01-20 08:53:02
"081",2,2019-01-20 10:44:24,2019-01-20 11:13:41
"081",3,2019-01-20 11:24:07,2019-01-20 11:57:22
"081",4,2019-01-20 12:24:38,2019-01-20 14:46:37
"081",5,2019-01-20 14:53:27,2019-01-20 18:10:15
"082",0,2019-01-20 06:09:29,2019-01-20 06:56:56
"082",1,2019-01-20 07:03:27,2019-01-20 08:33:51
"082",2,2019-01-20 13:21:39,2019-01-20 13:24:36
"082",3,2019-01-20 13:43:55,2019-01-20 14:06:05
"082",4,2019-01-20 14:46:59,2019-01-20 16:26:18
"082",5,2019-01-20 16:31:28,2019-01-20 20:18:59
"082",6,2019-01-20 20:24:08,2019-01-20 20:28:05
"082",7,2019-01-20 22:45:03,2019-01-20 22:45:32
"082",8,2019-01-20 23:08:19,2019-01-20 23:08:29
"082",9,2019-01-21 00:00:09,2019-01-21 00:00:09
"082",10,2019-01-21 01:24:10,2019-01-21 01:26:25
"085",0,2019-01-20 06:36:35,2019-01-20 06:36:35
"085",1,2019-01-20 07:12:56,2019-01-20 07:57:34
"085",2,2019-01-20 08:02:37,2019-01-20 08:20:45
"085",3,2019-01-20 09:08:08,2019-01-20 12:02:56
"085",4,2019-01-20 12:10:31,2019-01-20 12:11:12
"085",5,2019-01-20 12:35:37,2019-01-20 12:39:53
"085",6,2019-01-20 13:29:26,2019-01-20 13:30:07
"085",7,2019-01-20 13:35:38,2019-01-20 14:37:57
"085",8,2019-01-20 14:58:16,2019-01-20 18:29:41
"085",9,2019-01-20 19:03:48,2019-01-20 21:22:46
"085",10,2019-01-20 21:33:37,2019-01-20 22:20:54
"085",11,2019-01-20 22:33:59,2019-01-20 22:54:06
"085",12,2019-01-20 22:59:57,2019-01-20 23:23:52
"085",13,2019-01-20 23:33:21,2019-01-21 00:24:21
"086",0,2019-01-20 07:36:18,2019-01-20 08:34:03
"086",1,2019-01-20 08:41:28,2019-01-20 11:52:47
"086",2,2019-01-20 12:26:20,2019-01-20 13:27:19
"086",3,2019-01-20 15:04:29,2019-01-20 15:46:09
"086",4,2019-01-20 15:53:30,2019-01-20 17:30:42
"086",5,2019-01-20 17:36:00,2019-01-20 20:23:00
"086",6,2019-01-20 20:58:55,2019-01-20 21:20:14
"086",7,2019-01-20 21:33:45,2019-01-20 21:54:05
"086",8,2019-01-20 22:00:31,2019-01-20 22:23:38
"086",9,2019-01-20 22:33:43,2019-01-20 23:19:34
"086",10,2019-01-20 23:32:26,2019-01-21 00:10:11
"086",11,2019-01-21 01:08:57,2019-01-21 01:13:18
"087",0,2019-01-20 08:38:16,2019-01-20 12:43:27
"087",1,2019-01-20 13:04:30,2019-01-20 18:34:38
"087",2,2019-01-20 18:40:19,2019-01-20 18:40:34
"087",3,2019-01-20 21:47:14,2019-01-20 21:47:35
"087",4,2019-01-20 22:26:24,2019-01-20 22:26:34
"087",5,2019-01-21 00:00:10,2019-01-21 00:00:10
"1006",0,2019-01-20 07:51:14,2019-01-20 07:51:14
"1006",1,2019-01-20 08:00:24,2019-01-20 11:40:16
"1006",2,2019-01-20 12:12:47,2019-01-20 17:57:06
"1006",3,2019-01-20 18:04:16,2019-01-20 18:09:08
"1006",4,2019-01-20 18:25:18,2019-01-20 18:25:38
"1006",5,2019-01-20 21:21:59,2019-01-20 21:22:09
"1006",6,2019-01-20 23:12:37,2019-01-20 23:12:47
"1006",7,2019-01-20 23:48:57,2019-01-20 23:53:29
"1006",8,2019-01-21 00:00:39,2019-01-21 00:00:39
"101",0,2019-01-20 08:51:31,2019-01-20 08:51:31
"101",1,2019-01-20 09:21:45,2019-01-20 10:50:54
"101",2,2019-01-20 11:08:27,2019-01-20 19:25:48
"101",3,2019-01-20 22:17:55,2019-01-20 22:18:31
"101",4,2019-01-20 22:36:26,2019-01-20 22:36:44
"101",5,2019-01-20 23:03:26,2019-01-20 23:05:39
"1017",0,2019-01-20 08:36:06,2019-01-20 08:36:36
"1017",1,2019-01-20 08:47:22,2019-01-20 09:59:44
"1017",2,2019-01-20 10:04:45,2019-01-20 10:46:11
"1017",3,2019-01-20 10:52:12,2019-01-20 12:20:54
"1017",4,2019-01-20 12:26:08,2019-01-20 13:08:36
"1017",5,2019-01-20 13:41:06,2019-01-20 15:10:43
"1017",6,2019-01-20 15:16:32,2019-01-20 16:46:03
"1017",7,2019-01-20 16:55:44,2019-01-20 17:36:47
"1017",8,2019-01-20 17:42:42,2019-01-20 18:20:46
"1017",9,2019-01-20 18:25:58,2019-01-20 18:29:31
"1028",0,2019-01-20 08:17:31,2019-01-20 08:22:32
"1028",1,2019-01-20 08:31:57,2019-01-20 12:52:40
"1028",2,2019-01-20 13:21:26,2019-01-20 16:17:54
"1028",3,2019-01-20 16:42:26,2019-01-20 19:26:27
"1028",4,2019-01-20 22:16:12,2019-01-20 22:21:23
"1028",5,2019-01-21 00:01:23,2019-01-21 00:01:23
"1028",6,2019-01-21 01:36:03,2019-01-21 01:41:46
"1032",0,2019-01-20 15:49:36,2019-01-20 15:57:42
"1032",1,2019-01-20 16:07:49,2019-01-20 20:33:05
"1032",2,2019-01-20 21:07:12,2019-01-20 21:24:57
"1032",3,2019-01-20 21:31:57,2019-01-20 21:55:08
"1032",4,2019-01-20 22:04:38,2019-01-20 22:48:12
"1032",5,2019-01-20 23:00:13,2019-01-20 23:42:51
"1032",6,2019-01-21 00:00:12,2019-01-21 00:00:12
"1045",0,2019-01-20 09:19:38,2019-01-20 09:19:38
"1045",1,2019-01-20 09:34:08,2019-01-20 09:39:55
"1045",2,2019-01-20 09:52:26,2019-01-20 10:34:34
"1045",3,2019-01-20 10:41:25,2019-01-20 13:01:08
"1045",4,2019-01-20 13:09:51,2019-01-20 13:23:55
"1045",5,2019-01-20 13:47:36,2019-01-20 18:57:57
"1045",6,2019-01-20 19:03:27,2019-01-20 19:47:57
"1045",7,2019-01-20 22:24:07,2019-01-20 22:24:27
"1045",8,2019-01-20 22:39:13,2019-01-20 22:41:01
"1045",9,2019-01-21 00:01:12,2019-01-21 00:01:12
"1045",10,2019-01-21 01:08:40,2019-01-21 01:11:10
"1046",0,2019-01-20 07:20:22,2019-01-20 09:01:18
"1046",1,2019-01-20 09:32:46,2019-01-20 09:32:58
"1046",2,2019-01-20 09:45:46,2019-01-20 10:51:21
"1046",3,2019-01-20 11:21:49,2019-01-20 12:30:16
"1046",4,2019-01-20 12:35:32,2019-01-20 20:31:47
"1046",5,2019-01-21 00:00:20,2019-01-21 00:00:20
"105",0,2019-01-20 04:00:31,2019-01-20 04:01:00
"105",1,2019-01-20 04:11:47,2019-01-20 04:12:39
