"vehicle","route","chunk","start_datetime","end_datetime"
"077","15A",0,2019-01-04 07:35:19,2019-01-04 07:35:57
"077","15A",1,2019-01-04 07:39:22,2019-01-04 07:42:02
"077","15A",2,2019-01-04 09:02:15,2019-01-04 09:06:21
"077","15A",3,2019-01-04 09:12:46,2019-01-04 09:15:23
"077","15A",4,2019-01-04 09:19:02,2019-01-04 09:20:15
"077","15A",5,2019-01-04 09:26:49,2019-01-04 09:26:59
"077","15A",6,2019-01-04 09:33:45,2019-01-04 09:34:45
"077","15A",7,2019-01-04 10:11:40,2019-01-04 10:12:19
"077","15A",8,2019-01-04 10:21:31,2019-01-04 10:42:37
"077","15A",9,2019-01-04 10:46:06,2019-01-04 10:48:46
"077","15A",10,2019-01-04 10:51:41,2019-01-04 11:07:07
"077","15A",11,2019-01-04 11:09:57,2019-01-04 11:19:47
"077","15A",12,2019-01-04 11:49:10,2019-01-04 12:04:16
"077","15A",13,2019-01-04 12:06:48,2019-01-04 12:59:07
"077","15A",14,2019-01-04 13:26:24,2019-01-04 13:38:30
"077","15A",15,2019-01-04 13:40:49,2019-01-04 14:03:26
"077","15A",16,2019-01-04 14:07:20,2019-01-04 14:32:38
"077","15A",17,2019-01-04 15:02:25,2019-01-04 15:17:28
"077","15A",18,2019-01-04 15:19:35,2019-01-04 16:16:14
"077","15A",19,2019-01-04 16:43:35,2019-01-04 16:45:17
"077","15A",20,2019-01-04 16:55:44,2019-01-04 17:00:27
"077","15A",21,2019-01-04 17:13:14,2019-01-04 17:13:32
"077","15A",22,2019-01-04 18:03:38,2019-01-04 18:03:59
"077","15A",23,2019-01-04 18:24:10,2019-01-04 18:25:08
"077","15A",24,2019-01-04 21:09:40,2019-01-04 21:09:49
"077","15A",25,2019-01-04 21:39:10,2019-01-04 21:41:37
"077","15A",26,2019-01-05 02:05:49,2019-01-05 02:09:37
"077","3",0,2019-01-04 07:17:46,2019-01-04 07:17:46
"078","9",0,2019-01-04 05:56:17,2019-01-04 05:56:17
"078","9",1,2019-01-04 06:34:37,2019-01-04 06:41:24
"078","9",2,2019-01-04 09:18:33,2019-01-04 09:27:02
"078","9",3,2019-01-04 09:37:27,2019-01-04 09:37:46
"078","9",4,2019-01-04 09:58:52,2019-01-04 10:00:22
"078","9",5,2019-01-04 10:03:50,2019-01-04 10:04:04
"078","9",6,2019-01-04 11:20:41,2019-01-04 11:23:20
"078","9",7,2019-01-04 11:39:11,2019-01-04 11:39:20
"078","9",8,2019-01-04 11:44:19,2019-01-04 11:45:32
"078","9",9,2019-01-04 12:02:34,2019-01-04 12:02:42
"078","9",10,2019-01-04 14:25:26,2019-01-04 14:30:11
"078","9",11,2019-01-04 19:44:36,2019-01-04 19:50:47
"078","9",12,2019-01-04 19:53:16,2019-01-04 19:58:05
"078","9",13,2019-01-04 20:28:19,2019-01-04 20:29:39
"078","9",14,2019-01-04 20:33:28,2019-01-04 20:37:39
"078","9",15,2019-01-04 20:44:52,2019-01-04 20:45:02
"079","2",0,2019-01-04 07:19:24,2019-01-04 07:19:54
"079","H5",0,2019-01-04 23:53:35,2019-01-05 00:12:00
"079","H5",1,2019-01-05 01:06:22,2019-01-05 01:15:14
"082","1",0,2019-01-04 06:26:48,2019-01-04 06:26:58
"082","1",1,2019-01-04 06:30:18,2019-01-04 06:31:59
"082","1",2,2019-01-04 13:39:30,2019-01-04 13:41:11
"082","1",3,2019-01-04 13:44:31,2019-01-04 13:47:56
