"datetime","vehicle","kind","lon","lat","on_route"
2018-12-29 12:07:10,"33",14,NA,NA,0
2018-12-29 12:07:32,"7",14,NA,NA,0
2018-12-29 12:07:37,"33",14,NA,NA,0
2018-12-29 12:07:37,"205",17,NA,NA,0
2018-12-29 12:07:44,"24",14,NA,NA,0
2018-12-29 12:07:45,"33",14,NA,NA,0
2018-12-29 12:07:47,"24",14,NA,NA,0
2018-12-29 12:07:50,"7",14,NA,NA,0
2018-12-29 12:07:53,"205",17,NA,NA,0
2018-12-29 12:07:56,"24",14,NA,NA,0
2018-12-29 12:08:01,"169",14,NA,NA,0
2018-12-29 12:08:05,"7",14,NA,NA,0
2018-12-29 12:08:10,"169",17,NA,NA,0
2018-12-29 12:08:14,"7",14,NA,NA,0
2018-12-29 12:08:21,"169",14,NA,NA,0
2018-12-29 12:08:32,"7",14,NA,NA,0
2018-12-29 12:08:36,"24",14,NA,NA,0
2018-12-29 12:08:51,"26",17,NA,NA,0
2018-12-29 12:08:53,"24",14,NA,NA,0
2018-12-29 12:09:07,"33",14,NA,NA,0
2018-12-29 12:09:09,"33",14,NA,NA,0
2018-12-29 12:09:14,"169",14,NA,NA,0
2018-12-29 12:09:18,"24",14,NA,NA,0
2018-12-29 12:09:23,"24",14,NA,NA,0
2018-12-29 12:09:26,"205",14,NA,NA,0
2018-12-29 12:09:29,"26",14,NA,NA,0
2018-12-29 12:09:30,"26",14,NA,NA,0
2018-12-29 12:09:38,"29",14,NA,NA,0
2018-12-29 12:09:42,"205",14,NA,NA,0
2018-12-29 12:09:44,"35",14,NA,NA,0
2018-12-29 12:09:44,"24",14,NA,NA,0
2018-12-29 12:09:52,"26",14,NA,NA,0
2018-12-29 12:09:54,"205",14,NA,NA,0
2018-12-29 12:09:54,"7",14,NA,NA,0
2018-12-29 12:09:59,"35",14,NA,NA,0
2018-12-29 12:10:05,"26",14,NA,NA,0
2018-12-29 12:10:13,"205",14,NA,NA,0
2018-12-29 12:10:14,"205",14,NA,NA,0
