"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2019-01-14 11:32:03,2019-01-14 11:35:54
"077","1",1,2019-01-14 11:40:05,2019-01-14 11:40:05
"077","10",0,2019-01-14 15:58:44,2019-01-14 16:03:36
"077","10",1,2019-01-14 16:11:57,2019-01-14 16:12:14
"077","10",2,2019-01-14 16:15:11,2019-01-14 16:16:31
"077","10",3,2019-01-14 16:19:30,2019-01-14 16:19:59
"077","10",4,2019-01-14 16:29:55,2019-01-14 16:36:15
"077","10",5,2019-01-14 16:42:51,2019-01-14 16:53:26
"077","10",6,2019-01-14 17:01:32,2019-01-14 17:18:40
"077","10",7,2019-01-14 17:26:24,2019-01-14 17:54:44
"077","10",8,2019-01-14 17:57:05,2019-01-14 17:59:16
"077","10",9,2019-01-14 18:29:22,2019-01-14 18:54:36
"077","10",10,2019-01-14 19:00:50,2019-01-14 19:02:33
"077","10",11,2019-01-14 19:06:28,2019-01-14 19:27:47
"077","10",12,2019-01-14 19:33:51,2019-01-14 19:41:58
"077","10",13,2019-01-14 19:54:20,2019-01-14 19:55:32
"077","10",14,2019-01-14 20:01:15,2019-01-14 20:01:40
"077","10",15,2019-01-14 20:50:16,2019-01-14 20:50:26
"077","15A",0,2019-01-14 07:09:53,2019-01-14 07:09:53
"077","15A",1,2019-01-14 08:15:17,2019-01-14 09:08:15
"077","15A",2,2019-01-14 09:49:09,2019-01-14 09:54:26
"077","15A",3,2019-01-14 09:56:33,2019-01-14 10:01:45
"077","15A",4,2019-01-14 10:06:19,2019-01-14 10:06:29
"077","15A",5,2019-01-14 10:10:21,2019-01-14 10:11:52
"077","15A",6,2019-01-14 14:49:44,2019-01-14 14:49:54
"077","15A",7,2019-01-14 14:52:28,2019-01-14 14:53:55
"077","15A",8,2019-01-14 15:31:45,2019-01-14 15:31:55
"078","9",0,2019-01-14 05:57:30,2019-01-14 05:57:30
"078","9",1,2019-01-14 06:19:57,2019-01-14 06:20:07
"078","9",2,2019-01-14 06:26:57,2019-01-14 06:27:17
"078","9",3,2019-01-14 06:51:45,2019-01-14 06:51:54
"078","9",4,2019-01-14 07:05:05,2019-01-14 07:05:15
"078","9",5,2019-01-14 07:11:45,2019-01-14 07:17:13
"078","9",6,2019-01-14 09:56:34,2019-01-14 10:01:51
"078","9",7,2019-01-14 10:18:25,2019-01-14 10:19:59
"078","9",8,2019-01-14 10:23:42,2019-01-14 10:24:41
"078","9",9,2019-01-14 10:27:24,2019-01-14 10:27:33
"078","9",10,2019-01-14 10:33:20,2019-01-14 10:34:19
"078","9",11,2019-01-14 13:36:47,2019-01-14 13:39:03
"078","9",12,2019-01-14 13:45:13,2019-01-14 13:45:23
"078","9",13,2019-01-14 13:47:32,2019-01-14 13:53:19
"078","9",14,2019-01-14 19:02:20,2019-01-14 19:06:14
"078","9",15,2019-01-14 19:09:54,2019-01-14 19:15:00
"078","9",16,2019-01-14 19:31:56,2019-01-14 19:32:20
"078","9",17,2019-01-14 19:39:14,2019-01-14 19:41:48
"078","9",18,2019-01-14 19:46:32,2019-01-14 19:48:46
"079","1",0,2019-01-14 18:08:52,2019-01-14 18:35:12
"079","1",1,2019-01-14 18:40:30,2019-01-14 18:47:06
"079","1",2,2019-01-14 18:49:56,2019-01-14 19:31:51
"079","1",3,2019-01-14 19:52:21,2019-01-14 19:52:51
"079","1",4,2019-01-14 20:00:51,2019-01-14 20:01:43
"079","1",5,2019-01-14 20:17:13,2019-01-14 20:18:08
"079","1",6,2019-01-15 00:00:39,2019-01-15 00:00:39
"079","5A",0,2019-01-14 06:25:42,2019-01-14 06:26:11
"079","5A",1,2019-01-14 06:30:00,2019-01-14 06:31:36
"079","5A",2,2019-01-14 06:34:06,2019-01-14 06:54:39
"079","5A",3,2019-01-14 11:41:03,2019-01-14 11:49:29
"079","5A",4,2019-01-14 12:07:55,2019-01-14 12:14:10
"082","4",0,2019-01-14 06:27:04,2019-01-14 06:31:07
"082","4",1,2019-01-14 21:19:05,2019-01-14 21:22:04
"082","H4",0,2019-01-14 23:15:28,2019-01-14 23:36:39
"082","H4",1,2019-01-14 23:45:59,2019-01-14 23:52:08
"082","H4",2,2019-01-15 00:00:08,2019-01-15 00:00:08
"084","2",0,2019-01-14 05:05:38,2019-01-14 05:05:38
"084","2",1,2019-01-14 05:22:28,2019-01-14 05:22:37
"084","2",2,2019-01-14 05:44:33,2019-01-14 05:45:57
"084","2",3,2019-01-14 09:15:04,2019-01-14 09:21:28
"084","2",4,2019-01-14 14:07:56,2019-01-14 14:09:55
"084","2",5,2019-01-14 19:21:42,2019-01-14 19:22:48
"084","2",6,2019-01-14 19:31:19,2019-01-14 19:32:09
"084","2",7,2019-01-14 19:38:19,2019-01-14 19:41:26
"085","15A",0,2019-01-14 07:04:26,2019-01-14 07:04:46
"085","15A",1,2019-01-14 07:32:09,2019-01-14 07:33:00
"085","15A",2,2019-01-14 09:10:36,2019-01-14 09:11:43
