"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1067",1152,0,0.563179688116061,2018-08-12 08:04:42,26,"5A-1067-51"
"1067",1153,0,0.584032840501001,2018-08-12 08:05:22,0,"5A-1067-51"
"1067",1154,0,0.610427711692125,2018-08-12 08:07:26,0,"5A-1067-51"
"1067",1155,0,0.631025224381994,2018-08-12 08:09:14,0,"5A-1067-51"
"1067",1156,0,0.738947810339751,2018-08-12 08:12:59,0,"5A-1067-51"
"1067",1157,0,0.783164584086569,2018-08-12 08:14:15,0,"5A-1067-51"
"1067",1158,0,0.819575732630755,2018-08-12 08:15:16,0,"5A-1067-51"
"1067",1159,0,0.847399512052473,2018-08-12 08:16:05,0,"5A-1067-51"
"1067",1160,0,0.887809225978933,2018-08-12 08:17:25,0,"5A-1067-51"
"1067",1161,0,0.922458268240276,2018-08-12 08:19:05,0,"5A-1067-51"
"1067",1162,0,1,2018-08-12 08:27:29,0,"5A-1067-51"
"1067",1163,1,0.000185369423874143,2018-08-12 08:27:39,0,"5A-1067-52"
"1067",1164,1,0.0594019539891121,2018-08-12 08:29:39,0,"5A-1067-52"
"1067",1165,1,0.0807108706569484,2018-08-12 08:30:47,2,"5A-1067-52"
"1067",1166,1,0.136388603537178,2018-08-12 08:32:17,0,"5A-1067-52"
"1067",1167,1,0.173597811595768,2018-08-12 08:33:28,3,"5A-1067-52"
"1067",1168,1,0.199084725675038,2018-08-12 08:34:28,1,"5A-1067-52"
"1067",1169,1,0.243009799030008,2018-08-12 08:35:38,2,"5A-1067-52"
"1067",1170,1,0.351343071406685,2018-08-12 08:39:44,0,"5A-1067-52"
"1067",1171,1,0.390482149328968,2018-08-12 08:42:13,0,"5A-1067-52"
"1067",1172,1,0.405479754869887,2018-08-12 08:43:53,0,"5A-1067-52"
"1067",1173,1,0.439893803161774,2018-08-12 08:47:20,0,"5A-1067-52"
"1067",1174,1,0.487581991607755,2018-08-12 08:49:28,0,"5A-1067-52"
"1069",463,0,0.563179688116061,2018-08-12 08:51:28,23,"5A-1069-19"
"1069",464,0,0.584032840501001,2018-08-12 08:52:21,0,"5A-1069-19"
"1067",1175,1,0.535746668570886,2018-08-12 08:52:44,1,"5A-1067-52"
"1067",1176,1,0.549040484799152,2018-08-12 08:53:35,1,"5A-1067-52"
"1067",1177,1,0.570885488728222,2018-08-12 08:54:35,0,"5A-1067-52"
"1069",465,0,0.610427711692125,2018-08-12 08:55:02,0,"5A-1069-19"
"1067",1178,1,0.597038599157096,2018-08-12 08:55:44,0,"5A-1067-52"
"1069",466,0,0.631025224381994,2018-08-12 08:56:39,0,"5A-1069-19"
"1067",1179,1,0.654097651746381,2018-08-12 08:58:55,0,"5A-1067-52"
"1067",1180,1,0.687335914885114,2018-08-12 09:00:35,1,"5A-1067-52"
"1069",467,0,0.738947810339751,2018-08-12 09:01:16,0,"5A-1069-19"
"1067",1181,1,0.713177508609299,2018-08-12 09:01:35,0,"5A-1067-52"
"1069",468,0,0.783164584086569,2018-08-12 09:02:37,0,"5A-1069-19"
"1069",469,0,0.819575732630755,2018-08-12 09:03:36,0,"5A-1069-19"
"1067",1182,1,0.81540798895146,2018-08-12 09:04:35,0,"5A-1067-52"
"1069",470,0,0.847399512052473,2018-08-12 09:04:59,0,"5A-1069-19"
"1067",1183,1,0.853032764950877,2018-08-12 09:05:45,0,"5A-1067-52"
"1069",471,0,0.887809225978933,2018-08-12 09:06:09,0,"5A-1069-19"
"1067",1184,1,0.874003293718497,2018-08-12 09:06:45,0,"5A-1067-52"
"1067",1185,1,0.894306996994377,2018-08-12 09:07:15,0,"5A-1067-52"
"1069",472,0,0.922458268240276,2018-08-12 09:07:29,0,"5A-1069-19"
"1067",1186,1,0.932024227342633,2018-08-12 09:08:35,0,"5A-1067-52"
"1067",1187,1,0.983258402941195,2018-08-12 09:10:05,0,"5A-1067-52"
"1067",1188,1,0.999760030132926,2018-08-12 09:10:26,0,"5A-1067-52"
"1067",1189,0,0,2018-08-12 09:10:32,0,"5A-1067-53"
"2288",272,1,0.405479754869887,2018-08-12 09:13:30,29,"5A-2288-12"
"079",431,0,0.563179688116061,2018-08-12 09:13:31,24,"5A-079-17"
"1069",473,0,1,2018-08-12 09:14:21,0,"5A-1069-19"
"1069",474,1,0.000185369423874143,2018-08-12 09:14:51,0,"5A-1069-20"
"079",432,0,0.584032840501001,2018-08-12 09:15:35,2,"5A-079-17"
"2288",273,1,0.439893803161774,2018-08-12 09:16:34,0,"5A-2288-12"
"1069",475,1,0.0594019539891121,2018-08-12 09:16:55,1,"5A-1069-20"
"1069",476,1,0.0807108706569484,2018-08-12 09:17:44,0,"5A-1069-20"
"079",433,0,0.610427711692125,2018-08-12 09:17:56,0,"5A-079-17"
"1067",1190,0,0.0588992091813712,2018-08-12 09:18:43,2,"5A-1067-53"
"2288",274,1,0.487581991607755,2018-08-12 09:19:18,0,"5A-2288-12"
"1069",477,1,0.136388603537178,2018-08-12 09:19:35,0,"5A-1069-20"
"079",434,0,0.631025224381994,2018-08-12 09:19:58,0,"5A-079-17"
"1067",1191,0,0.100242687626492,2018-08-12 09:20:34,0,"5A-1067-53"
"1069",478,1,0.173597811595768,2018-08-12 09:20:55,0,"5A-1069-20"
"1069",479,1,0.199084725675038,2018-08-12 09:21:54,1,"5A-1069-20"
"1067",1192,0,0.131440560269434,2018-08-12 09:22:14,1,"5A-1067-53"
"2288",275,1,0.535746668570886,2018-08-12 09:22:27,0,"5A-2288-12"
"1069",480,1,0.243009799030008,2018-08-12 09:23:34,0,"5A-1069-20"
"1067",1193,0,0.176759950014825,2018-08-12 09:23:34,3,"5A-1067-53"
"2288",276,1,0.549040484799152,2018-08-12 09:23:37,1,"5A-2288-12"
"2288",277,1,0.570885488728222,2018-08-12 09:24:37,3,"5A-2288-12"
"079",435,0,0.738947810339751,2018-08-12 09:24:50,0,"5A-079-17"
"2288",278,1,0.597038599157096,2018-08-12 09:25:37,0,"5A-2288-12"
"1067",1194,0,0.268735283686607,2018-08-12 09:26:04,3,"5A-1067-53"
"079",436,0,0.783164584086569,2018-08-12 09:26:15,0,"5A-079-17"
"079",437,0,0.819575732630755,2018-08-12 09:27:43,0,"5A-079-17"
"1067",1195,0,0.308288924198904,2018-08-12 09:27:54,0,"5A-1067-53"
