"vehicle","chunk","start_datetime","end_datetime"
"077",0,2019-01-08 09:19:45,2019-01-08 09:19:45
"077",1,2019-01-08 13:45:36,2019-01-08 13:47:47
"077",2,2019-01-08 16:23:30,2019-01-08 16:23:30
"077",3,2019-01-08 16:35:03,2019-01-08 16:44:06
"077",4,2019-01-08 17:27:10,2019-01-08 20:12:18
"078",0,2019-01-08 06:00:39,2019-01-08 06:00:39
"078",1,2019-01-08 06:44:07,2019-01-08 06:44:27
"078",2,2019-01-08 07:07:47,2019-01-08 10:05:51
"078",3,2019-01-08 10:22:07,2019-01-08 10:32:53
"078",4,2019-01-08 10:39:37,2019-01-08 10:43:39
"078",5,2019-01-08 13:44:48,2019-01-08 19:16:21
"078",6,2019-01-08 19:30:37,2019-01-08 19:40:25
"078",7,2019-01-08 19:46:45,2019-01-08 19:46:55
"078",8,2019-01-09 01:12:29,2019-01-09 01:12:29
"078",9,2019-01-09 02:34:36,2019-01-09 02:34:50
"078",10,2019-01-09 03:07:15,2019-01-09 03:08:21
"079",0,2019-01-08 06:26:22,2019-01-08 11:09:40
"079",1,2019-01-08 11:15:10,2019-01-08 12:38:49
"079",2,2019-01-08 12:43:50,2019-01-08 13:17:14
"079",3,2019-01-08 13:46:44,2019-01-08 14:41:50
"079",4,2019-01-08 14:47:06,2019-01-08 20:08:52
"079",5,2019-01-09 00:00:24,2019-01-09 00:00:24
"082",0,2019-01-08 05:08:41,2019-01-08 05:08:41
"082",1,2019-01-08 06:02:02,2019-01-08 09:35:02
"082",2,2019-01-08 15:55:38,2019-01-08 15:55:48
"082",3,2019-01-08 16:06:28,2019-01-08 17:47:01
"082",4,2019-01-08 17:55:36,2019-01-08 20:25:56
"082",5,2019-01-08 21:00:23,2019-01-08 21:53:06
"082",6,2019-01-08 22:00:56,2019-01-08 22:50:05
"082",7,2019-01-08 22:59:20,2019-01-08 23:21:45
"082",8,2019-01-09 00:00:06,2019-01-09 00:00:06
"082",9,2019-01-09 00:39:36,2019-01-09 00:51:10
"082",10,2019-01-09 03:02:46,2019-01-09 03:04:09
"084",0,2019-01-08 05:06:32,2019-01-08 05:06:32
"084",1,2019-01-08 05:44:16,2019-01-08 05:45:56
"084",2,2019-01-08 05:51:06,2019-01-08 09:20:33
