"vehicle","route","chunk","start_datetime","end_datetime"
"077","15A",0,2019-01-08 09:19:45,2019-01-08 09:19:45
"077","4A",0,2019-01-08 13:45:36,2019-01-08 13:47:47
"077","4A",1,2019-01-08 16:23:30,2019-01-08 16:23:30
"077","4A",2,2019-01-08 16:35:03,2019-01-08 16:35:13
"077","4A",3,2019-01-08 16:37:39,2019-01-08 16:37:48
"077","4A",4,2019-01-08 16:40:29,2019-01-08 16:44:06
"077","4A",5,2019-01-08 17:27:10,2019-01-08 17:52:08
"077","4A",6,2019-01-08 17:54:11,2019-01-08 17:55:21
"077","4A",7,2019-01-08 18:00:01,2019-01-08 18:02:06
"077","4A",8,2019-01-08 18:10:43,2019-01-08 18:45:18
"077","4A",9,2019-01-08 18:47:28,2019-01-08 19:14:03
"077","4A",10,2019-01-08 19:17:47,2019-01-08 19:41:07
"077","4A",11,2019-01-08 19:49:55,2019-01-08 20:05:58
"077","4A",12,2019-01-08 20:10:26,2019-01-08 20:12:18
"078","9",0,2019-01-08 06:00:39,2019-01-08 06:00:39
"078","9",1,2019-01-08 06:44:07,2019-01-08 06:44:27
"078","9",2,2019-01-08 07:07:47,2019-01-08 07:07:57
"078","9",3,2019-01-08 07:11:06,2019-01-08 07:17:15
"078","9",4,2019-01-08 09:56:17,2019-01-08 10:05:51
"078","9",5,2019-01-08 10:22:07,2019-01-08 10:22:17
"078","9",6,2019-01-08 10:24:22,2019-01-08 10:24:32
"078","9",7,2019-01-08 10:27:20,2019-01-08 10:27:29
"078","9",8,2019-01-08 10:32:19,2019-01-08 10:32:53
"078","9",9,2019-01-08 10:39:37,2019-01-08 10:39:46
"078","9",10,2019-01-08 10:43:30,2019-01-08 10:43:39
"078","9",11,2019-01-08 13:44:48,2019-01-08 13:49:41
"078","9",12,2019-01-08 13:52:20,2019-01-08 13:52:29
"078","9",13,2019-01-08 19:01:38,2019-01-08 19:08:28
"078","9",14,2019-01-08 19:13:09,2019-01-08 19:16:21
"078","9",15,2019-01-08 19:30:37,2019-01-08 19:30:46
"078","9",16,2019-01-08 19:34:51,2019-01-08 19:36:17
"078","9",17,2019-01-08 19:40:16,2019-01-08 19:40:25
