"vehicle","route","chunk","start_datetime","end_datetime"
"077","15A",0,2019-01-21 05:07:05,2019-01-21 05:07:05
"077","15A",1,2019-01-21 06:31:15,2019-01-21 06:31:27
"077","15A",2,2019-01-21 06:46:11,2019-01-21 06:46:21
"077","15A",3,2019-01-21 08:32:17,2019-01-21 08:33:36
"077","15A",4,2019-01-21 08:35:49,2019-01-21 08:36:09
"077","15A",5,2019-01-21 08:38:24,2019-01-21 08:44:11
"077","15A",6,2019-01-21 09:28:03,2019-01-21 09:29:09
"077","15A",7,2019-01-21 09:51:42,2019-01-21 10:06:06
"077","15A",8,2019-01-21 10:09:34,2019-01-21 10:23:33
"077","15A",9,2019-01-21 10:26:03,2019-01-21 10:39:32
"077","15A",10,2019-01-21 11:07:29,2019-01-21 12:01:50
"077","15A",11,2019-01-21 12:04:10,2019-01-21 12:21:43
"077","15A",12,2019-01-21 12:31:14,2019-01-21 12:33:08
"077","15A",13,2019-01-21 12:47:16,2019-01-21 13:39:51
"077","15A",14,2019-01-21 13:43:02,2019-01-21 13:57:54
"077","15A",15,2019-01-21 14:28:55,2019-01-21 15:21:33
"077","15A",16,2019-01-21 15:24:07,2019-01-21 15:38:09
"077","15A",17,2019-01-21 16:07:47,2019-01-21 17:03:14
"077","15A",18,2019-01-21 17:05:42,2019-01-21 17:19:48
"077","15A",19,2019-01-21 17:30:52,2019-01-21 17:33:50
"077","15A",20,2019-01-21 17:36:49,2019-01-21 17:42:07
"077","15A",21,2019-01-21 17:55:46,2019-01-21 17:57:09
"077","15A",22,2019-01-21 21:30:38,2019-01-21 21:30:56
"077","15A",23,2019-01-21 21:40:15,2019-01-21 21:41:10
"077","15A",24,2019-01-21 21:43:25,2019-01-21 21:44:10
"078","9",0,2019-01-21 06:19:36,2019-01-21 06:19:36
"078","9",1,2019-01-21 06:34:11,2019-01-21 06:34:31
"078","9",2,2019-01-21 06:50:01,2019-01-21 06:50:31
"078","9",3,2019-01-21 07:11:28,2019-01-21 07:12:46
"078","9",4,2019-01-21 07:16:02,2019-01-21 07:18:18
"078","9",5,2019-01-21 09:56:01,2019-01-21 10:04:46
"078","9",6,2019-01-21 10:29:46,2019-01-21 10:29:56
"078","9",7,2019-01-21 10:33:02,2019-01-21 10:33:11
"078","9",8,2019-01-21 10:37:44,2019-01-21 10:38:43
"078","9",9,2019-01-21 12:07:29,2019-01-21 12:07:29
"078","9",10,2019-01-21 13:28:16,2019-01-21 13:28:56
"078","9",11,2019-01-21 13:45:56,2019-01-21 13:50:44
"078","9",12,2019-01-21 18:59:54,2019-01-21 19:07:33
"078","9",13,2019-01-21 19:09:45,2019-01-21 19:13:49
"078","9",14,2019-01-21 19:27:24,2019-01-21 19:27:49
"078","9",15,2019-01-21 19:36:53,2019-01-21 19:37:51
"078","9",16,2019-01-21 19:39:54,2019-01-21 19:46:43
"078","9",17,2019-01-21 20:08:08,2019-01-21 20:08:18
"079","2",0,2019-01-21 07:16:58,2019-01-21 07:17:27
"079","2",1,2019-01-21 07:37:39,2019-01-21 07:39:06
"079","2",2,2019-01-21 17:47:30,2019-01-21 17:49:36
"079","2",3,2019-01-21 17:56:06,2019-01-21 17:59:51
"079","2",4,2019-01-22 00:00:24,2019-01-22 00:00:24
"081","7A",0,2019-01-21 05:06:03,2019-01-21 05:06:03
"081","7A",1,2019-01-21 05:21:45,2019-01-21 05:23:54
"081","7A",2,2019-01-21 05:25:57,2019-01-21 05:36:15
"081","7A",3,2019-01-21 06:24:23,2019-01-21 06:26:51
"081","7A",4,2019-01-21 07:02:57,2019-01-21 07:03:42
"081","7A",5,2019-01-21 07:06:31,2019-01-21 07:07:17
"081","7A",6,2019-01-21 07:54:24,2019-01-21 08:02:44
"081","7A",7,2019-01-21 08:06:54,2019-01-21 08:09:22
"081","7A",8,2019-01-21 08:13:22,2019-01-21 08:19:30
"081","7A",9,2019-01-21 09:56:19,2019-01-21 09:58:06
"081","7A",10,2019-01-21 14:28:28,2019-01-21 14:30:09
"081","7A",11,2019-01-21 14:35:17,2019-01-21 14:42:51
"081","7A",12,2019-01-21 19:24:47,2019-01-21 19:35:22
"081","7A",13,2019-01-21 19:38:05,2019-01-21 19:38:22
"081","7A",14,2019-01-21 19:40:32,2019-01-21 19:45:51
"081","7A",15,2019-01-21 22:18:24,2019-01-21 22:20:18
"082","1",0,2019-01-21 06:30:24,2019-01-21 06:31:51
"082","1",1,2019-01-21 19:57:47,2019-01-21 19:59:48
"082","1",2,2019-01-21 20:05:56,2019-01-21 20:08:52
"082","1",3,2019-01-21 22:32:14,2019-01-21 22:33:52
"082","1",4,2019-01-21 23:02:14,2019-01-21 23:03:00
"082","1",5,2019-01-22 00:00:00,2019-01-22 00:00:00
"082","1",6,2019-01-22 01:54:56,2019-01-22 01:57:20
"084","2",0,2019-01-21 05:45:52,2019-01-21 05:47:16
"084","2",1,2019-01-21 09:11:39,2019-01-21 09:19:03
"084","2",2,2019-01-21 14:03:00,2019-01-21 14:03:10
"084","2",3,2019-01-21 14:09:07,2019-01-21 14:10:54
"084","2",4,2019-01-21 19:21:01,2019-01-21 19:29:24
"085","15A",0,2019-01-21 06:50:13,2019-01-21 06:50:34
"085","15A",1,2019-01-21 07:19:20,2019-01-21 07:21:20
"085","H5",0,2019-01-21 20:56:48,2019-01-21 20:57:09
"085","H5",1,2019-01-22 00:03:12,2019-01-22 00:23:15
"085","H5",2,2019-01-22 01:13:21,2019-01-22 01:16:50
"085","H5",3,2019-01-22 03:03:21,2019-01-22 03:03:31
"086","3",0,2019-01-21 06:39:30,2019-01-21 06:41:53
"086","3",1,2019-01-21 09:49:06,2019-01-21 09:49:55
"086","3",2,2019-01-21 09:54:25,2019-01-21 09:57:45
"086","3",3,2019-01-21 10:00:19,2019-01-21 10:01:07
"086","3",4,2019-01-21 14:42:42,2019-01-21 14:43:11
"086","3",5,2019-01-21 19:50:27,2019-01-21 19:52:15
"086","3",6,2019-01-21 19:57:05,2019-01-21 20:01:55
"086","3",7,2019-01-22 00:00:30,2019-01-22 00:00:30
"087","15A",0,2019-01-21 08:55:50,2019-01-21 08:56:22
"087","15A",1,2019-01-21 09:03:07,2019-01-21 09:04:53
"087","15A",2,2019-01-21 21:29:31,2019-01-21 21:30:03
"087","H5",0,2019-01-21 23:23:25,2019-01-21 23:44:31
"087","H5",1,2019-01-21 23:49:29,2019-01-21 23:50:19
"087","H5",2,2019-01-21 23:53:04,2019-01-21 23:54:41
"087","H5",3,2019-01-22 00:00:01,2019-01-22 00:00:01
"088","2",0,2019-01-21 05:05:26,2019-01-21 05:05:26
"088","2",1,2019-01-21 06:09:35,2019-01-21 06:13:33
"088","H5",0,2019-01-21 23:24:53,2019-01-21 23:45:55
"088","H5",1,2019-01-21 23:51:45,2019-01-21 23:53:33
"088","H5",2,2019-01-21 23:56:08,2019-01-21 23:58:36
"088","H5",3,2019-01-22 00:00:46,2019-01-22 00:00:46
"090","3",0,2019-01-21 07:42:36,2019-01-21 07:44:10
"090","3",1,2019-01-21 09:07:00,2019-01-21 09:09:17
"090","3",2,2019-01-21 09:13:15,2019-01-21 09:13:15
"090","3",3,2019-01-21 10:39:13,2019-01-21 10:40:00
"090","3",4,2019-01-21 10:43:58,2019-01-21 10:43:58
"090","4A",0,2019-01-21 16:03:37,2019-01-21 16:04:19
"090","4A",1,2019-01-21 16:08:17,2019-01-21 16:08:17
"090","4A",2,2019-01-21 16:46:36,2019-01-21 16:47:31
"090","4A",3,2019-01-21 16:50:53,2019-01-21 16:50:53
"090","4A",4,2019-01-21 16:53:00,2019-01-21 16:53:00
"090","4A",5,2019-01-21 16:55:47,2019-01-21 17:02:51
"090","4A",6,2019-01-21 17:04:53,2019-01-21 17:06:09
"090","4A",7,2019-01-21 17:17:33,2019-01-21 17:19:43
"090","4A",8,2019-01-21 19:45:18,2019-01-21 19:45:45
"090","4A",9,2019-01-21 19:47:54,2019-01-21 19:59:25
"090","4A",10,2019-01-21 20:03:23,2019-01-21 20:03:23
"090","4A",11,2019-01-21 20:12:19,2019-01-21 20:15:29
"090","4A",12,2019-01-21 20:19:27,2019-01-21 20:19:27
"090","4A",13,2019-01-22 00:01:45,2019-01-22 00:01:45
"090","4A",14,2019-01-22 02:46:09,2019-01-22 02:46:26
"090","4A",15,2019-01-22 02:49:03,2019-01-22 02:49:29
"090","4A",16,2019-01-22 02:53:27,2019-01-22 02:53:27
"094","9",0,2019-01-21 05:21:20,2019-01-21 05:21:20
"094","9",1,2019-01-21 06:39:27,2019-01-21 06:42:04
"094","9",2,2019-01-21 06:44:38,2019-01-21 06:46:59
"094","9",3,2019-01-21 09:20:18,2019-01-21 09:25:13
"094","9",4,2019-01-21 09:31:03,2019-01-21 09:38:09
"094","9",5,2019-01-21 11:35:28,2019-01-21 11:36:54
"094","9",6,2019-01-21 14:22:56,2019-01-21 14:28:27
"094","9",7,2019-01-21 19:45:33,2019-01-21 19:50:21
"094","9",8,2019-01-21 19:54:22,2019-01-21 19:56:10
"094","9",9,2019-01-22 00:00:34,2019-01-22 00:00:34
"095","5A",0,2019-01-21 05:43:21,2019-01-21 05:43:21
"095","5A",1,2019-01-21 06:27:06,2019-01-21 06:51:54
"095","5A",2,2019-01-21 20:26:35,2019-01-21 20:41:25
"095","5A",3,2019-01-21 20:43:35,2019-01-21 20:51:06
"095","5A",4,2019-01-21 20:53:36,2019-01-21 20:58:07
"095","5A",5,2019-01-22 00:00:00,2019-01-22 00:00:00
"096","2",0,2019-01-21 16:01:16,2019-01-21 16:02:19
"096","2",1,2019-01-21 16:06:19,2019-01-21 16:06:19
"096","2",2,2019-01-21 16:19:25,2019-01-21 16:19:25
"096","2",3,2019-01-21 16:23:25,2019-01-21 16:23:25
"096","2",4,2019-01-21 16:33:28,2019-01-21 16:34:28
"096","2",5,2019-01-21 16:38:27,2019-01-21 16:38:27
"096","2",6,2019-01-21 16:45:49,2019-01-21 16:45:49
"096","2",7,2019-01-21 16:54:46,2019-01-21 16:55:27
"096","2",8,2019-01-21 18:53:01,2019-01-21 18:53:29
"096","2",9,2019-01-21 18:56:04,2019-01-21 18:59:50
"096","2",10,2019-01-21 19:03:50,2019-01-21 19:03:50
"096","2",11,2019-01-21 21:16:35,2019-01-21 21:16:48
"096","2",12,2019-01-21 21:20:47,2019-01-21 21:20:47
"096","2",13,2019-01-21 21:55:35,2019-01-21 21:55:35
"096","2",14,2019-01-21 21:59:35,2019-01-21 22:00:03
"096","2",15,2019-01-21 22:02:14,2019-01-21 22:05:20
"096","2",16,2019-01-21 22:09:20,2019-01-21 22:09:20
"096","2",17,2019-01-21 22:57:06,2019-01-21 22:57:06
"096","2",18,2019-01-21 23:01:05,2019-01-21 23:01:05
"096","2",19,2019-01-22 00:01:06,2019-01-22 00:01:06
"096","3",0,2019-01-21 05:59:34,2019-01-21 05:59:34
"096","3",1,2019-01-21 14:57:43,2019-01-21 14:59:49
"096","3",2,2019-01-21 15:03:48,2019-01-21 15:03:48
"097","10",0,2019-01-21 13:08:53,2019-01-21 13:09:23
"097","10",1,2019-01-21 14:14:58,2019-01-21 14:16:00
"097","10",2,2019-01-21 14:36:25,2019-01-21 14:52:06
"097","10",3,2019-01-21 14:55:28,2019-01-21 14:56:19
"097","10",4,2019-01-21 19:34:47,2019-01-21 19:46:22
"097","10",5,2019-01-21 19:48:46,2019-01-21 19:53:52
"097","10",6,2019-01-21 21:56:42,2019-01-21 21:57:19
"097","10",7,2019-01-21 22:27:35,2019-01-21 22:28:34
"097","10",8,2019-01-21 22:42:00,2019-01-21 22:42:30
"097","10",9,2019-01-21 23:26:36,2019-01-21 23:28:20
"097","10",10,2019-01-22 00:00:21,2019-01-22 00:00:21
"097","4",0,2019-01-21 05:17:58,2019-01-21 05:17:58
"097","4",1,2019-01-21 05:51:47,2019-01-21 05:54:13
"097","4",2,2019-01-21 10:19:30,2019-01-21 10:21:57
"097","4",3,2019-01-21 10:24:50,2019-01-21 10:33:05
"097","4",4,2019-01-21 11:11:11,2019-01-21 11:11:53
"098","1",0,2019-01-21 14:26:09,2019-01-21 14:26:37
"098","10",0,2019-01-21 14:08:05,2019-01-21 14:18:23
"098","10",1,2019-01-21 18:52:52,2019-01-21 19:01:35
"098","10",2,2019-01-21 19:05:40,2019-01-21 19:10:43
"098","10",3,2019-01-21 21:22:00,2019-01-21 21:24:08
"098","10",4,2019-01-21 22:06:33,2019-01-21 22:06:57
"098","10",5,2019-01-21 22:18:40,2019-01-21 22:21:36
"098","10",6,2019-01-22 00:00:08,2019-01-22 00:00:08
"098","8",0,2019-01-21 05:06:57,2019-01-21 05:06:57
"098","8",1,2019-01-21 05:36:05,2019-01-21 05:38:09
"098","8",2,2019-01-21 05:40:30,2019-01-21 05:47:37
"098","8",3,2019-01-21 09:39:30,2019-01-21 09:52:52
"098","8",4,2019-01-21 09:55:42,2019-01-21 09:56:45
"098","8",5,2019-01-21 09:59:15,2019-01-21 09:59:25
"098","8",6,2019-01-21 10:02:50,2019-01-21 10:03:56
"098","8",7,2019-01-21 11:41:40,2019-01-21 11:41:49
"098","8",8,2019-01-21 11:43:59,2019-01-21 11:45:50
"098","8",9,2019-01-21 14:24:54,2019-01-21 14:25:04
"098","8",10,2019-01-21 15:44:41,2019-01-21 15:44:41
"098","8",11,2019-01-21 15:51:00,2019-01-21 15:51:20
"098","8",12,2019-01-21 16:11:31,2019-01-21 16:11:31
"098","8",13,2019-01-21 16:17:58,2019-01-21 16:29:30
"098","8",14,2019-01-21 16:32:10,2019-01-21 16:33:30
"098","8",15,2019-01-21 16:42:46,2019-01-21 16:51:16
"098","8",16,2019-01-21 16:57:25,2019-01-21 17:00:44
"098","8",17,2019-01-21 17:17:57,2019-01-21 17:25:37
"098","8",18,2019-01-21 17:51:18,2019-01-21 17:55:17
"098","8",19,2019-01-21 18:04:08,2019-01-21 18:27:05
"098","8",20,2019-01-21 18:35:16,2019-01-21 18:44:39
"1006","10",0,2019-01-21 05:48:53,2019-01-21 05:49:03
"1006","10",1,2019-01-21 05:54:03,2019-01-21 06:03:45
"1006","10",2,2019-01-21 09:02:49,2019-01-21 09:10:04
"1006","10",3,2019-01-21 09:12:07,2019-01-21 09:17:08
"1006","10",4,2019-01-21 14:54:06,2019-01-21 15:03:47
"1006","10",5,2019-01-21 19:52:24,2019-01-21 20:01:21
"1006","10",6,2019-01-21 20:11:28,2019-01-21 20:16:14
"1006","10",7,2019-01-22 00:00:18,2019-01-22 00:00:18
"101","12",0,2019-01-21 06:12:04,2019-01-21 06:12:04
"101","12",1,2019-01-21 06:43:48,2019-01-21 07:02:45
"101","12",2,2019-01-21 20:30:04,2019-01-21 20:51:55
"101","12",3,2019-01-21 20:55:53,2019-01-21 20:57:16
"101","12",4,2019-01-21 21:00:00,2019-01-21 21:02:21
"101","12",5,2019-01-21 22:40:47,2019-01-21 22:41:17
"101","12",6,2019-01-21 23:38:24,2019-01-21 23:38:52
"101","12",7,2019-01-21 23:45:51,2019-01-21 23:45:51
"101","12",8,2019-01-22 01:21:34,2019-01-22 01:21:34
"101","12",9,2019-01-22 03:37:59,2019-01-22 03:43:32
"1017","3",0,2019-01-22 03:34:03,2019-01-22 03:34:03
"1017","3",1,2019-01-22 03:45:54,2019-01-22 03:55:04
"1017","8",0,2019-01-21 05:12:14,2019-01-21 05:12:14
"1017","8",1,2019-01-21 05:56:27,2019-01-21 06:07:14
"1017","8",2,2019-01-21 20:43:03,2019-01-21 20:52:21
"1017","8",3,2019-01-21 20:56:46,2019-01-21 21:03:46
"1017","8",4,2019-01-21 22:12:35,2019-01-21 22:13:47
"1017","8",5,2019-01-22 00:00:17,2019-01-22 00:00:17
"1028","10",0,2019-01-21 06:27:35,2019-01-21 06:28:11
"1028","10",1,2019-01-21 06:33:11,2019-01-21 06:44:02
