"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-11-13 06:26:47,2018-11-13 06:26:47
"077",1,2018-11-13 06:39:01,2018-11-13 06:39:26
"077",2,2018-11-13 06:45:34,2018-11-13 10:05:18
"077",3,2018-11-13 10:42:42,2018-11-13 10:43:30
"077",4,2018-11-13 13:31:04,2018-11-13 13:31:18
"077",5,2018-11-13 14:35:00,2018-11-13 14:36:32
"077",6,2018-11-13 15:09:05,2018-11-13 15:09:30
"077",7,2018-11-13 15:29:48,2018-11-13 15:30:21
"077",8,2018-11-13 15:53:09,2018-11-13 15:55:57
"077",9,2018-11-13 16:02:00,2018-11-13 16:36:03
"077",10,2018-11-13 16:43:04,2018-11-13 19:07:21
"077",11,2018-11-13 19:41:56,2018-11-13 19:42:48
"078",0,2018-11-13 06:18:47,2018-11-13 06:18:47
"078",1,2018-11-13 06:25:40,2018-11-13 06:28:29
"078",2,2018-11-13 06:36:14,2018-11-13 09:26:50
"078",3,2018-11-13 09:34:10,2018-11-13 09:37:58
"078",4,2018-11-13 10:21:32,2018-11-13 10:21:42
"078",5,2018-11-13 10:28:16,2018-11-13 10:30:13
"078",6,2018-11-13 11:08:58,2018-11-13 11:10:34
"078",7,2018-11-13 13:21:40,2018-11-13 13:22:00
"078",8,2018-11-13 14:12:49,2018-11-13 14:14:29
"078",9,2018-11-13 14:22:19,2018-11-13 19:51:01
"078",10,2018-11-13 20:17:13,2018-11-13 20:17:23
"078",11,2018-11-13 20:22:40,2018-11-13 20:26:49
"078",12,2018-11-13 20:32:04,2018-11-13 20:34:43
"078",13,2018-11-13 20:41:34,2018-11-13 20:41:44
"079",0,2018-11-13 06:54:42,2018-11-13 10:06:45
"079",1,2018-11-13 10:12:11,2018-11-13 14:51:46
"079",2,2018-11-13 14:56:47,2018-11-13 19:18:03
"079",3,2018-11-13 19:36:53,2018-11-13 19:42:20
"079",4,2018-11-13 19:55:05,2018-11-13 21:21:52
"079",5,2018-11-14 00:00:24,2018-11-14 00:00:24
"081",0,2018-11-13 05:39:50,2018-11-13 10:23:18
"081",1,2018-11-13 10:49:07,2018-11-13 10:50:02
"081",2,2018-11-13 14:20:01,2018-11-13 14:20:33
"081",3,2018-11-13 14:58:12,2018-11-13 14:58:38
"081",4,2018-11-13 15:17:32,2018-11-13 15:17:47
"081",5,2018-11-13 15:50:24,2018-11-13 15:50:42
"081",6,2018-11-13 16:15:06,2018-11-13 16:17:01
"081",7,2018-11-13 16:53:25,2018-11-13 16:53:34
"081",8,2018-11-13 17:05:18,2018-11-13 17:11:58
"081",9,2018-11-13 18:28:37,2018-11-13 18:30:15
"081",10,2018-11-13 21:45:07,2018-11-13 21:52:41
"082",0,2018-11-13 05:22:42,2018-11-13 05:22:42
"082",1,2018-11-13 06:14:33,2018-11-13 06:18:24
"082",2,2018-11-13 06:28:20,2018-11-13 06:28:58
"082",3,2018-11-13 06:35:07,2018-11-13 17:16:52
"082",4,2018-11-13 17:22:12,2018-11-13 21:14:54
"082",5,2018-11-14 00:00:27,2018-11-14 00:00:27
"083",0,2018-11-13 06:21:49,2018-11-13 09:14:56
"083",1,2018-11-13 09:35:46,2018-11-13 09:36:16
"083",2,2018-11-13 11:19:59,2018-11-13 11:24:10
"083",3,2018-11-13 14:19:12,2018-11-13 19:47:43
"083",4,2018-11-14 00:02:45,2018-11-14 00:02:45
"084",0,2018-11-13 05:08:24,2018-11-13 05:08:24
"084",1,2018-11-13 05:44:25,2018-11-13 09:19:45
"084",2,2018-11-13 14:11:07,2018-11-13 19:27:43
"085",0,2018-11-13 05:15:32,2018-11-13 05:15:32
"085",1,2018-11-13 06:11:01,2018-11-13 08:40:59
"085",2,2018-11-13 08:57:26,2018-11-13 08:57:46
"085",3,2018-11-13 09:30:30,2018-11-13 11:49:01
"085",4,2018-11-13 11:55:53,2018-11-13 12:10:26
"085",5,2018-11-13 15:22:59,2018-11-13 15:23:32
"085",6,2018-11-13 15:51:36,2018-11-13 15:51:49
"085",7,2018-11-13 20:37:32,2018-11-13 20:38:30
"085",8,2018-11-14 00:00:23,2018-11-14 00:00:23
"085",9,2018-11-14 02:12:00,2018-11-14 02:12:40
"086",0,2018-11-13 05:13:22,2018-11-13 05:45:50
"086",1,2018-11-13 05:52:35,2018-11-13 06:33:17
"086",2,2018-11-13 08:28:17,2018-11-13 08:36:26
"086",3,2018-11-13 08:43:30,2018-11-13 08:44:18
"086",4,2018-11-13 08:53:44,2018-11-13 14:34:22
"086",5,2018-11-13 14:39:41,2018-11-13 19:36:47
"086",6,2018-11-13 19:42:35,2018-11-13 22:02:23
"086",7,2018-11-14 00:00:02,2018-11-14 00:00:02
"087",0,2018-11-13 04:00:04,2018-11-13 06:15:36
"087",1,2018-11-13 06:25:10,2018-11-13 09:42:23
"087",2,2018-11-13 14:43:36,2018-11-13 19:31:57
"087",3,2018-11-14 00:00:27,2018-11-14 00:00:27
"088",0,2018-11-13 07:36:23,2018-11-13 17:56:32
"090",0,2018-11-13 06:14:28,2018-11-13 09:26:29
"090",1,2018-11-13 14:31:48,2018-11-13 16:58:29
"090",2,2018-11-13 17:04:54,2018-11-13 17:48:28
"090",3,2018-11-13 18:29:28,2018-11-13 18:33:31
"090",4,2018-11-14 00:07:01,2018-11-14 00:07:01
"093",0,2018-11-13 06:21:28,2018-11-13 06:21:28
"093",1,2018-11-13 06:35:08,2018-11-13 06:37:43
"093",2,2018-11-13 06:55:14,2018-11-13 06:55:56
"093",3,2018-11-13 07:04:13,2018-11-13 18:31:42
"093",4,2018-11-13 22:15:13,2018-11-13 22:16:34
"093",5,2018-11-14 00:00:25,2018-11-14 00:00:25
"094",0,2018-11-13 06:56:04,2018-11-13 06:56:27
"094",1,2018-11-13 07:10:52,2018-11-13 10:05:22
"094",2,2018-11-13 13:45:36,2018-11-13 19:11:08
"094",3,2018-11-14 00:00:03,2018-11-14 00:00:03
"095",0,2018-11-13 09:59:19,2018-11-13 09:59:38
"095",1,2018-11-13 10:36:33,2018-11-13 10:38:42
"095",2,2018-11-13 13:55:42,2018-11-13 19:09:00
"095",3,2018-11-14 00:00:05,2018-11-14 00:00:05
"096",0,2018-11-13 06:00:47,2018-11-13 09:36:35
"096",1,2018-11-13 14:31:10,2018-11-13 19:47:10
"096",2,2018-11-14 00:03:11,2018-11-14 00:03:11
"097",0,2018-11-13 09:16:54,2018-11-13 09:19:09
"097",1,2018-11-13 09:40:18,2018-11-13 09:40:51
"097",2,2018-11-13 10:25:17,2018-11-13 10:26:30
"097",3,2018-11-13 13:39:16,2018-11-13 13:43:57
"097",4,2018-11-13 16:19:31,2018-11-13 16:20:33
"097",5,2018-11-13 16:33:11,2018-11-13 17:35:51
"097",6,2018-11-13 18:15:05,2018-11-13 19:21:47
"097",7,2018-11-13 20:10:47,2018-11-13 20:27:08
"097",8,2018-11-13 20:35:08,2018-11-13 20:41:17
"097",9,2018-11-13 22:52:06,2018-11-13 22:53:21
"097",10,2018-11-13 23:39:36,2018-11-13 23:40:18
"097",11,2018-11-14 00:00:18,2018-11-14 00:00:18
"097",12,2018-11-14 01:57:50,2018-11-14 02:00:43
"098",0,2018-11-13 05:12:52,2018-11-13 07:34:44
"098",1,2018-11-13 07:40:02,2018-11-13 10:04:53
"098",2,2018-11-13 10:41:04,2018-11-13 10:41:14
"098",3,2018-11-13 11:14:51,2018-11-13 11:15:00
"098",4,2018-11-13 14:34:13,2018-11-13 14:34:32
"098",5,2018-11-13 15:12:09,2018-11-13 20:02:35
"098",6,2018-11-13 21:57:02,2018-11-13 21:57:21
"098",7,2018-11-13 22:31:59,2018-11-13 22:33:45
"098",8,2018-11-13 23:29:46,2018-11-13 23:31:37
"098",9,2018-11-14 00:00:08,2018-11-14 00:00:08
"1006",0,2018-11-13 05:58:34,2018-11-13 05:58:34
"1006",1,2018-11-13 06:07:05,2018-11-13 06:08:36
"1006",2,2018-11-13 06:15:27,2018-11-13 09:57:32
"1006",3,2018-11-13 14:48:06,2018-11-13 19:57:58
"1006",4,2018-11-14 00:00:22,2018-11-14 00:00:22
"101",0,2018-11-13 05:24:32,2018-11-13 05:24:32
"101",1,2018-11-13 05:41:42,2018-11-13 05:45:33
"101",2,2018-11-13 05:58:03,2018-11-13 08:56:01
"101",3,2018-11-13 11:29:44,2018-11-13 11:36:04
"101",4,2018-11-13 15:35:46,2018-11-13 17:00:41
"101",5,2018-11-13 17:05:55,2018-11-13 19:36:15
"1017",0,2018-11-13 04:00:14,2018-11-13 05:42:02
"1017",1,2018-11-13 05:48:44,2018-11-13 10:07:04
"1017",2,2018-11-13 10:45:22,2018-11-13 10:46:18
"1017",3,2018-11-13 15:16:12,2018-11-13 15:16:47
"1017",4,2018-11-13 16:28:42,2018-11-13 16:33:18
"1017",5,2018-11-13 16:41:48,2018-11-13 20:17:03
"1017",6,2018-11-13 22:03:57,2018-11-13 22:04:34
"1017",7,2018-11-13 22:39:02,2018-11-13 22:39:45
"1017",8,2018-11-14 00:00:16,2018-11-14 00:00:16
"1017",9,2018-11-14 01:06:08,2018-11-14 01:08:33
"1028",0,2018-11-13 06:19:11,2018-11-13 09:51:56
"1028",1,2018-11-13 13:45:30,2018-11-13 19:04:15
"1028",2,2018-11-13 22:15:28,2018-11-13 22:24:38
"1028",3,2018-11-14 00:04:39,2018-11-14 00:04:39
"1028",4,2018-11-14 00:57:55,2018-11-14 01:52:17
"1032",0,2018-11-13 04:16:34,2018-11-13 09:17:06
"1032",1,2018-11-13 13:25:50,2018-11-13 13:27:53
"1032",2,2018-11-13 15:45:46,2018-11-13 19:24:10
"1032",3,2018-11-13 21:26:01,2018-11-13 21:26:24
"1032",4,2018-11-13 21:39:04,2018-11-13 21:39:24
"1032",5,2018-11-13 21:55:12,2018-11-13 21:56:56
"1032",6,2018-11-14 00:00:08,2018-11-14 00:00:08
"104",0,2018-11-13 05:04:18,2018-11-13 10:13:37
"104",1,2018-11-13 14:14:26,2018-11-13 15:49:20
"104",2,2018-11-13 15:55:09,2018-11-13 19:19:01
"1045",0,2018-11-13 06:52:00,2018-11-13 06:52:10
"1045",1,2018-11-13 06:59:10,2018-11-13 12:44:00
"1045",2,2018-11-13 12:49:20,2018-11-13 21:54:32
"1045",3,2018-11-14 00:00:13,2018-11-14 00:00:13
"1046",0,2018-11-13 06:46:09,2018-11-13 06:46:18
"1046",1,2018-11-13 06:55:08,2018-11-13 10:06:00
"1046",2,2018-11-13 10:13:28,2018-11-13 10:15:39
"1046",3,2018-11-13 11:46:20,2018-11-13 13:56:29
