"VEHICLE","KIND","DATE_OF","TERMINAL","route_original","TRAIN_TABLE","CARD_NUM_SEC","ROUTE","DATE","lon","lat"
"1032",17,"12.08.2018 10:25:24",92531597,"3",0,20278,"3",2018-08-12 10:25:24,28.636045,50.278633
"1032",14,"12.08.2018 10:26:15",80035930,"3",8,20715,"3",2018-08-12 10:26:15,28.632366,50.279308
"1032",17,"12.08.2018 10:26:30",92531597,"3",0,20278,"3",2018-08-12 10:26:30,28.632366,50.279308
"1032",14,"12.08.2018 10:26:43",80035930,"3",8,20715,"3",2018-08-12 10:26:43,28.632033,50.279335
"1032",14,"12.08.2018 10:27:26",80035930,"3",8,20715,"3",2018-08-12 10:27:26,28.62804,50.28004
"1032",14,"12.08.2018 10:38:43",80035930,"3",8,20715,"3",2018-08-12 10:38:43,28.607663,50.283483
"1032",14,"12.08.2018 10:39:04",80035930,"3",8,20715,"3",2018-08-12 10:39:04,28.60831,50.283386
"1032",14,"12.08.2018 10:39:32",80035930,"3",8,20715,"3",2018-08-12 10:39:32,28.609951,50.283091
"1032",14,"12.08.2018 10:39:52",80035930,"3",8,20715,"3",2018-08-12 10:39:52,28.611406,50.282815
"1032",14,"12.08.2018 10:41:14",80035930,"3",8,20715,"3",2018-08-12 10:41:14,28.61731,50.281758
"1032",17,"12.08.2018 10:41:51",92531597,"3",0,20278,"3",2018-08-12 10:41:51,28.618583,50.281531
"1032",14,"12.08.2018 10:42:24",80035930,"3",8,20715,"3",2018-08-12 10:42:24,28.621011,50.281086
"1032",14,"12.08.2018 10:42:26",80035930,"3",8,20715,"3",2018-08-12 10:42:26,28.621011,50.281086
"1032",14,"12.08.2018 10:42:47",80035930,"3",8,20715,"3",2018-08-12 10:42:47,28.622925,50.280715
"1032",14,"12.08.2018 10:43:18",80035930,"3",8,20715,"3",2018-08-12 10:43:18,28.625891,50.280208
"1032",14,"12.08.2018 10:43:19",80035930,"3",8,20715,"3",2018-08-12 10:43:19,28.625891,50.280208
"1032",14,"12.08.2018 10:43:42",80035930,"3",8,20715,"3",2018-08-12 10:43:42,28.628605,50.279736
"1032",14,"12.08.2018 10:44:15",80035930,"3",8,20715,"3",2018-08-12 10:44:15,28.63117,50.279245
"1032",17,"12.08.2018 10:44:54",80035930,"3",8,20715,"3",2018-08-12 10:44:54,28.632486,50.279036
"1032",14,"12.08.2018 10:45:22",80035930,"3",8,20715,"3",2018-08-12 10:45:22,28.635036,50.278623
"1032",14,"12.08.2018 10:47:35",80035930,"3",8,20715,"3",2018-08-12 10:47:35,28.641735,50.277443
"1032",14,"12.08.2018 10:47:37",80035930,"3",8,20715,"3",2018-08-12 10:47:37,28.642213,50.277341
"1032",14,"12.08.2018 10:47:43",80035930,"3",8,20715,"3",2018-08-12 10:47:43,28.642213,50.277341
"1032",14,"12.08.2018 10:48:19",80035930,"3",8,20715,"3",2018-08-12 10:48:19,28.64581,50.276356
"1032",14,"12.08.2018 10:48:24",80035930,"3",8,20715,"3",2018-08-12 10:48:24,28.646181,50.27611
"1032",14,"12.08.2018 10:49:00",80035930,"3",8,20715,"3",2018-08-12 10:49:00,28.647638,50.2741
"1032",14,"12.08.2018 10:49:58",80035930,"3",8,20715,"3",2018-08-12 10:49:58,28.648036,50.27109
"1032",14,"12.08.2018 10:50:07",80035930,"3",8,20715,"3",2018-08-12 10:50:07,28.648158,50.270455
"1032",17,"12.08.2018 10:51:55",92531597,"3",0,20278,"3",2018-08-12 10:51:55,28.648675,50.266546
"1032",14,"12.08.2018 10:53:53",80035930,"3",8,20715,"3",2018-08-12 10:53:53,28.650103,50.262455
"1032",14,"12.08.2018 10:54:16",80035930,"3",8,20715,"3",2018-08-12 10:54:16,28.651258,50.261865
"1032",14,"12.08.2018 10:54:42",80035930,"3",8,20715,"3",2018-08-12 10:54:42,28.653121,50.261073
"1032",14,"12.08.2018 10:55:01",80035930,"3",8,20715,"3",2018-08-12 10:55:01,28.653521,50.260896
"1032",14,"12.08.2018 10:59:32",80035930,"3",8,20715,"3",2018-08-12 10:59:32,28.660316,50.2564
"1032",17,"12.08.2018 11:01:18",92531597,"3",0,20278,"3",2018-08-12 11:01:18,28.660873,50.255228
"1032",14,"12.08.2018 11:02:15",80035930,"3",8,20715,"3",2018-08-12 11:02:15,28.66226,50.253818
"1032",14,"12.08.2018 11:09:25",80035930,"3",8,20715,"3",2018-08-12 11:09:25,28.681168,50.24683
"1032",14,"12.08.2018 11:10:40",80035930,"3",8,20715,"3",2018-08-12 11:10:40,28.684056,50.245286
"1032",14,"12.08.2018 11:11:43",80035930,"3",8,20715,"3",2018-08-12 11:11:43,28.68605,50.244236
"1032",14,"12.08.2018 11:11:47",80035930,"3",8,20715,"3",2018-08-12 11:11:47,28.686383,50.244026
"1032",14,"12.08.2018 11:13:46",80035930,"3",8,20715,"3",2018-08-12 11:13:46,28.691295,50.240815
"1032",14,"12.08.2018 11:13:52",80035930,"3",8,20715,"3",2018-08-12 11:13:52,28.69166,50.240578
"1032",14,"12.08.2018 11:13:54",80035930,"3",8,20715,"3",2018-08-12 11:13:54,28.692003,50.240346
"1032",14,"12.08.2018 11:14:03",80035930,"3",8,20715,"3",2018-08-12 11:14:03,28.692406,50.240036
"1032",17,"12.08.2018 11:16:32",92531597,"3",0,20278,"3",2018-08-12 11:16:32,28.700538,50.237968
"1032",14,"12.08.2018 11:17:41",80035930,"3",8,20715,"3",2018-08-12 11:17:41,28.70198,50.238656
"1032",14,"12.08.2018 11:19:51",80035930,"3",8,20715,"3",2018-08-12 11:19:51,28.702435,50.243125
"1032",14,"12.08.2018 11:19:53",80035930,"3",8,20715,"3",2018-08-12 11:19:53,28.702435,50.243125
"1032",14,"12.08.2018 11:20:52",80035930,"3",8,20715,"3",2018-08-12 11:20:52,28.702891,50.24608
"1032",14,"12.08.2018 11:20:54",80035930,"3",8,20715,"3",2018-08-12 11:20:54,28.702891,50.24608
"1032",14,"12.08.2018 11:20:55",80035930,"3",8,20715,"3",2018-08-12 11:20:55,28.702891,50.24608
"1032",14,"12.08.2018 11:22:10",80035930,"3",8,20715,"3",2018-08-12 11:22:10,28.703303,50.249028
"1032",14,"12.08.2018 11:26:19",80035930,"3",8,20715,"3",2018-08-12 11:26:19,28.703131,50.259415
"1032",14,"12.08.2018 11:26:21",80035930,"3",8,20715,"3",2018-08-12 11:26:21,28.703118,50.259771
"1032",14,"12.08.2018 11:26:50",80035930,"3",8,20715,"3",2018-08-12 11:26:50,28.70305,50.262126
"1032",14,"12.08.2018 11:29:15",80035930,"3",8,20715,"3",2018-08-12 11:29:15,28.697393,50.267975
"1032",14,"12.08.2018 11:29:33",80035930,"3",8,20715,"3",2018-08-12 11:29:33,28.697441,50.26856
"1032",14,"12.08.2018 11:33:33",80035930,"3",8,20715,"3",2018-08-12 11:33:33,28.689866,50.266998
"1032",14,"12.08.2018 11:34:13",80035930,"3",8,20715,"3",2018-08-12 11:34:13,28.686758,50.265678
"1032",14,"12.08.2018 11:34:14",80035930,"3",8,20715,"3",2018-08-12 11:34:14,28.686758,50.265678
"1032",14,"12.08.2018 11:34:39",80035930,"3",8,20715,"3",2018-08-12 11:34:39,28.686146,50.265416
"1032",14,"12.08.2018 11:36:10",80035930,"3",8,20715,"3",2018-08-12 11:36:10,28.681906,50.263678
"1032",14,"12.08.2018 11:36:12",80035930,"3",8,20715,"3",2018-08-12 11:36:12,28.681906,50.263678
"1032",14,"12.08.2018 11:40:38",80035930,"3",8,20715,"3",2018-08-12 11:40:38,28.670913,50.258795
"1032",14,"12.08.2018 11:41:15",80035930,"3",8,20715,"3",2018-08-12 11:41:15,28.668755,50.257913
"1032",14,"12.08.2018 11:41:17",80035930,"3",8,20715,"3",2018-08-12 11:41:17,28.668755,50.257913
"1032",14,"12.08.2018 11:41:55",80035930,"3",8,20715,"3",2018-08-12 11:41:55,28.66811,50.257638
"1032",14,"12.08.2018 11:42:31",80035930,"3",8,20715,"3",2018-08-12 11:42:31,28.666461,50.257205
"1032",14,"12.08.2018 11:43:11",80035930,"3",8,20715,"3",2018-08-12 11:43:11,28.664711,50.256865
"1032",14,"12.08.2018 11:43:24",80035930,"3",8,20715,"3",2018-08-12 11:43:24,28.664348,50.256801
"1032",14,"12.08.2018 11:43:36",80035930,"3",8,20715,"3",2018-08-12 11:43:36,28.663985,50.256765
"1032",14,"12.08.2018 11:44:29",80035930,"3",8,20715,"3",2018-08-12 11:44:29,28.661888,50.256231
"1032",14,"12.08.2018 11:45:12",80035930,"3",8,20715,"3",2018-08-12 11:45:12,28.660308,50.256403
"1032",14,"12.08.2018 11:45:14",80035930,"3",8,20715,"3",2018-08-12 11:45:14,28.660308,50.256403
"1032",14,"12.08.2018 11:45:19",80035930,"3",8,20715,"3",2018-08-12 11:45:19,28.660308,50.256403
"1032",14,"12.08.2018 11:46:19",80035930,"3",8,20715,"3",2018-08-12 11:46:19,28.657995,50.256516
"1032",14,"12.08.2018 11:46:21",80035930,"3",8,20715,"3",2018-08-12 11:46:21,28.657995,50.256516
"1032",14,"12.08.2018 11:47:15",80035930,"3",8,20715,"3",2018-08-12 11:47:15,28.657536,50.256405
"1032",14,"12.08.2018 11:47:38",80035930,"3",8,20715,"3",2018-08-12 11:47:38,28.65728,50.256388
"1032",14,"12.08.2018 11:47:39",80035930,"3",8,20715,"3",2018-08-12 11:47:39,28.657245,50.256391
"1032",14,"12.08.2018 11:47:40",80035930,"3",8,20715,"3",2018-08-12 11:47:40,28.657211,50.256393
"1032",14,"12.08.2018 11:48:26",80035930,"3",8,20715,"3",2018-08-12 11:48:26,28.656,50.257931
"1032",14,"12.08.2018 11:48:59",80035930,"3",8,20715,"3",2018-08-12 11:48:59,28.656,50.257931
"1032",14,"12.08.2018 11:50:04",80035930,"3",8,20715,"3",2018-08-12 11:50:04,28.654203,50.260333
"1032",14,"12.08.2018 11:54:32",80035930,"3",8,20715,"3",2018-08-12 11:54:32,28.648806,50.26679
"1032",14,"12.08.2018 11:55:02",80035930,"3",8,20715,"3",2018-08-12 11:55:02,28.648746,50.267455
"1032",14,"12.08.2018 11:58:13",80035930,"3",8,20715,"3",2018-08-12 11:58:13,28.646095,50.2763
"1032",14,"12.08.2018 12:03:00",80035930,"3",8,20715,"3",2018-08-12 12:03:00,28.633498,50.279046
"1032",14,"12.08.2018 12:03:09",80035930,"3",8,20715,"3",2018-08-12 12:03:09,28.63278,50.279185
"1032",14,"12.08.2018 12:03:40",80035930,"3",8,20715,"3",2018-08-12 12:03:40,28.63196,50.279298
"1032",14,"12.08.2018 12:03:42",80035930,"3",8,20715,"3",2018-08-12 12:03:42,28.63196,50.279298
"1032",14,"12.08.2018 12:04:16",80035930,"3",8,20715,"3",2018-08-12 12:04:16,28.628941,50.279881
"1032",14,"12.08.2018 12:04:46",80035930,"3",8,20715,"3",2018-08-12 12:04:46,28.626005,50.280408
"1032",14,"12.08.2018 12:05:22",80035930,"3",8,20715,"3",2018-08-12 12:05:22,28.622976,50.28093
"1032",14,"12.08.2018 12:47:34",80035930,"3",8,20715,"3",2018-08-12 12:47:34,28.605365,50.283913
"1032",14,"12.08.2018 12:49:49",80035930,"3",8,20715,"3",2018-08-12 12:49:49,28.613715,50.282398
"1032",14,"12.08.2018 12:52:08",80035930,"3",8,20715,"3",2018-08-12 12:52:08,28.62293,50.280728
"1032",14,"12.08.2018 12:52:26",80035930,"3",8,20715,"3",2018-08-12 12:52:26,28.62441,50.280473
"1032",14,"12.08.2018 12:52:28",80035930,"3",8,20715,"3",2018-08-12 12:52:28,28.62441,50.280473
"1032",14,"12.08.2018 12:56:58",80035930,"3",8,20715,"3",2018-08-12 12:56:58,28.640783,50.277566
"1032",14,"12.08.2018 12:57:00",80035930,"3",8,20715,"3",2018-08-12 12:57:00,28.640783,50.277566
"1032",14,"12.08.2018 13:00:59",80035930,"3",8,20715,"3",2018-08-12 13:00:59,28.648521,50.268158
"1032",14,"12.08.2018 13:04:00",80035930,"3",8,20715,"3",2018-08-12 13:04:00,28.650368,50.262221
"1032",14,"12.08.2018 13:04:27",80035930,"3",8,20715,"3",2018-08-12 13:04:27,28.652523,50.261315
"1032",14,"12.08.2018 13:05:16",80035930,"3",8,20715,"3",2018-08-12 13:05:16,28.654088,50.26036
"1032",14,"12.08.2018 13:05:42",80035930,"3",8,20715,"3",2018-08-12 13:05:42,28.654753,50.25943
"1032",17,"12.08.2018 13:10:57",92531597,"3",0,20278,"3",2018-08-12 13:10:57,28.660975,50.255245
"1032",14,"12.08.2018 13:12:15",80035930,"3",8,20715,"3",2018-08-12 13:12:15,28.661521,50.254181
"1032",14,"12.08.2018 13:12:16",80035930,"3",8,20715,"3",2018-08-12 13:12:16,28.661521,50.254181
"1032",17,"12.08.2018 13:13:28",92531597,"3",0,20278,"3",2018-08-12 13:13:28,28.665521,50.25369
"1032",14,"12.08.2018 13:14:08",80035930,"3",8,20715,"3",2018-08-12 13:14:08,28.66716,50.253126
"1032",14,"12.08.2018 13:14:53",80035930,"3",8,20715,"3",2018-08-12 13:14:53,28.669623,50.251976
"1032",17,"12.08.2018 13:15:12",92531597,"3",0,20278,"3",2018-08-12 13:15:12,28.670671,50.251426
"1032",14,"12.08.2018 13:15:46",80035930,"3",8,20715,"3",2018-08-12 13:15:46,28.67172,50.250856
"1032",14,"12.08.2018 13:16:24",80035930,"3",8,20715,"3",2018-08-12 13:16:24,28.674471,50.249764
"1032",14,"12.08.2018 13:16:38",80035930,"3",8,20715,"3",2018-08-12 13:16:38,28.67505,50.249563
"1032",14,"12.08.2018 13:16:39",80035930,"3",8,20715,"3",2018-08-12 13:16:39,28.67505,50.249563
"1032",14,"12.08.2018 13:17:17",80035930,"3",8,20715,"3",2018-08-12 13:17:17,28.676471,50.249115
"1032",17,"12.08.2018 13:19:23",92531597,"3",0,20278,"3",2018-08-12 13:19:23,28.68179,50.24665
"1032",14,"12.08.2018 13:20:14",80035930,"3",8,20715,"3",2018-08-12 13:20:14,28.684573,50.245165
"1032",14,"12.08.2018 13:20:18",80035930,"3",8,20715,"3",2018-08-12 13:20:18,28.684573,50.245165
"1032",14,"12.08.2018 13:23:18",80035930,"3",8,20715,"3",2018-08-12 13:23:18,28.691001,50.24112
"1032",14,"12.08.2018 13:29:28",80035930,"3",8,20715,"3",2018-08-12 13:29:28,28.702816,50.24521
"1032",14,"12.08.2018 13:29:56",80035930,"3",8,20715,"3",2018-08-12 13:29:56,28.702998,50.246525
"1032",14,"12.08.2018 13:31:12",80035930,"3",8,20715,"3",2018-08-12 13:31:12,28.703391,50.249173
"1032",17,"12.08.2018 13:31:53",92531597,"3",0,20278,"3",2018-08-12 13:31:53,28.703373,50.251373
"1032",17,"12.08.2018 13:34:43",92531597,"3",0,20278,"3",2018-08-12 13:34:43,28.703228,50.256618
"1032",14,"12.08.2018 13:36:21",80035930,"3",8,20715,"3",2018-08-12 13:36:21,28.703058,50.260918
"1032",14,"12.08.2018 13:39:07",80035930,"3",8,20715,"3",2018-08-12 13:39:07,28.69781,50.267745
"1032",14,"12.08.2018 13:39:29",80035930,"3",8,20715,"3",2018-08-12 13:39:29,28.697475,50.268556
"1032",14,"12.08.2018 13:41:09",80035930,"3",8,20715,"3",2018-08-12 13:41:09,28.695091,50.269725
"1032",14,"12.08.2018 13:41:49",80035930,"3",8,20715,"3",2018-08-12 13:41:49,28.694533,50.269243
"1032",14,"12.08.2018 13:42:06",80035930,"3",8,20715,"3",2018-08-12 13:42:06,28.694256,50.269015
