"VEHICLE","KIND","DATE_OF","TERMINAL","route_original","TRAIN_TABLE","CARD_NUM_SEC","ROUTE","DATE","lon","lat"
"1032",14,"12.08.2018 0:01:08",80035911,"H5",4,20224,"H5",2018-08-12 00:01:08,28.614161,50.239624
"1032",14,"12.08.2018 0:01:10",80035911,"H5",4,20224,"H5",2018-08-12 00:01:10,28.614161,50.239624
"1032",14,"12.08.2018 0:04:25",80035911,"H5",4,20224,"H5",2018-08-12 00:04:25,28.623816,50.244451
"1032",14,"12.08.2018 0:04:26",80035911,"H5",4,20224,"H5",2018-08-12 00:04:26,28.623816,50.244451
"1032",14,"12.08.2018 0:09:13",80035911,"H5",4,20224,"H5",2018-08-12 00:09:13,28.644213,50.245165
"1032",14,"12.08.2018 0:34:32",80035911,"H5",4,20224,"H5",2018-08-12 00:34:32,28.66731,50.252978
"1032",14,"12.08.2018 0:34:34",80035911,"H5",4,20224,"H5",2018-08-12 00:34:34,28.66731,50.252978
"1032",14,"12.08.2018 0:34:36",80035911,"H5",4,20224,"H5",2018-08-12 00:34:36,28.66731,50.252978
"1032",14,"12.08.2018 0:34:42",80035911,"H5",4,20224,"H5",2018-08-12 00:34:42,28.667685,50.252758
"1032",14,"12.08.2018 0:34:44",80035911,"H5",4,20224,"H5",2018-08-12 00:34:44,28.667685,50.252758
"1032",17,"12.08.2018 0:34:45",92531597,"H5",0,20278,"H5",2018-08-12 00:34:45,28.66805,50.25254
"1032",17,"12.08.2018 0:34:48",92531597,"H5",0,20278,"H5",2018-08-12 00:34:48,28.66805,50.25254
"1032",14,"12.08.2018 0:36:53",80035911,"H5",4,20224,"H5",2018-08-12 00:36:53,28.674088,50.2501
"1032",14,"12.08.2018 0:37:41",80035911,"H5",4,20224,"H5",2018-08-12 00:37:41,28.675488,50.249496
"1032",14,"12.08.2018 0:37:43",80035911,"H5",4,20224,"H5",2018-08-12 00:37:43,28.675488,50.249496
"1032",14,"12.08.2018 0:38:00",80035911,"H5",4,20224,"H5",2018-08-12 00:38:00,28.676111,50.249288
"1032",14,"12.08.2018 0:38:14",80035911,"H5",4,20224,"H5",2018-08-12 00:38:14,28.676841,50.249043
"1032",26,"12.08.2018 0:52:05",92531597,"H5",0,20278,"H5",2018-08-12 00:52:05,28.703285,50.252873
"1032",2,"12.08.2018 0:52:06",92531597,"H5",0,20278,"H5",2018-08-12 00:52:06,28.703285,50.252873
"1032",26,"12.08.2018 0:53:39",80035911,"H5",4,20224,"H5",2018-08-12 00:53:39,28.703905,50.253071
"1032",4,"12.08.2018 0:56:25",80035911,"H5",4,20224,"H5",2018-08-12 00:56:25,28.706436,50.253233
"1032",2,"12.08.2018 0:56:25",80035911,"H5",4,20224,"H5",2018-08-12 00:56:25,28.706436,50.253233
"1032",28,"12.08.2018 7:16:09",92531597,"3",0,20278,"3",2018-08-12 07:16:09,28.706225,50.254108
"1032",27,"12.08.2018 7:16:09",92531597,"3",0,20278,"3",2018-08-12 07:16:09,28.706225,50.254108
"1032",24,"12.08.2018 7:16:09",92531597,"3",0,20278,"3",2018-08-12 07:16:09,28.706225,50.254108
"1032",25,"12.08.2018 7:16:09",92531597,"3",0,20278,"3",2018-08-12 07:16:09,28.706225,50.254108
"1032",1,"12.08.2018 7:16:09",92531597,"3",0,20278,"3",2018-08-12 07:16:09,28.706225,50.254108
"1032",1,"12.08.2018 7:56:11",80035930,"3",8,20715,"3",2018-08-12 07:56:11,28.706181,50.253173
"1032",27,"12.08.2018 7:56:53",80035930,"3",8,20715,"3",2018-08-12 07:56:53,28.704803,50.25317
"1032",28,"12.08.2018 7:56:53",80035930,"3",8,20715,"3",2018-08-12 07:56:53,28.704803,50.25317
"1032",25,"12.08.2018 7:56:53",80035930,"3",8,20715,"3",2018-08-12 07:56:53,28.704803,50.25317
"1032",24,"12.08.2018 7:56:53",80035930,"3",8,20715,"3",2018-08-12 07:56:53,28.704803,50.25317
"1032",14,"12.08.2018 8:03:15",80035930,"3",8,20715,"3",2018-08-12 08:03:15,28.703026,50.261946
"1032",14,"12.08.2018 8:07:34",80035930,"3",8,20715,"3",2018-08-12 08:07:34,28.696461,50.269405
"1032",14,"12.08.2018 8:07:59",80035930,"3",8,20715,"3",2018-08-12 08:07:59,28.695936,50.269848
"1032",14,"12.08.2018 8:08:02",80035930,"3",8,20715,"3",2018-08-12 08:08:02,28.695811,50.269898
"1032",14,"12.08.2018 8:09:09",80035930,"3",8,20715,"3",2018-08-12 08:09:09,28.693398,50.26851
"1032",14,"12.08.2018 8:10:39",80035930,"3",8,20715,"3",2018-08-12 08:10:39,28.691295,50.267575
"1032",14,"12.08.2018 8:10:51",80035930,"3",8,20715,"3",2018-08-12 08:10:51,28.69095,50.26742
"1032",14,"12.08.2018 8:12:05",80035930,"3",8,20715,"3",2018-08-12 08:12:05,28.686201,50.265425
"1032",14,"12.08.2018 8:12:55",80035930,"3",8,20715,"3",2018-08-12 08:12:55,28.683998,50.264478
"1032",14,"12.08.2018 8:13:03",80035930,"3",8,20715,"3",2018-08-12 08:13:03,28.683163,50.264108
"1032",14,"12.08.2018 8:13:42",80035930,"3",8,20715,"3",2018-08-12 08:13:42,28.682056,50.263621
"1032",14,"12.08.2018 8:14:44",80035930,"3",8,20715,"3",2018-08-12 08:14:44,28.678425,50.262045
"1032",14,"12.08.2018 8:14:45",80035930,"3",8,20715,"3",2018-08-12 08:14:45,28.678425,50.262045
"1032",14,"12.08.2018 8:21:53",80035930,"3",8,20715,"3",2018-08-12 08:21:53,28.66075,50.255986
"1032",14,"12.08.2018 8:24:18",80035930,"3",8,20715,"3",2018-08-12 08:24:18,28.657313,50.256386
"1032",14,"12.08.2018 8:24:22",80035930,"3",8,20715,"3",2018-08-12 08:24:22,28.657158,50.256531
"1032",14,"12.08.2018 8:24:47",80035930,"3",8,20715,"3",2018-08-12 08:24:47,28.656171,50.257686
"1032",14,"12.08.2018 8:25:04",80035930,"3",8,20715,"3",2018-08-12 08:25:04,28.65597,50.257918
"1032",14,"12.08.2018 8:28:30",80035930,"3",8,20715,"3",2018-08-12 08:28:30,28.650935,50.261996
"1032",14,"12.08.2018 8:30:58",80035930,"3",8,20715,"3",2018-08-12 08:30:58,28.648753,50.266731
"1032",14,"12.08.2018 8:37:32",80035930,"3",8,20715,"3",2018-08-12 08:37:32,28.638633,50.278113
"1032",17,"12.08.2018 8:38:22",92531597,"3",0,20278,"3",2018-08-12 08:38:22,28.635991,50.278595
"1032",14,"12.08.2018 8:38:57",80035930,"3",8,20715,"3",2018-08-12 08:38:57,28.63317,50.279091
"1032",14,"12.08.2018 8:38:59",80035930,"3",8,20715,"3",2018-08-12 08:38:59,28.63317,50.279091
"1032",14,"12.08.2018 8:57:52",80035930,"3",8,20715,"3",2018-08-12 08:57:52,28.612325,50.282645
"1032",14,"12.08.2018 8:58:20",80035930,"3",8,20715,"3",2018-08-12 08:58:20,28.61536,50.282133
"1032",14,"12.08.2018 8:58:31",80035930,"3",8,20715,"3",2018-08-12 08:58:31,28.616331,50.281955
"1032",17,"12.08.2018 8:59:13",92531597,"3",0,20278,"3",2018-08-12 08:59:13,28.618546,50.281521
"1032",14,"12.08.2018 9:05:04",80035930,"3",8,20715,"3",2018-08-12 09:05:04,28.640523,50.277578
"1032",14,"12.08.2018 9:06:33",80035930,"3",8,20715,"3",2018-08-12 09:06:33,28.645386,50.276573
"1032",14,"12.08.2018 9:06:51",80035930,"3",8,20715,"3",2018-08-12 09:06:51,28.646493,50.275831
"1032",17,"12.08.2018 9:07:53",92531597,"3",0,20278,"3",2018-08-12 09:07:53,28.647785,50.273075
"1032",14,"12.08.2018 9:09:39",80035930,"3",8,20715,"3",2018-08-12 09:09:39,28.648466,50.268265
"1032",17,"12.08.2018 9:10:45",92531597,"3",0,20278,"3",2018-08-12 09:10:45,28.64873,50.266391
"1032",14,"12.08.2018 9:11:20",80035930,"3",8,20715,"3",2018-08-12 09:11:20,28.64906,50.26479
"1032",14,"12.08.2018 9:12:50",80035930,"3",8,20715,"3",2018-08-12 09:12:50,28.650008,50.26267
"1032",14,"12.08.2018 9:13:01",80035930,"3",8,20715,"3",2018-08-12 09:13:01,28.650008,50.26267
"1032",14,"12.08.2018 9:13:18",80035930,"3",8,20715,"3",2018-08-12 09:13:18,28.650008,50.26267
"1032",14,"12.08.2018 9:15:01",80035930,"3",8,20715,"3",2018-08-12 09:15:01,28.653855,50.260566
"1032",14,"12.08.2018 9:22:04",80035930,"3",8,20715,"3",2018-08-12 09:22:04,28.661428,50.254178
"1032",14,"12.08.2018 9:24:12",80035930,"3",8,20715,"3",2018-08-12 09:24:12,28.66806,50.252533
"1032",17,"12.08.2018 9:30:59",92531597,"3",0,20278,"3",2018-08-12 09:30:59,28.681735,50.24642
"1032",14,"12.08.2018 9:33:22",80035930,"3",8,20715,"3",2018-08-12 09:33:22,28.687501,50.243463
"1032",14,"12.08.2018 9:33:48",80035930,"3",8,20715,"3",2018-08-12 09:33:48,28.68763,50.243411
"1032",14,"12.08.2018 9:34:50",80035930,"3",8,20715,"3",2018-08-12 09:34:50,28.690601,50.24135
"1032",14,"12.08.2018 9:35:08",80035930,"3",8,20715,"3",2018-08-12 09:35:08,28.692006,50.240401
"1032",14,"12.08.2018 9:41:28",80035930,"3",8,20715,"3",2018-08-12 09:41:28,28.702603,50.244195
"1032",14,"12.08.2018 9:41:30",80035930,"3",8,20715,"3",2018-08-12 09:41:30,28.702603,50.244195
"1032",14,"12.08.2018 9:42:01",80035930,"3",8,20715,"3",2018-08-12 09:42:01,28.702781,50.245456
"1032",14,"12.08.2018 9:42:41",80035930,"3",8,20715,"3",2018-08-12 09:42:41,28.703016,50.247281
"1032",14,"12.08.2018 9:43:31",80035930,"3",8,20715,"3",2018-08-12 09:43:31,28.70335,50.248745
"1032",17,"12.08.2018 9:44:26",92531597,"3",0,20278,"3",2018-08-12 09:44:26,28.703401,50.251556
"1032",14,"12.08.2018 9:45:18",80035930,"3",8,20715,"3",2018-08-12 09:45:18,28.703295,50.252711
"1032",14,"12.08.2018 9:47:55",80035930,"3",8,20715,"3",2018-08-12 09:47:55,28.703166,50.25839
"1032",14,"12.08.2018 9:48:25",80035930,"3",8,20715,"3",2018-08-12 09:48:25,28.703138,50.25855
"1032",14,"12.08.2018 9:57:42",80035930,"3",8,20715,"3",2018-08-12 09:57:42,28.687733,50.266155
"1032",14,"12.08.2018 9:57:44",80035930,"3",8,20715,"3",2018-08-12 09:57:44,28.687295,50.265981
"1032",14,"12.08.2018 9:57:46",80035930,"3",8,20715,"3",2018-08-12 09:57:46,28.687295,50.265981
"1032",14,"12.08.2018 9:58:12",80035930,"3",8,20715,"3",2018-08-12 09:58:12,28.686785,50.26581
"1032",14,"12.08.2018 10:03:09",80035930,"3",8,20715,"3",2018-08-12 10:03:09,28.672993,50.259856
"1032",14,"12.08.2018 10:03:43",80035930,"3",8,20715,"3",2018-08-12 10:03:43,28.672538,50.259569
"1032",17,"12.08.2018 10:05:54",92531597,"3",0,20278,"3",2018-08-12 10:05:54,28.668145,50.257883
"1032",14,"12.08.2018 10:06:21",80035930,"3",8,20715,"3",2018-08-12 10:06:21,28.666608,50.257686
"1032",14,"12.08.2018 10:06:31",80035930,"3",8,20715,"3",2018-08-12 10:06:31,28.66588,50.257668
"1032",14,"12.08.2018 10:11:12",80035930,"3",8,20715,"3",2018-08-12 10:11:12,28.657345,50.256236
"1032",14,"12.08.2018 10:11:14",80035930,"3",8,20715,"3",2018-08-12 10:11:14,28.657345,50.256236
"1032",14,"12.08.2018 10:11:19",80035930,"3",8,20715,"3",2018-08-12 10:11:19,28.657293,50.256248
"1032",14,"12.08.2018 10:12:13",80035930,"3",8,20715,"3",2018-08-12 10:12:13,28.65616,50.25774
"1032",14,"12.08.2018 10:12:40",80035930,"3",8,20715,"3",2018-08-12 10:12:40,28.65609,50.25779
"1032",14,"12.08.2018 10:15:02",80035930,"3",8,20715,"3",2018-08-12 10:15:02,28.651038,50.262041
"1032",17,"12.08.2018 10:18:21",92531597,"3",0,20278,"3",2018-08-12 10:18:21,28.64872,50.267526
"1032",14,"12.08.2018 10:19:28",80035930,"3",8,20715,"3",2018-08-12 10:19:28,28.64822,50.270885
"1032",14,"12.08.2018 10:24:22",80035930,"3",8,20715,"3",2018-08-12 10:24:22,28.637803,50.278413
