"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1070",0,1,0.405479754869887,2018-08-07 05:57:23,5,"5A-1070-0"
"1070",1,1,0.439893803161774,2018-08-07 05:59:48,0,"5A-1070-0"
"1070",2,1,0.487581991607755,2018-08-07 06:02:42,0,"5A-1070-0"
"1070",3,1,0.535746668570886,2018-08-07 06:04:52,0,"5A-1070-0"
"535",0,1,0.405479754869887,2018-08-07 06:09:24,10,"5A-535-0"
"535",1,1,0.439893803161774,2018-08-07 06:12:25,0,"5A-535-0"
"535",2,1,0.487581991607755,2018-08-07 06:15:12,0,"5A-535-0"
"535",3,1,0.535746668570886,2018-08-07 06:17:58,0,"5A-535-0"
"535",4,1,0.549040484799152,2018-08-07 06:18:48,0,"5A-535-0"
"535",5,1,0.570885488728222,2018-08-07 06:19:38,0,"5A-535-0"
"535",6,1,0.597038599157096,2018-08-07 06:20:38,0,"5A-535-0"
"535",7,1,0.654097651746381,2018-08-07 06:23:58,0,"5A-535-0"
"535",8,1,0.687335914885114,2018-08-07 06:25:21,2,"5A-535-0"
"535",9,1,0.713177508609299,2018-08-07 06:26:31,0,"5A-535-0"
"535",10,1,0.81540798895146,2018-08-07 06:29:52,0,"5A-535-0"
"535",11,1,0.853032764950877,2018-08-07 06:31:12,0,"5A-535-0"
"535",12,1,0.874003293718497,2018-08-07 06:32:22,0,"5A-535-0"
"535",13,1,0.894306996994377,2018-08-07 06:33:01,0,"5A-535-0"
"535",14,1,0.932024227342633,2018-08-07 06:34:12,0,"5A-535-0"
"535",15,1,0.983258402941195,2018-08-07 06:35:12,0,"5A-535-0"
"535",16,1,0.999760030132926,2018-08-07 06:35:37,0,"5A-535-0"
"535",17,0,0,2018-08-07 06:35:46,0,"5A-535-1"
"081",0,1,0.405479754869887,2018-08-07 06:39:41,6,"5A-081-0"
"081",1,1,0.439893803161774,2018-08-07 06:42:31,3,"5A-081-0"
"535",18,0,0.0588992091813712,2018-08-07 06:43:06,0,"5A-535-1"
"535",19,0,0.100242687626492,2018-08-07 06:44:16,1,"5A-535-1"
"081",2,1,0.487581991607755,2018-08-07 06:45:25,0,"5A-081-0"
"535",20,0,0.131440560269434,2018-08-07 06:45:26,0,"5A-535-1"
"535",21,0,0.176759950014825,2018-08-07 06:46:49,2,"5A-535-1"
"081",3,1,0.535746668570886,2018-08-07 06:48:11,1,"5A-081-0"
"081",4,1,0.549040484799152,2018-08-07 06:49:21,2,"5A-081-0"
"1069",0,1,0.405479754869887,2018-08-07 06:49:48,14,"5A-1069-0"
"535",22,0,0.268735283686607,2018-08-07 06:49:49,1,"5A-535-1"
"081",5,1,0.570885488728222,2018-08-07 06:50:37,2,"5A-081-0"
