"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1676TH",582,1,0.53304185711248,2018-08-10 05:36:49,5,"53-1676TH-22"
"1676TH",583,1,0.577259305391622,2018-08-10 05:38:50,2,"53-1676TH-22"
"1676TH",584,1,0.612710020852147,2018-08-10 05:39:47,0,"53-1676TH-22"
"1676TH",585,1,0.645483417523648,2018-08-10 05:40:41,0,"53-1676TH-22"
"1676TH",586,1,0.660241830666984,2018-08-10 05:41:58,0,"53-1676TH-22"
"1676TH",587,1,0.696052424625808,2018-08-10 05:42:48,0,"53-1676TH-22"
"1676TH",588,1,0.715995259064238,2018-08-10 05:43:32,0,"53-1676TH-22"
"1676TH",589,1,0.749603082758182,2018-08-10 05:44:21,0,"53-1676TH-22"
"1673TH",650,1,0.53304185711248,2018-08-10 05:45:17,9,"53-1673TH-24"
"1676TH",590,1,0.791539159129362,2018-08-10 05:45:29,0,"53-1676TH-22"
"1676TH",591,1,0.821829244827582,2018-08-10 05:46:30,0,"53-1676TH-22"
"1676TH",592,1,0.83615121948659,2018-08-10 05:46:53,0,"53-1676TH-22"
"1673TH",651,1,0.577259305391622,2018-08-10 05:47:29,0,"53-1673TH-24"
"1676TH",593,1,0.866987322081305,2018-08-10 05:47:46,0,"53-1676TH-22"
"1673TH",652,1,0.612710020852147,2018-08-10 05:48:41,0,"53-1673TH-24"
"1676TH",594,1,0.916116213508409,2018-08-10 05:48:58,0,"53-1676TH-22"
"1675TH",1339,0,0.424109175540437,2018-08-10 05:49:22,5,"53-1675TH-48"
"1676TH",595,1,0.951004381615991,2018-08-10 05:49:35,0,"53-1676TH-22"
"1673TH",653,1,0.645483417523648,2018-08-10 05:49:43,0,"53-1673TH-24"
"1676TH",596,1,0.975985238274357,2018-08-10 05:50:08,0,"53-1676TH-22"
"1676TH",597,1,0.999751852418318,2018-08-10 05:50:27,0,"53-1676TH-22"
"1673TH",654,1,0.660241830666984,2018-08-10 05:50:27,0,"53-1673TH-24"
"1676TH",598,0,0,2018-08-10 05:50:33,0,"53-1676TH-23"
"1673TH",655,1,0.696052424625808,2018-08-10 05:51:28,0,"53-1673TH-24"
"1673TH",656,1,0.715995259064238,2018-08-10 05:52:03,0,"53-1673TH-24"
"1673TH",657,1,0.749603082758182,2018-08-10 05:53:34,0,"53-1673TH-24"
"1675TH",1340,0,0.496167417418026,2018-08-10 05:54:01,0,"53-1675TH-48"
"1673TH",658,1,0.791539159129362,2018-08-10 05:55:04,0,"53-1673TH-24"
"1673TH",659,1,0.821829244827582,2018-08-10 05:55:49,0,"53-1673TH-24"
"1673TH",660,1,0.83615121948659,2018-08-10 05:56:09,0,"53-1673TH-24"
"1673TH",661,1,0.866987322081305,2018-08-10 05:57:12,0,"53-1673TH-24"
"1675TH",1341,0,0.579676145238512,2018-08-10 05:57:51,2,"53-1675TH-48"
"1676TH",599,0,0.0280970310660171,2018-08-10 05:58:16,0,"53-1676TH-23"
