"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-12-20 06:39:43,2018-12-20 06:39:43
"077",1,2018-12-20 06:47:13,2018-12-20 18:42:26
"077",2,2018-12-20 18:51:26,2018-12-20 19:24:56
"077",3,2018-12-20 21:33:27,2018-12-20 21:35:23
"077",4,2018-12-20 21:49:55,2018-12-20 21:51:09
"077",5,2018-12-20 22:00:06,2018-12-20 22:00:17
"077",6,2018-12-20 22:28:18,2018-12-20 22:32:57
"077",7,2018-12-20 22:44:46,2018-12-20 22:45:06
"077",8,2018-12-20 22:57:51,2018-12-20 22:58:02
"078",0,2018-12-20 06:16:15,2018-12-20 06:16:15
"078",1,2018-12-20 06:37:31,2018-12-20 09:26:42
"078",2,2018-12-20 09:33:13,2018-12-20 09:39:05
"078",3,2018-12-20 09:50:21,2018-12-20 09:50:31
"078",4,2018-12-20 10:00:10,2018-12-20 10:00:20
"078",5,2018-12-20 10:07:59,2018-12-20 10:07:59
"078",6,2018-12-20 14:04:33,2018-12-20 14:04:33
"078",7,2018-12-20 14:21:44,2018-12-20 14:39:36
"078",8,2018-12-20 14:44:51,2018-12-20 16:29:41
"078",9,2018-12-20 16:40:01,2018-12-20 19:51:48
"078",10,2018-12-20 20:11:03,2018-12-20 20:13:05
"078",11,2018-12-20 20:19:22,2018-12-20 20:30:50
"078",12,2018-12-20 20:35:56,2018-12-20 20:36:33
"078",13,2018-12-20 21:38:50,2018-12-20 21:40:40
"078",14,2018-12-20 22:20:45,2018-12-20 22:23:49
"078",15,2018-12-20 22:50:40,2018-12-20 22:57:09
"079",0,2018-12-20 06:06:20,2018-12-20 06:08:34
"079",1,2018-12-20 06:24:28,2018-12-20 07:41:09
"079",2,2018-12-20 07:46:52,2018-12-20 09:17:09
"079",3,2018-12-20 10:35:04,2018-12-20 10:37:34
"079",4,2018-12-20 14:19:13,2018-12-20 14:34:01
"079",5,2018-12-20 15:30:25,2018-12-20 16:02:35
"079",6,2018-12-20 20:26:43,2018-12-20 20:32:01
"079",7,2018-12-21 00:00:03,2018-12-21 00:00:03
"081",0,2018-12-20 05:38:13,2018-12-20 05:38:26
"081",1,2018-12-20 06:17:45,2018-12-20 08:06:58
"081",2,2018-12-20 08:23:12,2018-12-20 08:24:41
"081",3,2018-12-20 08:30:29,2018-12-20 08:49:49
"081",4,2018-12-20 09:00:51,2018-12-20 09:03:48
"081",5,2018-12-20 11:08:28,2018-12-20 11:08:42
"081",6,2018-12-20 11:23:44,2018-12-20 11:27:48
"081",7,2018-12-20 13:22:58,2018-12-20 13:23:47
"081",8,2018-12-20 13:30:26,2018-12-20 14:48:48
"081",9,2018-12-20 15:12:40,2018-12-20 15:13:06
"081",10,2018-12-20 17:02:00,2018-12-20 19:13:08
"082",0,2018-12-20 04:37:59,2018-12-20 04:37:59
"082",1,2018-12-20 06:46:48,2018-12-20 07:26:33
"082",2,2018-12-20 07:32:20,2018-12-20 10:03:20
"082",3,2018-12-20 10:40:00,2018-12-20 13:16:35
"082",4,2018-12-20 13:49:06,2018-12-20 16:49:09
"082",5,2018-12-20 17:00:19,2018-12-20 17:06:02
"082",6,2018-12-20 17:11:23,2018-12-20 19:05:16
"082",7,2018-12-20 19:10:17,2018-12-20 19:14:30
"083",0,2018-12-20 07:29:23,2018-12-20 07:29:53
"083",1,2018-12-20 07:51:53,2018-12-20 07:54:45
"083",2,2018-12-20 08:06:07,2018-12-20 08:06:37
"083",3,2018-12-20 09:42:07,2018-12-20 17:48:29
"083",4,2018-12-20 17:56:29,2018-12-20 18:00:42
"083",5,2018-12-20 18:21:07,2018-12-20 20:07:26
"083",6,2018-12-20 20:12:48,2018-12-20 20:17:34
"083",7,2018-12-21 00:02:07,2018-12-21 00:02:07
"084",0,2018-12-20 05:05:13,2018-12-20 05:05:13
"084",1,2018-12-20 05:28:34,2018-12-20 08:57:31
"084",2,2018-12-20 09:42:42,2018-12-20 09:45:41
"084",3,2018-12-20 13:53:22,2018-12-20 19:07:59
"084",4,2018-12-20 19:14:10,2018-12-20 19:18:42
"086",0,2018-12-20 06:07:54,2018-12-20 06:08:52
"086",1,2018-12-20 06:28:06,2018-12-20 06:35:56
"086",2,2018-12-20 06:52:19,2018-12-20 07:36:27
"086",3,2018-12-20 08:46:10,2018-12-20 21:04:34
"086",4,2018-12-20 21:30:07,2018-12-20 21:52:07
