"vehicle","chunk","start_datetime","end_datetime"
"079",0,2018-08-12 08:21:29,2018-08-12 23:59:35
"080",0,2018-08-12 00:00:04,2018-08-12 23:59:52
"081",0,2018-08-12 00:00:40,2018-08-12 00:00:40
"081",1,2018-08-12 00:05:51,2018-08-12 00:05:51
"081",2,2018-08-12 00:11:02,2018-08-12 00:11:02
"081",3,2018-08-12 00:16:13,2018-08-12 00:16:13
"081",4,2018-08-12 00:21:24,2018-08-12 00:21:24
"081",5,2018-08-12 00:26:35,2018-08-12 00:26:35
"081",6,2018-08-12 00:31:47,2018-08-12 00:31:47
"081",7,2018-08-12 00:36:58,2018-08-12 00:36:58
"081",8,2018-08-12 00:42:09,2018-08-12 00:42:09
"081",9,2018-08-12 00:47:20,2018-08-12 00:47:20
"081",10,2018-08-12 00:52:31,2018-08-12 00:52:31
"081",11,2018-08-12 00:57:42,2018-08-12 00:57:42
"081",12,2018-08-12 01:02:53,2018-08-12 01:02:53
"081",13,2018-08-12 01:08:04,2018-08-12 01:08:04
"081",14,2018-08-12 01:13:16,2018-08-12 01:13:16
"081",15,2018-08-12 01:18:27,2018-08-12 01:18:27
"081",16,2018-08-12 01:23:38,2018-08-12 01:23:38
"081",17,2018-08-12 01:28:49,2018-08-12 01:28:49
"081",18,2018-08-12 01:34:00,2018-08-12 01:34:00
"081",19,2018-08-12 01:39:11,2018-08-12 01:39:11
"081",20,2018-08-12 01:44:23,2018-08-12 01:44:23
"081",21,2018-08-12 01:49:34,2018-08-12 01:49:34
"081",22,2018-08-12 01:54:45,2018-08-12 01:54:45
"081",23,2018-08-12 01:59:56,2018-08-12 01:59:56
"081",24,2018-08-12 02:05:07,2018-08-12 02:05:07
"081",25,2018-08-12 02:10:19,2018-08-12 02:10:19
"081",26,2018-08-12 02:15:30,2018-08-12 02:15:30
"081",27,2018-08-12 02:20:41,2018-08-12 02:20:41
"081",28,2018-08-12 02:25:52,2018-08-12 02:25:52
"081",29,2018-08-12 02:31:03,2018-08-12 02:31:03
"081",30,2018-08-12 02:36:15,2018-08-12 02:36:15
"081",31,2018-08-12 02:41:26,2018-08-12 02:41:26
"081",32,2018-08-12 02:46:37,2018-08-12 02:46:37
"081",33,2018-08-12 02:51:48,2018-08-12 02:51:48
"081",34,2018-08-12 02:57:00,2018-08-12 02:57:00
"081",35,2018-08-12 03:02:11,2018-08-12 03:02:11
"081",36,2018-08-12 03:07:22,2018-08-12 03:07:22
"081",37,2018-08-12 03:12:33,2018-08-12 03:12:33
"081",38,2018-08-12 03:17:45,2018-08-12 03:17:45
"081",39,2018-08-12 03:22:56,2018-08-12 03:22:56
"081",40,2018-08-12 03:28:07,2018-08-12 03:28:07
"081",41,2018-08-12 03:33:19,2018-08-12 03:33:19
"081",42,2018-08-12 03:38:30,2018-08-12 03:38:30
"081",43,2018-08-12 03:43:41,2018-08-12 03:43:41
"081",44,2018-08-12 03:48:53,2018-08-12 03:48:53
"081",45,2018-08-12 03:54:04,2018-08-12 03:54:04
"081",46,2018-08-12 03:59:15,2018-08-12 03:59:15
"081",47,2018-08-12 04:04:27,2018-08-12 04:04:27
