"vehicle","route","chunk","start_datetime","end_datetime"
"079","15A",0,2018-12-08 09:32:09,2018-12-08 09:32:39
"079","15A",1,2018-12-08 09:34:42,2018-12-08 09:35:19
"079","15A",2,2018-12-08 09:37:37,2018-12-08 09:43:39
"079","15A",3,2018-12-08 10:50:52,2018-12-08 10:51:22
"079","15A",4,2018-12-08 10:57:49,2018-12-08 10:59:37
"081","15A",0,2018-12-08 08:53:55,2018-12-08 08:54:59
"081","15A",1,2018-12-08 09:00:22,2018-12-08 09:00:48
"081","15A",2,2018-12-08 09:03:07,2018-12-08 09:04:13
"081","15A",3,2018-12-08 18:45:20,2018-12-08 18:47:02
"081","15A",4,2018-12-08 18:50:02,2018-12-08 18:55:06
"081","15A",5,2018-12-08 20:01:58,2018-12-08 20:02:25
"081","15A",6,2018-12-08 21:20:42,2018-12-08 21:20:57
"081","15A",7,2018-12-08 21:25:03,2018-12-08 21:26:26
"081","15A",8,2018-12-09 00:10:19,2018-12-09 00:10:19
"084","2",0,2018-12-08 05:28:48,2018-12-08 05:28:48
"084","2",1,2018-12-08 05:48:50,2018-12-08 05:49:00
"084","2",2,2018-12-08 13:04:48,2018-12-08 13:11:48
"085","15A",0,2018-12-08 08:27:19,2018-12-08 08:27:29
"085","15A",1,2018-12-08 09:49:31,2018-12-08 09:50:17
"085","15A",2,2018-12-08 10:00:37,2018-12-08 10:01:09
"085","15A",3,2018-12-08 10:08:43,2018-12-08 10:08:54
"085","15A",4,2018-12-08 14:36:48,2018-12-08 14:38:25
"087","1",0,2018-12-08 07:45:55,2018-12-08 07:46:48
"087","1",1,2018-12-08 17:38:27,2018-12-08 17:39:26
"087","1",2,2018-12-08 18:25:41,2018-12-08 18:26:53
"087","1",3,2018-12-08 20:38:07,2018-12-08 20:39:39
"087","1",4,2018-12-08 20:46:13,2018-12-08 20:47:38
"087","1",5,2018-12-08 20:50:28,2018-12-08 20:50:49
"087","1",6,2018-12-08 21:12:04,2018-12-08 21:12:21
"087","1",7,2018-12-08 21:47:34,2018-12-08 21:50:13
"087","1",8,2018-12-09 00:02:44,2018-12-09 00:02:44
"087","1",9,2018-12-09 01:15:09,2018-12-09 01:15:19
"087","1",10,2018-12-09 01:17:27,2018-12-09 01:17:38
"088","2",0,2018-12-08 07:35:28,2018-12-08 07:38:31
"088","5A",0,2018-12-08 23:51:56,2018-12-09 00:10:23
"088","5A",1,2018-12-09 01:06:01,2018-12-09 01:11:57
"088","5A",2,2018-12-09 01:35:37,2018-12-09 01:38:19
"1006","3",0,2018-12-08 07:35:20,2018-12-08 07:37:20
"1006","3",1,2018-12-08 12:38:22,2018-12-08 12:48:13
"1006","3",2,2018-12-08 12:53:45,2018-12-08 12:54:15
"1006","3",3,2018-12-08 13:03:38,2018-12-08 13:12:19
"1006","3",4,2018-12-08 19:50:26,2018-12-08 19:51:32
"1017","2",0,2018-12-08 07:02:46,2018-12-08 07:03:15
"1017","2",1,2018-12-08 07:13:45,2018-12-08 07:14:15
"1017","2",2,2018-12-08 07:17:45,2018-12-08 07:18:33
"1017","2",3,2018-12-08 16:07:24,2018-12-08 16:07:35
"1017","2",4,2018-12-08 21:18:13,2018-12-08 21:19:42
"1017","2",5,2018-12-08 21:23:43,2018-12-08 21:27:24
"1017","2",6,2018-12-09 00:01:55,2018-12-09 00:01:55
"1028","7",0,2018-12-08 08:26:14,2018-12-08 08:26:14
"1028","7",1,2018-12-08 08:28:22,2018-12-08 08:30:55
"1028","7",2,2018-12-08 08:35:54,2018-12-08 08:35:54
"1028","7",3,2018-12-08 08:53:19,2018-12-08 09:00:16
"1028","7",4,2018-12-08 17:57:17,2018-12-08 18:02:44
"1028","7",5,2018-12-08 18:06:43,2018-12-08 18:07:03
"1028","7",6,2018-12-08 18:10:23,2018-12-08 18:10:23
"1028","7",7,2018-12-08 18:15:22,2018-12-08 18:15:22
"1028","7",8,2018-12-08 18:25:45,2018-12-08 18:29:55
"1028","7",9,2018-12-08 18:34:55,2018-12-08 18:34:55
"1028","7",10,2018-12-08 20:18:56,2018-12-08 20:20:34
"1028","7",11,2018-12-08 20:25:33,2018-12-08 20:25:33
"1028","7",12,2018-12-08 22:20:29,2018-12-08 22:20:37
"1028","7",13,2018-12-08 22:25:36,2018-12-08 22:25:36
"1028","7",14,2018-12-09 00:00:37,2018-12-09 00:00:37
"1028","7",15,2018-12-09 00:30:29,2018-12-09 00:30:29
"1028","7",16,2018-12-09 00:33:02,2018-12-09 00:50:52
"1028","7",17,2018-12-09 00:55:52,2018-12-09 01:00:47
"1028","7",18,2018-12-09 01:31:54,2018-12-09 01:44:05
"1028","7",19,2018-12-09 01:49:05,2018-12-09 01:49:05
"1045","1",0,2018-12-08 07:06:26,2018-12-08 07:06:46
"1045","1",1,2018-12-08 07:13:35,2018-12-08 07:18:01
"1045","1",2,2018-12-08 15:30:39,2018-12-08 15:31:11
"1045","1",3,2018-12-08 21:36:13,2018-12-08 21:37:40
"1045","1",4,2018-12-08 21:41:41,2018-12-08 21:48:08
"1045","1",5,2018-12-09 00:00:00,2018-12-09 00:00:00
"1045","15A",0,2018-12-08 16:18:58,2018-12-08 16:33:14
"1045","15A",1,2018-12-08 17:13:59,2018-12-08 17:27:08
"1045","15A",2,2018-12-08 17:54:59,2018-12-08 18:10:00
"1046","2",0,2018-12-08 12:44:49,2018-12-08 12:45:19
"1046","2",1,2018-12-08 13:04:27,2018-12-08 13:06:00
"1046","2",2,2018-12-08 14:26:57,2018-12-08 14:28:06
"1046","2",3,2018-12-08 14:30:17,2018-12-08 14:30:17
"1046","2",4,2018-12-08 18:29:59,2018-12-08 18:30:04
"1046","2",5,2018-12-08 19:50:29,2018-12-08 19:52:05
"1046","2",6,2018-12-08 19:58:05,2018-12-08 19:59:35
"1046","2",7,2018-12-09 00:00:19,2018-12-09 00:00:19
