"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"535",490,0,0.439125772755213,2018-08-09 05:19:08,18,"7A-535-20"
"535",491,0,0.510416465943271,2018-08-09 05:22:10,0,"7A-535-20"
"535",492,0,0.555041282676949,2018-08-09 05:23:30,0,"7A-535-20"
"535",493,0,0.580882174793736,2018-08-09 05:24:30,0,"7A-535-20"
"535",494,0,0.630958415525539,2018-08-09 05:26:00,0,"7A-535-20"
"535",495,0,0.645082732783201,2018-08-09 05:26:30,0,"7A-535-20"
"535",496,0,0.682343824627809,2018-08-09 05:28:13,0,"7A-535-20"
"535",497,0,0.718407589049089,2018-08-09 05:29:53,0,"7A-535-20"
"535",498,0,0.761410520369173,2018-08-09 05:32:42,0,"7A-535-20"
"535",499,0,0.80792625754739,2018-08-09 05:35:54,0,"7A-535-20"
"1070",482,0,0.439125772755213,2018-08-09 05:37:26,10,"7A-1070-20"
"535",500,0,0.854906768401322,2018-08-09 05:38:20,0,"7A-535-20"
"535",501,0,0.868183683863627,2018-08-09 05:39:15,0,"7A-535-20"
"1070",483,0,0.510416465943271,2018-08-09 05:39:46,0,"7A-1070-20"
"1070",484,0,0.555041282676949,2018-08-09 05:41:06,0,"7A-1070-20"
"1070",485,0,0.580882174793736,2018-08-09 05:42:06,0,"7A-1070-20"
"1070",486,0,0.630958415525539,2018-08-09 05:43:46,0,"7A-1070-20"
"535",502,0,0.896633248842894,2018-08-09 05:43:56,0,"7A-535-20"
"1070",487,0,0.645082732783201,2018-08-09 05:44:26,0,"7A-1070-20"
"535",503,0,0.921684998824237,2018-08-09 05:44:51,0,"7A-535-20"
"535",504,0,0.955752883882411,2018-08-09 05:45:46,0,"7A-535-20"
"1070",488,0,0.682343824627809,2018-08-09 05:46:06,0,"7A-1070-20"
"535",505,0,0.98185358401968,2018-08-09 05:46:36,0,"7A-535-20"
"1070",489,0,0.718407589049089,2018-08-09 05:47:36,0,"7A-1070-20"
"1070",490,0,0.761410520369173,2018-08-09 05:50:15,1,"7A-1070-20"
"535",506,0,0.999862709189184,2018-08-09 05:52:52,0,"7A-535-20"
"535",507,1,0,2018-08-09 05:53:01,0,"7A-535-21"
"1070",491,0,0.80792625754739,2018-08-09 05:53:13,0,"7A-1070-20"
"1070",492,0,0.854906768401322,2018-08-09 05:55:02,0,"7A-1070-20"
"535",508,1,0.0462142873482239,2018-08-09 05:55:25,0,"7A-535-21"
"1070",493,0,0.868183683863627,2018-08-09 05:55:57,0,"7A-1070-20"
"535",509,1,0.0777902170798328,2018-08-09 05:56:51,1,"7A-535-21"
"1070",494,0,0.896633248842894,2018-08-09 05:57:06,0,"7A-1070-20"
"535",510,1,0.10348823888695,2018-08-09 05:57:31,0,"7A-535-21"
"535",511,1,0.123217423152103,2018-08-09 05:58:05,0,"7A-535-21"
"1070",495,0,0.921684998824237,2018-08-09 05:58:14,0,"7A-1070-20"
"1070",496,0,0.955752883882411,2018-08-09 05:59:24,0,"7A-1070-20"
"1070",497,0,0.98185358401968,2018-08-09 06:00:14,0,"7A-1070-20"
"535",512,1,0.163732976155089,2018-08-09 06:00:17,0,"7A-535-21"
"535",513,1,0.185365579660867,2018-08-09 06:01:47,0,"7A-535-21"
"535",514,1,0.215246424067137,2018-08-09 06:03:11,2,"7A-535-21"
"1070",498,0,0.999862709189184,2018-08-09 06:05:03,5,"7A-1070-20"
"1070",499,1,0,2018-08-09 06:05:13,2,"7A-1070-21"
"535",515,1,0.269488519627753,2018-08-09 06:05:53,0,"7A-535-21"
"535",516,1,0.292258323381535,2018-08-09 06:07:59,1,"7A-535-21"
"1070",500,1,0.0462142873482239,2018-08-09 06:08:09,2,"7A-1070-21"
"535",517,1,0.317522924439553,2018-08-09 06:09:34,0,"7A-535-21"
"1070",501,1,0.0777902170798328,2018-08-09 06:09:35,3,"7A-1070-21"
"2042",0,0,0.439125772755213,2018-08-09 06:10:22,14,"7A-2042-0"
"1070",502,1,0.10348823888695,2018-08-09 06:10:45,0,"7A-1070-21"
"535",518,1,0.349711865234143,2018-08-09 06:11:21,0,"7A-535-21"
"1070",503,1,0.123217423152103,2018-08-09 06:11:35,0,"7A-1070-21"
"2042",1,0,0.510416465943271,2018-08-09 06:12:59,0,"7A-2042-0"
"535",519,1,0.400145356083748,2018-08-09 06:13:11,1,"7A-535-21"
"2042",2,0,0.555041282676949,2018-08-09 06:14:40,0,"7A-2042-0"
"1070",504,1,0.163732976155089,2018-08-09 06:15:30,3,"7A-1070-21"
"2042",3,0,0.580882174793736,2018-08-09 06:16:00,0,"7A-2042-0"
"535",520,1,0.443619091369809,2018-08-09 06:16:04,1,"7A-535-21"
"1070",505,1,0.185365579660867,2018-08-09 06:16:49,2,"7A-1070-21"
