"vehicle","route","chunk","start_datetime","end_datetime"
"077","4",0,2018-11-17 13:33:19,2018-11-17 13:33:19
"077","4",1,2018-11-17 13:47:12,2018-11-17 13:47:26
"077","4",2,2018-11-17 14:05:26,2018-11-17 14:05:37
"077","4",3,2018-11-17 14:17:41,2018-11-17 14:17:50
"079","3",0,2018-11-17 07:36:21,2018-11-17 07:37:16
"079","3",1,2018-11-17 21:40:27,2018-11-17 21:42:27
"079","3",2,2018-11-17 21:54:57,2018-11-17 21:59:08
"079","3",3,2018-11-18 00:00:38,2018-11-18 00:00:38
"081","5A",0,2018-11-17 08:04:18,2018-11-17 08:19:39
"081","5A",1,2018-11-17 09:00:33,2018-11-17 09:34:57
"081","5A",2,2018-11-17 09:40:10,2018-11-17 10:22:44
"081","5A",3,2018-11-17 10:26:49,2018-11-17 11:08:00
"081","5A",4,2018-11-17 11:11:30,2018-11-17 11:51:59
"081","5A",5,2018-11-17 11:55:09,2018-11-17 12:38:16
"081","5A",6,2018-11-17 13:31:43,2018-11-17 14:13:47
"081","5A",7,2018-11-17 14:16:08,2018-11-17 14:54:23
"081","5A",8,2018-11-17 14:57:23,2018-11-17 15:39:18
"081","5A",9,2018-11-17 15:42:38,2018-11-17 16:24:23
"081","5A",10,2018-11-17 16:31:05,2018-11-17 17:14:07
"081","5A",11,2018-11-17 17:16:37,2018-11-17 17:59:16
"081","5A",12,2018-11-17 18:02:07,2018-11-17 18:42:58
"081","5A",13,2018-11-17 18:46:06,2018-11-17 18:48:30
"081","5A",14,2018-11-17 18:53:35,2018-11-17 18:58:00
"082","1",0,2018-11-17 07:09:23,2018-11-17 07:09:52
"082","1",1,2018-11-17 07:15:32,2018-11-17 07:16:44
"082","1",2,2018-11-17 15:51:55,2018-11-17 16:00:27
"082","1",3,2018-11-17 20:01:39,2018-11-17 20:01:49
"082","1",4,2018-11-17 22:07:00,2018-11-17 22:09:35
"082","1",5,2018-11-18 00:02:56,2018-11-18 00:02:56
"084","2",0,2018-11-17 05:37:14,2018-11-17 05:37:14
"084","2",1,2018-11-17 05:43:54,2018-11-17 05:44:44
"084","2",2,2018-11-17 05:47:03,2018-11-17 05:47:06
"084","2",3,2018-11-17 13:06:24,2018-11-17 13:11:12
"085","15A",0,2018-11-17 08:26:46,2018-11-17 08:27:07
"085","15A",1,2018-11-17 08:29:37,2018-11-17 08:31:16
"085","15A",2,2018-11-17 08:57:02,2018-11-17 08:57:55
"085","15A",3,2018-11-17 09:01:51,2018-11-17 09:03:27
"085","15A",4,2018-11-17 11:24:48,2018-11-17 11:26:04
"085","15A",5,2018-11-17 11:35:52,2018-11-17 11:37:22
"085","15A",6,2018-11-17 11:44:20,2018-11-17 11:45:03
"085","15A",7,2018-11-17 12:06:33,2018-11-17 12:06:54
"085","15A",8,2018-11-17 12:33:14,2018-11-17 12:34:16
"085","15A",9,2018-11-17 21:06:12,2018-11-17 21:07:41
"085","15A",10,2018-11-17 21:11:39,2018-11-17 21:14:46
"085","15A",11,2018-11-17 22:00:24,2018-11-17 22:01:04
"085","15A",12,2018-11-17 23:05:07,2018-11-17 23:06:28
"085","15A",13,2018-11-18 00:00:05,2018-11-18 00:00:05
"086","3",0,2018-11-17 06:08:24,2018-11-17 06:09:27
"086","3",1,2018-11-17 20:10:38,2018-11-17 20:12:07
"086","3",2,2018-11-17 20:16:17,2018-11-17 20:20:34
"086","3",3,2018-11-17 20:23:47,2018-11-17 20:24:16
"086","3",4,2018-11-18 00:00:11,2018-11-18 00:00:11
"087","15A",0,2018-11-17 06:45:54,2018-11-17 06:47:36
"087","15A",1,2018-11-17 21:28:13,2018-11-17 21:29:24
"087","15A",2,2018-11-17 21:34:21,2018-11-17 21:35:36
"087","15A",3,2018-11-17 21:38:16,2018-11-17 21:38:58
"087","15A",4,2018-11-18 00:00:02,2018-11-18 00:00:02
"1006","2",0,2018-11-17 07:36:57,2018-11-17 07:39:53
"1006","2",1,2018-11-17 13:14:01,2018-11-17 13:14:18
"1006","2",2,2018-11-17 14:49:14,2018-11-17 14:49:21
