"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"2275",208,0,0.027938658447979,2018-08-10 00:01:04,5,"H2-2275-20"
"1199",65,0,0.680297497455511,2018-08-10 00:02:32,0,"H2-1199-4"
"2275",209,0,0.0585999473822063,2018-08-10 00:03:00,3,"H2-2275-20"
"2275",210,0,0.0976646613637661,2018-08-10 00:04:10,0,"H2-2275-20"
"1199",66,0,0.740611741362223,2018-08-10 00:05:32,1,"H2-1199-4"
"2275",211,0,0.158871083398706,2018-08-10 00:06:21,1,"H2-2275-20"
"1199",67,0,0.786458780898973,2018-08-10 00:07:32,0,"H2-1199-4"
"2275",212,0,0.211631099501672,2018-08-10 00:08:21,0,"H2-2275-20"
"1199",68,0,0.821482179953881,2018-08-10 00:09:02,0,"H2-1199-4"
"2275",213,0,0.244501635645719,2018-08-10 00:09:21,2,"H2-2275-20"
"2275",214,0,0.294192407920973,2018-08-10 00:12:14,0,"H2-2275-20"
"1199",69,0,0.885437089995715,2018-08-10 00:12:16,0,"H2-1199-4"
"2275",215,0,0.337872993622318,2018-08-10 00:14:31,0,"H2-2275-20"
"1199",70,0,0.932007131702923,2018-08-10 00:14:40,0,"H2-1199-4"
"2275",216,0,0.371934197953986,2018-08-10 00:15:41,0,"H2-2275-20"
"1199",71,0,0.958918851914477,2018-08-10 00:15:46,0,"H2-1199-4"
"2275",217,0,0.426301551034901,2018-08-10 00:18:01,0,"H2-2275-20"
"2275",218,0,0.452141183924778,2018-08-10 00:19:35,0,"H2-2275-20"
"2275",219,0,0.482634468104235,2018-08-10 00:21:48,0,"H2-2275-20"
"2275",220,0,0.526923401477837,2018-08-10 00:24:32,1,"H2-2275-20"
"2275",221,0,0.5524141737711,2018-08-10 00:26:12,0,"H2-2275-20"
"2275",222,0,0.575540541279953,2018-08-10 00:27:32,0,"H2-2275-20"
"1199",72,0,0.027938658447979,2018-08-10 00:30:02,3,"H2-1199-5"
"2275",223,0,0.63859976251856,2018-08-10 00:30:16,0,"H2-2275-20"
"1199",73,0,0.0585999473822063,2018-08-10 00:31:37,1,"H2-1199-5"
"2275",224,0,0.680297497455511,2018-08-10 00:31:58,0,"H2-2275-20"
"1199",74,0,0.0976646613637661,2018-08-10 00:32:57,0,"H2-1199-5"
"1199",75,0,0.158871083398706,2018-08-10 00:34:27,0,"H2-1199-5"
"2275",225,0,0.740611741362223,2018-08-10 00:34:49,0,"H2-2275-20"
"1199",76,0,0.211631099501672,2018-08-10 00:35:57,0,"H2-1199-5"
"1199",77,0,0.244501635645719,2018-08-10 00:36:47,0,"H2-1199-5"
"2275",226,0,0.786458780898973,2018-08-10 00:37:19,0,"H2-2275-20"
"1199",78,0,0.294192407920973,2018-08-10 00:38:17,0,"H2-1199-5"
"2275",227,0,0.821482179953881,2018-08-10 00:38:52,0,"H2-2275-20"
"1199",79,0,0.337872993622318,2018-08-10 00:40:21,0,"H2-1199-5"
"1199",80,0,0.371934197953986,2018-08-10 00:41:11,0,"H2-1199-5"
"2275",228,0,0.885437089995715,2018-08-10 00:42:28,0,"H2-2275-20"
"1199",81,0,0.426301551034901,2018-08-10 00:42:51,0,"H2-1199-5"
"1199",82,0,0.452141183924778,2018-08-10 00:43:52,0,"H2-1199-5"
"2275",229,0,0.932007131702923,2018-08-10 00:44:31,0,"H2-2275-20"
"2275",230,0,0.958918851914477,2018-08-10 00:46:03,0,"H2-2275-20"
"2275",231,0,0.027938658447979,2018-08-10 00:59:10,1,"H2-2275-21"
"2275",232,0,0.0585999473822063,2018-08-10 01:01:02,2,"H2-2275-21"
"2275",233,0,0.0976646613637661,2018-08-10 01:02:24,0,"H2-2275-21"
"2275",234,0,0.158871083398706,2018-08-10 01:04:17,0,"H2-2275-21"
"2275",235,0,0.211631099501672,2018-08-10 01:05:42,0,"H2-2275-21"
"2275",236,0,0.244501635645719,2018-08-10 01:07:23,0,"H2-2275-21"
"2275",237,0,0.294192407920973,2018-08-10 01:10:32,2,"H2-2275-21"
"2275",238,0,0.337872993622318,2018-08-10 01:13:01,0,"H2-2275-21"
