"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"2059",86,1,0.000766228582411214,2018-08-09 00:00:00,3,"H4-2059-6"
"1070",71,0,0.00131286745761529,2018-08-09 00:00:08,0,"H4-1070-5"
"1070",72,0,0.0737724696238745,2018-08-09 00:00:43,0,"H4-1070-5"
"1070",73,0,0.121670990696205,2018-08-09 00:01:44,0,"H4-1070-5"
"1070",74,0,0.152417148085408,2018-08-09 00:02:23,0,"H4-1070-5"
"2059",87,1,0.0701715767741689,2018-08-09 00:02:34,1,"H4-2059-6"
"2059",88,1,0.16500680202713,2018-08-09 00:04:17,0,"H4-2059-6"
"1070",75,0,0.239556931980797,2018-08-09 00:04:28,1,"H4-1070-5"
"2059",89,1,0.219319165211252,2018-08-09 00:05:17,0,"H4-2059-6"
"1070",76,0,0.307307638857534,2018-08-09 00:05:41,0,"H4-1070-5"
"2059",90,1,0.325776802232777,2018-08-09 00:06:47,0,"H4-2059-6"
"1070",77,0,0.375315002268112,2018-08-09 00:07:12,0,"H4-1070-5"
"1070",78,0,0.440723147087462,2018-08-09 00:08:22,1,"H4-1070-5"
"2059",91,1,0.411127711105335,2018-08-09 00:08:37,0,"H4-2059-6"
"1070",79,0,0.496145375083677,2018-08-09 00:09:32,0,"H4-1070-5"
"2059",92,1,0.490032724908744,2018-08-09 00:09:57,4,"H4-2059-6"
"1070",80,0,0.567372076632753,2018-08-09 00:10:52,0,"H4-1070-5"
"2059",93,1,0.525564983113884,2018-08-09 00:11:21,0,"H4-2059-6"
"1070",81,0,0.658447662164385,2018-08-09 00:12:22,0,"H4-1070-5"
"2059",94,1,0.611782333086838,2018-08-09 00:12:51,0,"H4-2059-6"
"2059",95,1,0.659796569829402,2018-08-09 00:14:01,0,"H4-2059-6"
"1070",82,0,0.777824400744964,2018-08-09 00:14:22,0,"H4-1070-5"
"1070",83,0,0.832458483161157,2018-08-09 00:15:21,0,"H4-1070-5"
"2059",96,1,0.740710544631994,2018-08-09 00:16:32,0,"H4-2059-6"
"1070",84,0,0.869445591197594,2018-08-09 00:16:40,0,"H4-1070-5"
"2059",97,1,0.841675565685369,2018-08-09 00:19:02,0,"H4-2059-6"
"2059",98,1,0.914601776358029,2018-08-09 00:20:32,0,"H4-2059-6"
"2059",99,1,1,2018-08-09 00:21:22,0,"H4-2059-6"
"2059",100,0,0.00131286745761529,2018-08-09 00:21:31,0,"H4-2059-7"
"1070",85,0,0.977053872464974,2018-08-09 00:25:38,0,"H4-1070-5"
"1070",86,1,0.000766228582411214,2018-08-09 00:26:38,0,"H4-1070-6"
"1070",87,1,0.0701715767741689,2018-08-09 00:28:26,1,"H4-1070-6"
"2059",101,0,0.0737724696238745,2018-08-09 00:30:50,0,"H4-2059-7"
"2059",102,0,0.121670990696205,2018-08-09 00:31:10,0,"H4-2059-7"
"2059",103,0,0.152417148085408,2018-08-09 00:31:50,4,"H4-2059-7"
"2059",104,0,0.239556931980797,2018-08-09 00:33:44,0,"H4-2059-7"
"2059",105,0,0.307307638857534,2018-08-09 00:34:54,0,"H4-2059-7"
"2059",106,0,0.375315002268112,2018-08-09 00:36:14,0,"H4-2059-7"
"2059",107,0,0.440723147087462,2018-08-09 00:37:34,2,"H4-2059-7"
"2059",108,0,0.496145375083677,2018-08-09 00:38:44,0,"H4-2059-7"
"2059",109,0,0.567372076632753,2018-08-09 00:40:24,0,"H4-2059-7"
"2059",110,0,0.658447662164385,2018-08-09 00:42:14,0,"H4-2059-7"
"2059",111,0,0.777824400744964,2018-08-09 00:44:32,0,"H4-2059-7"
"2059",112,0,0.832458483161157,2018-08-09 00:45:40,0,"H4-2059-7"
"2059",113,0,0.869445591197594,2018-08-09 00:46:12,0,"H4-2059-7"
"2059",114,0,0.977053872464974,2018-08-09 00:51:32,0,"H4-2059-7"
"2059",115,1,0.000766228582411214,2018-08-09 00:52:18,0,"H4-2059-8"
"2059",116,1,0.0701715767741689,2018-08-09 00:53:42,0,"H4-2059-8"
"2012",92,0,0.869445591197594,2018-08-09 21:20:29,27,"H4-2012-8"
"2012",93,0,0.977053872464974,2018-08-09 21:30:03,0,"H4-2012-8"
"2012",94,1,0.000766228582411214,2018-08-09 21:30:55,0,"H4-2012-9"
"2012",95,1,0.0701715767741689,2018-08-09 21:32:58,1,"H4-2012-9"
"2012",96,1,0.16500680202713,2018-08-09 21:34:42,2,"H4-2012-9"
"2012",97,1,0.219319165211252,2018-08-09 21:36:12,2,"H4-2012-9"
"2012",98,1,0.325776802232777,2018-08-09 21:38:12,2,"H4-2012-9"
"2012",99,1,0.411127711105335,2018-08-09 21:40:17,0,"H4-2012-9"
"2012",100,1,0.490032724908744,2018-08-09 21:41:44,0,"H4-2012-9"
"2012",101,1,0.525564983113884,2018-08-09 21:43:10,0,"H4-2012-9"
"2012",102,1,0.611782333086838,2018-08-09 21:44:55,0,"H4-2012-9"
"2012",103,1,0.659796569829402,2018-08-09 21:45:52,0,"H4-2012-9"
"2012",104,1,0.740710544631994,2018-08-09 21:47:09,0,"H4-2012-9"
"2018",0,0,0.832458483161157,2018-08-09 21:48:36,14,"H4-2018-0"
"2012",105,1,0.841675565685369,2018-08-09 21:49:01,0,"H4-2012-9"
"2012",106,1,0.914601776358029,2018-08-09 21:49:41,0,"H4-2012-9"
"2018",1,0,0.869445591197594,2018-08-09 21:49:43,0,"H4-2018-0"
"2012",107,1,1,2018-08-09 21:52:51,0,"H4-2012-9"
"2012",108,0,0.00131286745761529,2018-08-09 21:53:04,0,"H4-2012-10"
"2018",2,0,0.977053872464974,2018-08-09 22:01:52,1,"H4-2018-0"
"2018",3,1,0.000766228582411214,2018-08-09 22:02:00,0,"H4-2018-1"
"2012",109,0,0.0737724696238745,2018-08-09 22:02:16,3,"H4-2012-10"
"2012",110,0,0.121670990696205,2018-08-09 22:02:36,0,"H4-2012-10"
"2012",111,0,0.152417148085408,2018-08-09 22:03:02,0,"H4-2012-10"
"2018",4,1,0.0701715767741689,2018-08-09 22:03:36,0,"H4-2018-1"
"2012",112,0,0.239556931980797,2018-08-09 22:05:00,0,"H4-2012-10"
"2018",5,1,0.16500680202713,2018-08-09 22:06:35,1,"H4-2018-1"
"2012",113,0,0.307307638857534,2018-08-09 22:06:43,0,"H4-2012-10"
"2018",6,1,0.219319165211252,2018-08-09 22:08:15,4,"H4-2018-1"
"2012",114,0,0.375315002268112,2018-08-09 22:08:22,3,"H4-2012-10"
"2018",7,1,0.325776802232777,2018-08-09 22:09:41,3,"H4-2018-1"
"2012",115,0,0.440723147087462,2018-08-09 22:09:44,1,"H4-2012-10"
"2012",116,0,0.496145375083677,2018-08-09 22:11:19,1,"H4-2012-10"
"2018",8,1,0.411127711105335,2018-08-09 22:12:03,1,"H4-2018-1"
"2012",117,0,0.567372076632753,2018-08-09 22:12:52,0,"H4-2012-10"
"2018",9,1,0.490032724908744,2018-08-09 22:13:21,0,"H4-2018-1"
"2018",10,1,0.525564983113884,2018-08-09 22:14:43,0,"H4-2018-1"
"2012",118,0,0.658447662164385,2018-08-09 22:14:59,0,"H4-2012-10"
