"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1673TH",0,0,0.419525325172209,2018-08-07 05:33:27,5,"53A-1673TH-0"
"1675TH",0,1,0.534583261507753,2018-08-07 05:37:43,0,"53A-1675TH-0"
"1673TH",1,0,0.46842518672297,2018-08-07 05:37:58,3,"53A-1673TH-0"
"1673TH",2,0,0.49080474825121,2018-08-07 05:38:46,0,"53A-1673TH-0"
"1675TH",1,1,0.57865475030388,2018-08-07 05:39:04,0,"53A-1675TH-0"
"1673TH",3,0,0.505955643506436,2018-08-07 05:39:15,0,"53A-1673TH-0"
"1675TH",2,1,0.613988444807691,2018-08-07 05:39:48,0,"53A-1675TH-0"
"1675TH",3,1,0.646653658211705,2018-08-07 05:40:28,0,"53A-1675TH-0"
"1673TH",4,0,0.533187881045543,2018-08-07 05:40:56,0,"53A-1673TH-0"
"1675TH",4,1,0.661363354605513,2018-08-07 05:41:34,0,"53A-1675TH-0"
"1675TH",5,1,0.697055739667531,2018-08-07 05:42:13,0,"53A-1675TH-0"
"1675TH",6,1,0.716932743853024,2018-08-07 05:42:34,0,"53A-1675TH-0"
"1673TH",5,0,0.584801297549189,2018-08-07 05:42:49,0,"53A-1673TH-0"
"1675TH",7,1,0.750429629879542,2018-08-07 05:43:29,0,"53A-1675TH-0"
"1673TH",6,0,0.624291894632294,2018-08-07 05:44:29,0,"53A-1673TH-0"
"1675TH",8,1,0.792227277456999,2018-08-07 05:44:33,0,"53A-1675TH-0"
"1675TH",9,1,0.822417377167311,2018-08-07 05:45:03,0,"53A-1675TH-0"
"1675TH",10,1,0.836692075737392,2018-08-07 05:45:18,0,"53A-1675TH-0"
"1673TH",7,0,0.662185613658879,2018-08-07 05:45:55,0,"53A-1673TH-0"
"1675TH",11,1,0.867426389970994,2018-08-07 05:46:11,0,"53A-1675TH-0"
"1675TH",12,1,0.916393109498252,2018-08-07 05:47:04,0,"53A-1675TH-0"
