"vehicle","chunk","start_datetime","end_datetime"
"079",0,2018-12-30 06:31:05,2018-12-30 06:32:12
"079",1,2018-12-30 06:44:35,2018-12-30 08:00:59
"079",2,2018-12-30 08:07:00,2018-12-30 10:16:21
"079",3,2018-12-30 10:52:49,2018-12-30 15:30:32
"079",4,2018-12-30 16:11:14,2018-12-30 16:11:14
"079",5,2018-12-30 18:13:28,2018-12-30 18:13:58
"079",6,2018-12-30 19:08:56,2018-12-30 19:08:56
"079",7,2018-12-30 19:30:01,2018-12-30 19:30:01
"079",8,2018-12-30 20:19:58,2018-12-30 20:23:18
"079",9,2018-12-31 00:05:20,2018-12-31 00:05:20
"079",10,2018-12-31 02:24:09,2018-12-31 02:24:09
"081",0,2018-12-30 07:00:46,2018-12-30 07:00:46
"081",1,2018-12-30 07:35:14,2018-12-30 07:53:31
"081",2,2018-12-30 08:44:24,2018-12-30 08:51:38
"081",3,2018-12-30 09:19:24,2018-12-30 09:19:41
"081",4,2018-12-30 09:54:38,2018-12-30 10:20:05
"081",5,2018-12-30 21:56:52,2018-12-30 21:57:10
"081",6,2018-12-30 22:29:28,2018-12-30 22:29:45
"081",7,2018-12-30 23:00:24,2018-12-30 23:00:34
"081",8,2018-12-30 23:21:23,2018-12-30 23:23:20
"081",9,2018-12-31 00:00:11,2018-12-31 00:00:11
"081",10,2018-12-31 02:24:09,2018-12-31 02:24:09
"082",0,2018-12-30 04:14:16,2018-12-30 04:20:21
"082",1,2018-12-30 07:06:59,2018-12-30 18:19:51
"082",2,2018-12-30 18:52:01,2018-12-30 19:22:15
"082",3,2018-12-30 19:29:00,2018-12-30 21:22:23
"082",4,2018-12-30 21:30:11,2018-12-30 21:53:29
"082",5,2018-12-30 22:01:30,2018-12-30 22:21:13
"082",6,2018-12-30 22:31:30,2018-12-30 22:52:03
"082",7,2018-12-30 23:00:01,2018-12-30 23:36:01
"082",8,2018-12-31 00:00:02,2018-12-31 00:00:02
"082",9,2018-12-31 00:31:42,2018-12-31 00:36:54
"083",0,2018-12-30 07:38:50,2018-12-30 12:25:42
"083",1,2018-12-30 12:51:05,2018-12-30 17:35:38
"083",2,2018-12-30 19:14:40,2018-12-30 19:18:24
"083",3,2018-12-31 00:00:26,2018-12-31 00:00:26
"086",0,2018-12-30 06:09:07,2018-12-30 08:39:40
"086",1,2018-12-30 09:14:24,2018-12-30 10:49:57
"086",2,2018-12-30 10:55:54,2018-12-30 19:14:59
"086",3,2018-12-30 19:22:04,2018-12-30 20:16:57
"086",4,2018-12-30 20:22:25,2018-12-30 20:22:54
"086",5,2018-12-31 00:00:28,2018-12-31 00:00:28
"087",0,2018-12-30 09:06:37,2018-12-30 15:58:36
"087",1,2018-12-30 17:08:59,2018-12-30 17:25:10
"087",2,2018-12-30 20:44:03,2018-12-30 20:46:11
"087",3,2018-12-31 00:00:04,2018-12-31 00:00:04
"088",0,2018-12-30 07:36:48,2018-12-30 07:36:48
"088",1,2018-12-30 07:50:46,2018-12-30 12:01:49
"088",2,2018-12-30 12:39:35,2018-12-30 18:34:54
"088",3,2018-12-30 18:52:24,2018-12-30 18:52:34
"097",0,2018-12-30 06:38:16,2018-12-30 06:39:25
"1006",0,2018-12-30 08:55:22,2018-12-30 08:55:45
"1006",1,2018-12-30 09:06:35,2018-12-30 13:20:07
"1006",2,2018-12-30 13:54:48,2018-12-30 19:48:59
"1006",3,2018-12-30 20:04:19,2018-12-30 20:04:59
"1006",4,2018-12-30 21:12:36,2018-12-30 21:16:04
"1006",5,2018-12-31 00:00:26,2018-12-31 00:00:26
"1017",0,2018-12-30 04:00:28,2018-12-30 09:10:12
"1017",1,2018-12-30 09:46:55,2018-12-30 16:27:26
"1017",2,2018-12-30 16:32:53,2018-12-30 18:09:25
"1017",3,2018-12-30 18:16:10,2018-12-30 20:49:12
"1028",0,2018-12-30 08:11:17,2018-12-30 11:47:25
"1028",1,2018-12-30 12:17:59,2018-12-30 18:06:54
"1028",2,2018-12-31 00:01:56,2018-12-31 00:01:56
"1032",0,2018-12-30 07:09:09,2018-12-30 07:09:09
"1032",1,2018-12-30 07:50:29,2018-12-30 07:50:39
"1032",2,2018-12-30 07:55:49,2018-12-30 12:12:41
"1032",3,2018-12-30 12:28:03,2018-12-30 12:28:22
"1032",4,2018-12-30 12:44:53,2018-12-30 18:43:38
"1032",5,2018-12-30 18:54:31,2018-12-30 19:00:25
"1032",6,2018-12-30 21:10:40,2018-12-30 21:12:33
"1032",7,2018-12-31 00:00:35,2018-12-31 00:00:35
"1045",0,2018-12-30 07:17:02,2018-12-30 10:30:11
"1045",1,2018-12-30 10:37:41,2018-12-30 12:03:16
"1045",2,2018-12-30 12:08:17,2018-12-30 21:46:07
"1045",3,2018-12-31 00:00:09,2018-12-31 00:00:09
"1050",0,2018-12-30 07:58:17,2018-12-30 07:58:47
"1050",1,2018-12-30 08:11:37,2018-12-30 12:28:37
"1050",2,2018-12-30 13:00:58,2018-12-30 19:12:26
"1050",3,2018-12-30 21:25:03,2018-12-30 21:25:22
"1050",4,2018-12-30 22:22:02,2018-12-30 22:24:12
"1050",5,2018-12-31 00:00:34,2018-12-31 00:00:34
"1051",0,2018-12-30 08:31:30,2018-12-30 08:32:00
"1051",1,2018-12-30 08:44:41,2018-12-30 13:02:37
"1051",2,2018-12-30 13:37:07,2018-12-30 16:55:59
"1051",3,2018-12-30 17:01:19,2018-12-30 19:33:16
"1058",0,2018-12-30 05:26:58,2018-12-30 05:26:58
"1058",1,2018-12-30 06:26:46,2018-12-30 08:56:20
"1058",2,2018-12-30 09:01:40,2018-12-30 10:42:20
"1058",3,2018-12-30 11:15:10,2018-12-30 19:37:45
"1058",4,2018-12-30 19:43:16,2018-12-30 20:57:04
"1058",5,2018-12-30 21:29:15,2018-12-30 22:18:38
"1058",6,2018-12-30 22:30:18,2018-12-30 23:20:18
"1058",7,2018-12-30 23:27:29,2018-12-30 23:53:19
"1058",8,2018-12-31 00:00:09,2018-12-31 00:00:09
"1058",9,2018-12-31 00:43:19,2018-12-31 00:48:38
"1058",10,2018-12-31 02:29:27,2018-12-31 02:29:36
"106",0,2018-12-30 09:41:05,2018-12-30 09:41:05
"106",1,2018-12-30 10:26:43,2018-12-30 10:27:02
"106",2,2018-12-30 18:16:52,2018-12-30 18:22:45
"1061",0,2018-12-30 07:46:59,2018-12-30 10:55:35
"1061",1,2018-12-30 11:30:40,2018-12-30 11:54:36
"1061",2,2018-12-30 12:02:06,2018-12-30 14:42:51
"1061",3,2018-12-30 14:48:21,2018-12-30 16:46:23
"1061",4,2018-12-30 16:51:53,2018-12-30 17:31:22
"1061",5,2018-12-30 17:38:07,2018-12-30 20:13:36
"1061",6,2018-12-30 20:19:06,2018-12-30 21:41:15
"1061",7,2018-12-30 21:50:15,2018-12-30 21:51:15
"1061",8,2018-12-31 00:00:17,2018-12-31 00:00:17
"1067",0,2018-12-30 06:30:04,2018-12-30 06:30:04
"1067",1,2018-12-30 07:15:33,2018-12-30 09:45:51
"1067",2,2018-12-30 10:23:07,2018-12-30 17:01:38
"1067",3,2018-12-30 17:07:32,2018-12-30 21:17:27
"1067",4,2018-12-30 21:27:12,2018-12-30 21:31:18
"1067",5,2018-12-31 00:00:00,2018-12-31 00:00:00
"1068",0,2018-12-30 08:35:29,2018-12-30 08:35:29
"1068",1,2018-12-30 08:50:35,2018-12-30 12:48:20
"1068",2,2018-12-30 13:15:43,2018-12-30 14:48:18
"1068",3,2018-12-30 14:57:46,2018-12-30 19:02:20
"1068",4,2018-12-31 00:00:22,2018-12-31 00:00:22
"1069",0,2018-12-30 06:42:12,2018-12-30 06:42:12
"1069",1,2018-12-30 07:07:43,2018-12-30 07:10:50
"1069",2,2018-12-30 07:17:00,2018-12-30 09:47:53
"1069",3,2018-12-30 09:53:03,2018-12-30 11:29:07
"1069",4,2018-12-30 12:07:14,2018-12-30 13:44:16
"1069",5,2018-12-30 13:49:27,2018-12-30 16:52:05
"1069",6,2018-12-30 17:10:38,2018-12-30 17:45:25
"1069",7,2018-12-30 18:05:00,2018-12-30 21:17:13
"1069",8,2018-12-30 21:24:33,2018-12-30 21:28:08
"1070",0,2018-12-30 08:23:07,2018-12-30 09:43:12
"1070",1,2018-12-30 09:50:07,2018-12-30 11:30:58
"1070",2,2018-12-30 12:12:58,2018-12-30 13:55:29
"1070",3,2018-12-30 14:03:59,2018-12-30 16:41:13
"1070",4,2018-12-30 16:49:34,2018-12-30 18:06:55
"1070",5,2018-12-30 18:12:44,2018-12-30 20:49:51
"1070",6,2018-12-30 20:56:08,2018-12-30 21:00:47
"1070",7,2018-12-30 21:06:37,2018-12-30 21:07:33
"1070",8,2018-12-30 22:46:01,2018-12-30 22:46:30
"1070",9,2018-12-30 23:00:41,2018-12-30 23:04:43
"1070",10,2018-12-31 00:00:04,2018-12-31 00:00:04
"1187",0,2018-12-30 06:22:52,2018-12-30 10:42:22
"1187",1,2018-12-30 11:10:55,2018-12-30 22:12:19
"1187",2,2018-12-31 00:01:46,2018-12-31 00:01:46
"1187",3,2018-12-31 00:29:01,2018-12-31 00:33:40
"1199",0,2018-12-30 04:21:51,2018-12-30 04:30:19
"1199",1,2018-12-30 08:13:10,2018-12-30 08:17:02
"1199",2,2018-12-30 09:19:06,2018-12-30 09:19:51
"1199",3,2018-12-30 09:28:21,2018-12-30 19:28:07
"1199",4,2018-12-30 20:59:52,2018-12-30 21:02:32
"1199",5,2018-12-30 21:28:40,2018-12-30 21:28:50
"1199",6,2018-12-30 21:51:00,2018-12-30 21:52:46
"1199",7,2018-12-31 00:00:18,2018-12-31 00:00:18
"1226",0,2018-12-30 08:37:38,2018-12-30 12:20:49
"1226",1,2018-12-30 12:47:03,2018-12-30 16:12:03
"1226",2,2018-12-30 17:18:17,2018-12-30 18:34:05
"1226",3,2018-12-30 18:53:13,2018-12-30 19:01:01
"1226",4,2018-12-31 00:05:27,2018-12-31 00:05:27
"1227",0,2018-12-30 06:38:46,2018-12-30 06:39:43
"1227",1,2018-12-30 06:51:33,2018-12-30 11:05:02
"1227",2,2018-12-30 11:15:32,2018-12-30 11:16:02
"1227",3,2018-12-30 11:43:23,2018-12-30 16:48:00
"1227",4,2018-12-30 16:55:26,2018-12-30 18:25:20
"1227",5,2018-12-30 18:31:30,2018-12-30 21:03:12
"1227",6,2018-12-30 21:09:31,2018-12-30 21:10:28
"1227",7,2018-12-30 21:39:39,2018-12-30 21:40:21
"1227",8,2018-12-30 22:17:19,2018-12-30 22:17:53
"1227",9,2018-12-30 22:38:37,2018-12-30 22:40:45
"1227",10,2018-12-31 00:00:15,2018-12-31 00:00:15
"1228",0,2018-12-30 06:45:39,2018-12-30 10:55:00
"1228",1,2018-12-30 11:33:07,2018-12-30 14:48:53
"1228",2,2018-12-30 14:53:54,2018-12-30 21:05:14
"1228",3,2018-12-30 21:29:15,2018-12-30 21:51:57
"1228",4,2018-12-30 21:59:57,2018-12-30 22:23:07
"1228",5,2018-12-30 22:30:32,2018-12-30 22:54:22
"1228",6,2018-12-30 23:02:52,2018-12-30 23:49:38
"1228",7,2018-12-31 00:00:08,2018-12-31 00:00:08
"1228",8,2018-12-31 00:35:38,2018-12-31 00:41:54
"1228",9,2018-12-31 02:33:01,2018-12-31 02:34:52
"1238",0,2018-12-30 06:50:19,2018-12-30 06:55:18
"1238",1,2018-12-30 07:02:52,2018-12-30 11:17:09
"1238",2,2018-12-30 11:59:20,2018-12-30 20:39:46
"1238",3,2018-12-30 21:00:20,2018-12-30 23:33:10
"1238",4,2018-12-31 00:03:10,2018-12-31 00:03:10
"1238",5,2018-12-31 00:31:09,2018-12-31 00:41:42
"1238",6,2018-12-31 00:49:28,2018-12-31 00:49:35
"1238",7,2018-12-31 02:12:41,2018-12-31 02:17:40
"1238",8,2018-12-31 02:27:22,2018-12-31 02:33:21
"1240",0,2018-12-30 10:23:25,2018-12-30 10:23:25
