"datetime","vehicle","kind","lon","lat","on_route"
2018-11-23 08:19:23,"1254",14,28.6911945343018,50.2675743103027,1
2018-11-23 08:19:40,"1254",14,28.6897468566895,50.2668991088867,1
2018-11-23 16:13:54,"1254",17,28.6425552368164,50.2695388793945,1
2018-11-23 16:19:05,"1254",14,28.6502227783203,50.2624092102051,1
2018-11-23 16:28:51,"1254",14,28.6635131835938,50.2566871643066,1
2018-11-23 16:29:40,"1254",17,28.6664028167725,50.2571907043457,1
2018-11-23 16:29:44,"1254",14,28.6664028167725,50.2571907043457,1
2018-11-23 16:29:46,"1254",14,28.6664028167725,50.2571907043457,1
2018-11-23 16:33:14,"1254",14,28.6739158630371,50.2601165771484,1
2018-11-23 16:34:43,"1254",17,28.6788101196289,50.2622413635254,1
2018-11-23 16:40:34,"1254",17,28.6873912811279,50.2658233642578,1
2018-11-23 16:43:27,"1254",14,28.6945781707764,50.2689094543457,1
2018-11-23 16:54:53,"1254",14,28.726842880249,50.2558174133301,1
2018-11-23 17:10:25,"1254",14,28.7366962432861,50.2492218017578,1
2018-11-23 17:25:26,"1254",14,28.6984062194824,50.2706565856934,1
2018-11-23 07:19:44,"1270",14,28.7068710327148,50.2702789306641,1
2018-11-23 07:20:36,"1270",14,28.7105808258057,50.2676391601562,1
2018-11-23 07:23:16,"1270",14,28.7156162261963,50.2641220092773,1
2018-11-23 07:26:13,"1270",14,28.7234134674072,50.2586784362793,1
2018-11-23 07:26:25,"1270",14,28.7234134674072,50.2586784362793,1
2018-11-23 08:06:12,"1270",14,28.6802043914795,50.2628135681152,1
2018-11-23 08:06:38,"1270",14,28.6802043914795,50.2628135681152,1
2018-11-23 08:11:31,"1270",14,28.6650924682617,50.2569808959961,1
2018-11-23 08:42:16,"1270",14,28.6454029083252,50.2668113708496,1
2018-11-23 08:42:26,"1270",14,28.6454029083252,50.2668113708496,1
2018-11-23 08:46:15,"1270",14,28.6527805328369,50.2611694335938,1
2018-11-23 09:03:54,"1270",17,28.6872463226318,50.2657432556152,1
2018-11-23 18:20:40,"2019",14,28.673433303833,50.2598762512207,1
2018-11-23 18:48:24,"2019",14,28.738395690918,50.2401962280273,1
2018-11-23 18:48:47,"2019",14,28.738790512085,50.2414321899414,1
2018-11-23 18:50:02,"2019",14,28.740026473999,50.2458801269531,1
2018-11-23 18:51:06,"2019",14,28.7408199310303,50.2484931945801,1
2018-11-23 18:51:08,"2019",14,28.7408199310303,50.2484931945801,1
2018-11-23 19:14:01,"2019",17,28.665355682373,50.2569274902344,1
2018-11-23 19:14:10,"2019",14,28.6648406982422,50.2568397521973,1
2018-11-23 19:14:12,"2019",14,28.6648406982422,50.2568397521973,1
2018-11-23 07:03:14,"1254",17,28.634693145752,50.2694396972656,1
2018-11-23 07:03:20,"1254",17,28.634693145752,50.2694396972656,1
2018-11-23 07:03:24,"1254",14,28.634693145752,50.2694396972656,1
2018-11-23 07:03:32,"1254",32,28.634693145752,50.2694396972656,1
2018-11-23 07:04:42,"1254",14,28.6396255493164,50.269401550293,1
2018-11-23 09:18:20,"1254",14,28.6714820861816,50.2590293884277,1
2018-11-23 09:18:21,"1254",14,28.6714820861816,50.2590293884277,1
2018-11-23 14:05:27,"1254",17,28.6529102325439,50.2612266540527,1
2018-11-23 14:38:59,"1254",32,28.666145324707,50.2569999694824,1
2018-11-23 14:39:04,"1254",17,28.666145324707,50.2569999694824,1
2018-11-23 14:41:42,"1254",14,28.6719303131104,50.259220123291,1
2018-11-23 15:04:20,"1254",14,28.7325000762939,50.2496681213379,1
2018-11-23 17:32:30,"1254",14,28.6875858306885,50.2660751342773,1
2018-11-23 17:32:31,"1254",14,28.6875858306885,50.2660751342773,1
2018-11-23 17:40:06,"1254",17,28.6819400787354,50.2636413574219,1
2018-11-23 17:40:35,"1254",14,28.6816253662109,50.2635116577148,1
2018-11-23 18:08:23,"1254",14,28.6347408294678,50.2694244384766,1
2018-11-23 18:08:59,"1254",14,28.6376457214355,50.269359588623,1
2018-11-23 18:15:43,"1254",14,28.6500663757324,50.2625694274902,1
2018-11-23 18:16:18,"1254",14,28.6517105102539,50.2616157531738,1
2018-11-23 18:22:05,"1254",14,28.659725189209,50.2569847106934,1
2018-11-23 18:29:05,"1254",14,28.670259475708,50.2585830688477,1
2018-11-23 18:29:13,"1254",14,28.670259475708,50.2585830688477,1
2018-11-23 18:36:17,"1254",14,28.690258026123,50.2670440673828,1
2018-11-23 18:56:04,"2288",17,28.657190322876,50.2564582824707,1
2018-11-23 18:56:06,"2288",17,28.657190322876,50.2564582824707,1
2018-11-23 18:56:13,"531",17,28.6592025756836,50.2568092346191,1
2018-11-23 18:56:41,"2288",14,28.6564960479736,50.2573013305664,1
2018-11-23 08:03:11,"531",14,28.6722030639648,50.2593383789062,1
2018-11-23 08:11:15,"531",14,28.694803237915,50.2690162658691,1
