"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-11-06 06:26:40,2018-11-06 06:26:40
"077",1,2018-11-06 06:57:35,2018-11-06 06:57:55
"077",2,2018-11-06 07:03:01,2018-11-06 07:10:08
"077",3,2018-11-06 07:47:56,2018-11-06 08:13:39
"077",4,2018-11-06 08:21:13,2018-11-06 17:23:33
"077",5,2018-11-06 17:28:38,2018-11-06 17:29:20
"077",6,2018-11-06 19:17:46,2018-11-06 19:18:17
"077",7,2018-11-06 19:25:14,2018-11-06 19:25:30
"077",8,2018-11-06 19:32:31,2018-11-06 19:32:55
"077",9,2018-11-06 19:49:24,2018-11-06 19:50:03
"077",10,2018-11-06 20:02:11,2018-11-06 20:02:30
"077",11,2018-11-06 20:07:48,2018-11-06 20:09:02
"078",0,2018-11-06 06:39:04,2018-11-06 06:39:04
"078",1,2018-11-06 07:01:11,2018-11-06 07:08:20
"078",2,2018-11-06 07:13:23,2018-11-06 10:02:42
"078",3,2018-11-06 10:53:09,2018-11-06 10:53:30
"078",4,2018-11-06 11:00:03,2018-11-06 11:00:13
"078",5,2018-11-06 12:30:44,2018-11-06 12:34:07
"078",6,2018-11-06 13:37:41,2018-11-06 19:10:17
"078",7,2018-11-06 19:53:02,2018-11-06 19:57:13
"078",8,2018-11-06 20:27:55,2018-11-06 20:30:19
"079",0,2018-11-06 06:11:07,2018-11-06 15:30:49
"079",1,2018-11-06 15:37:56,2018-11-06 20:32:41
"079",2,2018-11-06 20:40:30,2018-11-06 21:00:46
"079",3,2018-11-06 21:33:32,2018-11-06 21:51:35
"079",4,2018-11-06 22:04:15,2018-11-06 22:51:51
"079",5,2018-11-06 23:05:21,2018-11-06 23:24:33
"079",6,2018-11-06 23:29:59,2018-11-06 23:49:42
"079",7,2018-11-07 00:00:13,2018-11-07 00:20:58
"079",8,2018-11-07 00:28:22,2018-11-07 00:55:46
"079",9,2018-11-07 01:17:26,2018-11-07 01:18:05
"082",0,2018-11-06 06:23:50,2018-11-06 20:25:47
