"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2019-01-06 10:39:22,2019-01-06 10:39:22
"077","1",1,2019-01-06 10:43:00,2019-01-06 10:43:52
"077","1",2,2019-01-06 10:47:25,2019-01-06 10:47:56
"077","1",3,2019-01-06 10:52:41,2019-01-06 10:52:51
"079","3",0,2019-01-06 07:48:42,2019-01-06 07:51:49
"079","3",1,2019-01-06 07:56:16,2019-01-06 07:58:51
"079","3",2,2019-01-06 18:35:15,2019-01-06 18:37:33
"079","3",3,2019-01-06 18:43:49,2019-01-06 18:44:18
"079","3",4,2019-01-06 18:46:42,2019-01-06 18:50:18
"079","3",5,2019-01-07 00:00:21,2019-01-07 00:00:21
"082","4",0,2019-01-06 06:20:40,2019-01-06 06:20:49
"082","4",1,2019-01-06 06:29:40,2019-01-06 06:31:53
"082","4",2,2019-01-06 07:05:19,2019-01-06 07:06:40
"082","4",3,2019-01-06 12:39:07,2019-01-06 12:42:38
"082","4",4,2019-01-06 13:10:55,2019-01-06 13:16:06
"082","4",5,2019-01-06 14:09:17,2019-01-06 14:15:22
"082","4",6,2019-01-06 14:59:33,2019-01-06 15:00:16
"082","4",7,2019-01-06 20:39:24,2019-01-06 20:41:23
"083","2",0,2019-01-06 07:13:27,2019-01-06 07:15:03
"083","2",1,2019-01-06 10:17:56,2019-01-06 10:18:56
"083","2",2,2019-01-06 10:23:56,2019-01-06 10:25:23
"083","2",3,2019-01-06 10:32:40,2019-01-06 10:33:35
"083","2",4,2019-01-06 11:18:05,2019-01-06 11:18:27
"083","2",5,2019-01-06 11:33:02,2019-01-06 11:33:35
"083","2",6,2019-01-06 22:36:13,2019-01-06 22:42:12
"083","2",7,2019-01-06 22:44:50,2019-01-06 22:51:46
"083","2",8,2019-01-06 23:00:48,2019-01-06 23:03:59
"083","2",9,2019-01-07 00:00:00,2019-01-07 00:00:00
"085","15A",0,2019-01-06 08:00:00,2019-01-06 08:02:56
"085","15A",1,2019-01-06 12:35:12,2019-01-06 12:40:06
"085","15A",2,2019-01-06 12:49:34,2019-01-06 12:58:39
"085","15A",3,2019-01-06 13:03:01,2019-01-06 13:07:18
"086","3",0,2019-01-06 07:19:39,2019-01-06 07:20:44
"086","3",1,2019-01-06 07:36:28,2019-01-06 07:37:17
"086","3",2,2019-01-06 21:38:13,2019-01-06 21:39:59
"086","3",3,2019-01-06 21:50:06,2019-01-06 21:51:33
"086","3",4,2019-01-06 21:58:28,2019-01-06 21:58:47
"086","3",5,2019-01-07 00:02:42,2019-01-07 00:02:42
