"vehicle","route","chunk","start_datetime","end_datetime"
"077","12",0,2018-11-08 14:16:43,2018-11-08 14:16:53
"077","4",0,2018-11-08 08:32:55,2018-11-08 08:37:05
"077","4",1,2018-11-08 08:40:00,2018-11-08 08:49:51
"077","4",2,2018-11-08 15:23:16,2018-11-08 15:23:42
"077","4",3,2018-11-08 15:25:48,2018-11-08 15:28:39
"077","4",4,2018-11-08 15:56:05,2018-11-08 15:58:20
"077","4",5,2018-11-08 17:45:29,2018-11-08 17:49:02
"077","4",6,2018-11-08 18:07:44,2018-11-08 18:08:59
"077","4",7,2018-11-08 18:11:20,2018-11-08 18:12:06
"077","4",8,2018-11-08 18:48:05,2018-11-08 18:48:56
"077","4",9,2018-11-08 19:00:34,2018-11-08 19:00:48
"077","4",10,2018-11-08 19:04:42,2018-11-08 19:07:38
"077","4",11,2018-11-08 19:58:12,2018-11-08 19:59:02
"077","H2",0,2018-11-08 21:32:01,2018-11-08 21:32:18
"077","H2",1,2018-11-08 21:41:48,2018-11-08 21:42:37
"077","H2",2,2018-11-08 22:34:36,2018-11-08 22:34:46
"078","9",0,2018-11-08 06:36:42,2018-11-08 06:36:42
"078","9",1,2018-11-08 06:55:03,2018-11-08 06:57:24
"078","9",2,2018-11-08 07:03:24,2018-11-08 07:03:33
"078","9",3,2018-11-08 07:10:14,2018-11-08 07:12:47
"078","9",4,2018-11-08 07:15:15,2018-11-08 07:18:00
"078","9",5,2018-11-08 09:56:27,2018-11-08 10:00:20
"078","9",6,2018-11-08 11:15:02,2018-11-08 11:20:48
"078","9",7,2018-11-08 13:30:30,2018-11-08 13:31:55
"078","9",8,2018-11-08 14:47:50,2018-11-08 14:49:36
"078","9",9,2018-11-08 14:57:39,2018-11-08 15:03:30
"078","9",10,2018-11-08 15:06:59,2018-11-08 15:08:25
"078","9",11,2018-11-08 19:02:39,2018-11-08 19:07:17
"078","9",12,2018-11-08 19:14:39,2018-11-08 19:16:24
"078","9",13,2018-11-08 19:30:34,2018-11-08 19:31:31
"078","9",14,2018-11-08 19:38:59,2018-11-08 19:40:32
"078","9",15,2018-11-08 20:16:26,2018-11-08 20:16:35
"078","9",16,2018-11-08 20:28:16,2018-11-08 20:30:23
"079","7A",0,2018-11-08 05:51:08,2018-11-08 05:54:34
"079","7A",1,2018-11-08 05:57:52,2018-11-08 05:58:22
"079","7A",2,2018-11-08 06:02:29,2018-11-08 06:13:03
"079","7A",3,2018-11-08 09:06:47,2018-11-08 09:18:55
"079","7A",4,2018-11-08 13:57:23,2018-11-08 13:57:52
"079","7A",5,2018-11-08 14:14:23,2018-11-08 14:15:57
"079","7A",6,2018-11-08 15:14:45,2018-11-08 15:24:09
"079","7A",7,2018-11-08 20:06:25,2018-11-08 20:13:48
"079","7A",8,2018-11-08 21:09:14,2018-11-08 21:09:56
"079","7A",9,2018-11-08 22:01:16,2018-11-08 22:02:16
"079","7A",10,2018-11-08 22:39:12,2018-11-08 22:40:07
"079","7A",11,2018-11-08 22:50:03,2018-11-08 22:53:00
"079","7A",12,2018-11-09 00:00:30,2018-11-09 00:00:30
"082","1",0,2018-11-08 14:38:13,2018-11-08 14:38:33
"082","1",1,2018-11-08 15:00:24,2018-11-08 15:02:17
"082","1",2,2018-11-08 20:57:00,2018-11-08 20:57:30
"082","1",3,2018-11-08 21:00:13,2018-11-08 21:00:33
"082","4A",0,2018-11-08 05:52:07,2018-11-08 06:09:17
"082","4A",1,2018-11-08 09:21:49,2018-11-08 09:43:20
"082","H2",0,2018-11-09 01:20:15,2018-11-09 01:21:45
"082","H2",1,2018-11-09 01:59:35,2018-11-09 02:01:24
"082","H2",2,2018-11-09 02:06:11,2018-11-09 02:07:51
"082","H2",3,2018-11-09 02:40:10,2018-11-09 02:40:20
"083","5A",0,2018-11-08 06:27:25,2018-11-08 06:29:27
"083","5A",1,2018-11-08 06:31:49,2018-11-08 06:52:42
"083","5A",2,2018-11-08 19:32:38,2018-11-08 19:53:36
"083","5A",3,2018-11-08 20:06:37,2018-11-08 20:07:42
"083","5A",4,2018-11-08 20:45:21,2018-11-08 20:46:07
"083","5A",5,2018-11-08 21:37:31,2018-11-08 21:38:09
"083","5A",6,2018-11-08 21:49:09,2018-11-08 21:49:39
"083","5A",7,2018-11-08 21:53:12,2018-11-08 21:54:27
"083","5A",8,2018-11-08 22:25:06,2018-11-08 22:25:52
"083","5A",9,2018-11-08 23:01:33,2018-11-08 23:02:05
"083","5A",10,2018-11-08 23:06:02,2018-11-08 23:07:21
