"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"083",51,1,0.355720663894662,2018-08-10 05:26:45,16,"10-083-7"
"083",52,1,0.413470799012564,2018-08-10 05:29:36,0,"10-083-7"
"083",53,1,0.449619826055735,2018-08-10 05:31:13,1,"10-083-7"
"083",54,1,0.470252795706426,2018-08-10 05:32:33,0,"10-083-7"
"083",55,1,0.489836653910672,2018-08-10 05:33:31,0,"10-083-7"
"1068",0,1,0.355720663894662,2018-08-10 05:34:18,10,"10-1068-0"
"083",56,1,0.527698268172464,2018-08-10 05:35:06,0,"10-083-7"
"083",57,1,0.540211324347857,2018-08-10 05:36:08,0,"10-083-7"
"083",58,1,0.576738377984328,2018-08-10 05:37:11,0,"10-083-7"
"1068",1,1,0.413470799012564,2018-08-10 05:38:44,1,"10-1068-0"
"1068",2,1,0.449619826055735,2018-08-10 05:40:03,0,"10-1068-0"
"083",59,1,0.633901984378741,2018-08-10 05:40:57,0,"10-083-7"
"1068",3,1,0.470252795706426,2018-08-10 05:41:14,0,"10-1068-0"
"083",60,1,0.683126754872903,2018-08-10 05:42:04,0,"10-083-7"
"1068",4,1,0.489836653910672,2018-08-10 05:42:36,0,"10-1068-0"
"083",61,1,0.726685444732063,2018-08-10 05:43:50,0,"10-083-7"
"1068",5,1,0.527698268172464,2018-08-10 05:44:03,0,"10-1068-0"
"083",62,1,0.752948640554546,2018-08-10 05:44:34,0,"10-083-7"
"1068",6,1,0.540211324347857,2018-08-10 05:44:51,0,"10-1068-0"
"083",63,1,0.773367361999484,2018-08-10 05:45:22,0,"10-083-7"
"1068",7,1,0.576738377984328,2018-08-10 05:46:02,0,"10-1068-0"
"107",862,1,0.355720663894662,2018-08-10 05:46:27,19,"10-107-32"
"083",64,1,0.854144721305117,2018-08-10 05:48:03,0,"10-083-7"
"083",65,1,0.883873917915823,2018-08-10 05:48:49,0,"10-083-7"
"107",863,1,0.413470799012564,2018-08-10 05:49:05,0,"10-107-32"
"083",66,1,0.900443769993419,2018-08-10 05:49:43,0,"10-083-7"
"1068",8,1,0.633901984378741,2018-08-10 05:49:53,0,"10-1068-0"
"083",67,1,0.916486730265752,2018-08-10 05:50:05,0,"10-083-7"
"083",68,1,0.946288979630689,2018-08-10 05:51:03,0,"10-083-7"
"1068",9,1,0.683126754872903,2018-08-10 05:51:04,1,"10-1068-0"
"107",864,1,0.449619826055735,2018-08-10 05:51:06,0,"10-107-32"
"083",69,1,0.999810387938018,2018-08-10 05:52:16,0,"10-083-7"
"083",70,0,0,2018-08-10 05:52:22,0,"10-083-8"
"1068",10,1,0.726685444732063,2018-08-10 05:52:34,0,"10-1068-0"
"107",865,1,0.470252795706426,2018-08-10 05:52:44,0,"10-107-32"
"1068",11,1,0.752948640554546,2018-08-10 05:53:53,0,"10-1068-0"
"107",866,1,0.489836653910672,2018-08-10 05:54:04,0,"10-107-32"
"1068",12,1,0.773367361999484,2018-08-10 05:54:55,0,"10-1068-0"
"107",867,1,0.527698268172464,2018-08-10 05:55:25,0,"10-107-32"
"083",71,0,0.0463779623671632,2018-08-10 05:56:59,1,"10-083-8"
