"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1228",0,1,0.145160713743145,2018-08-09 05:46:41,13,"8-1228-0"
"1228",1,1,0.216778888307912,2018-08-09 05:47:31,0,"8-1228-0"
"1228",2,1,0.267832231074377,2018-08-09 05:48:43,0,"8-1228-0"
"1228",3,1,0.341679018496416,2018-08-09 05:51:01,0,"8-1228-0"
"1228",4,1,0.397812634095359,2018-08-09 05:53:25,0,"8-1228-0"
"1228",5,1,0.440694138318563,2018-08-09 05:54:56,0,"8-1228-0"
"1228",6,1,0.518998438273973,2018-08-09 05:57:56,0,"8-1228-0"
"1228",7,1,0.576017274081762,2018-08-09 05:59:59,0,"8-1228-0"
"1228",8,1,0.608967104053896,2018-08-09 06:01:37,0,"8-1228-0"
"1228",9,1,0.657197179704731,2018-08-09 06:05:05,0,"8-1228-0"
"1228",10,1,0.724030494893144,2018-08-09 06:08:18,0,"8-1228-0"
"2018",0,1,0.216778888307912,2018-08-09 06:09:12,12,"8-2018-0"
"2018",1,1,0.267832231074377,2018-08-09 06:10:54,0,"8-2018-0"
"1228",11,1,0.791531591943021,2018-08-09 06:11:27,1,"8-1228-0"
"2018",2,1,0.341679018496416,2018-08-09 06:11:54,0,"8-2018-0"
"1228",12,1,0.810607722509812,2018-08-09 06:12:08,0,"8-1228-0"
"1228",13,1,0.851483754119237,2018-08-09 06:13:15,0,"8-1228-0"
"1228",14,1,0.887477841369959,2018-08-09 06:14:42,0,"8-1228-0"
"2018",3,1,0.397812634095359,2018-08-09 06:14:53,3,"8-2018-0"
"1228",15,1,0.936426215361585,2018-08-09 06:16:12,0,"8-1228-0"
"2018",4,1,0.440694138318563,2018-08-09 06:16:24,0,"8-2018-0"
"1228",16,1,0.973927423011567,2018-08-09 06:17:42,0,"8-1228-0"
"1228",17,1,0.999802742026927,2018-08-09 06:18:20,0,"8-1228-0"
"2018",5,1,0.518998438273973,2018-08-09 06:18:25,0,"8-2018-0"
"1228",18,0,0,2018-08-09 06:18:41,0,"8-1228-1"
"2018",6,1,0.576017274081762,2018-08-09 06:20:53,0,"8-2018-0"
"2018",7,1,0.608967104053896,2018-08-09 06:22:13,0,"8-2018-0"
"2018",8,1,0.657197179704731,2018-08-09 06:24:40,0,"8-2018-0"
"1228",19,0,0.0653689682507198,2018-08-09 06:24:46,1,"8-1228-1"
"1228",20,0,0.110032341128455,2018-08-09 06:25:36,0,"8-1228-1"
"1228",21,0,0.146381558394494,2018-08-09 06:26:32,0,"8-1228-1"
"1228",22,0,0.174288002350313,2018-08-09 06:27:18,0,"8-1228-1"
"2018",9,1,0.724030494893144,2018-08-09 06:28:24,0,"8-2018-0"
"1228",23,0,0.231596251592727,2018-08-09 06:29:31,0,"8-1228-1"
"2033",347,1,0.145160713743145,2018-08-09 06:31:03,28,"8-2033-16"
"2018",10,1,0.791531591943021,2018-08-09 06:31:14,0,"8-2018-0"
"1228",24,0,0.262195035061882,2018-08-09 06:31:24,1,"8-1228-1"
"2033",348,1,0.216778888307912,2018-08-09 06:31:56,2,"8-2033-16"
"2018",11,1,0.810607722509812,2018-08-09 06:32:08,1,"8-2018-0"
"1228",25,0,0.304460751604912,2018-08-09 06:33:02,0,"8-1228-1"
"2018",12,1,0.851483754119237,2018-08-09 06:33:10,0,"8-2018-0"
"2033",349,1,0.267832231074377,2018-08-09 06:33:42,0,"8-2033-16"
"2018",13,1,0.887477841369959,2018-08-09 06:34:28,0,"8-2018-0"
"2033",350,1,0.341679018496416,2018-08-09 06:35:45,2,"8-2033-16"
"2018",14,1,0.936426215361585,2018-08-09 06:35:48,0,"8-2018-0"
"1228",26,0,0.381184856335496,2018-08-09 06:36:07,1,"8-1228-1"
"2018",15,1,0.973927423011567,2018-08-09 06:36:34,0,"8-2018-0"
"2033",351,1,0.397812634095359,2018-08-09 06:38:01,1,"8-2033-16"
"1228",27,0,0.408724712098377,2018-08-09 06:38:05,0,"8-1228-1"
"2018",16,1,0.999802742026927,2018-08-09 06:38:40,1,"8-2018-0"
"2033",352,1,0.440694138318563,2018-08-09 06:39:52,2,"8-2033-16"
"1228",28,0,0.467389875499418,2018-08-09 06:40:01,0,"8-1228-1"
"2018",17,0,0,2018-08-09 06:40:10,0,"8-2018-1"
"1228",29,0,0.51227592427554,2018-08-09 06:42:24,1,"8-1228-1"
"2018",18,0,0.0653689682507198,2018-08-09 06:43:03,1,"8-2018-1"
"2033",353,1,0.518998438273973,2018-08-09 06:43:23,1,"8-2033-16"
"1228",30,0,0.555346919554659,2018-08-09 06:44:09,1,"8-1228-1"
"2018",19,0,0.110032341128455,2018-08-09 06:44:23,0,"8-2018-1"
"2018",20,0,0.146381558394494,2018-08-09 06:45:05,0,"8-2018-1"
"2033",354,1,0.576017274081762,2018-08-09 06:45:05,0,"8-2033-16"
"2018",21,0,0.174288002350313,2018-08-09 06:46:24,2,"8-2018-1"
"2033",355,1,0.608967104053896,2018-08-09 06:46:43,0,"8-2033-16"
"1228",31,0,0.626176174503707,2018-08-09 06:46:55,1,"8-1228-1"
"1228",32,0,0.662491705202406,2018-08-09 06:48:25,1,"8-1228-1"
"1228",33,0,0.699190711284362,2018-08-09 06:49:55,3,"8-1228-1"
"2033",356,1,0.657197179704731,2018-08-09 06:49:59,0,"8-2033-16"
"2018",22,0,0.231596251592727,2018-08-09 06:50:07,3,"8-2018-1"
"1228",34,0,0.744354104589818,2018-08-09 06:50:42,1,"8-1228-1"
"2018",23,0,0.262195035061882,2018-08-09 06:51:43,1,"8-2018-1"
