"vehicle","route","chunk","start_datetime","end_datetime"
"077","4",0,2018-12-05 10:09:20,2018-12-05 10:34:53
"077","4",1,2018-12-05 10:39:26,2018-12-05 11:06:52
"077","4",2,2018-12-05 11:37:26,2018-12-05 12:18:01
"077","4",3,2018-12-05 12:20:55,2018-12-05 12:48:58
"077","4A",0,2018-12-05 06:18:15,2018-12-05 06:19:18
"077","4A",1,2018-12-05 06:25:23,2018-12-05 06:42:31
"077","4A",2,2018-12-05 06:49:34,2018-12-05 07:13:10
"077","4A",3,2018-12-05 07:18:30,2018-12-05 07:44:56
"077","4A",4,2018-12-05 07:47:38,2018-12-05 08:18:51
"077","4A",5,2018-12-05 08:31:32,2018-12-05 09:25:35
"077","4A",6,2018-12-05 09:29:22,2018-12-05 09:59:58
"077","4A",7,2018-12-05 10:08:58,2018-12-05 10:09:14
"077","4A",8,2018-12-05 13:11:03,2018-12-05 13:33:08
"077","4A",9,2018-12-05 13:55:54,2018-12-05 13:56:30
"077","4A",10,2018-12-05 14:57:13,2018-12-05 14:57:33
"077","4A",11,2018-12-05 15:02:53,2018-12-05 15:03:32
"077","4A",12,2018-12-05 15:12:39,2018-12-05 15:12:48
"077","4A",13,2018-12-05 15:21:24,2018-12-05 15:25:35
"077","4A",14,2018-12-05 15:42:46,2018-12-05 15:42:46
"077","4A",15,2018-12-05 17:28:26,2018-12-05 17:31:51
"077","4A",16,2018-12-05 18:32:21,2018-12-05 18:39:50
"077","4A",17,2018-12-05 18:44:56,2018-12-05 18:47:31
"077","4A",18,2018-12-05 19:00:07,2018-12-05 19:00:53
"078","15A",0,2018-12-05 16:31:22,2018-12-05 16:33:26
"078","15A",1,2018-12-05 17:02:48,2018-12-05 17:04:15
"078","15A",2,2018-12-05 17:30:33,2018-12-05 17:34:57
"078","15A",3,2018-12-05 19:34:36,2018-12-05 19:34:56
"078","15A",4,2018-12-05 19:42:37,2018-12-05 19:43:36
"078","15A",5,2018-12-05 19:45:45,2018-12-05 19:46:29
"078","15A",6,2018-12-05 20:00:53,2018-12-05 20:05:34
"078","15A",7,2018-12-05 20:09:01,2018-12-05 20:19:14
"078","9",0,2018-12-05 06:19:25,2018-12-05 06:19:25
"078","9",1,2018-12-05 06:26:26,2018-12-05 06:26:46
"078","9",2,2018-12-05 06:34:56,2018-12-05 06:42:41
"078","9",3,2018-12-05 09:16:37,2018-12-05 09:26:44
"078","9",4,2018-12-05 09:28:50,2018-12-05 09:30:42
"078","9",5,2018-12-05 09:33:12,2018-12-05 09:33:50
"078","9",6,2018-12-05 09:35:52,2018-12-05 09:37:18
"078","9",7,2018-12-05 09:39:26,2018-12-05 09:39:38
"078","9",8,2018-12-05 11:39:25,2018-12-05 11:39:35
"078","9",9,2018-12-05 11:44:56,2018-12-05 11:45:06
"078","9",10,2018-12-05 11:53:01,2018-12-05 11:53:11
"078","9",11,2018-12-05 14:19:45,2018-12-05 14:20:04
"078","9",12,2018-12-05 14:27:03,2018-12-05 14:27:03
"079","2",0,2018-12-05 07:20:30,2018-12-05 07:22:27
"079","H5",0,2018-12-05 23:52:02,2018-12-06 00:09:23
"079","H5",1,2018-12-06 00:19:40,2018-12-06 00:20:57
"079","H5",2,2018-12-06 00:23:57,2018-12-06 00:25:51
"079","H5",3,2018-12-06 00:37:47,2018-12-06 00:38:38
"081","3",0,2018-12-05 05:37:30,2018-12-05 05:37:30
"081","3",1,2018-12-05 06:02:54,2018-12-05 06:04:13
"081","3",2,2018-12-05 13:29:33,2018-12-05 13:30:59
"081","3",3,2018-12-05 19:35:59,2018-12-05 19:36:25
"081","3",4,2018-12-05 19:42:35,2018-12-05 19:43:53
"081","3",5,2018-12-05 19:48:35,2018-12-05 19:49:24
"081","3",6,2018-12-05 20:05:14,2018-12-05 20:11:29
"081","3",7,2018-12-05 20:15:50,2018-12-05 20:16:30
"082","1",0,2018-12-05 15:59:03,2018-12-05 16:06:19
"082","1",1,2018-12-05 16:56:20,2018-12-05 16:56:29
"082","1",2,2018-12-05 21:09:03,2018-12-05 21:10:16
"082","6",0,2018-12-05 05:01:43,2018-12-05 05:01:43
"082","6",1,2018-12-05 05:21:54,2018-12-05 05:22:04
"082","6",2,2018-12-05 05:36:54,2018-12-05 05:47:43
"082","6",3,2018-12-05 09:20:02,2018-12-05 09:26:19
"082","6",4,2018-12-05 09:34:18,2018-12-05 09:36:22
"084","2",0,2018-12-05 05:05:10,2018-12-05 05:05:10
"084","2",1,2018-12-05 05:28:39,2018-12-05 05:29:08
"084","2",2,2018-12-05 05:31:26,2018-12-05 05:31:52
"084","2",3,2018-12-05 08:59:21,2018-12-05 09:04:33
"084","2",4,2018-12-05 09:09:18,2018-12-05 09:11:25
"084","2",5,2018-12-05 13:52:15,2018-12-05 13:53:25
"084","2",6,2018-12-05 19:02:26,2018-12-05 19:03:47
"084","2",7,2018-12-05 19:18:18,2018-12-05 19:20:20
"084","2",8,2018-12-05 19:22:43,2018-12-05 19:24:51
"085","15A",0,2018-12-05 06:28:48,2018-12-05 06:28:58
"085","15A",1,2018-12-05 06:45:06,2018-12-05 06:46:03
"085","15A",2,2018-12-05 07:02:55,2018-12-05 07:04:45
"085","15A",3,2018-12-05 13:10:39,2018-12-05 13:14:48
"085","15A",4,2018-12-05 21:43:16,2018-12-05 21:44:38
"085","15A",5,2018-12-05 22:36:57,2018-12-05 22:39:19
"085","15A",6,2018-12-05 22:43:03,2018-12-05 22:45:47
"085","15A",7,2018-12-05 22:57:30,2018-12-05 22:57:40
"085","15A",8,2018-12-05 23:27:07,2018-12-05 23:29:22
"085","15A",9,2018-12-06 00:00:55,2018-12-06 00:00:55
"087","15A",0,2018-12-05 06:35:01,2018-12-05 06:35:29
"087","15A",1,2018-12-05 06:47:42,2018-12-05 06:50:00
"087","15A",2,2018-12-05 16:33:08,2018-12-05 16:38:49
