"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2018-11-27 08:12:32,2018-11-27 08:15:44
"077","2",0,2018-11-27 06:44:05,2018-11-27 06:47:10
"077","4",0,2018-11-27 06:02:56,2018-11-27 06:02:56
"077","4",1,2018-11-27 06:49:36,2018-11-27 07:44:26
"077","4",2,2018-11-27 07:50:37,2018-11-27 08:13:05
"077","4",3,2018-11-27 08:15:51,2018-11-27 08:38:07
"077","4",4,2018-11-27 08:45:31,2018-11-27 09:37:57
"077","4",5,2018-11-27 09:52:22,2018-11-27 09:58:25
"077","4",6,2018-11-27 10:02:26,2018-11-27 10:03:00
"077","4",7,2018-11-27 11:22:04,2018-11-27 11:24:23
"077","4",8,2018-11-27 11:43:48,2018-11-27 11:44:00
"077","4",9,2018-11-27 11:46:41,2018-11-27 11:46:50
"077","4",10,2018-11-27 13:35:38,2018-11-27 13:38:08
"077","4",11,2018-11-27 13:43:43,2018-11-27 13:46:39
"077","4",12,2018-11-27 15:43:23,2018-11-27 15:44:21
"077","4",13,2018-11-27 15:47:08,2018-11-27 15:52:58
"077","4",14,2018-11-27 16:02:44,2018-11-27 16:04:43
"077","4",15,2018-11-27 16:41:18,2018-11-27 16:59:45
"077","4",16,2018-11-27 17:02:53,2018-11-27 17:25:48
"077","4",17,2018-11-27 17:38:20,2018-11-27 18:21:02
"077","4",18,2018-11-27 18:35:18,2018-11-27 18:53:31
"077","4",19,2018-11-27 18:58:40,2018-11-27 19:18:27
"077","4",20,2018-11-27 19:38:12,2018-11-27 19:39:57
"077","4",21,2018-11-27 19:48:31,2018-11-27 19:56:48
"078","9",0,2018-11-27 06:17:41,2018-11-27 06:17:41
"078","9",1,2018-11-27 06:32:12,2018-11-27 06:32:41
"078","9",2,2018-11-27 06:35:42,2018-11-27 06:42:00
"078","9",3,2018-11-27 09:18:11,2018-11-27 09:23:24
"078","9",4,2018-11-27 09:42:12,2018-11-27 09:47:55
"078","9",5,2018-11-27 10:18:31,2018-11-27 10:19:06
"078","9",6,2018-11-27 10:21:35,2018-11-27 10:21:42
"078","9",7,2018-11-27 10:24:02,2018-11-27 10:24:12
"078","9",8,2018-11-27 10:26:33,2018-11-27 10:26:42
"078","9",9,2018-11-27 14:24:11,2018-11-27 14:30:30
"078","9",10,2018-11-27 19:41:21,2018-11-27 19:42:21
"078","9",11,2018-11-27 19:44:47,2018-11-27 19:46:49
"078","9",12,2018-11-27 19:54:00,2018-11-27 19:54:46
"078","9",13,2018-11-27 19:59:17,2018-11-27 20:02:24
"078","9",14,2018-11-27 20:05:49,2018-11-27 20:07:35
"078","9",15,2018-11-27 20:25:38,2018-11-27 20:27:54
"078","9",16,2018-11-27 20:32:42,2018-11-27 20:36:04
"078","9",17,2018-11-27 20:40:07,2018-11-27 20:43:49
"078","9",18,2018-11-27 20:47:23,2018-11-27 20:47:33
"078","9",19,2018-11-27 21:05:53,2018-11-27 21:06:03
"079","5A",0,2018-11-27 06:58:23,2018-11-27 07:23:00
"079","5A",1,2018-11-27 17:30:07,2018-11-27 17:55:27
"079","5A",2,2018-11-27 18:43:27,2018-11-27 18:43:57
"079","5A",3,2018-11-28 00:00:29,2018-11-28 00:00:29
"082","4",0,2018-11-27 06:18:14,2018-11-27 06:18:24
"082","4",1,2018-11-27 06:36:54,2018-11-27 06:38:04
"082","4",2,2018-11-27 13:59:27,2018-11-27 14:01:46
"082","4",3,2018-11-27 14:16:46,2018-11-27 14:21:43
"082","4",4,2018-11-27 21:05:20,2018-11-27 21:05:37
"082","4",5,2018-11-27 21:16:42,2018-11-27 21:18:00
"082","4",6,2018-11-27 21:53:17,2018-11-27 21:56:39
"082","4",7,2018-11-27 21:58:53,2018-11-27 21:59:19
"082","4",8,2018-11-28 00:00:10,2018-11-28 00:00:10
"083","7A",0,2018-11-27 06:39:03,2018-11-27 06:52:01
"083","7A",1,2018-11-27 09:37:16,2018-11-27 09:46:45
"083","7A",2,2018-11-27 09:48:49,2018-11-27 09:56:22
"083","7A",3,2018-11-27 15:55:03,2018-11-27 15:55:33
"083","7A",4,2018-11-27 15:59:21,2018-11-27 16:02:20
"083","7A",5,2018-11-27 16:39:48,2018-11-27 16:40:46
"083","7A",6,2018-11-27 17:38:14,2018-11-27 17:38:44
"083","7A",7,2018-11-27 21:45:10,2018-11-27 21:45:40
"083","7A",8,2018-11-27 21:56:38,2018-11-27 21:57:18
