"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1683TH",0,0,0.419525325172209,2018-08-06 05:37:49,5,"53A-1683TH-0"
"1674TH",0,1,0.534583261507753,2018-08-06 05:38:44,5,"53A-1674TH-0"
"1683TH",1,0,0.46842518672297,2018-08-06 05:39:03,0,"53A-1683TH-0"
"1683TH",2,0,0.49080474825121,2018-08-06 05:39:46,0,"53A-1683TH-0"
"1683TH",3,0,0.505955643506436,2018-08-06 05:40:11,0,"53A-1683TH-0"
"1674TH",1,1,0.57865475030388,2018-08-06 05:40:16,2,"53A-1674TH-0"
"1683TH",4,0,0.533187881045543,2018-08-06 05:40:50,0,"53A-1683TH-0"
"1674TH",2,1,0.613988444807691,2018-08-06 05:40:54,0,"53A-1674TH-0"
"1674TH",3,1,0.646653658211705,2018-08-06 05:41:19,0,"53A-1674TH-0"
"1674TH",4,1,0.661363354605513,2018-08-06 05:41:32,0,"53A-1674TH-0"
"1674TH",5,1,0.697055739667531,2018-08-06 05:42:00,0,"53A-1674TH-0"
"1683TH",5,0,0.584801297549189,2018-08-06 05:42:10,0,"53A-1683TH-0"
"1674TH",6,1,0.716932743853024,2018-08-06 05:42:14,0,"53A-1674TH-0"
"1674TH",7,1,0.750429629879542,2018-08-06 05:42:36,0,"53A-1674TH-0"
"1683TH",6,0,0.624291894632294,2018-08-06 05:43:17,0,"53A-1683TH-0"
"1674TH",8,1,0.792227277456999,2018-08-06 05:43:37,0,"53A-1674TH-0"
"1674TH",9,1,0.822417377167311,2018-08-06 05:44:21,0,"53A-1674TH-0"
"1674TH",10,1,0.836692075737392,2018-08-06 05:44:38,0,"53A-1674TH-0"
"1683TH",7,0,0.662185613658879,2018-08-06 05:44:43,0,"53A-1683TH-0"
"1674TH",11,1,0.867426389970994,2018-08-06 05:45:27,0,"53A-1674TH-0"
"1674TH",12,1,0.916393109498252,2018-08-06 05:46:17,0,"53A-1674TH-0"
"1683TH",8,0,0.72450095762779,2018-08-06 05:46:23,0,"53A-1683TH-0"
"1674TH",13,1,0.951166113588496,2018-08-06 05:46:55,0,"53A-1674TH-0"
"1674TH",14,1,0.976064509746199,2018-08-06 05:47:13,0,"53A-1674TH-0"
"1674TH",15,1,0.9997526715405,2018-08-06 05:47:25,0,"53A-1674TH-0"
"1674TH",16,0,0,2018-08-06 05:47:29,0,"53A-1674TH-1"
"1688TH",0,1,0.534583261507753,2018-08-06 05:47:30,5,"53A-1688TH-0"
"1683TH",9,0,0.756451241285734,2018-08-06 05:47:57,0,"53A-1683TH-0"
"1683TH",10,0,0.788738905316075,2018-08-06 05:48:48,0,"53A-1683TH-0"
"1688TH",1,1,0.57865475030388,2018-08-06 05:48:50,0,"53A-1688TH-0"
"1683TH",11,0,0.828473509197723,2018-08-06 05:49:39,0,"53A-1683TH-0"
"1688TH",2,1,0.613988444807691,2018-08-06 05:50:02,0,"53A-1688TH-0"
"1683TH",12,0,0.855617245750311,2018-08-06 05:50:19,0,"53A-1683TH-0"
"1688TH",3,1,0.646653658211705,2018-08-06 05:51:04,0,"53A-1688TH-0"
"1683TH",13,0,0.901893539482529,2018-08-06 05:51:26,0,"53A-1683TH-0"
"1688TH",4,1,0.661363354605513,2018-08-06 05:52:24,0,"53A-1688TH-0"
"1674TH",17,0,0.0277933531603601,2018-08-06 05:53:18,11,"53A-1674TH-1"
"1688TH",5,1,0.697055739667531,2018-08-06 05:53:22,0,"53A-1688TH-0"
"1688TH",6,1,0.716932743853024,2018-08-06 05:54:10,0,"53A-1688TH-0"
"1674TH",18,0,0.0478655626924459,2018-08-06 05:54:13,2,"53A-1674TH-1"
"1683TH",14,0,0.946294086999221,2018-08-06 05:54:50,3,"53A-1683TH-0"
"1674TH",19,0,0.0905133404024285,2018-08-06 05:55:13,1,"53A-1674TH-1"
"1688TH",7,1,0.750429629879542,2018-08-06 05:55:21,0,"53A-1688TH-0"
"1674TH",20,0,0.131432738320303,2018-08-06 05:56:05,0,"53A-1674TH-1"
"1683TH",15,0,1,2018-08-06 05:56:31,1,"53A-1683TH-0"
"1683TH",16,1,5.32803888024437e-05,2018-08-06 05:56:38,2,"53A-1683TH-1"
"1688TH",8,1,0.792227277456999,2018-08-06 05:56:49,0,"53A-1688TH-0"
"1674TH",21,0,0.150345576559304,2018-08-06 05:56:51,1,"53A-1674TH-1"
"1683TH",17,1,0.0221420594216054,2018-08-06 05:57:23,0,"53A-1683TH-1"
"1688TH",9,1,0.822417377167311,2018-08-06 05:57:35,0,"53A-1688TH-0"
"1674TH",22,0,0.180026941254668,2018-08-06 05:57:41,0,"53A-1674TH-1"
"1688TH",10,1,0.836692075737392,2018-08-06 05:58:00,0,"53A-1688TH-0"
"1674TH",23,0,0.199647439157132,2018-08-06 05:58:03,0,"53A-1674TH-1"
"1683TH",18,1,0.0664029968752921,2018-08-06 05:58:21,0,"53A-1683TH-1"
"1688TH",11,1,0.867426389970994,2018-08-06 05:58:58,0,"53A-1688TH-0"
"1674TH",24,0,0.212241876376867,2018-08-06 05:59:00,4,"53A-1674TH-1"
"1683TH",19,1,0.0811152646094905,2018-08-06 05:59:25,1,"53A-1683TH-1"
"1688TH",12,1,0.916393109498252,2018-08-06 05:59:58,0,"53A-1688TH-0"
"1681TH",0,1,0.534583261507753,2018-08-06 06:00:04,5,"53A-1681TH-0"
"1674TH",25,0,0.247936630804854,2018-08-06 06:00:33,2,"53A-1674TH-1"
"1688TH",13,1,0.951166113588496,2018-08-06 06:00:35,0,"53A-1688TH-0"
"1683TH",20,1,0.150240555655508,2018-08-06 06:00:56,0,"53A-1683TH-1"
"1688TH",14,1,0.976064509746199,2018-08-06 06:01:08,0,"53A-1688TH-0"
"1688TH",15,1,0.9997526715405,2018-08-06 06:01:24,0,"53A-1688TH-0"
"1688TH",16,0,0,2018-08-06 06:01:28,0,"53A-1688TH-1"
"1681TH",1,1,0.57865475030388,2018-08-06 06:02:07,0,"53A-1681TH-0"
"1683TH",21,1,0.191425924560063,2018-08-06 06:02:18,1,"53A-1683TH-1"
"1681TH",2,1,0.613988444807691,2018-08-06 06:03:17,0,"53A-1681TH-0"
"1674TH",26,0,0.27568910775833,2018-08-06 06:03:28,4,"53A-1674TH-1"
"1681TH",3,1,0.646653658211705,2018-08-06 06:04:30,0,"53A-1681TH-0"
"1674TH",27,0,0.303546717999246,2018-08-06 06:04:38,1,"53A-1674TH-1"
"1681TH",4,1,0.661363354605513,2018-08-06 06:05:09,0,"53A-1681TH-0"
"1688TH",17,0,0.0277933531603601,2018-08-06 06:05:45,3,"53A-1688TH-1"
"1681TH",5,1,0.697055739667531,2018-08-06 06:05:50,0,"53A-1681TH-0"
"1683TH",22,1,0.247786401684175,2018-08-06 06:06:05,3,"53A-1683TH-1"
"1674TH",28,0,0.330339619731935,2018-08-06 06:06:10,1,"53A-1674TH-1"
"1688TH",18,0,0.0478655626924459,2018-08-06 06:06:32,1,"53A-1688TH-1"
"1674TH",29,0,0.353042026482814,2018-08-06 06:06:57,1,"53A-1674TH-1"
"1681TH",6,1,0.716932743853024,2018-08-06 06:07:07,3,"53A-1681TH-0"
"1688TH",19,0,0.0905133404024285,2018-08-06 06:07:32,0,"53A-1688TH-1"
"1683TH",23,1,0.302235966063294,2018-08-06 06:07:38,2,"53A-1683TH-1"
"1681TH",7,1,0.750429629879542,2018-08-06 06:08:02,0,"53A-1681TH-0"
"1674TH",30,0,0.382218362558675,2018-08-06 06:08:10,1,"53A-1674TH-1"
"1688TH",20,0,0.131432738320303,2018-08-06 06:08:30,0,"53A-1688TH-1"
"1683TH",24,1,0.350185781824501,2018-08-06 06:09:12,0,"53A-1683TH-1"
"1681TH",8,1,0.792227277456999,2018-08-06 06:09:20,0,"53A-1681TH-0"
"1688TH",21,0,0.150345576559304,2018-08-06 06:09:25,2,"53A-1688TH-1"
"1686TH",0,1,0.534583261507753,2018-08-06 06:09:51,5,"53A-1686TH-0"
"1681TH",9,1,0.822417377167311,2018-08-06 06:09:55,0,"53A-1681TH-0"
"1688TH",22,0,0.180026941254668,2018-08-06 06:09:58,0,"53A-1688TH-1"
"1674TH",31,0,0.419525325172209,2018-08-06 06:09:59,1,"53A-1674TH-1"
"1681TH",10,1,0.836692075737392,2018-08-06 06:10:11,0,"53A-1681TH-0"
"1688TH",23,0,0.199647439157132,2018-08-06 06:10:16,0,"53A-1688TH-1"
