"vehicle","chunk","start_datetime","end_datetime"
"077",0,2019-01-13 11:35:10,2019-01-13 11:35:10
"077",1,2019-01-13 12:24:14,2019-01-13 12:24:23
"077",2,2019-01-13 13:45:26,2019-01-13 13:49:15
"077",3,2019-01-13 15:14:37,2019-01-13 15:14:47
"079",0,2019-01-13 06:52:28,2019-01-13 11:06:25
"079",1,2019-01-13 11:42:50,2019-01-13 14:13:44
"079",2,2019-01-13 17:00:16,2019-01-13 21:00:12
"079",3,2019-01-14 00:00:13,2019-01-14 00:00:13
"082",0,2019-01-13 09:32:42,2019-01-13 09:33:16
"082",1,2019-01-13 09:49:26,2019-01-13 09:51:22
"082",2,2019-01-13 09:56:49,2019-01-13 14:55:49
"082",3,2019-01-13 15:26:05,2019-01-13 15:26:18
"082",4,2019-01-13 15:47:29,2019-01-13 15:49:31
"082",5,2019-01-13 17:04:48,2019-01-13 17:05:18
"082",6,2019-01-13 23:42:35,2019-01-13 23:50:33
"082",7,2019-01-13 23:57:23,2019-01-14 00:00:03
"085",0,2019-01-13 15:56:49,2019-01-13 20:34:15
"085",1,2019-01-13 21:06:57,2019-01-13 21:21:41
"085",2,2019-01-13 21:31:12,2019-01-13 21:54:56
"085",3,2019-01-13 22:02:31,2019-01-13 22:50:44
"085",4,2019-01-13 22:59:38,2019-01-13 23:47:05
"085",5,2019-01-14 00:00:00,2019-01-14 00:00:00
"085",6,2019-01-14 00:05:31,2019-01-14 00:11:48
"085",7,2019-01-14 01:34:20,2019-01-14 01:35:28
"086",0,2019-01-13 06:59:48,2019-01-13 06:59:48
"086",1,2019-01-13 07:40:32,2019-01-13 11:50:28
"086",2,2019-01-13 12:29:54,2019-01-13 20:30:00
"086",3,2019-01-13 21:01:13,2019-01-13 21:22:39
"086",4,2019-01-13 21:30:03,2019-01-13 21:53:18
"086",5,2019-01-13 21:59:45,2019-01-14 00:08:08
"086",6,2019-01-14 01:08:08,2019-01-14 01:16:52
"087",0,2019-01-13 08:03:19,2019-01-13 16:19:56
"087",1,2019-01-13 16:56:26,2019-01-13 21:09:21
"087",2,2019-01-13 21:19:26,2019-01-13 21:20:19
"087",3,2019-01-13 21:26:15,2019-01-13 21:28:01
"087",4,2019-01-14 00:00:15,2019-01-14 00:00:15
"088",0,2019-01-13 07:10:42,2019-01-13 07:10:42
"088",1,2019-01-13 07:17:49,2019-01-13 07:20:51
"088",2,2019-01-13 08:13:37,2019-01-13 08:15:58
"088",3,2019-01-13 19:20:43,2019-01-13 19:20:53
"088",4,2019-01-13 19:26:21,2019-01-13 19:26:30
"088",5,2019-01-13 20:00:59,2019-01-13 20:03:55
"1006",0,2019-01-13 07:41:49,2019-01-13 07:41:49
"1006",1,2019-01-13 07:48:59,2019-01-13 07:51:22
"1006",2,2019-01-13 07:58:52,2019-01-13 08:00:44
"1006",3,2019-01-13 08:09:34,2019-01-13 11:41:11
"1006",4,2019-01-13 12:15:31,2019-01-13 15:35:37
"1006",5,2019-01-13 15:41:48,2019-01-13 18:05:26
"1006",6,2019-01-13 18:13:06,2019-01-13 18:15:55
"1017",0,2019-01-13 06:23:37,2019-01-13 06:23:37
"1017",1,2019-01-13 06:48:45,2019-01-13 10:16:49
"1017",2,2019-01-13 10:48:10,2019-01-13 14:41:43
"1017",3,2019-01-13 14:47:43,2019-01-13 21:13:42
"1017",4,2019-01-14 00:00:28,2019-01-14 00:00:28
"1017",5,2019-01-14 00:49:50,2019-01-14 01:01:22
"1028",0,2019-01-13 08:21:20,2019-01-13 13:15:34
"1028",1,2019-01-13 13:21:23,2019-01-13 13:26:24
"1028",2,2019-01-13 13:39:19,2019-01-13 18:32:04
"1028",3,2019-01-14 00:07:05,2019-01-14 00:07:05
"1032",0,2019-01-13 04:06:16,2019-01-13 04:08:51
"1032",1,2019-01-13 07:24:05,2019-01-13 07:24:14
"1032",2,2019-01-13 07:32:59,2019-01-13 11:47:34
"1032",3,2019-01-13 12:21:30,2019-01-13 17:26:17
"1032",4,2019-01-13 17:36:58,2019-01-13 21:43:15
"1032",5,2019-01-14 00:00:27,2019-01-14 00:00:27
"1045",0,2019-01-13 07:35:46,2019-01-13 07:35:46
"1045",1,2019-01-13 07:45:56,2019-01-13 07:46:15
"1045",2,2019-01-13 08:06:36,2019-01-13 11:06:52
"1045",3,2019-01-13 11:12:43,2019-01-13 12:36:27
"1045",4,2019-01-13 13:03:07,2019-01-13 13:03:56
"1045",5,2019-01-13 13:31:37,2019-01-13 18:55:43
"1045",6,2019-01-13 22:35:09,2019-01-13 22:36:10
"1045",7,2019-01-14 00:00:32,2019-01-14 00:00:32
"1045",8,2019-01-14 03:57:12,2019-01-14 03:59:51
"1046",0,2019-01-13 07:04:21,2019-01-13 11:26:47
"1046",1,2019-01-13 11:51:55,2019-01-13 12:21:07
"1046",2,2019-01-13 12:49:05,2019-01-13 16:53:42
"1046",3,2019-01-13 16:59:13,2019-01-13 17:07:35
"1046",4,2019-01-13 20:18:07,2019-01-13 20:19:16
"1046",5,2019-01-13 22:48:08,2019-01-13 22:48:18
"1046",6,2019-01-14 00:00:09,2019-01-14 00:00:09
"1050",0,2019-01-13 06:28:54,2019-01-13 10:41:50
"1050",1,2019-01-13 11:11:21,2019-01-13 11:11:31
"1050",2,2019-01-13 11:17:01,2019-01-13 15:18:45
"1050",3,2019-01-13 15:30:36,2019-01-13 16:05:20
"1050",4,2019-01-13 16:15:20,2019-01-13 20:52:46
"1050",5,2019-01-13 21:02:07,2019-01-13 21:02:17
"1050",6,2019-01-13 21:30:45,2019-01-13 22:19:36
"1050",7,2019-01-13 22:30:54,2019-01-13 23:19:28
"1050",8,2019-01-13 23:32:12,2019-01-14 00:00:04
"1050",9,2019-01-14 00:57:47,2019-01-14 01:05:52
"1050",10,2019-01-14 01:39:01,2019-01-14 01:40:08
"1051",0,2019-01-13 04:00:20,2019-01-13 04:01:37
"1051",1,2019-01-13 06:06:31,2019-01-13 06:13:37
"1051",2,2019-01-13 06:20:43,2019-01-13 07:57:22
"1051",3,2019-01-13 08:09:13,2019-01-13 10:38:17
"1051",4,2019-01-13 11:09:47,2019-01-13 21:34:22
"1051",5,2019-01-13 21:43:38,2019-01-13 22:12:58
"1051",6,2019-01-13 22:24:06,2019-01-13 22:29:00
"1051",7,2019-01-13 23:34:55,2019-01-13 23:35:14
"1051",8,2019-01-14 00:00:25,2019-01-14 00:00:25
"1051",9,2019-01-14 01:46:36,2019-01-14 01:49:26
"1058",0,2019-01-13 06:48:05,2019-01-13 06:48:15
"1058",1,2019-01-13 06:54:25,2019-01-13 06:54:34
"1058",2,2019-01-13 07:12:45,2019-01-13 09:44:33
"1058",3,2019-01-13 10:21:14,2019-01-13 14:25:43
"1058",4,2019-01-13 16:55:36,2019-01-13 17:19:55
"1058",5,2019-01-13 17:37:21,2019-01-13 17:39:20
"1058",6,2019-01-13 17:56:10,2019-01-13 21:11:44
"1058",7,2019-01-13 21:29:42,2019-01-13 21:30:57
"106",0,2019-01-13 06:04:49,2019-01-13 06:05:19
"106",1,2019-01-13 06:11:07,2019-01-13 06:53:31
"106",2,2019-01-13 07:30:31,2019-01-13 08:05:55
"106",3,2019-01-13 10:54:07,2019-01-13 10:54:16
