"vehicle","route","chunk","start_datetime","end_datetime"
"077","1",0,2018-12-18 14:40:12,2018-12-18 14:40:31
"077","4A",0,2018-12-18 05:59:39,2018-12-18 06:00:18
"077","4A",1,2018-12-18 06:06:29,2018-12-18 06:07:31
"077","4A",2,2018-12-18 06:10:42,2018-12-18 06:11:39
"077","4A",3,2018-12-18 06:28:37,2018-12-18 06:31:05
"077","4A",4,2018-12-18 06:34:18,2018-12-18 06:38:36
"077","4A",5,2018-12-18 06:44:42,2018-12-18 06:45:00
"077","4A",6,2018-12-18 06:47:57,2018-12-18 08:25:45
"077","4A",7,2018-12-18 08:29:19,2018-12-18 09:01:40
"077","4A",8,2018-12-18 16:47:54,2018-12-18 16:52:00
"077","4A",9,2018-12-18 17:02:18,2018-12-18 17:24:29
"077","4A",10,2018-12-18 17:27:18,2018-12-18 17:31:31
"077","4A",11,2018-12-18 17:37:06,2018-12-18 19:06:45
"077","4A",12,2018-12-18 19:10:22,2018-12-18 19:11:01
"077","4A",13,2018-12-18 19:13:33,2018-12-18 19:14:59
"077","91",0,2018-12-18 09:01:45,2018-12-18 09:19:42
"077","91",1,2018-12-18 09:21:52,2018-12-18 10:06:11
"077","91",2,2018-12-18 10:20:49,2018-12-18 10:21:25
"077","91",3,2018-12-18 11:26:46,2018-12-18 11:28:18
"078","9",0,2018-12-18 06:25:16,2018-12-18 06:25:16
"078","9",1,2018-12-18 06:36:51,2018-12-18 06:37:00
"078","9",2,2018-12-18 06:43:50,2018-12-18 06:47:40
"078","9",3,2018-12-18 09:20:51,2018-12-18 09:33:10
"078","9",4,2018-12-18 09:53:47,2018-12-18 09:53:56
"078","9",5,2018-12-18 09:57:41,2018-12-18 09:59:00
"078","9",6,2018-12-18 10:01:27,2018-12-18 10:01:37
"078","9",7,2018-12-18 10:05:21,2018-12-18 10:07:08
"078","9",8,2018-12-18 10:15:23,2018-12-18 10:16:36
"078","9",9,2018-12-18 14:27:04,2018-12-18 14:32:24
"078","9",10,2018-12-18 19:42:15,2018-12-18 19:46:19
"078","9",11,2018-12-18 19:57:55,2018-12-18 20:04:33
"078","9",12,2018-12-18 20:22:32,2018-12-18 20:23:29
"078","9",13,2018-12-18 20:36:13,2018-12-18 20:38:26
"078","9",14,2018-12-18 20:43:04,2018-12-18 20:44:27
"078","9",15,2018-12-18 20:51:06,2018-12-18 20:51:16
"078","9",16,2018-12-18 20:55:59,2018-12-18 20:56:09
"079","2",0,2018-12-18 06:03:43,2018-12-18 06:06:59
"079","2",1,2018-12-18 09:30:02,2018-12-18 09:36:37
"079","2",2,2018-12-18 14:27:53,2018-12-18 14:29:24
"079","2",3,2018-12-18 16:18:23,2018-12-18 16:20:20
"079","2",4,2018-12-18 16:23:51,2018-12-18 16:32:16
"079","2",5,2018-12-18 16:50:52,2018-12-18 16:56:48
"079","2",6,2018-12-18 17:00:33,2018-12-18 17:03:09
