"vehicle","chunk","start_datetime","end_datetime"
"077",0,2018-11-05 06:38:49,2018-11-05 09:48:38
"077",1,2018-11-05 10:14:13,2018-11-05 11:08:01
"077",2,2018-11-05 12:24:02,2018-11-05 21:28:56
"078",0,2018-11-05 06:22:56,2018-11-05 06:22:56
"078",1,2018-11-05 06:50:07,2018-11-05 06:50:16
"078",2,2018-11-05 07:10:27,2018-11-05 10:02:18
"078",3,2018-11-05 10:44:31,2018-11-05 10:46:30
"078",4,2018-11-05 13:41:27,2018-11-05 19:13:22
"078",5,2018-11-05 20:07:34,2018-11-05 20:08:57
"078",6,2018-11-05 20:24:31,2018-11-05 20:25:28
"079",0,2018-11-05 06:29:08,2018-11-05 09:00:13
"079",1,2018-11-05 09:07:34,2018-11-05 09:48:38
"079",2,2018-11-05 13:50:40,2018-11-05 18:59:32
"079",3,2018-11-06 00:00:35,2018-11-06 00:00:35
"082",0,2018-11-05 06:08:57,2018-11-05 21:08:00
"082",1,2018-11-05 21:18:59,2018-11-05 21:22:32
"082",2,2018-11-05 22:42:01,2018-11-05 22:42:29
"082",3,2018-11-05 23:35:00,2018-11-05 23:36:50
"082",4,2018-11-06 00:01:30,2018-11-06 00:01:30
"083",0,2018-11-05 06:53:52,2018-11-05 21:16:08
"083",1,2018-11-05 21:23:01,2018-11-05 21:27:15
"083",2,2018-11-05 22:42:10,2018-11-05 22:42:59
"083",3,2018-11-05 22:59:31,2018-11-05 23:00:02
"083",4,2018-11-05 23:26:43,2018-11-05 23:29:10
"083",5,2018-11-06 00:01:41,2018-11-06 00:01:41
"084",0,2018-11-05 05:04:11,2018-11-05 05:04:11
"084",1,2018-11-05 05:26:22,2018-11-05 09:00:52
"084",2,2018-11-05 09:07:11,2018-11-05 09:10:29
"084",3,2018-11-05 13:52:43,2018-11-05 19:10:16
"086",0,2018-11-05 05:10:56,2018-11-05 05:46:42
"086",1,2018-11-05 05:53:18,2018-11-05 06:39:09
"086",2,2018-11-05 07:03:45,2018-11-05 21:47:15
"086",3,2018-11-05 21:53:12,2018-11-05 21:59:26
"086",4,2018-11-06 00:01:34,2018-11-06 00:01:34
"087",0,2018-11-05 04:02:38,2018-11-05 04:40:12
"087",1,2018-11-05 04:48:11,2018-11-05 05:26:41
"087",2,2018-11-05 05:31:56,2018-11-05 09:03:45
"087",3,2018-11-05 13:43:17,2018-11-05 13:44:31
"087",4,2018-11-05 13:51:02,2018-11-05 18:52:33
"087",5,2018-11-06 00:00:02,2018-11-06 00:00:02
"088",0,2018-11-05 06:07:36,2018-11-05 09:32:10
"088",1,2018-11-05 14:26:47,2018-11-05 18:49:31
"088",2,2018-11-05 19:18:32,2018-11-05 20:02:11
"090",0,2018-11-05 05:43:47,2018-11-05 05:43:47
"090",1,2018-11-05 06:12:52,2018-11-05 09:27:58
"090",2,2018-11-05 11:06:40,2018-11-05 11:13:44
"090",3,2018-11-05 14:19:45,2018-11-05 20:43:04
"090",4,2018-11-06 00:05:39,2018-11-06 00:05:39
"093",0,2018-11-05 06:55:07,2018-11-05 06:55:47
"093",1,2018-11-05 07:09:47,2018-11-05 18:31:38
"093",2,2018-11-05 21:41:07,2018-11-05 21:41:42
"093",3,2018-11-06 03:40:49,2018-11-06 03:40:49
"094",0,2018-11-05 06:01:37,2018-11-05 06:01:37
"094",1,2018-11-05 06:34:12,2018-11-05 09:28:37
"094",2,2018-11-05 09:41:36,2018-11-05 09:41:45
"094",3,2018-11-05 10:04:45,2018-11-05 10:04:54
"094",4,2018-11-05 13:35:48,2018-11-05 13:37:20
